Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Назначение,Объем,Гастронормированная,Количество уровней,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/b4/c3/b4c36c53fd2cfab20cf782e7c689a47c.jpg,Витрина тепловая Hurakan HKN-WD50L,Витрина тепловая Hurakan HKN-WD50L,25968,RUB,Нет,Hurakan,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/271227,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271227"">Hurakan HKN-WD50L</a></b> предназначена для демонстрации, подогрева и кратковременного хранения готовых блюд на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с регулятором температуры, индикатором нагрева и LED подсветкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 706х478х491 мм</li>
</ul>",271227,от 30 до 90 °C,220 В,0.8 кВт,555 мм,361 мм,368 мм,17 кг,Китай,1,706x478x491 мм,0,https://entero.ru/manuals/416514/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-WD50L.pdf;https://entero.ru/manuals/333862/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-WD50L.pdf;https://entero.ru/manuals/333863/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,27050,,13 кг,настольная,"для готовых блюд, для выпечки",50 л,,2,
https://cdn.entero.ru/mp@2x/cf/8b/cf8b5136332f5e50f58192d4a38fdef9.jpg,Витрина тепловая КОБОР SE-5H синяя,SE-5H Blue,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/73805,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73805""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",73805,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/89096/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/90230/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,28991,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/d0/c4/d0c461ea87aa061896a3d2931fed2e85.jpg,Витрина тепловая КОБОР SE-5H зеленая,SE-5H Green,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224148,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224148""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224148,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270740/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270741/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,28381,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/71/bf/71bf43a0e20964bc784180c43db7ee42.jpg,Витрина тепловая КОБОР SE-5H красная,SE-5H Red,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224152,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224152""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224152,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270742/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270743/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/3b/25/3b25038879b3814d948c72cfc537829d.jpg,Витрина тепловая КОБОР SE-5H серебряная,SE-5H Silver,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224155,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224155""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224155,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270744/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270745/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/5c/dc/5cdc94bfc994caad09b385e66d2f3561.jpg,Витрина тепловая КОБОР SE-5H фиолетовая,SE-5H Purple,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224157,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224157""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224157,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270746/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270747/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/46/fe/46fec73cbe81b9e075a292c14cfb475f.jpg,Витрина тепловая КОБОР SE-5H желтая,SE-5H Yellow,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224158,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224158""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224158,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270748/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270749/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/dc/fa/dcfa4137ec91946628206e5be3e441ba.jpg,Витрина тепловая КОБОР SE-5H черная,SE-5H Black,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224160,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224160""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224160,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270750/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270751/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/94/ba/94ba4532af06eb80aad5215719144100.jpg,Витрина тепловая КОБОР SE-5H белая,SE-5H White,26962,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224161,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224161""><b class=""b"">Кобор SE-5H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 5 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5 уровней</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224161,от 30 до 80 °C,220 В,1 кВт,925 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270752/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-5H.pdf;https://entero.ru/manuals/270753/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,28683,,28 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/ed/01/ed01eef6667ea486dc8fd30503d5e0c0.jpg,Витрина тепловая Hurakan HKN-WD30B,Витрина тепловая Hurakan HKN-WD30B,27259,RUB,Нет,Hurakan,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/91157,"<p>Тепловая витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91157"">Hurakan HKN-WD30B</a></b> предназначена для демонстрации, подогрева и кратковременного хранения готовых блюд на предприятиях общественного питания и торговли. Модель оснащена полкой-решеткой и 3 поддонами на полке-основании. Корпус выполнен из крашеного металла.</p>",91157,от 30 до 110 °C,220 В,1.2 кВт,970 мм,430 мм,620 мм,36 кг,Китай,1,1050x560x670 мм,0,https://entero.ru/manuals/416524/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-WD30B.pdf;https://entero.ru/manuals/416525/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-WD30B.pdf;https://entero.ru/manuals/416526/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-WD30B.pdf;https://entero.ru/manuals/416527/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241042&hash=78aeb041cedd2609,35 кг,настольная,для готовых блюд,,,2,
https://cdn.entero.ru/mp@2x/8e/af/8eaf77caa6ddc99cc1c53cc28648e017.jpg,Витрина тепловая КОБОР SE-4H фиолетовая,SE-4H Purple,27525,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224136,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224136""><b class=""b"">Кобор SE-4H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 4 уровня</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера на 6 гастроемкостей.</span></em></p>",224136,от 30 до 80 °C,220 В,1 кВт,745 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270729/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-4H.pdf;https://entero.ru/manuals/270730/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,28672,,24 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/13/7b/137be9c5d3df45a92cbf2a035ecb7402.jpg,Витрина тепловая КОБОР SE-6H красная,SE-6H Red,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224224,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224224""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224224,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270808/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270809/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,32 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/a3/df/a3dfdc8738cbc55188d00c6465b6d164.jpg,Витрина тепловая КОБОР SE-6H синяя,SE-6H Blue,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224225,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224225""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224225,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270810/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270811/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,31052,,32 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/15/60/15601ae76ed1d89c4758e6af67d949a2.jpg,Витрина тепловая КОБОР SE-6H зеленая,SE-6H Green,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224226,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224226""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224226,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270812/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270813/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,31052,,32 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/91/70/91706e8f94ed3e38043b03845a4a5865.jpg,Витрина тепловая КОБОР SE-6H белая,SE-6H White,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224227,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224227""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224227,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270814/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270815/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,30718,,32 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/91/12/9112a5d2225a286c457546d29be2e2ce.jpg,Витрина тепловая КОБОР SE-6H фиолетовая,SE-6H Purple,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224228,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224228""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224228,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270816/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270817/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29758,,32 кг,настольная,,,Да,,
https://cdn.entero.ru/mp@2x/72/a7/72a72ffe992b78aa4c4a9576bdfc0acc.jpg,Витрина тепловая КОБОР SE-6H серебряная,SE-6H Silver,28568,RUB,Нет,КОБОР,Профоборудование,Тепловое,Витрины тепловые,https://entero.ru/item/224229,"<p>Тепловая витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224229""><b class=""b"">Кобор SE-6H</b></a> серии Space предназначена для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Витрина имеет округлые формы и неповторимый дизайн. Модель оснащена светодиодной подсветкой.</p>

<p>В комплект поставки входят 6 гастроемкостей GN 1/3 глубиной 40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 уровней</li>
</ul>",224229,от 30 до 80 °C,220 В,1.5 кВт,1100 мм,395 мм,360 мм,,Россия,,,0,https://entero.ru/manuals/270818/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SE-6H.pdf;https://entero.ru/manuals/270819/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,32 кг,настольная,,,Да,,
