Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Управление,Конвейерный,Диаметр заготовки,Количество порций,Масса тестовой заготовки,Вместимость бункера
https://cdn.entero.ru/mp@2x/34/05/340555c33433e810cdf72eddde84f840.jpg;https://cdn.entero.ru/mp@2x/5c/8f/5c8ff517ea9d44542ead5f13451d1a91.jpg;https://cdn.entero.ru/mp@2x/13/40/13402ea08750438aac4c5fa17a0ff7b7.jpg;https://cdn.entero.ru/mp@2x/a2/33/a23395547e32e34ad6f787add07debcc.jpg,Тестоделитель Apach Bakery Line SQ M20,206103,463419,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/124896,"<p>Ручной гидравлический тестоделитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124896"">Apach Bakery Line SQ M20</a></b> используется на предприятиях общественного питания и торговли для деления теста на квадратные заготовки для последующей выпечки различных хлебобулочных изделий. Деление происходит при помощи рычага. Корпус выполнен из окрашенной стали, камера - из алюминиевого сплава антикородал MG5 с твердым анодированием, чаша - из пищевого полиэтилена PETG, внутренная поверхность крышки и прессов - из пищевого полиэтилена PE534, ножи и решетки - из нержавеющей стали AISI 338.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота заготовки: 70 мм</li>
<li>Высота с открытой крышкой: 1500мм</li>
<li>Габариты в упаковке: 760х730х1360 мм</li>
</ul>",124896,,380 В,,720 мм,700 мм,1100 мм,,Италия,,,0,https://entero.ru/manuals/134154/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SQ%20M20.pdf;https://entero.ru/manuals/290773/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SQ%20M20.pdf;https://entero.ru/manuals/290774/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%BC%D1%83%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SQ%20M20.pdf;https://entero.ru/manuals/290775/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/290776/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,503716,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,200 кг,20 шт/мин.,механическое,,,20,от 80 до 350 гр,7 кг
https://cdn.entero.ru/mp@2x/e7/a7/e7a7024e1558de89785d05b1ce11670c.jpg,Тестоделитель Apach Bakery Line SE M19,Тестоделитель Apach Bakery Line SE M19,472107,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/200978,"<p>Ручной тестоделитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200978"">Apach Bakery Line SE M19</a></b> используется на предприятиях общественного питания и торговли для деления теста на шестиугольные заготовки для последующей выпечки различных хлебобулочных изделий. Дежи и головки выполнены из алюминиевого сплава с твердым анодированием, ножи и решетки - из нержавеющей стали 304, внутренняя поверхность - из пищевого полиэтилена PE500, чаша - из PETG.</p>

<p><b>Особенности:</b>​</p>

<ul>
<li>Гексагональная кювета</li>
<li>Крышка уплотнения: ограничение потери муки на протяжении всего рабочего цикла машины </li>
<li>Возможность установки различных типов решеток</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота с открытой крышкой: 1500мм</li>
<li>Габариты в упаковке: 760х730х1360 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Две дополнительные боковые дверцы</li>
</ul>",200978,,,,720 мм,700 мм,1100 мм,,Италия,,,0,https://entero.ru/manuals/235039/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SE%20M19.pdf;https://entero.ru/manuals/290845/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SE%20M19.pdf;https://entero.ru/manuals/290846/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%BC%D1%83%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SE%20M19.pdf;https://entero.ru/manuals/290847/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/290848/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,502241,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,200 кг,20 шт/мин.,механическое,,,19,от 90 до 300 гр,6 кг
https://cdn.entero.ru/mp@2x/57/be/57be4679b2d0fc7bb23f36f2131fefaf.jpg,Тестоокруглитель Senoven SHY-290,Тестоокруглитель Senoven SHY-290,488400,RUB,Нет,Senoven,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/170002,"<p>Тестоокруглитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/170002"">Senoven SHY-290</a></b> используется в пекарнях, кондитерских и на предприятиях пищевой промышленности для для создания однородной структуры, частичного удаления диоксида углерода, заделки поверхностных пор и придания заготовкам округлой формы. </p>

<p> </p>",170002,тестокруглитель,220 В,0.75 кВт,610 мм,740 мм,1080 мм,,,,,0,https://entero.ru/manuals/195914/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Senoven%20SHY-290%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.docx;https://entero.ru/manuals/216301/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Senoven%202021.pdf,508750,,130 кг,,,,,,от 30 до 900 гр,
https://cdn.entero.ru/mp@2x/0b/6e/0b6ec3adf6f487833c71b443d173b998.jpg,Тестоделитель Apach Bakery Line SE M37,Тестоделитель Apach Bakery Line SE M37,489061,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/200981,"<p>Ручной тестоделитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200981"">Apach Bakery Line SE M37</a></b> используется на предприятиях общественного питания и торговли для деления теста на шестиугольные заготовки для последующей выпечки различных хлебобулочных изделий. Дежи и головки выполнены из алюминиевого сплава с твердым анодированием, ножи и решетки - из нержавеющей стали 304, внутренняя поверхность - из пищевого полиэтилена PE500, чаша - из PETG.</p>

<p><b>Особенности:</b>​</p>

<ul>
<li>Гексагональная кювета</li>
<li>Крышка уплотнения: ограничение потери муки на протяжении всего рабочего цикла машины </li>
<li>Возможность установки различных типов решеток</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота с открытой крышкой: 1500мм</li>
<li>Габариты в упаковке: 760х730х1360 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Две дополнительные боковые дверцы</li>
</ul>",200981,тестоделитель,,,720 мм,700 мм,1100 мм,,Италия,,,0,https://entero.ru/manuals/235042/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SE%20M37.pdf;https://entero.ru/manuals/290841/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SE%20M37.pdf;https://entero.ru/manuals/290842/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%BC%D1%83%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20SE%20M37.pdf;https://entero.ru/manuals/290843/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/290844/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,514801,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,200 кг,36 шт/мин.,механическое,,,37,от 45 до 160 гр,6 кг
https://cdn.entero.ru/mp@2x/dc/8a/dc8ab6c1d8ac2870d36f8e83865949c7.jpg;https://cdn.entero.ru/mp@2x/bc/93/bc9352803c933d09049b604df7294567.jpg;https://cdn.entero.ru/mp@2x/a0/42/a0421f5a8143e6c7fdbc9cacf15e6c56.jpg,Тестоокруглитель Prismafood PF-AR800,1A900505,490293,RUB,Нет,Prismafood,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/342586,"<p>Тестоокруглитель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342586"">Prismafood PF-AR800</a> </b>используется в пекарнях, пиццериях, кондитерских и на других предприятиях общественного питания и торговли для скатывания в шарики заготовок из теста до процесса расстойки. Модель оснащена спиральным механизмом округления. Корпус выполнен из стали с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кнопка аварийной остановки</li>
<li>Поворотные опорные ролики, включая фронтальные со стояночным тормозом, для легкой и гигиеничной транспортировки полученной продукции</li>
<li>Высокая производительность при совместной эксплуатации с тестоделителем <a href=""https://entero.ru/item/342584"">PF-PO800</a> и подставкой</li>
<li>Прочная конструкция с надежными внутренними элементами</li>
<li>Простота эксплуатации и легкость обслуживания</li>
<li>Компактные габариты для оптимизации пространства на малых предприятиях</li>
<li>Эргономичный дизайн </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка SPO-AR</li>
</ul>",342586,тестокруглитель,380 В,0.3 кВт,500 мм,650 мм,880 мм,,Италия,,,0,https://entero.ru/manuals/410355/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Prismafood%20PF-AR800.pdf;https://entero.ru/manuals/410361/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BF%D0%BE%D0%B4%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%20Prismafood%20PF-AR800.pdf;https://entero.ru/manuals/410363/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B7%D0%B0%D0%BF%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9%20Prismafood%20PF-AR800.pdf;https://entero.ru/manuals/410365/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Prismafood%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/410367/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,68 кг,,электромеханическое,,,,от 20 до 900 гр,
https://cdn.entero.ru/mp@2x/06/d1/06d1005f4e07218d077e7f295d67df06.jpg;https://cdn.entero.ru/mp@2x/14/b7/14b7e99bcbe28a30a8629bff674c983b.jpg,Тестоделитель Pizza Group SA300,ита561,498152,RUB,Нет,Pizza Group,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/80414,"<p>Тестоделитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80414"">Pizza Group SA300</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для быстрого деления тестовых заготовок на порции заданного веса. Модель оснащена панелью управления с аварийной рукояткой, 2 предохранительными выключателями на дверце, ножом и рычагом для приведения его в нужную позицию. Корпус выполнен из нержавеющей стали, все элементы - из антикоррозийных материалов.</p>

<p>В комплект поставки входят переходные втулки для получения заданных порций теста.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Точность деления: ±10%</li>
<li>Температура загружаемого теста: от 15 до 20 °C</li>
<li>Габариты в упаковке: 570x920x790 мм</li>
</ul>

<p><b>Используемые втулки:</b></p>

<ul>
<li>Ø 40 мм (порция теста от 50 до 90 гр)</li>
<li>Ø 45 мм (порция теста от 80 до 130 гр)</li>
<li>Ø 50 мм (порция теста от 120 до 180 гр)</li>
<li>Ø 55 мм (порция теста от 170 до 230 гр)</li>
<li>Ø 60 мм (порция теста от 220 до 300 гр)</li>
</ul>",80414,,220 В,0.93 кВт,510 мм,830 мм,530 мм,,Италия,,,0,https://entero.ru/manuals/53601/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Pizza%20Group%20SA300.pdf,,,74 кг,,,,,,от 50 до 300 гр,30 кг
https://cdn.entero.ru/mp@2x/14/37/143709f3431f82a876d6836a82f5fc1d.jpg;https://cdn.entero.ru/mp@2x/a4/3f/a43f82e5c08f212a7110fc237fe8834e.jpg;https://cdn.entero.ru/mp@2x/d4/32/d4322e6b9491822a1348cb6b19b387a7.jpg,Тестоокруглитель ITPIZZA PF-AR800,Тестоокруглитель ITPIZZA PF-AR800,500405,RUB,Нет,ITPIZZA,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/314045,"<p>Тестоокруглитель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314045"">ITPIZZA PF-AR800</a> </b>используется в пекарнях, пиццериях, кондитерских и на других предприятиях общественного питания и торговли для скатывания в шарики заготовок из теста до процесса расстойки. Модель оснащена спиральным механизмом округления. Корпус выполнен из стали с антикоррозийным покрытием в комбинации белого и оранжевого тонов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кнопка аварийной остановки</li>
<li>Стрелка направления вращения</li>
<li>Поворотные опорные ролики, включая фронтальные со стояночным тормозом, для легкой и гигиеничной транспортировки полученной продукции</li>
<li>Высокая производительность при совместной эксплуатации с тестоделителем <a href=""https://entero.ru/item/314047"">PO-800</a> и подставкой</li>
<li>Прочная конструкция с надежными внутренними элементами</li>
<li>Простота эксплуатации и легкость обслуживания</li>
<li>Компактные габариты для оптимизации пространства на малых предприятиях</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность соответственно массе заготовки:
<ul>
<li>250 г: 700 шт./ч</li>
<li>500 г: 350 шт./ч</li>
<li>900 г: 200 шт./ч</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка <a href=""https://entero.ru/item/314039"">SPO-AR</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",314045,тестоделитель-тестоокруглитель,380 В,0.3 кВт,500 мм,650 мм,880 мм,76 кг,Италия,1,470x710x1020 мм,0,,521255,,68 кг,,,,,,от 50 до 900 гр,
https://cdn.entero.ru/mp@2x/f2/d6/f2d69ab6ae36714bf30ddeadc0ff4607.jpg;https://cdn.entero.ru/mp@2x/fd/60/fd602e52a9cb27fd1adb89bba958d0c2.jpg;https://cdn.entero.ru/mp@2x/d6/fb/d6fbe19c1c528b89636617d97274fa27.jpg;https://cdn.entero.ru/mp@2x/8e/33/8e33896725fcbf594b5aa5f86a01e3ac.jpg;https://cdn.entero.ru/mp@2x/e4/85/e485cbf7606e99ebe024edceaf39cce8.jpg;https://cdn.entero.ru/mp@2x/9b/14/9b14bbc59fda9e788cbef6a937f9d030.jpg,Тестоделитель Prismafood PF-PO300,1P900500,573145,RUB,Нет,Prismafood,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/342583,"<p>Тестоделитель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342583"">Prismafood PF-PO300</a> </b>используется в пекарнях, пиццериях, кондитерских и на других предприятиях общественного питания и торговли для точно дозированного разделения заготовок из теста. Модель оснащена шнековым механизмом подачи теста и электромеханической системой управления. Корпус выполнен из стали с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка дозирования порций с помощью сменных насадок</li>
<li>Кнопка аварийной остановки</li>
<li>Смотровое окно на двери для визуального контроля процесса</li>
<li>Устойчивые нескользящие опоры</li>
<li>Высокая производительность при совместной эксплуатации с тестоокруглителем <a href=""https://entero.ru/item/342585"">PF-AR300</a> и подставкой</li>
<li>Прочная конструкция с надежными внутренними элементами</li>
<li>Простота эксплуатации и легкость обслуживания</li>
<li>Компактные габариты для оптимизации пространства на малых предприятиях</li>
<li>Эргономичный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность при массе порции 250 г: 700 шт./ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка SPO-AR</li>
</ul>",342583,тестоделитель,380 В,0.93 кВт,500 мм,540 мм,840 мм,,Италия,,,0,https://entero.ru/manuals/410357/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Prismafood%20PF-PO300.pdf;https://entero.ru/manuals/410369/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BF%D0%BE%D0%B4%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%20Prismafood%20PF-PO300.pdf;https://entero.ru/manuals/410371/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B7%D0%B0%D0%BF%D1%87%D0%B0%D1%81%D1%82%D0%B5%D0%B9%20Prismafood%20PF-PO300.pdf;https://entero.ru/manuals/410373/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Prismafood%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/410375/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,74 кг,,электромеханическое,,,,от 50 до 280 гр,30 кг
https://cdn.entero.ru/mp@2x/24/42/24420dbf6473c3387011887fd67236b7.jpg;https://cdn.entero.ru/mp@2x/e4/84/e484d01a6248cdcdc740a710e2c382b4.jpg,Тестоделитель ITPIZZA PF-PO300,Тестоделитель ITPIZZA PF-PO300,584894,RUB,Нет,ITPIZZA,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/314046,"<p>Тестоделитель<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314046"">ITPIZZA PF-PO300</a> </b>используется в пекарнях, пиццериях, кондитерских и на других предприятиях общественного питания и торговли для точно дозированного разделения заготовок из теста. Модель оснащена шнековым механизмом подачи теста и электромеханической системой управления. Корпус выполнен из стали с антикоррозийным покрытием в комбинации белого и оранжевого тонов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кнопка аварийной остановки</li>
<li>Смотровое окно на двери для визуального контроля процесса</li>
<li>Устойчивые нескользящие опоры</li>
<li>Высокая производительность при совместной эксплуатации с тестоокруглителем <a href=""https://entero.ru/item/314044"">AR-300</a> и подставкой</li>
<li>Прочная конструкция с надежными внутренними элементами</li>
<li>Простота эксплуатации и легкость обслуживания</li>
<li>Компактные габариты для оптимизации пространства на малых предприятиях</li>
<li>Эргономичный дизайн в промышленном исполнении</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка <a href=""https://entero.ru/item/314039"">SPO-AR</a></li>
</ul>",314046,тестоделитель,380 В,0.93 кВт,510 мм,530 мм,830 мм,89 кг,Италия,1,960x600x680 мм,0,,635754,,74 кг,,электромеханическое,,,,от 50 до 300 гр,30 кг
https://cdn.entero.ru/mp@2x/c0/00/c0005b9d4cf478ab6acb6736089f3561.jpg,Тестоокруглитель Kumkaya CM 3000 PT,Тестоокруглитель Kumkaya CM 3000 PT,650882,RUB,Нет,,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/234717,"<p>Тестоокруглитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234717"">Kumkaya CM 3000 PT</a></b> предназначен для округления тестовых заготовок после деления на порции на предприятиях общественного питания и торговли. Модель оснащена стационарными желобами и колесами, облегчающими передвижение. Корпус выполнен из нержавеющей стали, желоба и конус - из алюминия, опоры - из каучука.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система обдува каналов</li>
<li>Регулируемый бесшумный мукоподсыпатель</li>
<li>Специальный резервуар и щетка под корпусом машины для сметания излишков муки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 4000 шт./ч</li>
<li>Дистанция округления: 3500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Электронная система управления скоростью</li>
<li>Тефлоновое покрытие желобов и конуса</li>
</ul>",234717,тестокруглитель,380 В,1.3 кВт,920 мм,920 мм,1484 мм,,Турция,,,0,https://entero.ru/manuals/282485/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Kumkaya%20CM%203000%20PT.pdf;https://entero.ru/manuals/282499/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,707480,,240 кг,66 шт/мин.,электромеханическое,,,,от 150 до 650 гр,
https://cdn.entero.ru/mp@2x/ae/c3/aec34dc444b2499303167aeb126d0010.jpg,Тестоделитель Memak VDD 90,Тестоделитель Memak VDD 90,46021408,RUB,Нет,,Профоборудование,Хлебопекарное,Тестоделители и округлители,https://entero.ru/item/240367,"<p>Тестоделитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/240367""><b class=""b"">Memak<font color=""#3383d0""> VDD 90</font></b></a> предназначен для деления тестовых заготовок на порции на предприятиях общественного питания и торговли. Модель оснащена резервуаром для муки, счетчиком-дозатором для теста и колесами, облегчающими передвижение. Крышка и воронка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Трехфазный</li>
<li>Вакуумная объемная резка</li>
<li>Система автоматической регулировки веса</li>
<li>Выходной конвейер теста с регулировкой по высоте</li>
<li>Регулируемая скорость резки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Производительность: от 1200 до 2400 шт./час</li>
<li>Точность взвешивания: ± 5%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Воронка большой емкости</li>
<li>Воронка с тефлоновым покрытием</li>
<li>Регулируемая скорость</li>
<li>Система смазки с замкнутым контуром</li>
</ul>",240367,тестоделитель,380 В,1.5 кВт,650 мм,1500 мм,1150 мм,,Турция,,,0,https://entero.ru/manuals/288850/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Memak%20VDD%2090.pdf,,,385 кг,от 20 до 40 шт/мин.,электромеханическое,,,,от 80 до 350 гр,70 кг
