Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Время розжига,Время автономной работы
https://cdn.entero.ru/mp@2x/b2/7c/b27c99f35a6ec479a316360a95cf0f87.jpg,Мангал на углях Osba МА-4,OSR042,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286729,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286729"">Osba МА-4</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 36</li>
<li>Диаметр выходной трубы: 315 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",286729,,2000 мм,500 мм,1900 мм,,Россия,,,0,,,,280 кг,,,
https://cdn.entero.ru/mp@2x/c3/f1/c3f1427fc8d7621838aa8ec68f82c550.jpg;https://cdn.entero.ru/mp@2x/7e/5f/7e5f9f2785f721967eae8173b8deb029.jpg;https://cdn.entero.ru/mp@2x/3b/14/3b14614e8577e00557328bcc9d24d6d1.jpg;https://cdn.entero.ru/mp@2x/1f/00/1f001f0e6aee33123bf68116db2465de.jpg,Гриль керамический Monolith Grill Junior 201022-R,201002-R / grill Junior без столиков красный,0,RUB,Нет,Monolith Grill,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/81285,"<p>Керамический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81285"">Monolith Grill Junior 201022-R</a></b> предназначен для приготовления блюд на древесном угле в частных домах и на предприятиях общественного питания. Модель сочетает в себе 5 видов оборудования для высокотемпературного приготовления пищи: мангал, тандыр, барбекю, гриль и коптильня. Корпус покрыт специальной глазурью, защищающей от выцветания на солнце и воздействия атмосферных осадков.</p>

<p><em>При эксплуатации гриля НЕ используйте жидкость для розжига и прессованный уголь, используйте только сухой спирт или специальные брикеты для розжига и топите ДРЕВЕСНЫМ углем.</em></p>

<p><b>Комплектация:</b></p>

<ul>
<li>2-уровневая решетка</li>
<li>Камень-жароотсекатель круглый</li>
<li>Камень-жароотсекатель полукруглый</li>
<li>Адаптер подачи ароматической щепы</li>
<li>Камень для пиццы</li>
<li>Кочерга</li>
<li>Ручка для снятия решетки</li>
<li>Инструкция</li>
<li>Книга с рецептами</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Внешний термометр:
<ul>
<li>Определяет и контролирует температуру внутри гриля на протяжении всего процесса приготовления блюда</li>
<li>2 шкалы: Цельсия и Фаренгейта, что позволяет воспроизводить американские рецепты без перерасчета</li>
</ul>
</li>
<li>Купол с крышкой для регуляции подачи воздуха</li>
<li>Конструкция со специальным закрываемым отверстием в середине корпуса, через которое можно подсыпать ароматную щепу</li>
<li>Ручка из влагостойкого бамбука прикреплена 2 надежными болтами из нержавеющей стали</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чугунная решетка <a href=""https://entero.ru/item/81282"">201011</a></li>
<li>Подставка для курицы <a href=""https://entero.ru/item/81283"">SR8016</a></li>
<li>Электрический розжиг</li>
<li>Защитный чехол из нейлона</li>
</ul>",81285,,470 мм,520 мм,570 мм,,Германия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240054&hd=2&autoplay=0,,,,
https://cdn.entero.ru/mp@2x/a7/0c/a70c80c0eca823378b6a0ff70cfb71a2.jpg;https://cdn.entero.ru/mp@2x/03/64/0364cf2f13c4c00c1ee5ecaedd069b14.jpg;https://cdn.entero.ru/mp@2x/73/8c/738c95121f39d69aab5ed723097af1e9.jpg;https://cdn.entero.ru/mp@2x/f1/95/f195e56edb31c59593642a2dcf81c10c.jpg,Гриль керамический Monolith Grill Junior 201022-S,201002-S / grill Junior без столиков черный,0,RUB,Нет,Monolith Grill,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/81286,"<p>Керамический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81286"">Monolith Grill Junior 201022-S</a></b> предназначен для приготовления блюд на древесном угле в частных домах и на предприятиях общественного питания. Модель сочетает в себе 5 видов оборудования для высокотемпературного приготовления пищи: мангал, тандыр, барбекю, гриль и коптильня. Корпус покрыт специальной глазурью, защищающей от выцветания на солнце и воздействия атмосферных осадков.</p>

<p><em>При эксплуатации гриля НЕ используйте жидкость для розжига и прессованный уголь, используйте только сухой спирт или специальные брикеты для розжига и топите ДРЕВЕСНЫМ углем.</em></p>

<p><b>Комплектация:</b></p>

<ul>
<li>2-уровневая решетка</li>
<li>Камень-жароотсекатель круглый</li>
<li>Камень-жароотсекатель полукруглый</li>
<li>Адаптер подачи ароматической щепы</li>
<li>Камень для пиццы</li>
<li>Кочерга</li>
<li>Ручка для снятия решетки</li>
<li>Инструкция</li>
<li>Книга с рецептами</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Внешний термометр:
<ul>
<li>Определяет и контролирует температуру внутри гриля на протяжении всего процесса приготовления блюда</li>
<li>2 шкалы: Цельсия и Фаренгейта, что позволяет воспроизводить американские рецепты без перерасчета</li>
</ul>
</li>
<li>Купол с крышкой для регуляции подачи воздуха</li>
<li>Конструкция со специальным закрываемым отверстием в середине корпуса, через которое можно подсыпать ароматную щепу</li>
<li>Ручка из влагостойкого бамбука прикреплена 2 надежными болтами из нержавеющей стали</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чугунная решетка <a href=""https://entero.ru/item/81282"">201011</a></li>
<li>Подставка для курицы <a href=""https://entero.ru/item/81283"">SR8016</a></li>
<li>Электрический розжиг</li>
<li>Защитный чехол из нейлона</li>
</ul>",81286,,470 мм,520 мм,570 мм,,Германия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240054&hd=2&autoplay=0,,,,
https://cdn.entero.ru/mp@2x/f6/b7/f6b7088d2d67d8f6c042888fdce0b622.jpg,Мангал на углях Osba МА-1,OSR039,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286724,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286724"">Osba МА-1</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 18</li>
<li>Диаметр выходной трубы: 200 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>",286724,,1000 мм,500 мм,1750 мм,,Россия,,,0,,,,130 кг,,,
https://cdn.entero.ru/mp@2x/8e/8a/8e8abdce88cdc030d19cef7212d83088.jpg,Мангал на углях Osba МА-2,OSR040,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286727,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286727"">Osba МА-2</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 22</li>
<li>Диаметр выходной трубы: 200 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>",286727,,1200 мм,500 мм,1750 мм,,Россия,,,0,,,,150 кг,,,
https://cdn.entero.ru/mp@2x/f4/50/f4507137c1020c695498e31dd19f933b.jpg;https://cdn.entero.ru/mp@2x/17/65/176542683800ae95c1ef166778aae623.jpg;https://cdn.entero.ru/mp@2x/e5/01/e5011e3c39e68d852f2ceea440e6197f.jpg;https://cdn.entero.ru/mp@2x/cc/68/cc68feb8538c1229e60b1efecb5bac18.jpg,Гриль керамический Monolith Grill Junior 201021-S,201001-S / grill Junior со столиками черный,0,RUB,Нет,Monolith Grill,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/81281,"<p>Керамический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81281"">Monolith Grill Junior 201021-S</a></b> предназначен для приготовления блюд на древесном угле в частных домах и на предприятиях общественного питания. Модель сочетает в себе 5 видов оборудования для высокотемпературного приготовления пищи: мангал, тандыр, барбекю, гриль и коптильня. Корпус покрыт специальной глазурью, защищающей от выцветания на солнце и воздействия атмосферных осадков.</p>

<p><em>При эксплуатации гриля НЕ используйте жидкость для розжига и прессованный уголь, используйте только сухой спирт или специальные брикеты для розжига и топите ДРЕВЕСНЫМ углем.</em></p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 боковых столика из бамбука</li>
<li>Ножки черного цвета</li>
<li>2-уровневая решетка</li>
<li>Камень-жароотсекатель круглый</li>
<li>Камень-жароотсекатель полукруглый</li>
<li>Адаптер подачи ароматической щепы</li>
<li>Камень для пиццы</li>
<li>Кочерга</li>
<li>Ручка для снятия решетки</li>
<li>Инструкция</li>
<li>Книга с рецептами</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Внешний термометр:
<ul>
<li>Определяет и контролирует температуру внутри гриля на протяжении всего процесса приготовления блюда</li>
<li>2 шкалы: Цельсия и Фаренгейта, что позволяет воспроизводить американские рецепты без перерасчета</li>
</ul>
</li>
<li>Купол с крышкой для регуляции подачи воздуха</li>
<li>Конструкция со специальным закрываемым отверстием в середине корпуса, через которое можно подсыпать ароматную щепу</li>
<li>Ручка из влагостойкого бамбука прикреплена 2 надежными болтами из нержавеющей стали</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чугунная решетка <a href=""https://entero.ru/item/81282"">201011</a></li>
<li>Подставка для курицы <a href=""https://entero.ru/item/81283"">SR8016</a></li>
<li>Электрический розжиг</li>
<li>Защитный чехол из нейлона</li>
</ul>",81281,,470 мм,520 мм,950 мм,,Германия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240054&hd=2&autoplay=0,,,,
https://cdn.entero.ru/mp@2x/68/89/6889cfe264ec798e4325d69343456295.jpg,Мангал на углях Osba МШ-1,OSR043,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286762,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286762"">Osba МШ-1</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена закрытой подставкой с распашными дверцами и двойной полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 18</li>
<li>Диаметр выходной трубы: 200 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",286762,,1000 мм,500 мм,1750 мм,,Россия,,,0,,,,135 кг,,,
https://cdn.entero.ru/mp@2x/10/6a/106a4409ff1dc4124b89f1c33507008b.jpg,Мангал на углях Osba МА-3,OSR041,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286728,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286728"">Osba МА-3</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 28</li>
<li>Диаметр выходной трубы: 250 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",286728,,1500 мм,500 мм,1900 мм,,Россия,,,0,,,,180 кг,,,
https://cdn.entero.ru/mp@2x/5d/79/5d791688f08102171c80baff5a4be207.jpg,Мангал на углях Osba МА-5,OSR047,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286770,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286770"">Osba МА-5</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, облицовка корпуса и полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 18</li>
<li>Диаметр выходной трубы: 200 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера, без облицовки нержавеющей сталью.</span></em></p>",286770,,1000 мм,500 мм,1750 мм,,Россия,,,0,,,,150 кг,,,
https://cdn.entero.ru/mp@2x/20/1e/201e5a493c7e07e14db391ddafc137c3.jpg,Мангал на углях Osba МШ-2,OSR044,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286764,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286764"">Osba МШ-2</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена закрытой подставкой с распашными дверцами и двойной полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 22</li>
<li>Диаметр выходной трубы: 200 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",286764,,1200 мм,500 мм,1750 мм,,Россия,,,0,,,,155 кг,,,
https://cdn.entero.ru/mp@2x/46/d6/46d668a664f3295c735252a937501ac8.jpg,Мангал на углях Osba МА-6,OSR048,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286773,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286773"">Osba МА-6</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, облицовка корпуса и полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 22</li>
<li>Диаметр выходной трубы: 200 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера, без облицовки нержавеющей сталью.</span></em></p>",286773,,1200 мм,500 мм,1750 мм,,Россия,,,0,,,,170 кг,,,
https://cdn.entero.ru/mp@2x/6a/4f/6a4fa7639763aef05c8d5e315ab8c3e3.jpg,Мангал на углях Osba МА-7,OSR049,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286779,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286779"">Osba МА-7</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, облицовка корпуса и полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 28</li>
<li>Диаметр выходной трубы: 250 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера, без облицовки нержавеющей сталью.</span></em></p>",286779,,1500 мм,500 мм,1900 мм,,Россия,,,0,,,,200 кг,,,
https://cdn.entero.ru/mp@2x/7f/52/7f52c85f1cd17141017aab342f463b77.jpg,Мангал на углях Osba МШ-3,OSR045,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286767,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286767"">Osba МШ-3</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена закрытой подставкой с распашными дверцами и двойной полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 28</li>
<li>Диаметр выходной трубы: 250 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",286767,,1500 мм,500 мм,1900 мм,,Россия,,,0,,,,185 кг,,,
https://cdn.entero.ru/mp@2x/3d/f9/3df902b06af05b890ff5dbcfc2967bb6.jpg;https://cdn.entero.ru/mp@2x/45/b0/45b0aa312aed78e0c90691263692e230.jpg;https://cdn.entero.ru/mp@2x/21/63/21635191e35cc99b213c04792f5334a7.jpg;https://cdn.entero.ru/mp@2x/da/65/da652108968cbcb8b188622d43e9aeea.jpg,Гриль керамический Monolith Grill Basic,201000,0,RUB,Нет,Monolith Grill,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/121990,"<p>Керамический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121990"">Monolith Grill Basic</a></b> предназначен для приготовления блюд на древесном угле в частных домах и на предприятиях общественного питания. Модель сочетает в себе 5 видов оборудования для высокотемпературного приготовления пищи: мангал, тандыр, барбекю, гриль и коптильня. Корпус покрыт специальной глазурью, защищающей от выцветания на солнце и воздействия атмосферных осадков.</p>

<p><em>При эксплуатации гриля НЕ используйте жидкость для розжига и прессованный уголь, используйте только сухой спирт или специальные брикеты для розжига и топите ДРЕВЕСНЫМ углем.</em></p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 боковых столика из бамбука</li>
<li>Ножки черного цвета</li>
<li>Камень-жароотсекатель круглый</li>
<li>Камень-жароотсекатель полукруглый</li>
<li>Кочерга</li>
<li>Инструкция</li>
<li>Книга с рецептами</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Внешний термометр:
<ul>
<li>Определяет и контролирует температуру внутри гриля на протяжении всего процесса приготовления блюда</li>
<li>2 шкалы: Цельсия и Фаренгейта, что позволяет воспроизводить американские рецепты без перерасчета</li>
</ul>
</li>
<li>Купол с крышкой для регуляции подачи воздуха</li>
<li>Ручка из влагостойкого бамбука прикреплена 2 надежными болтами из стали, окрашенной в черный цвет</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Чугунная решетка <a href=""https://entero.ru/item/81282"">201011</a></li>
<li>Подставка для курицы <a href=""https://entero.ru/item/81283"">SR8016</a></li>
<li>Электрический розжиг</li>
<li>Защитный чехол из нейлона</li>
<li>Ручка для снятия решетки</li>
<li>Камень для пиццы</li>
</ul>",121990,,1200 мм,590 мм,1200 мм,,Германия,,,0,,,,85 кг,,,
https://cdn.entero.ru/mp@2x/67/46/67469b948582391bc360f0a942b39c26.jpg,Мангал на углях Osba МШ-4,OSR046,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286768,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286768"">Osba МШ-4</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена закрытой подставкой с распашными дверцами и двойной полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 36</li>
<li>Диаметр выходной трубы: 315 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",286768,,2000 мм,500 мм,1900 мм,,Россия,,,0,,,,285 кг,,,
https://cdn.entero.ru/mp@2x/88/39/8839baf571e7e94592e77358802dd537.jpg,Мангал на углях Osba МА-8,OSR050,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286781,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286781"">Osba МА-8</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена подставкой с полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, облицовка корпуса и полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 36</li>
<li>Диаметр выходной трубы: 315 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера, без облицовки нержавеющей сталью.</span></em></p>",286781,,2000 мм,500 мм,1900 мм,,Россия,,,0,,,,300 кг,,,
https://cdn.entero.ru/mp@2x/be/06/be06df5293c3fb976a4cb20f12104a2e.jpg,Мангал на углях Osba МУ-3,OSR053,0,RUB,Нет,,Профоборудование,Тепловое,Печи на твердом топливе,https://entero.ru/item/286795,"<p>Мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286795"">Osba МУ-3</a></b> предназначен для приготовления мяса, рыбы, овощей и других продуктов с использованием угля на предприятиях общественного питания и торговли. Модель оснащена закрытой подставкой с распашными дверцами и двойной полкой и выходной трубой. Корпус выполнен из жаропрочной стали, каркас подставки - сварной, из профильной трубы 40х40 мм, корпус и каркас подставки покрыты термостойкой краской, выдерживающей нагрев до 1200 °С, внутренняя отделка - из огнеупорного шамотного кирпича, облицовка корпуса и полка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка шампуров: 28</li>
<li>Диаметр выходной трубы: 250 мм</li>
<li>Цвет: черный, серый, желтый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера, без облицовки нержавеющей сталью.</span></em></p>",286795,,1500 мм,500 мм,1900 мм,,Россия,,,0,,,,190 кг,,,
