Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество скоростей,Объем дежи,Опрокидываемая,На колесах
https://cdn.entero.ru/mp@2x/0c/a7/0ca7e7398eb839478ccace44366cb293.jpg;https://cdn.entero.ru/mp@2x/54/55/54554f191eaf18d1265290da8b84b2bd.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-50E автоподъем крышки,Кремоварка (варочный котел) с нижним приводом Danler GTS-50E автоподъем крышки,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343665,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343665""><b class=""b"">Danler GTS-50E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматическая герметическая крышка: ограничение попадания пара в помещение</li>
<li>Силиконовый уплотнитель крышки: создание положительного давления при приготовлении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 5 до 38 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 9 кВт</li>
<li>Мешалка: 0,75 кВт</li>
</ul>
</li>
<li>Скорость мешалки: 30 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343665,,9.75 кВт,916 мм,612 мм,739 мм,,,,0,https://entero.ru/manuals/416422/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,220 кг,,,1,50 л,,Да
https://cdn.entero.ru/mp@2x/19/ce/19cee50e68f3df9eb18c62eb1b474b17.jpg;https://cdn.entero.ru/mp@2x/e0/fd/e0fd1433115f634d4c2651aca5aaae3f.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-100E съемная крышка,Кремоварка (варочный котел) с нижним приводом Danler GTS-100E съемная крышка,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343639,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343639""><b class=""b"">Danler GTS-100E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Съёмная крышка: защита от попадания посторонних предметов во время приготовления массы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 10 до 76 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 9 кВт</li>
<li>Мешалка: 0,75 кВт</li>
</ul>
</li>
<li>Скорость замеса: 30 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343639,380 В,9.75 кВт,950 мм,800 мм,1160 мм,,,,0,https://entero.ru/manuals/416288/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,260 кг,,,2,100 л,,Да
https://cdn.entero.ru/mp@2x/2b/bc/2bbc8f8571f997fee566875c7a0856c2.jpg;https://cdn.entero.ru/mp@2x/fb/76/fb764c2999a1a703f4e6d3d1ca16cbaf.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-100E автопереворот котла,Кремоварка (варочный котел) с нижним приводом Danler GTS-100E автопереворот котла,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343662,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343662""><b class=""b"">Danler GTS-100E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматический переворот котла: опрокидывание осуществляется нажатием кнопки вверх или вниз</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 10 до 76 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 9 кВт</li>
<li>Мешалка: 0,75 кВт</li>
</ul>
</li>
<li>Скорость замеса: 30 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с крышкой.</span></em></p>",343662,,9.75 кВт,950 мм,800 мм,1160 мм,,,,0,https://entero.ru/manuals/416419/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,260 кг,,,1,100 л,Да,Да
https://cdn.entero.ru/mp@2x/f4/9a/f49ab9a833b64ffb00d635da208b4e30.jpg;https://cdn.entero.ru/mp@2x/93/2a/932a2ad2040dee39ba83d8d451ca89a2.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-100E регулировка скорости,Кремоварка (варочный котел) с нижним приводом Danler GTS-100E регулировка скорости,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343658,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343658""><b class=""b"">Danler GTS-100E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Плавная регулировка скорости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 10 до 76 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 9 кВт</li>
<li>Мешалка: 0,75 кВт</li>
</ul>
</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с крышкой.</span></em></p>",343658,380 В,9.75 кВт,950 мм,800 мм,1160 мм,,,,0,https://entero.ru/manuals/416415/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,260 кг,,,,100 л,,Да
https://cdn.entero.ru/mp@2x/a3/71/a37186c1eed9c521701e9cc5ccdf2de0.jpg;https://cdn.entero.ru/mp@2x/e9/92/e9926049cca82f4b82b3a315fd94444c.jpg,"Кремоварка (варочный котел) с нижним приводом Danler GTS-100E автопереворот котла, автоподъем крышки","Кремоварка (варочный котел) с нижним приводом Danler GTS-100E автопереворот котла, автоподъем крышки",0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343637,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343637""><b class=""b"">Danler GTS-100E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматический переворот котла: опрокидывание осуществляется нажатием кнопки вверх или вниз</li>
<li>Автоматическая герметическая крышка: ограничение попадания пара в помещение</li>
<li>Силиконовый уплотнитель крышки: создание положительного давления при приготовлении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 10 до 76 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 9 кВт</li>
<li>Мешалка: 0,75 кВт</li>
</ul>
</li>
<li>Скорость замеса: 30 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343637,,9.75 кВт,950 мм,800 мм,1160 мм,,,,0,https://entero.ru/manuals/416285/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,260 кг,,,1,100 л,Да,Да
https://cdn.entero.ru/mp@2x/fb/0a/fb0a2753de43d49c9f38a2e04128c24a.jpg;https://cdn.entero.ru/mp@2x/04/00/0400f96299ab93b1e653f8dd203731f5.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-200E регулировка скорости,Кремоварка (варочный котел) с нижним приводом Danler GTS-200E регулировка скорости,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343659,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343659""><b class=""b"">Danler GTS-200E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Плавная регулировка скорости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 20 до 160 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 18 кВт</li>
<li>Мешалка: 1,5 кВт</li>
</ul>
</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с крышкой.</span></em></p>",343659,,9.75 кВт,1300 мм,1030 мм,950 мм,,,,0,https://entero.ru/manuals/416416/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,360 кг,,,,200 л,,Да
https://cdn.entero.ru/mp@2x/95/eb/95eb7fbebdad1f2058f9f8018b4a7706.jpg;https://cdn.entero.ru/mp@2x/96/6e/966ee9bb8307fdd65ec646804fde6481.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-200E автоподъем крышки,Кремоварка (варочный котел) с нижним приводом Danler GTS-200E автоподъем крышки,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343667,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343667""><b class=""b"">Danler GTS-200E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматическая герметическая крышка: ограничение попадания пара в помещение</li>
<li>Силиконовый уплотнитель крышки: создание положительного давления при приготовлении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 20 до 160 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 18 кВт</li>
<li>Мешалка: 1,5 кВт</li>
</ul>
</li>
<li>Скорость мешалки: 23 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343667,,19.5 кВт,1300 мм,1030 мм,950 мм,,,,0,https://entero.ru/manuals/416424/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,360 кг,,,1,200 л,,Да
https://cdn.entero.ru/mp@2x/0b/f5/0bf5618a691bbd79775afe79a5b4e2e1.jpg;https://cdn.entero.ru/mp@2x/f6/64/f664098ee3b6a4f987abd8f26e393f2c.jpg,"Кремоварка (варочный котел) с нижним приводом Danler GTS-200E автопереворот котла, автоподъем крышки","Кремоварка (варочный котел) с нижним приводом Danler GTS-200E автопереворот котла, автоподъем крышки",0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343645,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343645""><b class=""b"">Danler GTS-200E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматический переворот котла: опрокидывание осуществляется нажатием кнопки вверх или вниз</li>
<li>Автоматическая герметическая крышка: ограничение попадания пара в помещение</li>
<li>Силиконовый уплотнитель крышки: создание положительного давления при приготовлении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 20 до 160 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 18 кВт</li>
<li>Мешалка: 1,5 кВт</li>
</ul>
</li>
<li>Скорость мешалки: 23 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343645,,19.5 кВт,1300 мм,1030 мм,950 мм,,,,0,https://entero.ru/manuals/416315/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,360 кг,,,1,200 л,Да,Да
https://cdn.entero.ru/mp@2x/1c/eb/1ceb7597dcc3e974f04b19f634027e40.jpg;https://cdn.entero.ru/mp@2x/43/32/4332b4bfee37e71d29711cf847847f44.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E съемная крышка,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E съемная крышка,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343651,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343651""><b class=""b"">Danler GTS-400E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Съёмная крышка: защита от попадания посторонних предметов во время приготовления массы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 30 до 320 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 24 кВт</li>
<li>Мешалка: 2,2 кВт</li>
</ul>
</li>
<li>Скорость мешалки: 23 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343651,,26.2 кВт,1700 мм,1300 мм,1150 мм,,,,0,https://entero.ru/manuals/416328/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,620 кг,,,1,400 л,,Да
https://cdn.entero.ru/mp@2x/f6/45/f64587fcf90aa14b1028b2a689874de9.jpg;https://cdn.entero.ru/mp@2x/34/87/348763a0feca6f8c25727ac396602ba1.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E регулировка скорости,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E регулировка скорости,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343660,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343660""><b class=""b"">Danler GTS-400E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Плавная регулировка скорости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 30 до 320 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 24 кВт</li>
<li>Мешалка: 2,2 кВт</li>
</ul>
</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с крышкой.</span></em></p>",343660,,26.2 кВт,1700 мм,1300 мм,1150 мм,,,,0,https://entero.ru/manuals/416417/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,620 кг,,,,400 л,,Да
https://cdn.entero.ru/mp@2x/db/aa/dbaa7a3ef385ee5eb55b4557dd8379ce.jpg;https://cdn.entero.ru/mp@2x/77/17/7717bf5d536846087bb764108a619cbe.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E автопереворот котла,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E автопереворот котла,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343664,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343664""><b class=""b"">Danler GTS-400E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматический переворот котла: опрокидывание осуществляется нажатием кнопки вверх или вниз</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 30 до 320 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 24 кВт</li>
<li>Мешалка: 2,2 кВт</li>
</ul>
</li>
<li>Скорость мешалки: 23 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера и с крышкой.</span></em></p>",343664,,26.2 кВт,1700 мм,1300 мм,1150 мм,,,,0,https://entero.ru/manuals/416421/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,620 кг,,,1,400 л,Да,Да
https://cdn.entero.ru/mp@2x/79/70/7970bdce4215b9d6f2252f949e8a9b42.jpg;https://cdn.entero.ru/mp@2x/cf/91/cf917449b7323d718cb93be0d7b445cc.jpg,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E автоподъем крышки,Кремоварка (варочный котел) с нижним приводом Danler GTS-400E автоподъем крышки,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Кремоварки,https://entero.ru/item/343668,"<p>Кремоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343668""><b class=""b"">Danler GTS-400E</b></a> используется на предприятиях общественного питания и торговли для приготовления заварного крема, кондитерской массы, джема, фруктового пашота, смесей для мороженого, шоколадных десертов. Модель оснащена электронной панелью управления, специальной мешалкой со скребками, предотвращающими прилипание продукта, и емкостью с воронкой, позволяющей контролировать процесс выгрузки продукта. Все элементы, контактирующие с пищевыми продуктами, выполнены из кислотоустойчивой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью масла в двойных стенках котла</li>
<li>Возможность наклона котла: облегчение выгрузки массы и чистки машины</li>
<li>Возможность фиксирования в любом положении: открытом, наклонном и закрытом</li>
<li>Дополнительная наружная ""рубашка"": ограничение выделения температуры наружу</li>
<li>Усиленный месильный орган</li>
<li>Автоматизированный привод подъема головки</li>
<li>Автоматическая герметическая крышка: ограничение попадания пара в помещение</li>
<li>Силиконовый уплотнитель крышки: создание положительного давления при приготовлении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рекомендуемая величина наполнения котла: от 30 до 320 л</li>
<li>Установленная мощность: 
<ul>
<li>ТЭНы: 24 кВт</li>
<li>Мешалка: 2,2 кВт</li>
</ul>
</li>
<li>Скорость мешалки: 23 об/мин.</li>
<li>Максимальная температура: 240 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",343668,,26.2 кВт,1700 мм,1300 мм,1150 мм,,,,0,https://entero.ru/manuals/416425/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%B8%20COSMOS%20GTS.doc,,,620 кг,,,1,400 л,,Да
