Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Рабочая зона,Емкость для отходов,Ширина рабочего места,Количество охлаждаемых ящиков,Рукомойник
https://cdn.entero.ru/mp@2x/da/c3/dac3f3c9a8dc087a8d59d41def0210aa.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2612,Станция кулинарная индукционная Astropit КС-ИНД-2612,445000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224396,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/224396"">Astropit КС-ИНД-2612</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>Тумба для инвентаря</li>
<li>Рукомойник</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224396,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,,80 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2600 мм,,Да
https://cdn.entero.ru/mp@2x/4a/de/4ade11e2ec4c609966dc9b1645a2915a.jpg,Станция кулинарная ВОК Astropit КС-ВОК-2611,Станция кулинарная ВОК Astropit КС-ВОК-2611,459827,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224381,"<p>Кулинарная станция ВОК <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224381"">Astropit КС-ВОК-2611</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 конфорки ВОК</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>Тумба для инвентаря</li>
<li>Рукомойник</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 конфорки: 5 кВт</li>
</ul>",224381,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,489178,80 кг,,Россия,"2 wok-плиты, 2 охлаждаемые ванны",Да,2600 мм,,Да
https://cdn.entero.ru/mp@2x/5b/26/5b26fdf28ee46bfe73a9b7974d3798f6.jpg,Станция кулинарная индукционная Astropit КС-ИНД-1402,Станция кулинарная индукционная Astropit КС-ИНД-1402,480000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224400,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224400"">Astropit КС-ИНД-1402</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>4 выдвижных охлаждаемых ящика</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224400,380 В,15 кВт,1400 мм,800 мм,900 мм,,,,0,,80 кг,,Россия,2 индукционных плиты,Да,1400 мм,4,
https://cdn.entero.ru/mp@2x/c7/4e/c74ee62ed53a72f0be22d319cb9f892b.jpg,Станция кулинарная ВОК Astropit КС-ВОК-2003,Станция кулинарная ВОК Astropit КС-ВОК-2003,500000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224389,"<p>Кулинарная станция ВОК <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224389"">Astropit КС-ВОК-2003</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 конфорки ВОК</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 2 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>2 охлаждаемых отделения с распашными дверьми</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 конфорки: 5 кВт</li>
</ul>",224389,380 В,15 кВт,2000 мм,800 мм,900 мм,,,,0,543478,100 кг,,Россия,"2 wok-плиты, 2 охлаждаемые ванны",Да,2000 мм,,
https://cdn.entero.ru/mp@2x/0e/99/0e99aa3ea3cc14077b7eb1f51e3da433.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2004,Станция кулинарная индукционная Astropit КС-ИНД-2004,510000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224398,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/224398"">Astropit КС-ИНД-2004</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>2 охлаждаемых отделения с распашными дверьми</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224398,380 В,15 кВт,2000 мм,800 мм,900 мм,,,,0,554348,100 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2000 мм,,
https://cdn.entero.ru/mp@2x/75/97/759740c02307b7ea3e04130b713fc011.jpg,Станция кулинарная ВОК Astropit КС-ВОК-2603,Станция кулинарная ВОК Astropit КС-ВОК-2603,556000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224370,"<p>Кулинарная станция ВОК <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224370"">Astropit КС-ВОК-2603</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 конфорки ВОК</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>3 охлаждаемых отделения с распашными дверьми</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 конфорки: 5 кВт</li>
</ul>",224370,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,591489,120 кг,,Россия,"2 wok-плиты, 2 охлаждаемые ванны",Да,2600 мм,,
https://cdn.entero.ru/mp@2x/74/a6/74a6d2b1555adb2dc958e99cf3e6e727.jpg,Станция кулинарная ВОК Astropit КС-ВОК-2001,Станция кулинарная ВОК Astropit КС-ВОК-2001,561028,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224351,"<p>Кулинарная станция ВОК <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224351"">Astropit КС-ВОК-2001</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 конфорки ВОК</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 2 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>4 выдвижных охлаждаемых ящика</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 конфорки: 5 кВт</li>
</ul>",224351,380 В,15 кВт,2000 мм,800 мм,900 мм,,,,0,,100 кг,,Россия,"2 wok-плиты, 2 охлаждаемые ванны",Да,2000 мм,4,
https://cdn.entero.ru/mp@2x/f0/b1/f0b18fddba21df45696abbe6c4c1fa4a.jpg,Станция кулинарная ВОК Astropit КС-ВОК-2609,Станция кулинарная ВОК Astropit КС-ВОК-2609,594000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224378,"<p>Кулинарная станция ВОК <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224378"">Astropit КС-ВОК-2609</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 конфорки ВОК</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>3 охлаждаемых отделения с распашными дверьми</li>
<li>Рукомойник</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 конфорки: 5 кВт</li>
</ul>",224378,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,,120 кг,,Россия,"2 wok-плиты, 2 охлаждаемые ванны",Да,2600 мм,,Да
https://cdn.entero.ru/mp@2x/7a/33/7a336223b8529388d945be2b929d25c5.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2002,Станция кулинарная индукционная Astropit КС-ИНД-2002,600000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224397,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224397"">Astropit КС-ИНД-2002</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>4 выдвижных охлаждаемых ящика</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224397,380 В,15 кВт,2000 мм,800 мм,900 мм,,,,0,638298,100 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2000 мм,4,
https://cdn.entero.ru/mp@2x/95/2f/952f3da4b8cd730691535ba29f7efc66.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2604,Станция кулинарная индукционная Astropit КС-ИНД-2604,604921,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224392,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224392"">Astropit КС-ИНД-2604</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>3 охлаждаемых отделения с распашными дверьми</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224392,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,643533,120 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2600 мм,,
https://cdn.entero.ru/mp@2x/80/10/801039f120c50671c4498d0f79093cc6.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2610,Станция кулинарная индукционная Astropit КС-ИНД-2610,605000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224395,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224395"">Astropit КС-ИНД-2610</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>3 охлаждаемых отделения с распашными дверьми</li>
<li>Рукомойник</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224395,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,636842,120 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2600 мм,,Да
https://cdn.entero.ru/mp@2x/8f/86/8f8607a3e63631d59559f79c0432d2a3.jpg,Станция кулинарная ВОК Astropit КС-ВОК-2601,Станция кулинарная ВОК Astropit КС-ВОК-2601,660872,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224366,"<p>Кулинарная станция ВОК <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224366"">Astropit КС-ВОК-2601</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 конфорки ВОК</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>6 выдвижных охлаждаемых ящиков</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 конфорки: 5 кВт</li>
</ul>",224366,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,695655,120 кг,,Россия,"2 wok-плиты, 2 охлаждаемые ванны",Да,2600 мм,6,
https://cdn.entero.ru/mp@2x/1f/6c/1f6cb3e4564b7408f366554d1fd34262.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2602,Станция кулинарная индукционная Astropit КС-ИНД-2602,704000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224391,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224391"">Astropit КС-ИНД-2602</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>6 выдвижных охлаждаемых ящиков</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224391,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,,120 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2600 мм,6,
https://cdn.entero.ru/mp@2x/3d/96/3d9641c82786d1c52258fcc6fa7e4150.jpg,Станция кулинарная индукционная Astropit КС-ИНД-2608,Станция кулинарная индукционная Astropit КС-ИНД-2608,748000,RUB,Нет,,Профоборудование,Тепловое,Станции кулинарные,https://entero.ru/item/224394,"<p>Индукционная кулинарная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224394"">Astropit КС-ИНД-2608</a> </b>предназначена для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена 2 независимыми панелями управления с круговыми регуляторами и цифровыми дисплеями. Корпус и рабочие поверхности выполнены из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 индукционные варочные зоны</li>
<li>2 охлаждаемые ванны вместимостью 8 емкостей GN 1/6 глубиной 150 мм каждая</li>
<li>2 нейтральные ванны вместимостью 3 емкости GN 1/6 глубиной 150 мм каждая</li>
<li>6 выдвижных охлаждаемых ящиков</li>
<li>Рукомойник</li>
<li>Ящик для отходов</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Простое управление </li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность 1 индукционной варочной зоны: 5 кВт</li>
</ul>",224394,380 В,15 кВт,2600 мм,800 мм,900 мм,,,,0,813043,120 кг,,Россия,"2 охлаждаемые ванны, 2 индукционных плиты",Да,2600 мм,6,Да
