Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Загрузка теста,Объём бункера,Диаметр фильеры
https://cdn.entero.ru/mp@2x/89/ce/89cef1c6fb59d9682604524e4981b6b9.jpg,Машина для пасты FIMAR PF15E,Машина для пасты FIMAR PF15E,121540,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/265335,"<p>Машина для пасты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265335"">FIMAR PF15E</a> </b>используется на предприятиях общественного питания и торговли для замешивания и выдавливания теста, а также для формирования его в виде различных макаронных изделий. Модель оснащена предохранительным выключателем на крышке дежи. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки нож и насадки не входят.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая панель управления</li>
<li>Выдвижная чаша для лёгкой очистки</li>
<li>Крышка с решеткой для добавления дополнительных компонентов во время обработки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 280x520x450 мм</li>
<li>Объем упаковки: 0,065 м<sup>​3</sup></li>
</ul>",265335,220 В,0.25 кВт,253 мм,472 мм,316 мм,19 кг,Италия,1,280x520x450 мм,0,https://entero.ru/manuals/328686/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20PF15E.pdf;https://entero.ru/manuals/328687/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/328688/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20FIMAR.pdf;https://entero.ru/manuals/375727/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf;https://entero.ru/manuals/421955/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20PF15E.pdf,130688,,16 кг,от 2.5 до 5 кг/час,1.5 кг,,50 мм
https://cdn.entero.ru/mp@2x/96/69/9669aacc5f6e694124c5fa3b42e74110.jpg;https://cdn.entero.ru/mp@2x/27/e9/27e9a985b12a61bb432b91d7c16c85b4.jpg;https://cdn.entero.ru/mp@2x/e3/86/e386f196f34bd964a5684080469e1426.jpg;https://cdn.entero.ru/mp@2x/15/8d/158d312362e5adb85c6bf171ea85817d.jpg,Машина для пасты FIMAR PF40E,PF40E 380V,283774,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/124340,"<p>Машина для пасты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124340"">FIMAR PF40E</a></b> используется на предприятиях общественного питания и торговли для замешивания и выдавливания теста, а также для формирования его в виде различных макаронных изделий. Модель оснащена предохранительным микровыключателем на крышке дежи. Модель PF40E оснащена экструзионным отверстием с водяным охлаждением и резаком для макаронных изделий. Корпус, чаша, опора чаши, крюк для теста и пропеллер выполнены из нержавеющей стали AISI 304.</p>

<p>В комплект поставки насадки не входят.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цифровая панель управления</li>
<li>Крышка с решеткой для добавления дополнительных компонентов во время обработки</li>
<li>Полностью съемная чаша для легкой и быстрой мойки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 13 кг/час</li>
<li>Емкость дежи: 3,5 кг</li>
<li>Диаметр фильеры: 57 мм</li>
<li>Габариты в упаковке: 700x460x770 мм</li>
<li>Объем упаковки: 0,248 м<sup>​3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124340,380 В,0.75 кВт,307 мм,594 мм,610 мм,,Италия,,,0,https://entero.ru/manuals/219652/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20PF40E.pdf;https://entero.ru/manuals/375773/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20PF40E.pdf;https://entero.ru/manuals/375774/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20FIMAR%20PF40E.pdf;https://entero.ru/manuals/375775/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375776/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%28%D0%B8%D1%82%D0%B0%D0%BB.+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/375777/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf;https://entero.ru/manuals/421956/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20PF40E.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239458&hd=2&autoplay=0,35 кг,13 кг/час,3.5 кг,,57 мм
https://cdn.entero.ru/mp@2x/58/e1/58e12949b915165a10635844ebdfcad9.jpg,Машина для производства макаронных изделий Imperia (La Monferrina) P6 220В,P6 220/1/50,785341,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/117176,"<p>Машина для производства макаронных изделий <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117176""><b class=""b"">La Monferrina P6</b></a> используется на предприятиях общественного питания. Модель оснащена вентилятором для принудительного охлаждения двигателя и редуктора. Корпус выполнен из анодированного алюминия, компоненты, контактирующие с тестом - из нержавеющей стали, фильера - из бронзы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аналоговая панель управления</li>
<li>Раздельное включение тестомесильного узла и экструдера</li>
<li>Вал отбора мощности на торце корпуса</li>
<li>К валу можно присоединять насадки для автоматического производства равиоли и ньокки</li>
<li>Автоматический вращающийся нож для производства коротко резанных макаронных изделий</li>
<li>Водяное охлаждение хобота экструдера</li>
<li>Очистка машины производится с помощью ткани или мягкой щетки</li>
<li>Легко разбирается для очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 15 до 18 кг/ч</li>
<li>Емкость тестомеса: 6 кг</li>
</ul>",117176,220 В,1.1 кВт,580 мм,400 мм,1120 мм,,Италия,,,0,,844453,https://vk.com/video_ext.php?oid=-177656185&id=456239902&hd=2&autoplay=0,108 кг,от 15 до 18 кг/час,6 кг,,
https://cdn.entero.ru/mp@2x/41/0e/410edd0b800602cf023887552e61534c.jpg;https://cdn.entero.ru/mp@2x/a4/b7/a4b7b193d9dd1e528debce0b5cd14f1f.jpg;https://cdn.entero.ru/mp@2x/0f/cd/0fcd09d4882cfb5350c4964b4d0b47d3.jpg;https://cdn.entero.ru/mp@2x/04/0e/040e949af88124c0b5b71c714f387384.jpg;https://cdn.entero.ru/mp@2x/7c/75/7c75d47f983328abddd57f8a4a5cc2ea.jpg;https://cdn.entero.ru/mp@2x/53/82/538233842764145a2d3768ad1e0517bb.jpg;https://cdn.entero.ru/mp@2x/59/cf/59cf6bfbfe36f1af1817a9c2c448d6a9.jpg;https://cdn.entero.ru/mp@2x/e1/6f/e16f97121eff234c41a282a44596ae55.jpg;https://cdn.entero.ru/mp@2x/6b/a9/6ba9fc441593558846e04224f72b762d.jpg;https://cdn.entero.ru/mp@2x/f8/57/f8571f8cec19f645d826b31cc9e22c9c.jpg;https://cdn.entero.ru/mp@2x/64/bc/64bcd8c02f21bcaaa62eb8e13b627b06.jpg;https://cdn.entero.ru/mp@2x/82/e9/82e95d77d1913a1a49dea92498e62583.jpg;https://cdn.entero.ru/mp@2x/0e/0a/0e0ae6806d8fe7dffa18e66cea02099e.jpg;https://cdn.entero.ru/mp@2x/5b/af/5bafa434f529dd8b5ca253abd7921eac.jpg;https://cdn.entero.ru/mp@2x/3e/ab/3eab68de8b9a6f15d6a73b96a8fafad5.jpg,Машина для пасты Foodatlas HR-60 425x510x780 мм настольная,HR-60,59078,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/372698,"<p>Машина для пасты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372698""><b class=""b"">Foodatlas HR-60</b></a> используется на предприятиях общественного питания и торговли для производства макаронных изделий из любых типов муки, а также цветной пасты с добавлением дополнительных ингредиентов. Сфера применения – столовые, кафе, рестораны и прочие объекты общественного питания, а также цеха по производству колбасных изделий и фермерские предприятия. Модель оснащена 3 разными матрицами и одним ножом. Корпус выполнен из окрашенной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Машина для производства макарон позволяет снизить стоимость готовых блюд, исключив закупку макарон и пасты</li>
<li>Не требует технического обслуживания, за исключением обычных операций по очистке</li>
<li>Возможности аппарата позволяют производить множество наименований макаронных изделий</li>
<li>Прочный усиленный корпус</li>
<li>Упаковка фанерный ящик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: белый</li>
</ul>",372698,220 В,2.2 кВт,425 мм,510 мм,780 мм,90 кг,Китай,1,650x490x800 мм,0,,,,,20 кг/час,,,
https://entero.ru/i/nofoto-m.jpg,Бункер загрузочный для замеса и экструдирования пасты Gustotek KTG104 4 кг,219383 БУНКЕР ЗАГРУЗОЧНЫЙ ДЛЯ ЗАМЕСА И ЭКСТРУДИРОВАНИЯ ПАСТЫ KTG104 4 КГ,130433,RUB,Нет,,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/175211,"<p>Бункер загрузочный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175211""><b class=""b"">Gustotek KTG104 4 кг</b></a> используется на предприятиях общественного питания и торговли для замешивания и экструдирования теста для формирования различных макаронных изделий. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный бак</li>
<li>Крышка съемного бака</li>
<li>Фиксирующая гайка</li>
<li>Шнек</li>
<li>Месильный орган</li>
<li>Винты для фиксации бака и крышки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр матрицы: 57 мм.</li>
<li>Габариты упаковки: 200х400х400 мм</li>
</ul>",175211,,,330 мм,330 мм,200 мм,,Италия,,,0,https://entero.ru/manuals/203349/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gustotek%20GT100%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,,9 кг,,,,
https://entero.ru/i/nofoto-m.jpg,Бункер загрузочный для замеса и экструдирования пасты Gustotek KTG106 6 кг,219384 БУНКЕР ЗАГРУЗОЧНЫЙ ДЛЯ ЗАМЕСА И ЭКСТРУДИРОВАНИЯ ПАСТЫ KTG106 6 КГ,167276,RUB,Нет,,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/175224,"<p>Бункер загрузочный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175224""><b class=""b"">Gustotek KTG106 6 кг</b></a> используется на предприятиях общественного питания и торговли для замешивания и экструдирования теста для формирования различных макаронных изделий. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный бак</li>
<li>Крышка съемного бака</li>
<li>Фиксирующая гайка</li>
<li>Шнек</li>
<li>Месильный орган</li>
<li>Винты для фиксации бака и крышки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр матрицы: 57 мм.</li>
<li>Габариты упаковки: 350х400х400 мм</li>
</ul>",175224,,,330 мм,330 мм,300 мм,,Италия,,,0,https://entero.ru/manuals/203355/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gustotek%20GT100%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,,13 кг,,,,
https://entero.ru/i/nofoto-m.jpg,Бункер загрузочный для замеса и экструдирования пасты Gustotek KTG108 8 кг,219385 БУНКЕР ЗАГРУЗОЧНЫЙ ДЛЯ ЗАМЕСА И ЭКСТРУДИРОВАНИЯ ПАСТЫ KTG108 8 КГ,205718,RUB,Нет,,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/175228,"<p>Бункер загрузочный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175228""><b class=""b"">Gustotek KTG108 8 кг</b></a> используется на предприятиях общественного питания и торговли для замешивания и экструдирования теста для формирования различных макаронных изделий. </p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный бак</li>
<li>Крышка съемного бака</li>
<li>Фиксирующая гайка</li>
<li>Шнек</li>
<li>Месильный орган</li>
<li>Винты для фиксации бака и крышки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр матрицы: 57 мм.</li>
<li>Габариты упаковки: 450х400х400 мм</li>
</ul>",175228,,0.55 кВт,330 мм,330 мм,400 мм,,Италия,,,0,https://entero.ru/manuals/203356/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gustotek%20GT100%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,,16.5 кг,,,,
https://cdn.entero.ru/mp@2x/a5/55/a5553573050767b1e71228d2e079307c.jpg,Корпус аппарата с моторным блоком Gustotek GT100 380В,219380,220625,RUB,Нет,,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/127659,"<p>Машина для производства пасты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127659""><b class=""b"">Gustotek GT100 (без дежи)</b></a> используется на предприятиях общественного питания и торговли для замешивания и выдавливания теста, а также для формирования его в виде различных макаронных изделий. Дежа выполнена из нержавеющей стали AISI 304, корпус - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима замеса - простой и быстрый</li>
<li>Система передачи управляется колесно-зубчатым стальным моторедуктором</li>
<li>Емкость для замеса можно мыть в посудомоечной машине</li>
<li>Корпус со звукоизоляцией для снижения уровня шума</li>
</ul>

<p>Внимание! Дежа приобретается отдельно!</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",127659,380 В,0.55 кВт,330 мм,420 мм,470 мм,,Италия,,,0,https://entero.ru/manuals/140081/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gustotek%20GT100%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/310845/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gustotek%20GT100.pdf,,,37.5 кг,,,,
https://cdn.entero.ru/mp@2x/70/bb/70bbe21f65da1686a1133afd19cdefbb.jpg,Корпус аппарата с моторным блоком Gustotek GT100M 220В,219379,227648,RUB,Нет,,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/127657,"<p>Машина для производства пасты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/127657""><b class=""b"">Gustotek GT100M (без дежи) </b></a>используется на предприятиях общественного питания и торговли для замешивания и выдавливания теста, а также для формирования его в виде различных макаронных изделий. Дежа выполнена из нержавеющей стали AISI 304, корпус - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима замеса - простой и быстрый</li>
<li>Система передачи управляется колесно-зубчатым стальным моторедуктором</li>
<li>Емкость для замеса можно мыть в посудомоечной машине</li>
<li>Корпус со звукоизоляцией для снижения уровня шума</li>
</ul>

<p>Внимание! Дежа приобретается отдельно!</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",127657,220 В,0.75 кВт,330 мм,470 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/140082/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gustotek%20GT100M%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,244783,,40 кг,,,,
https://cdn.entero.ru/mp@2x/37/ea/37ea4dad1cd5df98558354330de848e2.jpg,Машина для производства макаронных изделий Imperia (La Monferrina) Chef in Casa 750,B8119,286415,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/114120,"<p>Машина для производства макаронных изделий <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114120""><b class=""b"">Imperia Chef in Casa 750</b></a> используется на предприятиях общественного питания. Модель оснащена вентилятором для принудительного охлаждения двигателя и редуктора. Корпус выполнен из полированного алюминия, компоненты, контактирующие с тестом - из нержавеющей стали AISI 304, фильеры - из бронзы.</p>

<p>В комплект поставки входят фильера для производства тестовой ленты и ручной резак. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Простая и эргономичная панель управления</li>
<li>Раздельное включение тестомесильного узла и экструдера</li>
<li>Очистка машины производится с помощью ткани или мягкой щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время замеса: 10 минут</li>
</ul>",114120,220 В,0.75 кВт,550 мм,290 мм,300 мм,,Италия,,,0,,311321,,30 кг,6 кг/час,2.5 кг,,
https://cdn.entero.ru/mp@2x/7b/ac/7bac0072ace9c11cbb260d071ebce10c.jpg,Машина для производства макаронных изделий Imperia (La Monferrina) Dolly 220В,9116 / Dolly 220/1/50 / 86555,334544,RUB,Нет,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/111941,"<p>Машина для производства макаронных изделий <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111941""><b class=""b"">La Monferrina Dolly </b></a> используется на предприятиях общественного питания. Модель оснащена аварийной кнопкой и индикатором включения. Корпус выполнен из анодированного алюминия, соприкасающиеся с продуктами части - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстрая смена матрицы</li>
<li>Способна замешивать любой тип муки</li>
<li>Аналоговая панель управления</li>
<li>Полупроводниковый преобразователь</li>
<li>Розетка для подключения ножа подрезки пасты</li>
<li>Возможно получение теста Sfoglia путем экструдирования (фильера приобретается отдельно)</li>
<li>Легко разбирается для очистки</li>
<li>Полностью отвечает всем требованиям стандартов безопасности и действующим нормам</li>
</ul>",111941,220 В,0.75 кВт,290 мм,550 мм,300 мм,,Италия,,,0,https://entero.ru/manuals/109373/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20La%20Monferrina%20Dolly.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239460&hd=2&autoplay=0,27 кг,6 кг/час,2.5 кг,,
https://cdn.entero.ru/mp@2x/ce/b5/ceb5172a91634a32604bd0dad421ad2c.jpg,Машина для пасты FIMAR MPF 4,MPF4N MPF40N,343801,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/71246,"<p>Машина для пасты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71246"">FIMAR MPF 4</a></b> используется на предприятиях общественного питания и торговли для замешивания и выдавливания теста, а также для формирования его в виде различных макаронных изделий. Модель оснащена электронным устройством для нарезки, системой охлаждения зоны выдавливания и предохранительным выключателем на крышке дежи. Корпус покрыт стойкой к механическим воздействиям краской, дежа и месильный крюк выполнены из нержавеющей стали, винт - из латунного / бронзового сплава.</p>

<p>В комплект поставки насадки не входят.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 13 кг/час</li>
<li>Емкость дежи: 4 кг</li>
<li>Диаметр фильеры: 57 мм</li>
<li>Габариты в упаковке: 740x460x670 мм</li>
<li>Объем упаковки: 0,228 м<sup>​3</sup></li>
</ul>",71246,380 В,0.75 кВт,350 мм,750 мм,450 мм,,Италия,,,0,https://entero.ru/manuals/66736/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20MPF%204.pdf;https://entero.ru/manuals/87312/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/219655/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20MPF%204.pdf;https://entero.ru/manuals/375985/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20MPF%204.pdf;https://entero.ru/manuals/375986/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375987/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375988/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%28%D0%B8%D1%82%D0%B0%D0%BB.+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/375989/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,369678,https://vk.com/video_ext.php?oid=-177656185&id=456239954&hd=2&autoplay=0,42 кг,13 кг/час,,,
https://cdn.entero.ru/mp@2x/e3/ab/e3ab7de67e33d1bf9d56b237aa963fd8.jpg,Машина для пасты FIMAR MPF 8,MPF/8,459948,RUB,Нет,FIMAR,Профоборудование,Хлебопекарное,Машины для пасты,https://entero.ru/item/50903,"<p>Машина для пасты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50903""><b class=""b"">FIMAR MPF/8</b></a> используется на предприятиях общественного питания и торговли для замешивания и выдавливания теста, а также для формирования его в виде различных макаронных изделий. Модель оснащена электронным устройством для нарезки, системой охлаждения зоны выдавливания и предохранительным выключателем на крышке дежи. Корпус покрыт стойкой к механическим воздействиям краской, дежа и месильный крюк выполнены из нержавеющей стали, винт - из латунного / бронзового сплава.</p>

<p>В комплект поставки насадки не входят.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 25 кг/час</li>
<li>Емкость дежи: 8 кг</li>
<li>Диаметр фильеры: 78 мм</li>
<li>Габариты в упаковке: 1000x800x940 мм</li>
<li>Объем упаковки: 0,524 м​<sup>3</sup></li>
</ul>",50903,380 В,1 кВт,450 мм,720 мм,990 мм,,Италия,,,0,https://entero.ru/manuals/66737/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20FIMAR%20MPF%208.pdf;https://entero.ru/manuals/39585/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20MPF_8.pdf;https://entero.ru/manuals/87320/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf;https://entero.ru/manuals/376599/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20MPF%208.pdf;https://entero.ru/manuals/376600/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376601/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376602/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%28%D0%B8%D1%82%D0%B0%D0%BB.+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/376603/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,489306,,87 кг,25 кг/час,8 кг,,78 мм
