Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Объем,Вес (с упаковкой),Вид,Кратность заказа,Количество таблеток
https://cdn.entero.ru/mp@2x/18/c6/18c64f0debeb9665ccdd16cbdfbc2147.jpg,Средство моющее Merrychef 32Z4024,Средство моющее Merrychef 32Z4024,3780,RUB,Да,Merrychef,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/204765,"<p><span class=""b"">Моющее средство</span><b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204765"">Merrychef 32Z4024</a> </b>используется для чистки <a href=""https://entero.ru/list/869/vendor/merrychef/"">печей</a> на предприятиях общественного питания и торговли. Жидкость не оказывает абразивного действия.</p>

<p><span style=""color:#FF0000;"">Цена указана за 1 шт.</span></p>",204765,,,,,,,,0,,,,,Великобритания,,,0.75 л,,жидкость,6 шт.,
https://cdn.entero.ru/mp@2x/dd/e1/dde1f2649d43ce45bb8711b0a6662b75.jpg,Моющее средство для пароконвектомата CLEANEQ Acidem C/K,Моющее средство для пароконвектомата CLEANEQ Acidem C/K,2263,RUB,Да,CLEANEQ,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/98237,"<p>Моющее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/98237"">CLEANEQ Acidem C/K</a> </b>используется на предприятиях общественного питания и торговли для автоматической и полуавтоматической мойки рабочих камер пароконвектоматов и аналогичного теплового оборудования из нержавеющей, черной стали, сплавов цветных металлов, керамики, пластмассы и стекла. Модель эффективно удаляет животные и растительные жиры, белок, минеральные и органоминеральные отложения. Средство изготовлено на основе ортофосфорной кислоты, неионогенных ПАВ и ингибиторов коррозии.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Использовать в защитной одежде, перчатках и очках</li>
<li>При попадании в глаза и на кожу тщательно промыть водой</li>
<li>Хранить в оригинальной упаковке при температуре от -5 до 25 °С</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Перед обработкой поверхностей из алюминия, необходимо провести предварительные испытания на устойчивость к кислоте</li>
<li>Высокое антимикробное действие</li>
<li>Состав применяется в концентрированном виде и подается автоматическими дозаторами</li>
<li>Класс опасности: С</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Удельный вес: 1,27 г/см<sup>3</sup>*</li>
<li>рН раствора (с концентрацией 0,3%): от 1 до 1,5*</li>
<li>Вязкость: около 5 сПз*</li>
<li>Проводимость: около 55 мСм/см*</li>
<li>Вес: 10 кг</li>
</ul>

<p><br>
<em>* Характеристики указаны при температуре 20 °С.</em></p>",98237,моющее средство,,,,,,,0,https://entero.ru/manuals/88823/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CLEANEQ.pdf,,,10 кг,Россия,Россия,для пароконвектоматов (автоматическая мойка),,,жидкость,,
https://cdn.entero.ru/mp@2x/18/c2/18c21aba3ad98d1eb56e2a65d62ebe4f.jpg,Моющее средство для посудомоечных машин Abat DW / AL,12000137120,3433,RUB,Да,Abat,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/209273,"<p>Концентрированное жидкое моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/209273""><b class=""b"">Abat DW / AL</b></a> предназначено для мытья алюминиевой посуды и оборотной тары в посудомоечных машинах на предприятиях общественного питания и торговли. Эффективно растворяет и удаляет жировые загрязнения, расщепляет крахмал и белковые загрязнения.</p>

<p>Используется в сочетании с ополаскивающим средством <a href=""https://entero.ru/item/197988"">Abat DR</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>Гидроксид калия около15%</li>
<li>Метасиликаты</li>
<li>Полифосфаты</li>
<li>Комплексообразователи </li>
</ul>
</li>
<li> Способы подачи препарата:
<ul>
<li>Ручной (непосредственно в ванну с водой перед началом работы и в процессе работы)</li>
<li>Автоматический (через дозаторы)</li>
<li>Смешанный (ручной + автоматический)</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Дозировка:
<ul>
<li>ПММ тоннельного типа: от 2 до 5 мл / 1 литр воды</li>
<li>ПММ купольного типа: от 2 до 4 мл / 1 литр воды</li>
</ul>
</li>
<li>Температура рабочего раствора: от 40 до 95 °С</li>
<li>Плотность при 20 °С: 1,27±0,02 г/см<sup>3</sup></li>
<li>Значение PH 1% раствора в дистилированной воде: 12,3±0,2 </li>
<li>Срок хранения: 12 месяцев</li>
</ul>",209273,моющее средство,,,,,,,0,https://entero.ru/manuals/244729/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20DW%20_%20AL.pdf;https://entero.ru/manuals/244730/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20Abat%20DW%20_%20AL.jpg;https://entero.ru/manuals/244731/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20Abat%20DW%20_%20AL.pdf,4136,,,,Россия,для посудомоечных машин,5 л,,жидкость,,
https://cdn.entero.ru/mp@2x/df/aa/dfaabca20b33a2cce42c1950d9abc642.jpg,Моющее средство для декальцинации CLEANEQ Acidem N/SP,Моющее средство для декальцинации CLEANEQ Acidem N/SP,5053,RUB,Да,CLEANEQ,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/98239,"<p>Моющее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98239"">CLEANEQ Acidem N/SP</a> </b>используется на предприятиях общественного питания и торговли для мойки и декальцинации систем замкнутого водооборота, емкостного и технологического оборудования. Модель эффективно удаляет соли жесткости, известковые отложения, мочевой камень, коррозионные налеты, жировые и белковые загрязнения. Средство изготовлено на основе неорганического фосфора и неионогенных ПАВ.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Использовать в защитной одежде, перчатках и очках</li>
<li>При попадании в глаза и на кожу тщательно промыть водой</li>
<li>Хранить в оригинальной упаковке при температуре от – 5 до 25 °С</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Перед обработкой поверхностей из алюминия и чугуна, необходимо провести предварительные испытания на устойчивость к кислоте</li>
<li>Класс опасности: С</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Концентрация: от 0,5 до 5% при температуре 40 до 80 °С</li>
<li>Вес: 10 кг</li>
</ul>",98239,"моющее средство, средство для декальцинации",,,,,,,0,https://entero.ru/manuals/88825/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CLEANEQ.pdf,6478,,10 кг,,Россия,,,,жидкость,,
https://cdn.entero.ru/mp@2x/65/4b/654bb980ae58586d8e450bec049b9be1.jpg,Ополаскивающее средство для посудомоечных машин CLEANEQ Acidem N/TS,Ополаскивающее средство для посудомоечных машин CLEANEQ Acidem N/TS,5931,RUB,Да,CLEANEQ,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/98229,"<p>Ополаскивающее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98229"">CLEANEQ Acidem N/TS</a></b> используется на предприятиях общественного питания и торговли для ополаскивания посуды из фарфора, высококачественной стали и искусственных материалов в посудомоечных машинах. Модель нейтрализует остатки моющего щелочного раствора. Средство изготовлено на основе неионогенных ПАВ, фосфонатов и консервантов.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Использовать в защитных перчатках и очках</li>
<li>При попадании в глаза и на кожу тщательно промыть водой</li>
<li>Хранить в оригинальной упаковке при температуре от -5 до 25 °С</li>
<li>Беречь от солнечных лучей</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ускоряет высыхание поверхности</li>
<li>Не оставляет разводов и придает блеск</li>
<li>Не имеет запаха</li>
<li>Предотвращает образование известкового налета</li>
<li>Класс опасности: Xi</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Концентрация: от 0,1 до 0,8 мл/л</li>
<li>Удельный вес: 1,05 г/см<sup>3</sup>*</li>
<li>рН раствора (с концентрацией 0,3%): от 3,6 до 4,3*</li>
<li>Вязкость: < 50 мПа*</li>
<li>Проводимость: около 6,7 мСм/см*</li>
<li>Вес: 10 кг</li>
</ul>

<p><br>
<em>* Характеристики указаны при температуре 20 °С.</em></p>",98229,ополаскивающее средство,,,,,,,0,https://entero.ru/manuals/88837/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CLEANEQ.pdf,,,10 кг,,,для посудомоечных машин,,,жидкость,,
https://cdn.entero.ru/mp@2x/3e/7f/3e7f3f77b0182268f0ceed9879911204.jpg,Ополаскивающее средство Convotherm ConvoCare K,Ополаскивающее средство Convotherm ConvoCare K,10289,RUB,Да,Convotherm,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/106109,"<p>Ополаскивающее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106109""><b class=""b"">Convotherm ConvoCare K </b></a>используется совместно с пароконвектоматами <a href=""https://entero.ru/search.php?text=4+easyDial"">4 easyDial</a> и <a href=""https://entero.ru/search.php?text=4+easyTouch"">4 easyTouch</a> на предприятиях общественного питания. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
</ul>",106109,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/83/85/83854957e3811ffc3aa936a4f9b3e472.jpg,Средство декальцинации Convotherm ConvoCal forte,3007023,15361,RUB,Да,Convotherm,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/259008,"<p>Средство декальцинации <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259008""><b class=""b"">Convotherm ConvoCal forte </b></a>используется совместно с пароконвектоматами на предприятиях общественного питания и торговли для очистки нагревательных элементов и внутренних поверхностей. Средство эффективно удаляет накипь и минеральные налеты, предотвращает образование стойких солевых отложений.</p>

<p><br>
<em><span style=""color:#FF0000;"">Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",259008,,,,,,,,0,,,,,,Германия,,10 л,,жидкость,,
https://cdn.entero.ru/mp@2x/2d/54/2d5409ed03e18772e393a74e368c3a7f.jpg,Средство защитное Turbo Safe PROTECTOR,Средство защитное Turbo Safe PROTECTOR,1946,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/257363,"<p>Защитное средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257363"">Turbo Safe PROTECTOR</a> </b>предназначено для продления срока службы высокоскоростных печей <a href=""https://entero.ru/search.php?text=Pratica+%D0%BF%D0%B5%D1%87%D1%8C"" target=""_blank"">Pratica</a> и другого теплового оборудования на предприятиях общественного питания и торговли. Изделие оснащено триггером для распыления. </p>

<p><b>Способ применения:</b></p>

<ul>
<li>Нанести на салфетку/мягкую губку</li>
<li>Тонким равномерным слоем распределить средство по заранее очищенной поверхности средством <a href=""https://entero.ru/item/257361"" target=""_blank"">Cleaner</a> </li>
<li>Прогреть печь в рабочем режиме в течение 10 минут *</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Низко щелочная среда </li>
<li>Создает защитную пленку на стенках печи, препятствуя коррозии и облегчает последующую мойку</li>
<li>Для ежедневной уборки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Водородный показатель (рН): 9</li>
</ul>

<p> </p>

<p><em>* Не распылять средство в области фильтра-катализатора и не наносить на уплотнители дверцы! </em></p>",257363,,,,,,,,0,https://entero.ru/manuals/317031/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%D0%BD%D0%B0%20Turbo%20Safe%20PROTECTOR.pdf;https://entero.ru/manuals/317032/%D0%A1%D0%B2%D0%B8%D0%B4%D0%B5%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE%20%D0%BE%20%D0%B3%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82%D0%B0%20%D0%BD%D0%B0%20Turbo%20Safe%20PROTECTOR.pdf,3243,,,,,,0.6 л,,жидкость,4 шт.,
https://cdn.entero.ru/mp@2x/27/fe/27fe84eea5dcd955e07a19a70e8cc28c.jpg;https://cdn.entero.ru/mp@2x/c3/fe/c3fee01b89c68cd23f94bbbc83918331.jpg;https://cdn.entero.ru/mp@2x/74/ef/74ef168ee093a52c2d9176f27c19fead.jpg;https://cdn.entero.ru/mp@2x/6c/cd/6ccde81fc1e0438560c4387956da9a87.jpg,"Спрей-обезжириватель и очиститель CUP 1, 0,5 л",1,272,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/313153,"<p>Спрей-обезжириватель и очиститель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313153""><b class=""b"">CUP 1</b></a> используется для чистки от жира кухонных плит, духовки, сковородок, варочных панелей, стеклокерамики, гриль, фритюрниц, вытяжек, мультиварок, кастрюль, микроволновых печей на предприятиях общественного питания и торговли. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Эффективное чистящее средство против жира и нагара</li>
<li>Действует за 15 сек</li>
<li>Универсальный спрей очиститель</li>
</ul>

<p> </p>

<p><span style=""color:#FF0000;"">При работе использовать защитные перчатки!!!</span></p>",313153,моющее средство,,,,,,,0,,,,,,,для кухни,0.5 л,,жидкость,,
https://cdn.entero.ru/mp@2x/a4/0f/a40fcd941619aa1a088a692ea9813879.jpg,"Средство для мытья коптильного оборудования, грилей ECOnobel NOD-90 5 л.",02090-5,1228,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268677,"<p>Моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268677""><b class=""b"">ECOnobel NOD-90 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах для мытья пароконвектоматов, грилей, коптильных камер, термокамер и рам из нержавеющей стали от белково-жировых пригаров и смол. Может использоваться для удаления стойких жиро-масляных загрязнений, нагаров, копоти с оборудования и поверхностей, стойких к воздействию щелочей.</p>

<p><b>Особенности: </b></p>

<ul>
<li>​Щелочное концентрированное высокопенное моющее средство</li>
<li>Высокая очистительная способность</li>
<li>Применяется при различных способах мойки:
<ul>
<li>Пенная мойка (с применением пеногенераторов, пенных станций)</li>
<li>Ручная мойка</li>
<li>Метод замачивания (погружения)​</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 14 pH</li>
</ul>",268677,,,,,,,,0,,1535,,,,,,5 л,,жидкость,,
https://cdn.entero.ru/mp@2x/4d/3d/4d3d832ababe62965cbc1e76168021c3.jpg,Средство для чистки теплового оборудования и противней CLEANEQ Alkadem N/CC,Средство для чистки теплового оборудования и противней CLEANEQ Alkadem N/CC,4592,RUB,Да,CLEANEQ,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/98233,"<p>Моющее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/98233"">CLEANEQ Alkadem N/CC</a></b> используется на предприятиях общественного питания и торговли для ручной и полуавтоматической мойки различного теплового технологического оборудования, противней и форм для выпечки. Модель эффективно удаляет масляные нагары, коптильные смолы, пригоревшие углеводы, жировые и белковые загрязнения. Средство изготовлено на основе гидроксидов калия и натрия, полифосфатов, комплексообразователей и неионогенных ПАВ.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Использовать в защитных перчатках и очках</li>
<li>При попадании в глаза и на кожу тщательно промыть водой</li>
<li>Не допускать высыхания раствора при обработке поверхностей</li>
<li>В пароконвектоматах и духовых шкафах после нанесения раствора рекомендуется включать режим подачи пара</li>
<li>После каждой мойки оборудование необходимо промывать чистой водой до полного удаления остатков моющего раствора</li>
<li>Хранить в оригинальной упаковке при температуре от -5 до 25 °С</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Концентрация: от 3 до 10% при температуре от 40 до 100 °С</li>
<li>Удельный вес: 1,37 г/см<sup>3</sup>*</li>
<li>рН раствора (с концентрацией 1%): 12,5 -13,0*</li>
<li>Проводимость 1%-го раствора: 37,5 мСм/см*</li>
<li>Вес: 12 кг</li>
</ul>

<p><br>
<em>* Характеристики указаны при температуре 20 °С.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! Средство не подходит для мойки поверхностей и посуды из алюминия.</span></em></p>",98233,моющее средство,,,,,,,0,https://entero.ru/manuals/88833/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CLEANEQ.pdf,6290,,12 кг,,Россия,для пароконвектоматов (ручная мойка),,,жидкость,,
https://cdn.entero.ru/mp@2x/7c/f2/7cf2cf216883b35aa9693f69dbe9c927.jpg,Средство моющее для посудомоечных машин Kiilto MD SOFT 100,Средство моющее для посудомоечных машин Kiilto MD SOFT 100,5463,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268562,"<p>Моющее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268562"">Kiilto MD SOFT 100</a> </b>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах совместно с посудомоечными машинами с системами автоматического и ручного дозирования средства. Эффективно эмульгирует жиры, расщепляет крахмал и белок.</p>

<p><span style=""color:#FF0000;"">Внимание! Не подходит для алюминиевой посуды</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Для использования в мягкой и средне-жесткой воде</li>
<li>Предотвращает образование кальциевого налета</li>
<li>Не содержит красителей, ароматизаторов и хлорных соединений</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Дозировка : 0,8-1,8 г/1 л воды</li>
</ul>",268562,моющее средство,,,,,,,0,,7588,,,Россия,Россия,для посудомоечных машин,10 л,,жидкость,,
https://cdn.entero.ru/mp@2x/10/89/1089f09f2eab2f59ae0b2cb21982b487.jpg,Средство для чистки печей стекла и керамики CLEANEQ Alkadem WRP 2 в 1,Средство для чистки печей стекла и керамики CLEANEQ Alkadem WRP 2 в 1,7629,RUB,Да,CLEANEQ,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/293170,"<p>Моющее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/293170"">CLEANEQ Alkadem WRP 2 в 1</a> </b>используется на предприятиях общественного питания и торговли для очистки печей, пароконвектоматов и других устройств и поверхностей из нержавеющей стали, стекла, пластмассы и керамики. Модель эффективно удаляет органические загрязнения и пригоревший жир, а также обладает ополаскивающим эффектом. Средство изготовлено на основе гидроксида калия, неионогенных ПАВ, комплексообразователей.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Примерный расход: 25-30 мл/литр</li>
</ul>",293170,"моющее средство, ополаскивающее средство",,,,,,,235,,9082,,,,Россия,для пароконвектоматов (ручная мойка),5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/93/04/9304122d82eb025b66254a73e96b6fc2.jpg,Средство для мытья посуды концентрированное ECOnobel SPARKLE 1 л.,02020-1,197,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268668,"<p>Средство для мытья посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268668""><b class=""b"">ECOnobel SPARKLE </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах для ручной мойки посуды, пищевого оборудования, тары, стекол, кафельной плитки и других водостойких поверхностей. Растворяет жиры животного и растительного происхождения, как в горячей, так и в холодной воде.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нейтральное, концентрированное, высокопенное средство</li>
<li>Быстро и полностью смывается с поверхности</li>
<li>Не обладает аллергическим и кожно-раздражающим действием</li>
<li>Экономично и удобно для дозировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход для глубокой очистки: 50-100 мл/1 м<sup>2</sup></li>
<li>Кислотность среды: от 6 до 7 pH</li>
</ul>",268668,моющее средство,,,,,,,0,,232,,,Россия,Россия,"для ручной мойки посуды, для ручной мойки оборудования",1 л,,жидкость,,
https://cdn.entero.ru/mp@2x/1a/24/1a24f4cba55f92f6cdf8ae94050ad043.jpg,Средство для мытья стекол и зеркал ECOnobel SKY-GLEAM 1 л.,03090-1,203,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268678,"<p>Средство для мытья стекол и зеркал <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268678""><b class=""b"">ECOnobel SKY-GLEAM </b></a>используется на предприятиях общественного питания и торговли, в производственных цехах для профессиональной уборки любых гладких водостойких поверхностей. Обеспечивает быстрое и полное удаление уличной грязи, жировых загрязнений, копоти с фасадных, витринных, оконных, автомобильных стёкол, в том числе зеркальных. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не оставляет разводов</li>
<li>Придаёт поверхности чистоту, блеск и антистатические свойства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: от 6 до 7 pH</li>
</ul>",268678,,,,,,,,0,,,,,,Россия,для зеркал,1 л,,жидкость,,
https://cdn.entero.ru/mp@2x/d3/35/d335fb5d5f65d5c7acab44411e2240e8.jpg,Средство для чистки сантехники и кафеля ECOnobel SANITAL 1 л.,03040-1,286,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268673,"<p>Моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268673""><b class=""b"">ECOnobel SANITAL </b></a>используется на предприятиях общественного питания и торговли, в производственных цехах, бассейнах для удаления ржавчины, известковых и минеральных отложений, солей жесткости с сантехники, кафеля и керамической плитки. Обеспечивает санитарную очистку от плесневых грибков, водорослей и других видов органических загрязнений, которые легко удаляются благодаря высокой моющей способности средства.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высококонцентрированное средство на основе смеси кислот</li>
<li>Бактерии и микробы погибают при действии кислот, входящих в состав средства</li>
<li>Удаляет неприятные запахи</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: от 1 до 2 pH</li>
</ul>",268673,моющее средство,,,,,,,0,,,,,,Россия,для чистки сантехники,1 л,,жидкость,,
https://cdn.entero.ru/mp@2x/30/b9/30b95da5f833fd23b23a5e6bd91cdd87.jpg,"Средство для мытья коптильного оборудования, грилей ECOnobel NOD-90 1 л.",02090-1,327,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268679,"<p>Моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268679""><b class=""b"">ECOnobel NOD-90 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах для мытья пароконвектоматов, грилей, коптильных камер, термокамер и рам из нержавеющей стали от белково-жировых пригаров и смол. Может использоваться для удаления стойких жиро-масляных загрязнений, нагаров, копоти с оборудования и поверхностей, стойких к воздействию щелочей.</p>

<p><b>Особенности: </b></p>

<ul>
<li>​Щелочное концентрированное высокопенное моющее средство</li>
<li>Высокая очистительная способность</li>
<li>Применяется при различных способах мойки:
<ul>
<li>Пенная мойка (с применением пеногенераторов, пенных станций)</li>
<li>Ручная мойка</li>
<li>Метод замачивания (погружения)​</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 14 pH</li>
</ul>",268679,,,,,,,,0,,394,,,,,,1 л,,жидкость,,
https://cdn.entero.ru/mp@2x/26/37/26375caa1a1f69385bad2c96f0bcd211.jpg,Средство для мытья посуды концентрированное ECOnobel SPARKLE 5 л.,02020-5,755,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268669,"<p>Средство для мытья посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268669""><b class=""b"">ECOnobel SPARKLE </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах для ручной мойки посуды, пищевого оборудования, тары, стекол, кафельной плитки и других водостойких поверхностей. Растворяет жиры животного и растительного происхождения, как в горячей, так и в холодной воде.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нейтральное, концентрированное, высокопенное средство</li>
<li>Быстро и полностью смывается с поверхности</li>
<li>Не обладает аллергическим и кожно-раздражающим действием</li>
<li>Экономично и удобно для дозировки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход для глубокой очистки: 50-100 мл/1 м<sup>2</sup></li>
<li>Кислотность среды: от 6 до 7 pH</li>
</ul>",268669,моющее средство,,,,,,,0,,,,,,Россия,"для ручной мойки оборудования, для ручной мойки посуды",5 л,,жидкость,,
https://cdn.entero.ru/mp@2x/95/a6/95a6e3e7ca13f2f5d4d04f6f1077074b.jpg,Средство для чистки сантехники и кафеля ECOnobel SANITAL 5 л.,03040-5,960,RUB,Да,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/268672,"<p>Моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268672""><b class=""b"">ECOnobel SANITAL </b></a>используется на предприятиях общественного питания и торговли, в производственных цехах, бассейнах для удаления ржавчины, известковых и минеральных отложений, солей жесткости с сантехники, кафеля и керамической плитки. Обеспечивает санитарную очистку от плесневых грибков, водорослей и других видов органических загрязнений, которые легко удаляются благодаря высокой моющей способности средства.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высококонцентрированное средство на основе смеси кислот</li>
<li>Бактерии и микробы погибают при действии кислот, входящих в состав средства</li>
<li>Удаляет неприятные запахи</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: от 1 до 2 pH</li>
</ul>",268672,моющее средство,,,,,,,0,,1215,,,,Россия,для чистки сантехники,5 л,,жидкость,,
