Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Вес (с упаковкой),Скорость конвейера,Конвейер,Размеры камеры (ШxГxВ),Максимальная нагрузка на конвейер
https://cdn.entero.ru/mp@2x/5a/54/5a5402c78c90c698e37e611c01420bd1.jpg;https://cdn.entero.ru/mp@2x/ca/98/ca9846c9abcf71ef3c5f0b8c79b89eb2.jpg,Термонож автоматический МАГИКОН ATR-150,MAGIKON-ATR-150,711402,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/345804,"<p>Автоматический термонож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345804"">МАГИКОН ATR-150</a> </b>предназначен для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики, книг, игрушек и другой продукции в термосвариваемую пленку, а также предварительной упаковки в термоусадочную пленку в составе технологической линии с термоусадочным тоннелем на предприятиях торговли, пищевой промышленности и других направлений. Модель оснащена запачной рамкой с термоножом L-образной формы, пневматическим приводом, ленточным транспортером и блоком управления. Корпус выполнен из стали с антикоррозийным покрытием, нож – из медного сплава с антипригарным тефлоновым напылением.</p>

<p><span style=""color:#FF0000;"">Для работы необходим воздушный компрессор, который не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматические система подачи, формирования упаковки из полурукава, перфорирования пленки, запайка и обрезка</li>
<li>Регулировка и постоянный контроль температуры запайки продольного и поперечного швов с помощью высокоточного электронного контроллера Omron (Япония) с сенсорным управлением </li>
<li>Цифровая индикация температуры</li>
<li>Кнопка аварийной остановки поворотного типа​</li>
<li>Быстрая перенастройка под разные габариты продукта с помощью поворота рукоятки</li>
<li>Простое управление с помощью интуитивно понятного интерфейса и русифицированного меню</li>
<li>Высокоточные датчики Panasonic</li>
<li>Воздушный фильтр Airtach</li>
<li>Вместительная бобина для автоматической подмотки остатков пленки для длительной непрерывной работы</li>
<li>Смотровые окна для визуального контроля наличия пленки</li>
<li>Высокая производительность при совместной эксплуатации в составе технологических линий с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%BE%D0%BD%D0%BD%D0%B5%D0%BB%D1%8C+%D0%9C%D0%90%D0%93%D0%98%D0%9A%D0%9E%D0%9D"">термоусадочными тоннелями</a></li>
<li>Устойчивые нескользящие опоры</li>
<li>Материалы пленки: полеолефин (ПОФ) и другие</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 15 до 30 шт./мин.</li>
<li>Рабочее давление воздуха: 0,5 МПа</li>
<li>Максимальная нагрузка на транспортер: 20 кг</li>
<li>Габариты ножа: 870х770 мм</li>
<li>Максимальные габариты запаечного шва: 800х700 мм</li>
<li>Минимальная ширина упаковки: 200 мм</li>
<li>Диапазон высоты упаковки: от 10 до 150 мм</li>
<li>Максимальная ширина пленки: 800 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Воздушный компрессор</li>
</ul>",345804,автоматический,220 В,2.26 кВт,2250 мм,1180 мм,1475 мм,600 кг,1,2350x1350x1630 мм,0,,756811,,440 кг,,Китай,,напольная,,,Да,,от 15 до 20 кг
https://cdn.entero.ru/mp@2x/64/82/6482716cef03bdd595d8b151080a4f53.jpg;https://cdn.entero.ru/mp@2x/47/e5/47e58d3971abb0c768ca4f405820f8f7.jpg;https://cdn.entero.ru/mp@2x/39/9b/399bd8fdbfc99f75287b9105d930db28.jpg;https://cdn.entero.ru/mp@2x/1c/41/1c41fef2669153347ab0683b138c4475.jpg,Термонож автоматический МАГИКОН ATG-180,MAGIKON-ATG-180,893195,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/136289,"<p>Термонож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/136289"">МАГИКОН ATG-180</a> </b>предназначен для упаковки товаров в термоусадочную пленку POF и PVC на предприятиях различных направлений. Модель оснащена удобной и простой панелью управления с сенсорным экраном, высокочувствительным датчиком фотометки и устройством прокола пленки. Нож выполнен из медного сплава с тефлоновым напылением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Узел вертикальной запайки оснащен подпорной рамой с двумя боковыми направляющими, обеспечивающими равномерную силу запайки</li>
<li>Узел боковой запайки оснащен ножом с постоянной температурой</li>
<li>Программируемый контроллер Omron</li>
<li>Регулировка под разные размеры продукта</li>
<li>Автоматическая подача продукта</li>
<li>Температурный контроллер Omron обеспечивает точность температуры запайки</li>
<li>Воздушный фильтр Airtach</li>
<li>Использование совместно с термотоннелем</li>
<li>Функция защиты от неправильной запайки</li>
<li>Долговечный и легкозаменяемый ремень для подачи пленки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Время запайки: от 0,3 до 1 сек.</li>
<li>Температура запайки:
<ul>
<li>Вертикальной: от 140 до 180 °С</li>
<li>Боковой: от 250 до 280 °С</li>
</ul>
</li>
<li>Максимальный размер упаковки:
<ul>
<li>Длина: не ограничена</li>
<li>Ширина: до 380 мм</li>
<li>Высота: до 180 мм</li>
</ul>
</li>
<li>Толщина пленки: от 15 до 50 мкм</li>
<li>Воздушное рабочее давление: 5 мПа</li>
</ul>",136289,автоматический,220 В,1.4 кВт,1800 мм,950 мм,1580 мм,,,,0,,970864,,350 кг,,Китай,2000 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/30/ba/30ba6e094d0331bec17b788b82b1cb35.jpg;https://cdn.entero.ru/mp@2x/fc/0a/fc0a40882f452e6563840ff79c4893af.jpg,Термонож автоматический МАГИКОН ATG-250C,MAGIKON-ATG-250C,899100,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/359418,"<p>Термонож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359418"">МАГИКОН ATG-250C</a> </b>предназначен для использования в высокопроизводительной упаковочной линии, на которой осуществляется подача продукта, его транспортировка, упаковка в термоусадочную пленку, запайка и последующая термоусадка в термотоннеле. Модель оснащена сенсорным экраном и программируемым контроллером. Узел вертикальной запайки оснащен устойчивой к повреждениям подпорной рамой, две боковые направляющие делают силу запайки ножа равномерной. Корпус выполнен из окрашенной стали, запаечный нож - из стали подшипникого сплава с тефлоновым напылением, к которому не прилипает пленка, запайка происходит быстро и качественно.</p>

<p>Термонож используется с термотоннелями <a href=""https://entero.ru/search.php?text=%D0%9C%D0%B0%D0%B3%D0%B8%D0%BA%D0%BE%D0%BD+BS-4525"">BS-4525</a>, BS-4535LA, BS-6535LA и <a href=""https://entero.ru/search.php?text=%D0%9C%D0%B0%D0%B3%D0%B8%D0%BA%D0%BE%D0%BD+BS-8535LA"">BS-8535LA</a>.</p>

<p><span style=""color:#FF0000;"">Компрессор в комплект поставки не входит.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Узел боковой запайки с ножом постоянной температуры</li>
<li>Без ограничений по длине продукта</li>
<li>Широкий толстый ремень подачи пленки</li>
<li>Быстрая перенастройка параметров упаковки</li>
<li>Высокочувствительный датчик для высокой скорости и точности при автоматической работе</li>
<li>Температурный контроллер минимизирует погрешности в температуре запайки</li>
<li>Усовершенствованное устройство прокола пленки при замотке для стабильной работы машины и высокого качества упаковки</li>
<li>Воздушный фильтр для подачи воздуха ко всем пневматическим компонентам</li>
<li>Исключение неправильной запайки пленки</li>
<li>Безопасность оператора</li>
<li>С пневмоприводом</li>
<li>Упаковочный материал POF/РЕ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 15 до 25 шт./мин.</li>
<li>Толщина пленки: от 0,015 до 0,05 мм</li>
<li>Максимальная высота продукта: до 250 мм</li>
<li>Давление воздуха: от 0,5 до 0,7 мПа</li>
<li>Максимальный размер пакета:
<ul>
<li>Длина: не лимитированная</li>
<li>Ширина + высота: до 450 мм</li>
<li>Высота: до 180 мм</li>
</ul>
</li>
<li>Время запайки: от 0,3 до 1,0 сек.</li>
<li>Температура запайки:
<ul>
<li>Вертикальная (поперечная): от 140 °С до 180 °С</li>
<li>Боковая (продольная): от 250 °С до 280 °С в зависимости от толщины пленки)</li>
</ul>
</li>
<li>Ширина транспортерной ленты: 500 мм</li>
<li>Максимальная ширина пленки: 720 мм (полурукав)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Датчик для прозрачных продуктов</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Компрессор в комплект поставки не входит и приобретается отдельно.</span></em></p>",359418,автоматический,220 В,1.45 кВт,2150 мм,1130 мм,1470 мм,500 кг,1,2230x1220x1720 мм,0,,966774,,420 кг,,Китай,,напольная,,,,,
https://cdn.entero.ru/mp@2x/85/eb/85eb961432c0cec07f1d9e6cc4f33797.jpg,Термонож автоматический МАГИКОН ATG-250D,MAGIKON-ATG-250D,976061,RUB,Да,,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/359109,"<p>Термонож <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359109""><b class=""b"">МАГИКОН ATG-250C </b></a>предназначен для использования в высокопроизводительной упаковочной линии, на которой осуществляется подача продукта, его транспортировка, упаковка в термоусадочную пленку, запайка и последующая термоусадка в термотоннеле. Модель оснащена сенсорным экраном и программируемым контроллером. Узел вертикальной запайки оснащен устойчивой к повреждениям подпорной рамой, две боковые направляющие делают силу запайки ножа равномерной. Корпус выполнен из окрашенной стали, запаечный нож - из стали подшипникого сплава с тефлоновым напылением, к которому не прилипает пленка, запайка происходит быстро и качественно.</p>

<p>Термонож используется с термотоннелями <a href=""https://entero.ru/search.php?text=%D0%9C%D0%B0%D0%B3%D0%B8%D0%BA%D0%BE%D0%BD+BS-4525"">BS-4525</a>, BS-4535LA, BS-6535LA и <a href=""https://entero.ru/item/345803"">BS-8535LA</a>.</p>

<p><span style=""color:#FF0000;"">Компрессор в комплект поставки не входит.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Узел боковой запайки с ножом постоянной температуры</li>
<li>Без ограничений по длине продукта</li>
<li>Широкий толстый ремень подачи пленки</li>
<li>Быстрая перенастройка параметров упаковки</li>
<li>Высокочувствительный датчик для высокой скорости и точности при автоматической работе</li>
<li>Температурный контроллер минимизирует погрешности в температуре запайки</li>
<li>Усовершенствованное устройство прокола пленки при замотке для стабильной работы машины и высокого качества упаковки</li>
<li>Воздушный фильтр для подачи воздуха ко всем пневматическим компонентам</li>
<li>С пневмоприводом</li>
<li>Упаковочный материал POF/РЕ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 15 до 25 шт./мин.</li>
<li>Толщина пленки: от 0,015 до 0,05 мм</li>
<li>Максимальная высота продукта: до 250 мм</li>
<li>Давление воздуха: от 0,5 до 0,7 мПа</li>
<li>Максимальный размер пакета:
<ul>
<li>Длина: не лимитированная</li>
<li>Ширина + высота: до 450 мм</li>
<li>Высота: до 180 мм</li>
</ul>
</li>
<li>Время запайки: от 0,3 до 1,0 сек.</li>
<li>Температура запайки:
<ul>
<li>Вертикальная (поперечная): от 140 °С до 180 °С</li>
<li>Боковая (продольная): от 250 °С до 280 °С в зависимости от толщины пленки)</li>
</ul>
</li>
<li>Ширина транспортерной ленты: 600 мм</li>
<li>Максимальная ширина пленки: 820 мм (полурукав)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Датчик для прозрачных продуктов</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Компрессор в комплект поставки не входит и приобретается отдельно.</span></em></p>",359109,автоматический,220 В,1.55 кВт,2350 мм,1230 мм,1470 мм,600 кг,1,1440x130x1850 мм,0,,1038363,,467 кг,,Китай,,напольная,,,,,
https://cdn.entero.ru/mp@2x/f3/1b/f31bd69fa4365c2ccc2f2e388d0475ea.jpg,Аппарат для запайки и обрезки Hualian BSF-5545LE,Аппарат для запайки и обрезки Hualian BSF-5545LE,993935,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/304574,"<p>Автоматический аппарат для запайки и обрезки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/304574"">Hualian BSF-5545LE</a></b> используются на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в пленку продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система запайки контролируется сервоприводом, что обеспечивает высокую точность позиционирования и безупречное качество запаивания</li>
<li>Нож с системой протекции от случайной резки упаковываемого объекта</li>
<li>Подходит для всех основных типов термоусадочных пленок: ПОФ, ПВХ, ПП, ПЕ и др.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота упаковываемого объекта максимальная: 150 мм</li>
<li>Длина запайки: 450 мм</li>
<li>Давление воздуха: от 0.6 до 0.8 мПа</li>
</ul>",304574,автоматический,380 В,1.8 кВт,1680 мм,975 мм,1500 мм,,,,0,,1068747,,350 кг,,Китай,от 60 до 1800 шт/час,напольная,,20 м/мин.,,,
https://cdn.entero.ru/mp@2x/7f/5c/7f5c96a68effef706bdb29de75e25be5.jpg,Аппарат для запайки и обрезки Hualian BSF-5545LD,Аппарат для запайки и обрезки Hualian BSF-5545LD,1730244,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/304564,"<p>Автоматический аппарат для запайки и обрезки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/304564"">Hualian BSF-5545LD</a></b> используются на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в пленку продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система запайки контролируется сервоприводом, что обеспечивает высокую точность позиционирования и безупречное качество запаивания</li>
<li>Нож с системой протекции от случайной резки упаковываемого объекта</li>
<li>Подходит для всех основных типов термоусадочных пленок: ПОФ, ПВХ, ПП, ПЕ и др.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота упаковываемого объекта максимальная: 150 мм</li>
<li>Длина запайки: 450 мм</li>
<li>Давление воздуха: от 0.6 до 0.8 мПа</li>
</ul>",304564,автоматический,380 В,3 кВт,2040 мм,1480 мм,1300 мм,,,,0,,1860477,,800 кг,,Китай,от 60 до 2400 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/4f/70/4f70941bf697c6d5b1349bed4cb689b6.jpg,Термоусадочная линия Hualian BSF-5030LT с тоннелем,Термоусадочная линия Hualian BSF-5030LT с тоннелем,278944,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/108022,"<p>Термоусадочная линия с тоннелем <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108022""><b class=""b"">Hualian BSF-5030LT</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки в пленку продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции. Модель оснащена L-образным термоножом для обрезки и запайки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аккуратная отрезка и запайка без разрывов пленки и ее прилипания к запаивающему лезвию</li>
<li>Колеса облегчают перемещение по цеху</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Время запайки и обрезки: от 0,4 до 0,6 сек.</li>
<li>Температура усадки: от 150 до 180 °С</li>
<li>Толщина пленки:
<ul>
<li>ПОФ: от 12 до 19 мк</li>
<li>ПВХ: 20 мк</li>
</ul>
</li>
<li>Максимальная ширина пленки: 550 мм</li>
<li>Габариты в упаковке: 1830х800х1300 мм</li>
</ul>",108022,,380 В,6.5 кВт,1750 мм,1200 мм,800 мм,,,,0,,296749,,180 кг,,Китай,от 480 до 720 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/20/29/2029db98b63e436fe6836c981acfc5d8.jpg,Аппарат термоусадочный Hurakan HKN-WTP5540,Аппарат термоусадочный Hurakan HKN-WTP5540,138090,RUB,Нет,Hurakan,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/168689,"<p>Термоусадочный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168689"">Hurakan HKN-WTP5540</a></b> предназначен для упаковки продуктов питания, электронных и химических товаров, игрушек, печатных материалов, производственной аппаратуры и другой продукции в термоусадочную пленку на предприятиях пищевой промышленности и торговли. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1600х890х1500 мм</li>
</ul>",168689,,220 В,3.8 кВт,1570 мм,700 мм,1100 мм,174 кг,1,1600x890x1500 мм,0,https://entero.ru/manuals/417124/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-WTP5540.pdf;https://entero.ru/manuals/417125/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/483797/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-WTP5540.pdf,,,128 кг,,Россия,,напольная,,,,550x400x300 мм,
https://cdn.entero.ru/mp@2x/21/fc/21fc7038d0820d40be0bd0f9545f9d57.jpg,Термоусадочный тоннель Hualian BS-5540M,Термоусадочный тоннель Hualian BS-5540M,275172,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/355479,"<p>Напольный термоусадочный тоннель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355479"">Hualian BS-5540M</a></b> предназначен для усадки пленки при упаковке групповой упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики и другой продукции на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Для работы с термоусадочными ПОФ, ПЕ и ПВХ пленками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение:
<ul>
<li>380 В/50 Гц 3Ф</li>
<li>220 В/60 Гц 3Ф</li>
</ul>
</li>
</ul>",355479,,"220 В, 380 В",23 кВт,2550 мм,850 мм,1600 мм,426 кг,1,2670x1000x1110 мм,0,,299100,,300 кг,Китай,Китай,,напольная,,от 0 до 8 м/мин.,,1450×550×400 мм,40 кг
https://cdn.entero.ru/mp@2x/ca/ed/caed7a105737d0346a71690466b7ca3d.jpg,Термоусадочная машина Minipack-Torre Replay 55 EVO,MF32BA20,497462,RUB,Нет,Minipack-Torre,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/79875,"<p>Термоусадочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79875"">Minipack-Torre Replay 55 EVO</a> </b>используется на промышленных и торговых предприятиях для упаковки компакт-дисков, канцелярских и прочих товаров для офиса, продуктов питания полиолефиновой (ПОФ) или поливинилхлоридной (ПВХ) пленкой. Модель оснащена удобной панелью управления и прозрачной крышкой камеры для контроля процесса упаковки.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер упаковочной зоны: 540x390 мм</li>
<li>Размер товара для упаковки: 500x380x200 мм</li>
<li>Диаметр упаковочной пленки: 250 мм</li>
<li>Ширина упаковочной пленки: 600 мм</li>
<li>Высота рабочей поверхности: 925 мм</li>
<li>Габариты в упаковке: 1330x1080x880 мм</li>
</ul>",79875,,220 В,3.15 кВт,1260 мм,810 мм,1310 мм,,,,0,https://entero.ru/manuals/83532/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minipack-Torre%20Replay%2055%20EVO.pdf;https://entero.ru/manuals/140023/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Minipack-Torre.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240303&hd=2&autoplay=0,103 кг,,Италия,300 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/e8/8b/e88b61f3c9590728f94fece571dcfe17.jpg,Термоусадочная машина Extend ЕКН-455,ЕКН 455,0,RUB,Нет,Extend,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/79645,"<p>Термоусадочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79645"">Extend ЕКН-455</a></b> предназначена для упаковки товаров полиолефиновой (ПОФ), поливинилхлоридной (ПВХ) или полиэтиленовой пленкой на предприятиях различных направлений. Модель оснащена удобной панелью управления и прозрачной крышкой камеры для контроля процесса упаковки.</p>

<p>В комплект поставки входит подставка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Сварка, обрезка и термоусадка</li>
<li>Сварка, обрезка и термоусадка с задержкой</li>
<li>Сварка и обрезка</li>
</ul>
</li>
<li>Одновременная сварка и усадка пленки</li>
<li>Регулировка длительности сварки, термоусадки и температуры</li>
<li>Фиксация крышки термоусадочной камеры с помощью магнита</li>
<li>Регулировка высоты стола камеры</li>
<li>Перфорация пленки перед усадкой</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность сварки: от 1,6 до 2,23 кВт</li>
<li>Размер сварочного узла: 420х550 мм</li>
<li>Максимальная высота упаковки: 250 мм</li>
<li>Размеры пленки: 600х250 мм</li>
</ul>",79645,,220 В,3.77 кВт,1320 мм,820 мм,645 мм,,,,0,https://entero.ru/manuals/65677/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Extend%20%D0%95%D0%9A%D0%9D-455.pdf;https://entero.ru/manuals/372547/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,Тайвань,,400 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/a7/5a/a75a114ce68f8f8278050b51bcbdf06b.jpg,Термоусадочная машина Extend ЕКН-680,ЕКН 680,0,RUB,Нет,Extend,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/79646,"<p>Термоусадочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79646"">Extend ЕКН-680</a></b> предназначена для упаковки товаров полиолефиновой (ПОФ), поливинилхлоридной (ПВХ) или полиэтиленовой пленкой на предприятиях различных направлений. Модель оснащена удобной панелью управления и прозрачной крышкой камеры для контроля процесса упаковки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Сварка, обрезка и термоусадка</li>
<li>Сварка, обрезка и термоусадка с задержкой</li>
<li>Сварка и обрезка</li>
</ul>
</li>
<li>Одновременная сварка и усадка пленки</li>
<li>Регулировка длительности сварки, термоусадки и температуры</li>
<li>Фиксация крышки термоусадочной камеры с помощью магнита</li>
<li>Регулировка высоты стола камеры</li>
<li>Перфорация пленки перед усадкой</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность сварки: от 2,3 до 3,4 кВт</li>
<li>Размер сварочного узла: 620х800 мм</li>
<li>Максимальная высота упаковки: 250 мм</li>
<li>Размеры пленки: 800х250 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка на колесиках</li>
</ul>",79646,,220 В,5.3 кВт,1575 мм,1200 мм,645 мм,,,,0,,,,,Тайвань,,400 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/1a/37/1a375e7f1a41bb50d147c73fd9c7d694.jpg,Термоусадочная машина Extend EKL-455PT,EKL 455PT,0,RUB,Нет,Extend,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/79649,"<p>Термоусадочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79649"">Extend EKL-455PT</a></b>предназначена для упаковки товаров полиолефиновой (ПОФ) или поливинилхлоридной (ПВХ) пленкой на предприятиях различных направлений. Модель оснащена пневматическим L-образным обрезчиком, термоусадочным туннелем и конвейерами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль функций</li>
<li>Фиксация сварочных планок с помощью магнита</li>
<li>Сварочные планки закрываются вручную и открываются автоматически</li>
<li>Автоматическая запайка</li>
<li>Автоматическое перемещение продукта в туннель</li>
<li>Регулировка длительности сварки, термоусадки и температуры</li>
<li>Регулировка скорости движения конвейеров</li>
<li>Регулировка высоты рабочего стола</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер L-образного обрезчика: 400х550 мм</li>
<li>Размер входа в термотуннель: 400х200 мм</li>
<li>Высота рабочего стола: 900 мм</li>
<li>Максимальная высота упаковки: 150 мм</li>
<li>Размеры пленки: 600х30 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка на колесиках</li>
</ul>",79649,автоматический,380 В,9 кВт,2570 мм,870 мм,1600 мм,,,,0,,,,400 кг,Тайвань,,900 шт/час,напольная,,,,,
https://cdn.entero.ru/mp@2x/c7/2b/c72b8cb8a730d69cf2e0575478bf9308.jpg,Нож термоусадочный Hualian BSF-5640LG,Нож термоусадочный Hualian BSF-5640LG,0,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Термоусадочные упаковочные машины,https://entero.ru/item/170525,"<p>Термоусадочный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170525"">Hualian BSF-5640LG</a></b> предназначен для упаковки продуктов питания, напитков, медицинских препаратов, металлоизделий, косметики, книг, игрушек и другой продукции в термоусадочную PE,POF пленку на предприятиях общественного питания и торговли. Модель оснащена PLC-контроллером. Корпус выполнен из нержавеющей стали SS304.</p>

<p><span style=""color:#FF0000;"">Для работы необходим воздушный компрессор, который не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Двигатель JSCC</li>
<li>L-образная схема запайки и отрезки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Рабочая высота: 800 мм</li>
<li>Максимальные размеры упаковки: 400x350x120 мм</li>
<li>Минимальная ширина продукта: 50 мм</li>
<li>​Давление воздуха: от 5 до 8 кг/см<sup>3</sup></li>
</ul>

<p> </p>",170525,автоматический,220 В,1.8 кВт,1770 мм,830 мм,1600 мм,,,,0,,,,300 кг,Китай,Китай,от 60 до 1500 шт/час,напольная,,,,30 мм,
