Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/94/70/94701780ce14891b930415c2d9fdb4c6.jpg;https://cdn.entero.ru/mp@2x/2c/1c/2c1c61692c15da733678bbf1ba6d4c4c.jpg;https://cdn.entero.ru/mp@2x/d1/dd/d1dd1ecbaf38ef2359390b03c6065752.jpg;https://cdn.entero.ru/mp@2x/93/58/93585a65b1a53c46a635110147923ac7.jpg,Рисоварка VIATTO VA-CRC13,Рисоварка VIATTO VA-CRC13,11237,RUB,Да,VIATTO,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/287347,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287347"">VIATTO VA-CRC13</a></b> используется в кафе, суши-барах, ресторанах восточной кухни, на предприятиях общественного питания и торговли для варки и поддержания в теплом состоянии риса и других круп. Модель оснащена ручками из термоизоляционного материала, позволяющего избежать ожогов. Корпус выполнен из нержавеющей стали, чаша - из алюминиевого сплава с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматический переход в режим поддержания риса в разогретом состоянии по окончании готовки</li>
<li>Позволяет приготовить большое количество риса, не повреждая его структуру</li>
<li>Равномерный нагрев</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка сырого риса: 3 кг</li>
<li>Количество готового риса на выходе: от 6 до 8 кг</li>
</ul>",287347,220 В,1.9 кВт,460 мм,440 мм,335 мм,8.35 кг,Китай,1,420x420x365 мм,10,https://entero.ru/manuals/408180/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-CRC13.pdf,12214,,7.5 кг,13 л,
https://cdn.entero.ru/mp@2x/f2/c9/f2c9c1f0a4988bc1e25e4e150747fc87.jpg;https://cdn.entero.ru/mp@2x/ef/7b/ef7bd497186869bdecbf4df3bb131d01.jpg;https://cdn.entero.ru/mp@2x/23/3f/233f5e1c34710668309e6d9ec478fc6f.jpg;https://cdn.entero.ru/mp@2x/27/d7/27d7bee45d9b610d1c21d95f8f7fd608.jpg;https://cdn.entero.ru/mp@2x/fd/e7/fde7530fdc51a1a21261ead01fe65856.jpg,Рисоварка Airhot RC-56E,D3212,6622,RUB,Да,Airhot,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/126752,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126752"">Airhot RC-56E</a></b> используется на предприятиях общественного питания и торговли, а также в домашних условиях для приготовления риса всех сортов. Процесс приготовления весьма прост: достаточно загрузить нужное количество риса в емкость и залить его соответствующим количеством воды. Модель оснащена съемной чашей с мерной шкалой и панелью управления с индикаторами режимов ""Готовка"" / ""Подогрев"".</p>

<p>В комплект поставки входят мерный стакан и ложка для риса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. загрузка сырого риса: 4,8 кг</li>
<li>Габариты в упаковке: 438x438x315 мм</li>
<li>Вес в упаковке: 6,4 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126752,220 В,1.9 кВт,465 мм,405 мм,320 мм,6.4 кг,Китай,1,438x438x315 мм,0,https://entero.ru/manuals/481935/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,8829,,5.4 кг,13 л,
https://cdn.entero.ru/mp@2x/24/f4/24f496444a87664df9cc79d06c90f26a.jpg,Рисоварка Hurakan HKN-SDR80,206093,6728,RUB,Да,Hurakan,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/123664,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123664"">Hurakan HKN-SDR80</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена системой автоматического приготовления и поддержания температуры. Корпус выполнен из стали покрытой эмалью, внутренняя поверхность - из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка риса: 2,5 кг</li>
<li>Габариты в упаковке: 480х480х420 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Нв фото аналогичная модель другого размера.</span></em></p>",123664,220 В,1.3 кВт,378 мм,378 мм,240 мм,4.65 кг,Китай,1,380x380x300 мм,30,https://entero.ru/manuals/413293/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-SDR80.pdf;https://entero.ru/manuals/413294/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413295/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454539/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-SDR80.pdf,,,3.65 кг,8 л,
https://cdn.entero.ru/mp@2x/45/55/45558fe14ab782a4a4bf917688acf5ea.jpg,Рисоварка Airhot RC-42 10 л,Рисоварка Airhot RC-42 10 л,10348,RUB,Да,Airhot,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/335046,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335046""><b class=""b"">Airhot RC-42 </b></a>предназначена для приготовления и хранения в подогретом состоянии отварного риса, а также овощей, мяса, рыбы и мучных блюд в суши-барах, ресторанах, кафе и на других предприятиях общественного питания и торговли. Модель оснащена внешней емкостью с 2 рукоятками, съемным резервуаром, крышкой с паровыми отверстиями, устойчивыми опорами, панелью управления с выключателем и светодиодными индикаторами. Емкость выполнена из нержавеющей стали, основание и крышка – из черного полимера.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система автоматического приготовления</li>
<li>Функция подогрева</li>
<li>Индикация активации приготовления и подогрева</li>
<li>Термоизолированные рукоятки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка сырого риса: 3 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",335046,220 В,1.6 кВт,380 мм,440 мм,320 мм,7.8 кг,Китай,1,420x420x350 мм,0,https://entero.ru/manuals/410052/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20RC-42%2010%20%D0%BB.pdf;https://entero.ru/manuals/481933/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6.8 кг,10 л,
https://cdn.entero.ru/mp@2x/50/ba/50ba661425db4ab9b5b148f419e67ede.jpg,Рисоварка Enigma ERC-15L-A,Рисоварка Enigma ERC-15L-A,11372,RUB,Да,Enigma,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/332814,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/332814"">Enigma ERC-15L-A</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Корпус выполнен из нержавеющей стали, внутренняя поверхность чаши - из алюминия с антипригарным покрытием, крышка - из пластика.</p>

<p>В комплект поставки входят мерный стакан и ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Система автоматического приготовления и поддержания температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр корпуса: 350 мм</li>
</ul>",332814,220 В,2.5 кВт,460 мм,460 мм,410 мм,12 кг,Китай,1,450x475x420 мм,0,https://entero.ru/manuals/417308/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Enigma%20ERC-15L-A.pdf;https://entero.ru/manuals/506745/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,11971,,,15 л,
https://cdn.entero.ru/mp@2x/24/6e/246e0b6c5d69b4c93f502e3dd3c7ea74.jpg;https://cdn.entero.ru/mp@2x/df/47/df474547def0878fad036e7c17d4ebba.jpg;https://cdn.entero.ru/mp@2x/b0/16/b016707e9bb235212c39382ca715d3e4.jpg;https://cdn.entero.ru/mp@2x/aa/56/aa5645b8771e358a7d031c5db7cca49b.jpg;https://cdn.entero.ru/mp@2x/1f/a3/1fa3e66c4edd0e8fe40c3e746cba9a0a.jpg;https://cdn.entero.ru/mp@2x/97/ec/97ec44991d6c8d2aa9fde3e6531db162.jpg,Рисоварка HENDI Profi Line 240403,Рисоварка HENDI Profi Line 240403,28836,RUB,Да,HENDI,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/277069,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277069""><b class=""b"">HENDI Profi Line 240403</b></a> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена съемным контейнером, крышкой на петлях с уплотнением и выпускным клапаном и устойчивыми ножками. Корпус и крышка выполнены из нержавеющей стали, контейнер - из алюминия с антипригарным покрытием, крыш</p>

<p>В комплект поставки входят мерный стакан для риса, ложка и силиконовая антипригарная накладка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима:
<ul>
<li>Приготовление</li>
<li>Поддержание тепла</li>
</ul>
</li>
<li>Застежка-молния для легкого и плотного закрытия плиты</li>
<li>Специальный контейнер для сбора конденсата с крышки защищает рабочую зону от влаги</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 30 чашек сухого риса / ±45-60 порций вареного риса</li>
</ul>",277069,220 В,1.95 кВт,455 мм,455 мм,380 мм,,Китай,,,0,https://entero.ru/manuals/344470/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20Profi%20Line%20240403.pdf;https://entero.ru/manuals/344472/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20Profi%20Line%20240403.pdf;https://entero.ru/manuals/496492/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,31343,,0.36 кг,5.4 л,
https://cdn.entero.ru/mp@2x/62/67/62670bf1511d68b6c85a9f81c2d87ac7.jpg,Рисоварка GASTRORAG DKR-8L,eqv00027983,5230,RUB,Да,GASTRORAG,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/188248,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188248"">GASTRORAG DKR-8L</a> </b>​используется на предприятиях общественного питания и торговли. Корпус выполнен из окрашенного металла, вставка - из алюминия с антипригарным покрытием.</p>

<p>В комплект поставки входят мерный стакан и ложка для риса.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Варка: 100 °C</li>
<li>Подогрев: от 60 до 80 °C</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный объем воды при полной загрузке: 3,6 л</li>
<li>Максимальная загрузка риса: 2,6 кг / 20 мерных стаканов</li>
<li>Среднее время приготовления: 20 мин.</li>
</ul>",188248,220 В,1.3 кВт,378 мм,378 мм,240 мм,,Китай,,,0,https://entero.ru/manuals/508466/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GASTRORAG%20DKR-8L.doc,,,4.65 кг,8 л,
https://cdn.entero.ru/mp@2x/52/f8/52f8547d3c23543dc23b71fd4e68cb64.jpg,Рисоварка ECOLUN 13 L,E1653058,6000,RUB,Да,ECOLUN,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/94452,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94452""><b class=""b"">ECOLUN E1653058</b></a> используется на предприятиях общественного питания и торговли для приготовления и поддержания в теплом состоянии риса. Корпус с антикоррозийным покрытием выполнен из эмали, внутренняя емкость с антипригарным покрытием - из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 13 л/час
<ul>
</ul>
</li>
</ul>",94452,220 В,2 кВт,500 мм,500 мм,340 мм,,Китай,,,0,,7229,,6.3 кг,13 л,
https://cdn.entero.ru/mp@2x/34/fb/34fbf53c546e72f9b652f2c2bf7052e5.jpg;https://cdn.entero.ru/mp@2x/c7/20/c720efcf44c436647c8113d4b96453f4.jpg;https://cdn.entero.ru/mp@2x/55/e5/55e5696a26dacde4586f289011580214.jpg;https://cdn.entero.ru/mp@2x/61/58/6158a75105caaf133a4744e0ad634c07.jpg;https://cdn.entero.ru/mp@2x/33/01/33016bc4630195ebc75c397a81b25439.jpg,Рисоварка Airhot RC-42E,D3211,6081,RUB,Да,Airhot,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/126751,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126751"">Airhot RC-42E</a></b> используется на предприятиях общественного питания и торговли, а также в домашних условиях для приготовления риса всех сортов. Процесс приготовления весьма прост: достаточно загрузить нужное количество риса в емкость и залить его соответствующим количеством воды. Модель оснащена съемной чашей с мерной шкалой и панелью управления с индикаторами режимов ""Готовка"" / Подогрев"".</p>

<p>В комплект поставки входят мерный стакан и ложка для риса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. загрузка сырого риса: 3,68 кг</li>
<li>Габариты в упаковке: 408x408x305 мм</li>
<li>Вес в упаковке: 5,7 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126751,220 В,1.6 кВт,445 мм,380 мм,310 мм,5.7 кг,Китай,1,408x408x305 мм,0,https://entero.ru/manuals/481936/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.8 кг,9 л,
https://cdn.entero.ru/mp@2x/dd/78/dd781518823d775f6eaffe8cd420b623.jpg;https://cdn.entero.ru/mp@2x/ed/6e/ed6e57b0a65f2874b36000875d0a28ec.jpg;https://cdn.entero.ru/mp@2x/16/c4/16c43287bf9277ee8111adbb00df27a0.jpg;https://cdn.entero.ru/mp@2x/aa/8a/aa8a12d305c3f38410d5dac13e028883.jpg;https://cdn.entero.ru/mp@2x/ae/f7/aef79642f4b4457807c1323ee9574359.jpg,Рисоварка Airhot RC-36E,D3210,6207,RUB,Да,Airhot,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/126750,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126750"">Airhot RC-36E</a></b> используется на предприятиях общественного питания и торговли, а также в домашних условиях для приготовления риса всех сортов. Процесс приготовления весьма прост: достаточно загрузить нужное количество риса в емкость и залить его соответствующим количеством воды. Модель оснащена съемной чашей с мерной шкалой и панелью управления с индикаторами режимов ""Готовка"" / ""Подогрев"".</p>

<p>В комплект поставки входят мерный стакан и ложка для риса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. загрузка сырого риса: 3,6 кг</li>
<li>Габариты в упаковке: 378x378x290 мм</li>
<li>Вес в упаковке: 4,6 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126750,220 В,1.3 кВт,410 мм,347 мм,295 мм,4.6 кг,Китай,1,378x378x290 мм,0,https://entero.ru/manuals/481937/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3.8 кг,8 л,
https://cdn.entero.ru/mp@2x/72/1e/721e1970227861bb9e9dd90509af3e45.jpg;https://cdn.entero.ru/mp@2x/ad/e4/ade4b12e0c6c629f503b158e089af438.jpg;https://cdn.entero.ru/mp@2x/a5/a2/a5a2b851ebd834a3ab9103a770779daa.jpg;https://cdn.entero.ru/mp@2x/60/fe/60fe3ce0342493a006405981118a1f43.jpg;https://cdn.entero.ru/mp@2x/93/f1/93f1f242b477bed1184bea467e7b0376.jpg;https://cdn.entero.ru/mp@2x/c6/08/c608290e22a2dc2981dbb864babec22e.jpg;https://cdn.entero.ru/mp@2x/ea/b7/eab7d335a36abc09eb77de98178f450b.jpg;https://cdn.entero.ru/mp@2x/f1/4f/f14f5cc8eb99fa79f444f75d8994d4a6.jpg,Рисоварка Rosso ERC-8L,Рисоварка Rosso ERC-8L,6297,RUB,Да,Rosso,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/271504,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271504"">Rosso ERC-8L</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена панелью управления с выключателем и светодиодными индикаторами режимов работы, съемной емкостью для риса, крышкой с рукояткой и устойчивыми ножками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковой сигнал окончания приготовления </li>
<li>Автоматический переход в режим подогрева риса по окончании режима варки</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",271504,220 В,1.3 кВт,340 мм,340 мм,260 мм,,Китай,,,0,https://entero.ru/manuals/334151/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20ERC-8L.pdf,,,5 кг,8 л,
https://cdn.entero.ru/mp@2x/37/2c/372c2b0b68f1b5a45936c301745382a8.jpg;https://cdn.entero.ru/mp@2x/08/9d/089d5196936c341e8d49b367a514b613.jpg;https://cdn.entero.ru/mp@2x/55/fc/55fcddeaa90827d5b1f3d38155e29540.jpg;https://cdn.entero.ru/mp@2x/5b/63/5b63c9af5650fbabcfb7b63dcbaed022.jpg;https://cdn.entero.ru/mp@2x/53/d2/53d2a01961c015bc4dd1b8e6524457d3.jpg;https://cdn.entero.ru/mp@2x/68/60/6860038a0e5d48d127d25cd6a4313c61.jpg;https://cdn.entero.ru/mp@2x/dc/6b/dc6ba47d86991847b433406d7d203478.jpg,Рисоварка Rosso ERC-10L,Рисоварка Rosso ERC-10L,6362,RUB,Да,Rosso,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/271508,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271508"">Rosso ERC-10L</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена панелью управления с выключателем и светодиодными индикаторами режимов работы, съемной емкостью для риса, крышкой с рукояткой и устойчивыми ножками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковой сигнал окончания приготовления </li>
<li>Автоматический переход в режим подогрева риса по окончании режима варки</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",271508,220 В,1.6 кВт,420 мм,440 мм,310 мм,5 кг,Китай,1,600x600x300 мм,0,https://entero.ru/manuals/334165/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20ERC-10L.pdf,7953,,,10 л,
https://cdn.entero.ru/mp@2x/12/30/12300f289f79142dda6eab9e6cd5c5a3.jpg;https://cdn.entero.ru/mp@2x/4f/25/4f250b4648ec937b69d4f8be2523bbc1.jpg;https://cdn.entero.ru/mp@2x/7b/3d/7b3d4609e8b58acb05ed0f22f7039094.jpg;https://cdn.entero.ru/mp@2x/28/f2/28f23af0d4fd353299244c5a8e43236c.jpg;https://cdn.entero.ru/mp@2x/c5/fb/c5fba928b7ce90688e7dd18c93bd2209.jpg,Рисоварка Airhot RC-85E,D3213,8417,RUB,Да,Airhot,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/126753,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126753"">Airhot RC-85E</a></b> используется на предприятиях общественного питания и торговли, а также в домашних условиях для приготовления риса всех сортов. Процесс приготовления весьма прост: достаточно загрузить нужное количество риса в емкость и залить его соответствующим количеством воды. Модель оснащена съемной чашей с мерной шкалой и панелью управления с индикаторами режимов ""Готовка"" / ""Подогрев"".</p>

<p>В комплект поставки входят мерный стакан и ложка для риса.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. загрузка сырого риса: 8 кг</li>
<li>Габариты в упаковке: 485x485x330 мм</li>
<li>Вес в упаковке: 10 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126753,220 В,2.8 кВт,530 мм,455 мм,350 мм,10 кг,Китай,1,485x485x330 мм,0,https://entero.ru/manuals/481934/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,8.7 кг,15 л,
https://cdn.entero.ru/mp@2x/c9/8c/c98c846801cee02206cabe72b6e9e431.jpg;https://cdn.entero.ru/mp@2x/89/a3/89a35883b62a82df6dac3766e3f37452.jpg,Рисоварка Enigma ERC-13L-A,Рисоварка Enigma ERC-13L-A,9584,RUB,Да,Enigma,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/332815,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/332815"">Enigma ERC-13L-A</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Корпус выполнен из нержавеющей стали, внутренняя поверхность чаши - из алюминия с антипригарным покрытием, крышка - из пластика.</p>

<p>В комплект поставки входят мерный стакан и ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Система автоматического приготовления и поддержания температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр корпуса: 350 мм</li>
</ul>",332815,220 В,2 кВт,460 мм,460 мм,395 мм,12 кг,Китай,1,445x470x400 мм,0,https://entero.ru/manuals/476115/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20ERC-13L-A.pdf;https://entero.ru/manuals/506744/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,13 л,
https://cdn.entero.ru/mp@2x/25/49/25492a3ef715d3e9b2c84e4759aeb471.jpg;https://cdn.entero.ru/mp@2x/c0/1b/c01b050be80e5d0d7828adff7487d20c.jpg;https://cdn.entero.ru/mp@2x/f4/eb/f4ebe75b97efe341f4648651bcb7672d.jpg,Рисоварка ROAL SR-35 10 л,SR-35,10143,RUB,Да,ROAL,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/250100,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250100""><b class=""b"">ROAL SR-35 </b></a>предназначена для приготовления и хранения в подогретом состоянии отварного риса, а также овощей, мяса, рыбы и мучных блюд в суши-барах, ресторанах, кафе и на других предприятиях общественного питания и торговли. Модель оснащена внешней емкостью с устойчивыми опорами, кабелем питания с вилкой, панелью управления с выключателем и светодиодными индикаторами, съемным резервуаром, откидной крышкой с внутренней съемной вставкой, рукояткой и паровыми отверстиями. Корпус выполнен из нержавеющей стали, крышка, рукоятки и опоры – из прочного полимера.</p>

<p>В комплект поставки входят мерный стакан и ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система автоматического приготовления</li>
<li>Функция подогрева</li>
<li>Фиксаторы для плотного закрывания крышки</li>
<li>Индикация активации приготовления и подогрева</li>
<li>Защита от перегрева</li>
<li>Легкость очистки</li>
<li>Простота эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура окружающей среды: 50 °C</li>
<li>Максимальный объем загрузки сырого риса: 3,5 л</li>
<li>Объем в упаковке: 0,06174 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Габариты указаны без учета рукояток. </span></em></p>",250100,220 В,1.6 кВт,420 мм,420 мм,350 мм,,Китай,,,0,https://entero.ru/manuals/306578/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20SR-35.pdf,,,6.6 кг,10 л,
https://cdn.entero.ru/mp@2x/6b/ac/6bacd442a46c143527360864ffaf54d5.jpg;https://cdn.entero.ru/mp@2x/7e/51/7e514568881b7cd5e98608e1e48d695f.jpg;https://cdn.entero.ru/mp@2x/29/52/29525cf9112f521b0b4ef5e54da03d0e.jpg,Рисоварка Crazy Pan CP-RC13L,Рисоварка Crazy Pan CP-RC13L,11516,RUB,Да,,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/300409,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/300409"">Crazy Pan CP-RC13L</a></b> ​используется на предприятиях общественного питания и торговли, например, в суши-барах, бистро с японской кухней и т.д., также ее можно использовать для приготовления других круп. Корпус выполнен из нержавеющей стали AISI 304.</p>",300409,,,450 мм,450 мм,350 мм,9 кг,Китай,1,470x470x370 мм,0,,12383,,8 кг,13 л,
