Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Количество ярусов
https://cdn.entero.ru/mp@2x/3c/0a/3c0a18fcbd60e38bcbfdb5b1fb0cdb51.jpg,Полка тепловая КОБОР ПНТ/1-90/35,Полка тепловая КОБОР ПНТ/1-90/35,17382,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/220847,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220847"">Кобор ПНТ/1-90/35</a></b> используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки входят 2 либо 3 инфракрасных излучателя.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",220847,,220 В,,900 мм,350 мм,400 мм,,Россия,,,0,,,,,1
https://cdn.entero.ru/mp@2x/d0/4f/d04f93db0ec0574e3bda6c4f40e6853a.jpg,Полка тепловая Restoinox ПНТК2-8/3,Полка тепловая Restoinox ПНТК2-8/3,17544,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216296,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216296""><b class=""b"">Restoinox ПНТК2-8/3 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216296,,220 В,0.5 кВт,800 мм,300 мм,800 мм,14 кг,Россия,1,820x320x820 мм,0,https://entero.ru/manuals/520376/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,18467,,,2
https://cdn.entero.ru/mp@2x/fb/ac/fbac01f22f55263a6ccb59bbf98c62c9.jpg,Полка тепловая KAYMAN ПТН-21/0604,Полка тепловая KAYMAN ПТН-21/0604,17725,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/311846,"<p>Настольная тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311846""><b class=""b"">KAYMAN ПТН-21/0604</b></a> используется для подогрева тарелок и демонстрации горячих блюд с сохранением их температуры на предприятиях общественного питания и торговли. Разборный каркас выполнен из трубы 20х20 мм нержавеющей стали AISI 430, полки - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 подогреваемый ярус</li>
<li>Поставляется в разобранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Каркас: 1,2 мм</li>
<li>Полки: 0,8 мм</li>
</ul>
</li>
</ul>",311846,от 55 до 65 °C,220 В,0.6 кВт,600 мм,400 мм,400 мм,,Россия,,,0,,,,3.91 кг,1
https://cdn.entero.ru/mp@2x/3c/b2/3cb230d1eb12a4a302aead604dd54045.jpg;https://cdn.entero.ru/mp@2x/09/35/0935b8bc69a28076b342436673bfabc6.jpg;https://cdn.entero.ru/mp@2x/c3/c2/c3c2e78225020e74dcc777790fe3654f.jpg;https://cdn.entero.ru/mp@2x/5b/85/5b856dd30342a9c4f2deac81ecee4af0.jpg,Полка тепловая ЦМИ ПНСТ1Л-120/30,Полка тепловая ЦМИ ПНСТ1Л-120/30,17770,RUB,Нет,ЦМИ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/218030,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218030""><b class=""b"">ЦМИ ПНСТ1Л-120/30</b></a> используется на предприятиях общественного питания для поддержания посуды в теплом состоянии. Модель оснащена 2 галогенными лампами. Изделие полностью выполнено из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера</span></em></p>",218030,,220 В,1 кВт,1200 мм,300 мм,400 мм,,Россия,,,0,,18510,,,1
https://cdn.entero.ru/mp@2x/03/e8/03e85b828c5913d0fa8a14cf204e692c.jpg,Полка тепловая Техно-ТТ ПН-810/703Т,ПН810/703Т,17919,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/109089,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109089"">Техно-ТТ ПН-810/703Т</a></b> предназначена для демонстрации, кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена энергосберегающим керамическим нагревательным элементом сухого обогрева, установленным под рабочей поверхностью. Разборный каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 5 мин.</li>
<li>Максимальная нагрузка на полку: 50 кг</li>
<li>Объем упаковки: 0,05 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без подогрева.</span></em></p>",109089,60 °C,220 В,0.5 кВт,700 мм,300 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/106165/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%9D-810_703%D0%A2.doc;https://entero.ru/manuals/102285/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,18666,,4.3 кг,1
https://cdn.entero.ru/mp@2x/86/fe/86fe1131811b763bfbe1ecbdabb9255e.jpg,Полка тепловая КОБОР ПНТ/1-90/40,Полка тепловая КОБОР ПНТ/1-90/40,17964,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/220886,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220886"">Кобор ПНТ/1-90/40</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",220886,,220 В,,900 мм,400 мм,400 мм,,Россия,,,0,,19111,,,1
https://cdn.entero.ru/mp@2x/bd/80/bd80db513b05434fdd181c8490bb616e.jpg,Полка тепловая КОБОР ПНТ/1-110/30,Полка тепловая КОБОР ПНТ/1-110/30,17983,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/220833,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220833"">Кобор ПНТ/1-110/30</a></b> используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки входят 2 либо 3 инфракрасных излучателя.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",220833,,220 В,,1100 мм,300 мм,400 мм,,Россия,,,0,,19547,,,1
https://cdn.entero.ru/mp@2x/3a/cd/3acd291849601bd9b579c790260b7e86.jpg,Полка тепловая КОБОР ПНТ/1-100/35,Полка тепловая КОБОР ПНТ/1-100/35,18020,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/220849,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220849"">Кобор ПНТ/1-100/35</a></b> используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки входят 2 либо 3 инфракрасных излучателя.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",220849,,220 В,,1000 мм,350 мм,400 мм,,Россия,,,0,,18771,,,1
https://cdn.entero.ru/mp@2x/a0/b4/a0b4f5fb3d25cbd56c14a361bccd2d98.jpg,Полка тепловая KAYMAN ПТН-21/0704,Полка тепловая KAYMAN ПТН-21/0704,18107,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/311292,"<p>Настольная тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311292""><b class=""b"">KAYMAN ПТН-21/0704</b></a> используется для подогрева тарелок и демонстрации горячих блюд с сохранением их температуры на предприятиях общественного питания и торговли. Разборный каркас выполнен из трубы 20х20 мм нержавеющей стали AISI 430, полки - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 подогреваемый ярус</li>
<li>Поставляется в разобранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Каркас: 1,2 мм</li>
<li>Полки: 0,8 мм</li>
</ul>
</li>
</ul>",311292,от 55 до 65 °C,220 В,0.6 кВт,700 мм,400 мм,400 мм,,Россия,,,0,,,,4.3 кг,1
https://cdn.entero.ru/mp@2x/1c/1b/1c1be5b9d77357e837ae4dfd96d9a29c.jpg,Полка тепловая Restoinox ПНТК2-6/4,Полка тепловая Restoinox ПНТК2-6/4,18197,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216293,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216293""><b class=""b"">Restoinox ПНТК2-6/4 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216293,,220 В,0.5 кВт,600 мм,400 мм,800 мм,13 кг,Россия,1,620x420x820 мм,0,https://entero.ru/manuals/520377/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,18955,,,2
https://cdn.entero.ru/mp@2x/dc/3f/dc3f24d8f35a55ea8cb39323d766d346.jpg,Полка тепловая Restoinox ПНТК2-7/4,Полка тепловая Restoinox ПНТК2-7/4,18197,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216295,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216295""><b class=""b"">Restoinox ПНТК2-7/4 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216295,,220 В,0.5 кВт,700 мм,400 мм,800 мм,11 кг,Россия,1,720x420x820 мм,0,https://entero.ru/manuals/520378/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19779,,,2
https://cdn.entero.ru/mp@2x/e6/64/e664f42b087c6226e3927102df570536.jpg,Полка тепловая КОБОР ПНТ/2К1-60/30,Полка тепловая КОБОР ПНТ/2К1-60/30,18212,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221027,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221027""><b class=""b"">Кобор ПНТ/2-180/35 </b></a>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Нижняя полка оснащена подогревом. Модель выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221027,,220 В,,600 мм,300 мм,800 мм,,Россия,,,0,,19796,,,2
https://cdn.entero.ru/mp@2x/bc/d6/bcd693a8b51749774e15be12cb1a72bc.jpg,Полка тепловая КОБОР ПНТ/2К2-60/30,Полка тепловая КОБОР ПНТ/2К2-60/30,18212,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221092,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221092"">Кобор ПНТ/2К2-60/30</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Верхняя полка оснащена подогревом. Модель выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221092,,220 В,,600 мм,300 мм,800 мм,,Россия,,,0,,19374,,,2
https://cdn.entero.ru/mp@2x/42/eb/42eb8345b0bd7f258c91be4f28fc34d1.jpg;https://cdn.entero.ru/mp@2x/20/a8/20a81438a3ba019666998bd85a629a26.jpg;https://cdn.entero.ru/mp@2x/29/9c/299c844b16e30e198291c738b611dd86.jpg;https://cdn.entero.ru/mp@2x/69/0a/690a4116e06345eb68c9c5bec67f08a9.jpg,Полка тепловая ЦМИ ПНСТ1Л-130/30,Полка тепловая ЦМИ ПНСТ1Л-130/30,18600,RUB,Нет,ЦМИ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/218031,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218031""><b class=""b"">ЦМИ ПНСТ1Л-130/30</b></a> используется на предприятиях общественного питания для поддержания посуды в теплом состоянии. Модель оснащена 3 галогенными лампами. Изделие полностью выполнено из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера</span></em></p>",218031,,220 В,1 кВт,1300 мм,300 мм,400 мм,,Россия,,,0,,,,,1
https://cdn.entero.ru/mp@2x/f4/0e/f40ea0dcba28b5d4d9a7004a943c5842.jpg,Полка тепловая КОБОР ПНТ/1-110/35,Полка тепловая КОБОР ПНТ/1-110/35,18672,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/220850,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220850"">Кобор ПНТ/1-110/35</a></b> используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки входят 2 либо 3 инфракрасных излучателя.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",220850,,220 В,,1100 мм,350 мм,400 мм,,Россия,,,0,,20077,,,1
https://cdn.entero.ru/mp@2x/8c/30/8c30148e62879f493c04455503aadca3.jpg,Полка тепловая ТММ НЭП-600,600x400x400,18710,RUB,Нет,ТММ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/81976,"<p>Настольная тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81976"">ТММ НЭП-600</a></b> предназначена для подогрева и поддержания в теплом состоянии различных блюд и посуды на предприятиях общественного питания и торговли. Модель полностью выполнена из нержавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",81976,70 °C,,,600 мм,400 мм,400 мм,,Россия,,,0,,,,,1
https://cdn.entero.ru/mp@2x/a2/a3/a2a352e6c764c63e6be0756ffd19b39c.jpg,Полка тепловая KAYMAN ПТН-21/0804,Полка тепловая KAYMAN ПТН-21/0804,18719,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/311295,"<p>Настольная тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311295""><b class=""b"">KAYMAN ПТН-21/0804</b></a> используется для подогрева тарелок и демонстрации горячих блюд с сохранением их температуры на предприятиях общественного питания и торговли. Разборный каркас выполнен из трубы 20х20 мм нержавеющей стали AISI 430, полки - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 подогреваемый ярус</li>
<li>Поставляется в разобранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Каркас: 1,2 мм</li>
<li>Полки: 0,8 мм</li>
</ul>
</li>
</ul>",311295,от 55 до 65 °C,220 В,0.6 кВт,800 мм,400 мм,400 мм,,Россия,,,0,,,,4.6 кг,1
https://cdn.entero.ru/mp@2x/f5/7b/f57b545f4a359ecce127e613abbb709f.jpg,Полка тепловая КОБОР ПНТ/2К1-60/35,Полка тепловая КОБОР ПНТ/2К1-60/35,18828,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221040,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221040"">Кобор ПНТ/2К1-60/35</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Нижняя полка оснащена подогревом. Модель выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221040,,220 В,,600 мм,350 мм,800 мм,,Россия,,,0,,19613,,,2
https://cdn.entero.ru/mp@2x/f8/08/f808ef8fb891d14c352b521df60fb09d.jpg,Полка тепловая КОБОР ПНТ/2К2-60/35,Полка тепловая КОБОР ПНТ/2К2-60/35,18828,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221182,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221182"">Кобор ПНТ/2К2-60/35</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Верхняя полка оснащена подогревом. Модель выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221182,,220 В,,600 мм,350 мм,800 мм,,Россия,,,0,,20245,,,2
https://cdn.entero.ru/mp@2x/84/93/8493c86e700ee349665030f4aeded1f9.jpg,Полка тепловая Техно-ТТ ПН-810/803Т,ПН810/803Т,18875,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/109090,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109090"">Техно-ТТ ПН-810/803Т</a></b> предназначена для демонстрации, кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена энергосберегающим керамическим нагревательным элементом сухого обогрева, установленным под рабочей поверхностью. Разборный каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 5 мин.</li>
<li>Максимальная нагрузка на полку: 50 кг</li>
<li>Объем упаковки: 0,06 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без подогрева.</span></em></p>",109090,60 °C,220 В,0.5 кВт,800 мм,300 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/106167/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%9D-810_803%D0%A2.doc;https://entero.ru/manuals/102286/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,19868,,4.6 кг,1
https://cdn.entero.ru/mp@2x/fe/92/fe9296de08c26a9f3a40de89a8482688.jpg,Полка тепловая Restoinox ПНТК2-8/4,Полка тепловая Restoinox ПНТК2-8/4,18914,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216297,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216297""><b class=""b"">Restoinox ПНТК2-8/4 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216297,,220 В,0.5 кВт,800 мм,400 мм,800 мм,15 кг,Россия,1,820x420x820 мм,0,https://entero.ru/manuals/520379/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19702,,,2
https://cdn.entero.ru/mp@2x/7a/dd/7add8dd679f69ef84e964f554850ab81.jpg,Полка тепловая КОБОР ПНТ/2К1-70/30,Полка тепловая КОБОР ПНТ/2К1-70/30,19108,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221028,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221028"">Кобор ПНТ/2К1-70/30</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Нижняя полка оснащена подогревом. Модель выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221028,,220 В,,700 мм,300 мм,800 мм,,Россия,,,0,,20328,,,2
https://cdn.entero.ru/mp@2x/98/14/98142a02ff026ca56d6e52c232245269.jpg,Полка тепловая КОБОР ПНТ/2К2-70/30,Полка тепловая КОБОР ПНТ/2К2-70/30,19108,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221095,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221095"">Кобор ПНТ/2К2-70/30</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Верхняя полка оснащена подогревом. Модель выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221095,,220 В,,700 мм,300 мм,800 мм,,Россия,,,0,,20546,,,2
https://cdn.entero.ru/mp@2x/23/ae/23ae3307d877698d8177e8e108ce7ee3.jpg,Полка тепловая KAYMAN ПТН-22К/0603,Полка тепловая KAYMAN ПТН-22К/0603,19171,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/311352,"<p>Настольная тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311352""><b class=""b"">KAYMAN ПТН-22К/0603</b></a> используется для подогрева тарелок и демонстрации горячих блюд с сохранением их температуры на предприятиях общественного питания и торговли. Разборный каркас выполнен из трубы 20х20 мм нержавеющей стали AISI 430, полки - из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний ярус с подогревом</li>
<li>Нижний ярус без подогрева</li>
<li>Поставляется в разобранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Каркас: 1,2 мм</li>
<li>Полки: 0,8 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 620х320х820 мм</li>
</ul>",311352,от 55 до 65 °C,220 В,0.6 кВт,600 мм,300 мм,800 мм,,Россия,,,0,,20614,,7 кг,2
