Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Источник тепла,Количество жарочных поверхностей,Материал жарочной поверхности,Диаметр,Автоматическая
https://cdn.entero.ru/mp@2x/a8/4a/a84a91faf82acfb4e8418abd03e77d84.jpg,Блинница Roller Grill CSE 400,Блинница Roller Grill CSE 400,52566,RUB,Да,Roller Grill,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/20432,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20432"">Roller Grill CSE 400</a></b> предназначена не только для жарки блинов, но также для приготовления гречневых лепешек, индийских темпура, индонезийских чапати и т.д. на предприятиях общественного питания и торговли. Модель оснащена терморегулятором. Рабочая поверхность изготовлена из чугуна с эмалевым покрытием, которое позволяет жарить с минимальным количеством жира. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит деревянная палочка для распределения теста по поверхности.</p>

<p><b>Дополнительне характеристики:</b></p>

<ul>
<li>Производительность: 60 блинов в час</li>
</ul>",20432,от 0 до 300 °C,3.6 кВт,450 мм,500 мм,240 мм,25 кг,Франция,1,600x570x350 мм,12,https://entero.ru/manuals/20558/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417239/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20CSE%20400.pdf;https://entero.ru/manuals/461786/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Roller%20Grill.pdf,,,18 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/03/c2/03c261ff72390374e7f7ddea00d8607a.jpg,Блинница Hualian HCM-2,Блинница Hualian HCM-2,21112,RUB,Да,Hualian,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/125117,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125117"">Hualian HCM-2</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для выпечки блинов круглой формы. Модель оснащена механической панелью управления с 2 терморегуляторами и мощными нагревательными элементами, которые обеспечивают равномерное прогревание жарочных поверхностей за короткое время. Корпус выполнен из нержавеющей стали, жарочные поверхности - из антипригарного материала с тефлоновым покрытием.</p>",125117,,6 кВт,860 мм,470 мм,230 мм,,Китай,,,0,,21992,,44 кг,220 В,2,,400 мм,
https://cdn.entero.ru/mp@2x/b9/f8/b9f8ffc73ee8051fbac0b2d8cf3c85f6.jpg;https://cdn.entero.ru/mp@2x/c4/5e/c45e5dcb29aa2d886098fd03a3fcdb63.jpg,Блинница Roller Grill CSE 350,350E,42085,RUB,Да,Roller Grill,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/32708,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32708""><b class=""b"">Roller Grill CSE 350</b></a> предназначена не только для жарки блинов, но также для приготовления гречневых лепешек, индийских темпура, индонезийских чапати и т.д. на предприятиях общественного питания и торговли. Модель оснащена терморегулятором. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна с эмалевым покрытием, которое позволяет жарить с минимальным количеством жира. </p>

<p>В комплект поставки входит деревянная палочка для распределения теста по поверхности.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 60 шт/час</li>
<li>Время приготовления 1 блина: 1 мин.</li>
</ul>",32708,от 0 до 300 °C,3 кВт,450 мм,480 мм,240 мм,17.6 кг,Франция,1,560x590x340 мм,12,https://entero.ru/manuals/20557/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417223/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20CSE%20350.pdf;https://entero.ru/manuals/461777/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Roller%20Grill.pdf,,,15 кг,220 В,1,чугун,350 мм,
https://cdn.entero.ru/mp@2x/12/14/12141d01feea66a5bdc734ac72a60f82.jpg;https://cdn.entero.ru/mp@2x/44/8a/448aecd00e62dc4a24374176d858e94c.jpg;https://cdn.entero.ru/mp@2x/11/9c/119cd3e19afee2d1d1514776af2417ff.jpg;https://cdn.entero.ru/mp@2x/13/68/1368127c96ac9bfcb61122ee2f965df1.jpg,Аппарат блинный Sikom РК-1.1,РК1.1,88882,RUB,Да,Sikom,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/20428,"<p>Блинный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20428"">Sikom РК-1.1</a></b> предназначен для формования и жарки квадратных или прямоугольных блинов. Корпус и формующая каретка выполнены из нержавеющей стали, жарочная поверхность - из чугуна.</p>

<p><b>Особенности</b></p>

<ul>
<li>Полуавтоматическое управление</li>
<li>Одним нажатием формуется блин заданной толщины и длины, дальнейшего разглаживания не требуется</li>
<li>Разборная конструкция</li>
<li>Высокая производительность при малых размерах</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры жарочной поверхности: 224х470 мм</li>
<li>Вместимость рабочей поверхности: 1 блин 220х470 мм / 2 блина по 220х220 мм </li>
<li>Максимальная рабочая температура: 230°C</li>
<li>Время разогрева: 20 мин</li>
<li>Толщина блинной заготовки: - 1, 2, 3, 4 мм</li>
<li>Габариты в упаковке: 210х350х830 мм</li>
</ul>",20428,от 50 до 300 °C,2.5 кВт,700 мм,280 мм,250 мм,21 кг,Россия,1,210x350x830 мм,0,https://entero.ru/manuals/11170/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%A0%D0%9A-1.1.pdf;https://entero.ru/manuals/475827/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,96611,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241099&hash=85c68bcaeb008f97,20 кг,220 В,1,чугун,,
https://cdn.entero.ru/mp@2x/57/b1/57b10e5e7a0f1c723eed8f8bb4a47b5e.jpg,Блинница Roller Grill CDE 350,350ED,89073,RUB,Да,Roller Grill,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/47551,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/47551"">Roller Grill CDE 350</a> </b>предназначена не только для жарки блинов, но также для приготовления гречневых лепешек, индийских темпура, индонезийских чапати и т.д. на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами и независимым управлением каждой поверхности. Рабочая поверхность изготовлена из чугуна с эмалевым покрытием, которое позволяет жарить с минимальным количеством жира. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит деревянная палочка для распределения теста по поверхности.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 120 блинов в час</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напряжение 220 В</li>
</ul>",47551,от 0 до 300 °C,6 кВт,860 мм,500 мм,240 мм,32.6 кг,Франция,1,950x540x270 мм,16,https://entero.ru/manuals/20555/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/304788/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20CDE%20350.pdf;https://entero.ru/manuals/461779/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Roller%20Grill.pdf,92784,,30 кг,380 В,2,чугун,350 мм,
https://cdn.entero.ru/mp@2x/f7/61/f761cc9a1f1b56f9e31bf571b511d7c8.jpg,Блинница ROAL SZ-1.E,н0000211487,11606,RUB,Да,ROAL,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/226208,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/226208""><b class=""b"">ROAL​ SZ-1.E </b></a>предназначена для выпечки блинов на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>",226208,,3 кВт,450 мм,485 мм,230 мм,,Китай,,,0,https://entero.ru/manuals/272789/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20SZ-1.E.pdf,12347,,12.8 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/37/ff/37ff7e915bad77ff014fde1e911967eb.jpg,Блинница Tatra TCM S 40 D,216299,73704,RUB,Да,Tatra,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/128692,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128692""><b class=""b"">Tatra​ TCM S 40 D </b></a>предназначена для выпечки блинов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором, системой независимого управления жарочными поверхностями и индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали, жарочные поверхности имеют тефлоновое покрытие.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1000х630х356 мм</li>
</ul>",128692,от 50 до 300 °C,6 кВт,900 мм,530 мм,256 мм,42 кг,Турция,1,1000x630x356 мм,0,https://entero.ru/manuals/418029/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCM%20S%2040%20D.pdf;https://entero.ru/manuals/141843/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TCM%20S%2040%20D.pdf;https://entero.ru/manuals/418031/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418309/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/473938/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCM%20S%2040%20D.pdf;https://entero.ru/manuals/509622/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,41 кг,220 В,2,,400 мм,
https://cdn.entero.ru/mp@2x/b6/5f/b65f4808f8e74bba61a0c9f57e59d4fb.jpg,Автомат для выпечки оладьев Popcake PC10SRU,Автомат для выпечки оладьев Popcake PC10SRU,333780,RUB,Да,Popcake,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/34000,"<p>Автомат для выпечки оладьев <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34000"">Popcake PC10SRU</a></b> оснащен интерфейсом пользователя, который позволяет выбирать размер и количество оладушек, степень прожарки, контролировать количество сделанных за день оладушек, инженерным интерфейсом для тонкой настройки параметров работы машины, а также системой защиты, непозволяющей персоналу пользоваться не сертифицированной смесью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус автомата изготовлен из нержавеющей стали AISI 304</li>
<li>Выбор размера оладушки осуществляется путем нажатия специальной кнопки (три опции диаметра: большой размер 15 см (60 грамм); средний размер 10 см (40 грамм); мини 3 см (6 грамм))</li>
<li>Быстрый старт (максимальное время готовности первой оладушки диаметром 15 см не превышает 50 секунд)</li>
<li>Высокая производительность (150 оладушек большого размера в час)</li>
<li>Выбор цвета степени прожарки (цвета поверхности) путем нажатия кнопки (две опции: светлая поверхность, темная поверхность)</li>
<li>Отсутствие необходимости использовать жиры и масло для жарки</li>
<li>Электронный контроллер с тремя интерфейсами</li>
<li>Кнопка Старт</li>
<li>Индикатор окончания смеси</li>
<li>Индикатор необходимости замены тефлонированных лент</li>
<li>Лишние для пользователя кнопки скрыты закрываемой на ключ панелью</li>
<li>Простая очистка без использования специальных инструментов</li>
<li>Простое подключение: стандартная евровилка в розетку</li>
<li>Низкая потребляемая мощность: 5 Вт в режиме ожидания</li>
</ul>

<p><b>Внимание!</b> Сухие смеси Popcake специально разработаны для компании Popcake International для использования в машинах Popcake. Использование других сухих или приготовленных смесей, изготовленных сторонними производителями, приведет к непредсказуемому качеству оладьев, и будет являться нарушением условий использования машины, что влечет за собой анулирование гарантийных обязательств.</p>

<p><b class=""o"">Только смеси, разрешенные к использованию и одобренные компанией Popcake International, могут быть использованы в машинах Popcake!</b></p>",34000,,2.4 кВт,530 мм,350 мм,350 мм,,Австралия,,,0,https://entero.ru/manuals/11994/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Popcake%20PC10SRU.pdf;https://entero.ru/manuals/11992/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%D1%8B%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5.pdf;https://entero.ru/manuals/11993/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%D1%8B%20%D0%BD%D0%B0%20%D1%81%D0%BC%D0%B5%D1%81%D1%8C.pdf;https://entero.ru/manuals/58748/%D0%A0%D0%B0%D1%81%D1%87%D0%B5%D1%82%20%D1%80%D0%B5%D0%BD%D1%82%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8.pdf,,,,220 В,,,,
https://cdn.entero.ru/mp@2x/48/2c/482cffd7066ba8c06d78bf3b9cf4f735.jpg;https://cdn.entero.ru/mp@2x/dc/4d/dc4d0d5c5267b724d34231508dc669cd.jpg;https://cdn.entero.ru/mp@2x/b3/ce/b3ce22b55b9bb8c1b11131fd0e36ee43.jpg;https://cdn.entero.ru/mp@2x/6f/f6/6ff609b286a1392136daa138335d4109.jpg;https://cdn.entero.ru/mp@2x/a3/93/a39386131f792c7bff49ed9f29b59c4e.jpg,Блинница Hurakan HKN-CSE400C,Блинница Hurakan HKN-CSE400C,11321,RUB,Да,Hurakan,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/91110,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91110"">Hurakan HKN-CSE400C</a></b> предназначена для выпечки блинов круглой формы на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>",91110,,2.2 кВт,435 мм,400 мм,180 мм,12.25 кг,Китай,1,460x450x220 мм,6,https://entero.ru/manuals/415412/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-CSE400C.pdf;https://entero.ru/manuals/415413/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-CSE400C.pdf;https://entero.ru/manuals/415414/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-CSE400C.pdf;https://entero.ru/manuals/415415/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415416/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241038&hash=7755d4c1c4fad6d3,11.2 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/dd/f2/ddf23927db2b4f570dda270e5b3dde15.jpg,Блинница электрическая Yukon MKE-01,Блинница электрическая Yukon MKE-01,13368,RUB,Да,,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/265951,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265951"">Yukon MKE-01</a> </b>используется на предприятиях общественного питания и торговли для выпекания блинов. Модель оснащена устойчивыми нескользящими опорами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали, жарочная поверхность – из чугуна с антипригарным тефлоновым покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Эргономичный дизайн</li>
</ul>",265951,,2.5 кВт,410 мм,410 мм,180 мм,,Турция,,,0,https://entero.ru/manuals/522587/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,14 кг,220 В,1,чугун,,
https://cdn.entero.ru/mp@2x/4f/75/4f75fa73df3944a58d405206da0ba1a3.jpg,Блинница KAYMAN БЭ-1-360 А,Блинница KAYMAN БЭ-1-360 А,33712,RUB,Да,KAYMAN,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/234028,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234028"">KAYMAN БЭ-1-360 А</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена ТЭНом, расположенным снизу, и терморегулятором. Корпус выполнен из нержавеющей стали, жарочная поверхность - из жаропрочного чугуна, обеспечивающего высокие антипригарные свойства и устойчивость к механическим повреждениям.</p>

<p>В комплект поставки входят деревянная лопатка для распределения теста и лопатка для переворачивания блинов.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:: 30 шт/час</li>
</ul>",234028,от 50 до 250 °C,2.5 кВт,406 мм,444 мм,220 мм,18 кг,Китай,1,430x470x260 мм,6,,35864,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241460&hash=bfcb49d522448ffc,17 кг,220 В,1,чугун,360 мм,
https://cdn.entero.ru/mp@2x/25/e9/25e9154e5f3acc0d6c0730bd2ecc2ed0.jpg,Блинница KAYMAN БЭ-2-360 А,Блинница KAYMAN БЭ-2-360 А,59567,RUB,Да,KAYMAN,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/234032,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234032"">KAYMAN БЭ-2-360 А</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена ТЭНами, расположенными снизу, и 2 терморегуляторами. Корпус выполнен из нержавеющей стали, жарочные поверхности - из жаропрочного чугуна, обеспечивающего высокие антипригарные свойства и устойчивость к механическим повреждениям.</p>

<p>В комплект поставки входят деревянная лопатка для распределения теста и лопатка для переворачивания блинов.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 60 шт/час</li>
</ul>",234032,от 50 до 250 °C,5 кВт,806 мм,444 мм,220 мм,32 кг,Китай,1,830x470x260 мм,8,,63369,,31 кг,220 В,2,чугун,360 мм,
https://cdn.entero.ru/mp@2x/e2/83/e283fd0005968f35971b8056b2ddb9e6.jpg;https://cdn.entero.ru/mp@2x/f2/41/f2417caa8cc9264f9dae5f2ff6d68f11.jpg;https://cdn.entero.ru/mp@2x/9d/dd/9dddb3fc46ebc2ecf6e6eb240941a31a.jpg;https://cdn.entero.ru/mp@2x/57/4f/574faa6b3047e304ba87eced08499b82.jpg;https://cdn.entero.ru/mp@2x/80/c2/80c24dfa6992af755058fe4afe237ed6.jpg,Блинница Grill Master Ф2БЭ 400 мм,21810,97680,RUB,Да,Grill Master,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/259499,"<p>Блинница<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259499""><b class=""b""> Grill Master Ф2БЭ</b></a> предназначена для выпекания блинов на предприятих общественного питания и торговли. Модель оснащена с 3 нагревательными спиралями в каждом жарочном диске для идеального нагрева поверхности. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит раскаточная палочка для распределения теста по жарочной поверхности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система контроля за температурой гарантирует эталонное приготовление всех блинчиков</li>
<li>Распределение тепла происходит равномерно по всей поверхности благодаря особому расположению нагревательных элементов.</li>
<li>Гладкая поверхность позволяет готовить блины с минимальным добавлением масла</li>
<li>Чугун обладает антипригарным свойством, что минимизирует возможность прилипания блинов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество нагревательных элементов: 6 шт.</li>
<li>Время приготовления: 2 мин.</li>
</ul>",259499,от 50 до 320 °C,7.2 кВт,860 мм,470 мм,210 мм,50 кг,Россия,1,940x550x410 мм,0,https://entero.ru/manuals/514781/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A42%D0%91%D0%AD.docx,105032,,45 кг,380 В,2,чугун,400 мм,
https://cdn.entero.ru/mp@2x/c6/da/c6dabcf92a6c03e18597b58bd3fcf2ad.jpg,Блинница электрическая Yukon MYK-E круглая,MYK-E,11725,RUB,Да,,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/265963,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/265963""><b class=""b"">Yukon MYK-E </b></a>используется на предприятиях общественного питания и торговли для выпекания блинов. Модель оснащена устойчивыми нескользящими опорами и электромеханической панелью управления. Корпус цилиндрической формы выполнен из нержавеющей стали, жарочная поверхность – из чугуна с антипригарным тефлоновым покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Эргономичный дизайн</li>
</ul>",265963,,2.5 кВт,400 мм,400 мм,140 мм,,Турция,,,0,https://entero.ru/manuals/522586/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,11 кг,220 В,1,чугун,,
https://cdn.entero.ru/mp@2x/d8/62/d8629c0fd2bbdcf95104ec7b133c7324.jpg,Блинница Rosso HCM-1,Блинница Rosso HCM-1,11870,RUB,Да,Rosso,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/291854,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291854"">Rosso HCM-1</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена световым индикатором нагрева и автоматическим поддержанием температурного режима. Материал корпуса нержавеющая сталь.</p>",291854,от 50 до 300 °C,3 кВт,450 мм,470 мм,230 мм,24 кг,Китай,1,450x400x230 мм,0,https://entero.ru/manuals/354351/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HCM-1.doc,,,23 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/b5/31/b53118c61838643394774116b9bb4547.jpg,Блинница ПищТех БЛ-1,Блинница ПищТех БЛ-1,12442,RUB,Да,ПищТех,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/332818,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/332818""><b class=""b"">ПищТех БЛ-1</b></a> предназначена для приготовления блинов на предприятиях общественного питания и торговли. Модель оснащена терморегулятором с термодатчиком, световым индикатором нагрева и нескользящими опорами. Корпус выполнен из нержавеющей стали, нижняя крышка и корпус утепления нагревателей - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь рабочей поверхности: 0,1256 м<sup>2</sup></li>
<li>Габариты в упаковке: 480х500х250 мм</li>
</ul>",332818,300 °C,3 кВт,440 мм,480 мм,230 мм,,Россия,,,0,https://entero.ru/manuals/394101/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%91%D0%9B-1.pdf;https://entero.ru/manuals/422517/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,13236,,,220 В,1,чугун,400 мм,
