Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Управление,Режим разморозки,Гриль,Конвекция
https://cdn.entero.ru/mp@2x/58/5d/585d23c625a2f1249b68edab0e6c7a31.jpg,Печь микроволновая Samsung CM1929A,Печь микроволновая Samsung CM1929A,113862,RUB,Да,Samsung,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/27534,"<p>Печь СВЧ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27534""><b class=""b"">Sumsung CM1929A</b></a> предназначена для разогрева и приготовления блюд различной сложности, а также для разморозки полуфабрикатов. Модель подходит для использования на предприятиях общественного питания.</p>


<p>Основное отличие от обычных печей заключается в том, что нагрев продуктов происходит не снизу, а по всему объему, что заметно сокращает время приготовления или разогрева продукта. В печах СВЧ рекомендуется использоваться термостойкую стеклянную или керамическую посуду.</p>


<p>Модель оснащена пятью уровнями мощности, функцией подсчета времени для одновременного приготовления двойного количества порций, функцией увеличения времени приготовления (+20 сек). Панель управления позволяет сохранить до 30 программ. Модель имеет четыре прорезиненные ножки, дверцу с закаленным стеклом и внутреннюю подсветку. Корпус и рабочая камера печи выполнены из нержавеющей стали, что гарантирует длительный срок службы.</p>",27534,220 В,3.2 кВт,464 мм,557 мм,368 мм,,Ю. Корея,,,0,https://entero.ru/manuals/107483/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Samsung%20CM1929A.docx;https://entero.ru/manuals/87399/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,119855,,32 кг,26 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/81/da/81da915169dfe2055e3660af9b66448b.jpg,Печь микроволновая Turbo MicroWave TMW-1000NEM-II,Печь микроволновая Turbo MicroWave TMW-1000NEM-II,20900,RUB,Да,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/376473,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376473"">Turbo MicroWave TMW-1000NEM-II</a></b> предназначена для приготовления, разогрева готовых блюд, а также для размораживания продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена сенсорным управлением с информационным дисплеем для комфортного пользования. Корпус и камера выполнены из нержавеющей стали, дверци - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровней мощности</li>
<li>9 программируемых кнопок</li>
<li>Интеллектуальная разморозка</li>
<li>Таймер до 99 минут 99 секунд</li>
<li>Интеллектуальный датчик объема</li>
<li>Сигнал об окончании работы</li>
<li>Внутренняя LED-подсветка</li>
<li>Плоское дно камеры для размещения посуды разной формы</li>
<li>Старт одним касанием</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество магнетронов: 1</li>
<li>Диаметр тарелки: 305 мм</li>
<li>Размер камеры: 325х320х202 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель, фото представлено в ознакомительных целях </span></em></p>

<p> </p>",376473,220 В,1 кВт,495 мм,475 мм,312 мм,13 кг,Китай,,,0,https://entero.ru/manuals/516767/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,21771,,,25 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/03/58/035869683175b8a6770380a5c62fff35.jpg,Печь микроволновая BECKERS MWO B2 GR,Печь микроволновая BECKERS MWO B2 GR,21724,RUB,Да,BECKERS,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/338426,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338426"">BECKERS MWO B2 GR</a></b> предназначена для приготовления, подогрева готовых блюд, а также для размораживания продуктов и полуфабрикатов на предприятиях общественного питания, торговли и в домашних условиях. Рабочая камера выолнена из нержавеющей стали, панель управления и рама дверцы - из пластика, вращающая подставка - из стекла.</p>

<p>Подставка-решетка для приготовления с функцией гриль в комплект поставки не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 режимов работы (включая режим разморозки)</li>
<li>Таймер на 30 минут со звуковым сигналом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр вращающейся подставки: 270 мм</li>
<li>Размер внутренней камеры: 340х344х220 мм</li>
<li>Мощность гриля: 1 кВт</li>
<li>Габариты в упаковке: 515х440х310 мм</li>
</ul>",338426,220 В,0.9 кВт,483 мм,422 мм,281 мм,,Китай,,,0,,,,15 кг,25 л,,Да,Да,
https://cdn.entero.ru/mp@2x/29/05/2905441ad58d48c0b3f5f3abdd3af71e.jpg;https://cdn.entero.ru/mp@2x/30/36/3036fbacc89fcf568474497a6caae592.jpg;https://cdn.entero.ru/mp@2x/c1/9d/c19d049b51db6525cea1b7622550cb0b.jpg;https://cdn.entero.ru/mp@2x/7d/93/7d93c1ebaa24dbcb28c54d11928f771b.jpg;https://cdn.entero.ru/mp@2x/64/a1/64a1fbafc1d52f2cc8cbd5c7a4d8921f.jpg;https://cdn.entero.ru/mp@2x/ee/bb/eebbed17505ed0866ed3a5f6c4aad0c8.jpg;https://cdn.entero.ru/mp@2x/56/25/5625621f76650fa63e32764a66015aef.jpg;https://cdn.entero.ru/mp@2x/cc/49/cc49c88ccc71d5b1c2bb47ca956da960.jpg;https://cdn.entero.ru/mp@2x/4f/7d/4f7d41bbbd0b321c47fda022a18b208d.jpg,Печь микроволновая Bartscher 19501M-HLGR,610857,27858,RUB,Да,Bartscher,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/374148,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374148"">Bartscher 19501M-HLGR</a></b> предназначена для приготовления, разогрева блюд и разморозки полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена светодиодным дисплеем и подсветкой. Камера выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит сковорода-гриль Ø 280 мм, высота 52 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>8 программ</li>
<li>Цифровая индикация</li>
<li>6 степеней мощности</li>
<li>Ручной таймер на 95 минут</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество магнетронов: 1</li>
<li>Размеры камеры: 316x315x197 мм</li>
<li>Размер внутренней стеклянной тарелки: Ø 270 мм</li>
<li>Мощность микроволн: 0,9 кВт</li>
<li>Энергопотребление в режиме ожидания: 0,6 Вт</li>
</ul>",374148,220 В,1.95 кВт,490 мм,435 мм,280 мм,16 кг,Китай,,,0,https://entero.ru/manuals/504617/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%2019501M-HLGR.pdf;https://entero.ru/manuals/504618/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Bartscher%2019501M-HLGR.pdf,29019,,,25 л,механическое,Да,Да,Да
https://cdn.entero.ru/mp@2x/dc/9d/dc9d61ebcb7c4699f124fff6beb67e95.jpg,Печь микроволновая VIATTO P1DP25,Печь микроволновая VIATTO P1DP25,35244,RUB,Да,VIATTO,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/376479,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376479"">VIATTO P1DP25</a></b> предназначена для разогрева, разморозки и приготовления пищи на предприятиях общественного питания и торговли. Модель оснащена цифровым дисплеем с отображением времени приготовления, мощности и режима работы. Корпус, внутренняя камера, дверь и ручка выполнены из нержавеющей стали, дно камеры - из боросиликатного стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>20 программ приготовления, несколько этапов приготовления</li>
<li>3 уровня мощности:
<ul>
<li>Высокий</li>
<li>Средний</li>
<li>Размораживание</li>
</ul>
</li>
<li>Таймер дл 99 мин. 99 сек.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность микроволн 1 кВт</li>
</ul>",376479,220 В,1.5 кВт,520 мм,312 мм,456 мм,12 кг,Китай,1,586x378x486 мм,167,https://entero.ru/manuals/519342/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf,37494,,,25 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/06/9e/069e08a0e0ee7364abf3e918f6fd16bc.jpg;https://cdn.entero.ru/mp@2x/1e/b6/1eb6efc884b1597f92a7d3e05ca37db9.jpg;https://cdn.entero.ru/mp@2x/86/28/86282d8bd0ba6e1175dd6a1f2fb4594e.jpg;https://cdn.entero.ru/mp@2x/4b/5d/4b5d7011c623798b9add46a7a036db02.jpg;https://cdn.entero.ru/mp@2x/8c/c4/8cc4007696994035c55c8e44be59fe5b.jpg,Печь микроволновая Hurakan HKN-WP900-30L,Печь микроволновая Hurakan HKN-WP900-30L,16464,RUB,Нет,Hurakan,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/302857,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302857"">Hurakan HKN-WP900-30L</a></b> предназначена для приготовления, разогрева готовых блюд, а также для размораживания продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена цифровым управлением и вращающейся тарелкой. Корпус и камера выполнены из окрашенного металла, дверца и передняя панель - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 99 мин</li>
<li> 6 автоматических программ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность СВЧ: 0,9 кВт</li>
<li>Диаметр вращающейся тарелки: 315 мм</li>
<li>Внутренние размеры камеры: 354x358x240 мм</li>
<li>Габариты в упаковке: 610х470х370 мм</li>
</ul>",302857,220 В,1.4 кВт,539 мм,428 мм,300 мм,18 кг,Китай,1,610x470x370 мм,0,https://entero.ru/manuals/412404/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454502/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-WP900-30L.pdf;https://entero.ru/manuals/486442/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-WP900-30L.pdf;https://entero.ru/manuals/510192/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17703,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241482&hash=8572472c60a0c87c,16 кг,30 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/a6/b3/a6b3b5346a0e37b5ab8f2e762d28202b.jpg,Печь микроволновая VIATTO VA-23VX93,Печь микроволновая VIATTO VA-23VX93,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/216521,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216521""><b class=""b"">VIATTO VA-23VX93</b></a> предназначена для приготовления, разогрева готовых блюд, а также для размораживания продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена поворотным столиком, таймером на 60 минут и 5 уровнями мощности. Корпус выполнен из окрашенной в черный цвет стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аналоговая панель управления</li>
<li>LED-дисплей</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Размер камеры: 340х326х230 мм</li>
<li>Диаметр столика: 270 мм</li>
<li>
<p>Габариты в упаковке: 540x420x330 мм</p>
</li>
</ul>",216521,220 В,,482 мм,384 мм,281 мм,14 кг,Китай,1,415x535x330 мм,0,https://entero.ru/manuals/408255/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-23VX93.pdf;https://entero.ru/manuals/408256/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,9.9 кг,23 л,механическое,Да,,
https://cdn.entero.ru/mp@2x/41/5a/415a2c9beabee2dc6647bceaf9fe0ce6.jpg,Печь микроволновая ROAL P90025L-T2,н0000141031,0,RUB,Нет,ROAL,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/93775,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93775""><b class=""b"">ROAL P90025L-T2 </b></a>предназначена для разогрева, размораживания и приготовления продуктов в частных домах, квартирах, отелях и офисах. Модель оснащена электронной панелью дверцей со смотровым окном. Внутреннее покрытие выполнено из нержавеющей стали, вращающаяся тарелка - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней мощности СВЧ</li>
<li>3 комбинированных программы СВЧ / Гриль</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Мощность:
<ul>
<li>Микроволновая печь: 1,4 кВт</li>
<li>Гриль: 1 кВт</li>
<li>СВЧ-излучение: 0,9 кВт</li>
</ul>
</li>
<li>Размеры камеры: 220x340x344 мм</li>
</ul>",93775,220 В,0.9 кВт,483 мм,424 мм,281 мм,,Китай,,,0,https://entero.ru/manuals/81808/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20P90025L-T2.pdf,,,14 кг,25 л,механическое,,Да,
https://cdn.entero.ru/mp@2x/70/a9/70a9e13cf0d1e8bb2b798ae474102109.jpg,Печь микроволновая VIATTO VA-23MX83,Печь микроволновая VIATTO VA-23MX83,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/210822,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210822""><b class=""b"">VIATTO VA-23MX83</b></a> предназначена для приготовления, разогрева готовых блюд, а также для размораживания продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена поворотным столиком, таймером и 5 уровнями мощности. Корпус выполнен из окрашенной в черный цвет стали, внутреннее покрытие - из эмали.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Размер камеры: 340х326х230 мм</li>
<li>Диаметр столика: 270 мм</li>
<li>
<p>Габариты в упаковке: 530х420х330 мм</p>
</li>
</ul>",210822,220 В,0.8 кВт,530 мм,420 мм,330 мм,,Китай,,,0,https://entero.ru/manuals/269051/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-23MX83.pdf,,,16.7 кг,23 л,механическое,Да,,
https://cdn.entero.ru/mp@2x/43/1e/431e867ef7459e2bc9814e4ed9cdaaa5.jpg,Печь микроволновая VIATTO VA-30MX67,Печь микроволновая VIATTO VA-30MX67,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/209928,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/209928"">VIATTO VA-30MX67</a> </b>предназначена для разогрева и приготовления пищи на предприятиях общественного питания и торговли. Модель оснащена таймером, механической панелью управления с поворотными переключателями и вращающейся тарелкой. Корпус выполнен из окрашенной в чёрный цвет стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровней мощности</li>
<li>Таймер до 30 мин.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер камеры: 335х380х259 мм</li>
<li>Диаметр тарелки: 315 мм</li>
<li>Габариты в упаковке: 600х480х371 мм</li>
</ul>",209928,220 В,1 кВт,600 мм,480 мм,371 мм,,Китай,,,0,https://entero.ru/manuals/408382/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-30MX67.pdf;https://entero.ru/manuals/408383/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,16.5 кг,30 л,механическое,Да,,
https://cdn.entero.ru/mp@2x/5d/5e/5d5e5749a83517b574ae6c46e3f6331d.jpg;https://cdn.entero.ru/mp@2x/4e/c3/4ec3b1ccff661bedf37a7056e886f637.jpg;https://cdn.entero.ru/mp@2x/75/26/7526723deb97b74086fc05eb014f24b2.jpg;https://cdn.entero.ru/mp@2x/52/98/5298e81e3b715e6b31ebd109f45fc741.jpg;https://cdn.entero.ru/mp@2x/1f/d2/1fd2abadf424d545cffd67bc5d14d4f7.jpg;https://cdn.entero.ru/mp@2x/32/0a/320a7c186fc842df90f7267cb1c8345f.jpg;https://cdn.entero.ru/mp@2x/09/59/095967b3ca44b2ef2b4b616dc704db61.jpg,Печь микроволновая Bartscher 18180D,610839,0,RUB,Нет,Bartscher,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/360999,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360999"">Bartscher 18180D</a> </b>предназначена для приготовления, разогрева блюд и разморозки полуфабрикатов в домашнем хозяйстве и на предприятиях общественного питания и торговли. Модель оснащена сенсорным управлением с тактильными кнопками, внутренним освещением и цифровой индикацией. Корпус и внутренняя камера выполнены из нержавеющей стали, поворотная пластина - из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 магнетрона</li>
<li>30 настраиваемых программ</li>
<li>10 уровней мощности </li>
<li>Цифровой таймер на 60 минут</li>
<li>Кнопка памяти USB</li>
<li>Возможность штабелирования</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры камеры: 330x310x175 мм</li>
</ul>",360999,220 В,1.8 кВт,425 мм,520 мм,340 мм,,Китай,,,0,https://entero.ru/manuals/463377/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%2018180D.pdf;https://entero.ru/manuals/463378/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Bartscher%2018180D.pdf;https://entero.ru/manuals/463379/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Bartscher%2018180D.pdf;https://entero.ru/manuals/463380/%D0%A1%D0%B1%D0%BE%D1%80%D0%BE%D1%87%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20%D0%BD%D0%B0%20Bartscher%2018180D.pdf,,,19.2 кг,18 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/43/bb/43bb3df5d32179d54f0764e9a2337aba.jpg,Печь микроволновая GASTRORAG WD90023SLB7,Печь микроволновая GASTRORAG WD90023SLB7,13511,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/42483,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/42483"">GASTRORAG WD90023SLB7</a></b> предназначена для разогрева, размораживания и приготовления продуктов на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена 5 режимами СВЧ, 1 режимом гриля и 3 комбинированными режимами. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Внутренние размеры камеры: 340х320х220 мм</li>
<li>Диаметр стеклянного блюда: 314 мм</li>
<li>Частота СВЧ-излучения: 2450 МГц </li>
<li>Мощность:
<ul>
<li>Микроволновая печь: 1,4 кВт</li>
<li>Гриль: 1 кВт</li>
<li>СВЧ: 0,9 кВт</li>
</ul>
</li>
</ul>",42483,220 В,1.4 кВт,483 мм,398 мм,281 мм,,Китай,,,0,https://entero.ru/manuals/43287/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20WD90023SLB7.pdf;https://entero.ru/manuals/116244/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,14.1 кг,23 л,электромеханическое,Да,Да,
https://cdn.entero.ru/mp@2x/ab/c2/abc20b7bd50f54f3789adf524e5c9fa9.jpg;https://cdn.entero.ru/mp@2x/96/7c/967cc183c397874bddb26077b2197f07.jpg;https://cdn.entero.ru/mp@2x/d4/0b/d40b8c6858393ef67c80ba6d62868a2c.jpg;https://cdn.entero.ru/mp@2x/52/51/52517b616fe8f852a93f65a5c400e838.jpg;https://cdn.entero.ru/mp@2x/c0/6a/c06a18c3a236b18163375ce5aa589454.jpg;https://cdn.entero.ru/mp@2x/d1/89/d1897233171dfc3b8ced2ac392670374.jpg,Печь микроволновая EKSI WD900G-L23,Печь микроволновая EKSI WD900G-L23,11886,RUB,Нет,EKSI,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/257356,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257356"">EKSI WD900G-L23</a> </b>предназначена для приготовления блюд, быстрого разогрева и размораживания продуктов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления и таймером на 30 минут. Корпус выполнен из окрашенной стали, камера - из нержавеющей стали, ручки - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровней мощности</li>
<li>3 смешанных режима</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Гриль: 1 кВт</li>
<li>Микроволны: 0,9 кВт</li>
</ul>
</li>
<li>Полезный объем: 23 л</li>
<li>Диаметр вращающегося блюда: 270 мм</li>
<li>Внутренние размеры камеры: 340x320x220 мм</li>
</ul>",257356,220 В,1.4 кВт,483 мм,400 мм,277 мм,14.9 кг,Китай,1,535x430x325 мм,0,https://entero.ru/manuals/317026/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI.pdf;https://entero.ru/manuals/477914/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20WD900G-L23.pdf;https://entero.ru/manuals/498438/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,12920,,13.7 кг,23 л,электромеханическое,,Да,
https://cdn.entero.ru/mp@2x/ed/6f/ed6fed8a3451cad1b8a5ecd1dcc46606.jpg,Печь микроволновая GASTRORAG WD700N20,Печь микроволновая GASTRORAG WD700N20,10152,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/83797,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83797"">GASTRORAG WD700N20</a></b> предназначена для разогрева, размораживания и приготовления продуктов на предприятиях общественного питания, торговли и в домашних условиях. Корпус выполнен из окрашенной стали, передняя панель - из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Микроволновая печь: 1,2 кВт</li>
<li>СВЧ: 0,7 кВт</li>
</ul>
</li>
</ul>",83797,220 В,1.2 кВт,452 мм,262 мм,335 мм,,Китай,,,0,https://entero.ru/manuals/116243/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf;https://entero.ru/manuals/287369/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20GASTRORAG%20WD700N20.pdf,,,,20 л,электромеханическое,Да,,
https://cdn.entero.ru/mp@2x/12/fc/12fc28bca0d43d396594e1405057361d.jpg,Печь микроволновая VX EMA17G4V,Печь микроволновая VX EMA17G4V,116046,RUB,Нет,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/224754,"<p>Микроволновая печь <b class=""b"">VX <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224754"">VX EMA17G4V</a></b> предназначена для приготовления и разогрева блюд на предприятиях общественного питания. Модель оснащена верхней панелью управления и внутренней подсветкой. Корпус и внутренняя камера выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>11 уровней мощности</li>
<li>100 программ для меню</li>
<li>3 стадии приготовления пищи</li>
<li>2 магнетрона</li>
<li>Функция разморозки</li>
<li>Функция ускоренного приготовления пищи</li>
<li>Функция установки времени и увеличения времени до 180 мин.</li>
<li>Возможность установки печей в 2 уровня</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное время приготовления: 60 мин.</li>
</ul>",224754,220 В,2.8 кВт,563 мм,420 мм,340 мм,,Китай,,,0,,126137,https://vk.com/video_ext.php?oid=-177656185&id=456240878&hash=4917f6c17d6f5613,19 кг,17 л,электронное,,,
