Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Привод,Ширина теста,Толщина теста
https://cdn.entero.ru/mp@2x/a3/1a/a31a570b78468f918f620263280574b8.jpg,Набор для приготовления лапши Imperia (La Monferrina) I Love Pasta Titania 695,97575 ILOVEPASTA TITANIA IMPERIA 695,14507,RUB,Да,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/104161,"<p>Набор для приготовления лапши​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104161""><b class=""b"">Imperia I Love Pasta Titania 695</b></a> используется на предприятиях общественного питания и в домашних условиях для раскатки и нарезки теста, предназначенного для приготовления лапши и равиоли. Лапшерезка оснащена 2 встроенными насадками для резки: для лапши тальятелле шириной 2 мм и феттуччине шириной 6,5 мм. Конструкция выполнена из хромированной стали, шестерни - из закаленной стали.</p>

<p><em>Если товар имеет статус под заказ, то минимально возможно заказать 4 шт.</em></p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тестораскатывающая машина с механическим приводом</li>
<li>Насадка для лазанетте <a href=""https://entero.ru/item/114286"">Simplex 276</a></li>
<li>Форма для равиолли</li>
<li>Сушилка для лапши <a href=""https://entero.ru/item/114105"">Stendipasta 540</a></li>
<li>Скалка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Регуляторы толщины раскатки с 6 положениями</li>
<li>Гладкий вал для тестораскатки не цепляет и не рвет тесто</li>
<li>Самосмазывающиеся оси и втулки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты лапшерезки: 205х180х130 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Электропривод <a href=""https://entero.ru/item/114213"">Pasta Facile 600</a></li>
<li>Форма для равиоли <a href=""https://entero.ru/item/114170"">Raviolamp 310</a></li>
<li>Форма для равиоли <a href=""https://entero.ru/item/114178"">Raviolamp 314</a></li>
<li>Набор форм для равиоли <a href=""https://entero.ru/item/114181"">Raviolamp 317</a></li>
<li>Набор форм для равиоли <a href=""https://entero.ru/item/114211"">Raviolamp 318</a></li>
<li>Сушилка для лапши <a href=""https://entero.ru/item/114105"">Stendipasta 540</a></li>
</ul>",104161,,,205 мм,180 мм,130 мм,5.5 кг,Италия,1,220x220x370 мм,0,https://entero.ru/manuals/498747/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Imperia%20%28La%20Monferrina%29%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,3.8 кг,ручной,150 мм,от 0.2 до 2.2 мм
https://cdn.entero.ru/mp@2x/f2/db/f2db49d55c115136fbd2a1f808d60917.jpg,Тестораскатка-лапшерезка Hurakan HKN-NM200S,217451,17829,RUB,Нет,Hurakan,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/130193,"<p>​Тестораскатка-лапшерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130193""><b class=""b"">Hurakan HKN-NM220S</b></a> предназначена для раскатки теста в пласты, производства пасты и других видов макаронных изделий, также подходит и для вязкого теста. Корпус выполнен из красшеного металла, нож - из металла с защитным покрытием, ролики - из нержавеющей стали. </p>

<p>Аппарат может использоваться только в повторно-кратковременном режиме с длительностью рабочего цикла не более 15 минут, далее необходима технологическая пауза продолжительностью не менее 15 минут.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина ножа: 3 / 9 мм</li>
<li>Габариты в упаковке: 385х405х330 мм</li>
</ul>",130193,220 В,0.55 кВт,345 мм,370 мм,444 мм,21 кг,Китай,1,380x420x420 мм,0,https://entero.ru/manuals/416891/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-NM200S.pdf;https://entero.ru/manuals/416892/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-NM200S.pdf;https://entero.ru/manuals/337616/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,18967,,18.5 кг,электрический,200 мм,от 1 до 4 мм
https://cdn.entero.ru/mp@2x/29/56/2956ccac1d7de0503310d92c614c06da.jpg;https://cdn.entero.ru/mp@2x/d2/40/d240924e9af3b183aaa594261a1a519a.jpg;https://cdn.entero.ru/mp@2x/6f/dc/6fdc31761c9321e4cfe519d96fcdfe56.jpg;https://cdn.entero.ru/mp@2x/b4/9a/b49a2545cfc6aad45b72ed87f85e2d6b.jpg;https://cdn.entero.ru/mp@2x/9d/42/9d42b7e78a19f7ad2ace1a524e758cb5.jpg;https://cdn.entero.ru/mp@2x/92/fb/92fb853d34cf01a8c77338edc94e4617.jpg;https://cdn.entero.ru/mp@2x/cf/2f/cf2f220c04e84516c139dc5014426413.jpg;https://cdn.entero.ru/mp@2x/26/ea/26eac223de2cf15b7d3eb58e87401322.jpg;https://cdn.entero.ru/mp@2x/83/f2/83f29ceaa448aa4746270a659e5710d3.jpg;https://cdn.entero.ru/mp@2x/d2/aa/d2aa11ce9e63e7b041ad7f5339355a96.jpg,Тестораскатка-лапшерезка электрическая Foodatlas DHH-220C,Тестораскатка-лапшерезка электрическая Foodatlas DHH-220C,15721,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/83988,"<p>Электрическая тестораскатка-лапшерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/83988""><b class=""b"">Foodatlas DHH-220C </b></a>используется на предприятиях общественного питания и торговли для равномерной раскатки крутого теста и производства спагетти, лапши и других видов макаронных изделий. Валки выполнены из нержавеющей стали, корпус - из пластика.</p>

<p>В комплект поставки входит 1 нож.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вид теста: крутое, дрожжевое, для пиццы, слоеное, песочное</li>
<li>Ременная передача</li>
<li>Аварийная кнопка</li>
<li>Настольный тип установки</li>
<li>Устройства защиты персонала</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Ширина лапши: 2 и 6 мм</li>
<li>Производительность: от 10 до 30 кг/час</li>
<li>Габариты упаковки: 420x330x400 мм</li>
</ul>

<p><b>Опции (заказываются отдельго):</b></p>

<ul>
<li>Нож <a href=""https://entero.kz/item/345164"">DHH-220C 1,5 мм круглый</a></li>
<li>Нож <a href=""https://entero.kz/item/345166"">DHH-220C 2,5 мм круглый</a></li>
<li>Нож <a href=""https://entero.kz/item/345167"">DHH-220C 2х6 мм (нерж. сталь)</a></li>
<li>Нож <a href=""https://entero.kz/item/345168"">DHH-220C 2х6 мм</a></li>
<li>Нож <a href=""https://entero.kz/item/345176"">DHH-220C 3х9 мм (нерж. сталь)</a></li>
<li>Нож <a href=""https://entero.kz/item/345177"">DHH-220C 3х9 мм</a></li>
</ul>",83988,220 В,0.55 кВт,360 мм,370 мм,450 мм,,Китай,,,0,https://entero.ru/manuals/67251/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DHH-220C.doc;https://entero.ru/manuals/403890/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%BB%D1%8F%20%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%BE%D0%B2_%20%D0%BA%D0%B0%D1%84%D0%B5_%20%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D1%85_%20%D1%84%D0%B0%D1%81%D1%82-%20%D1%81%D1%82%D1%80%D0%B8%D1%82-%20%D1%84%D1%83%D0%B4%D0%B0%20Foodatlas.pdf;https://entero.ru/manuals/403891/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17088,,20 кг,электрический,220 мм,от 1 до 4 мм
https://cdn.entero.ru/mp@2x/a3/b8/a3b876790ff77189e11818eb270a6ab4.jpg;https://cdn.entero.ru/mp@2x/c0/5b/c05ba3471a33cca86e27c44bd27b742a.jpg;https://cdn.entero.ru/mp@2x/d7/76/d776e5a490d04b3df2c11ddf8ff5a8db.jpg;https://cdn.entero.ru/mp@2x/fb/7b/fb7bc099b081a61edf746bbc3050f900.jpg;https://cdn.entero.ru/mp@2x/c5/32/c5329bdf0cb18296374a3e4b1bb2cb50.jpg;https://cdn.entero.ru/mp@2x/37/fe/37fef9b523161cc31e7f0402580b6ecd.jpg;https://cdn.entero.ru/mp@2x/80/4c/804c4dd274334bbbee55c22f0a955124.jpg;https://cdn.entero.ru/mp@2x/69/e8/69e81fc0631632ce5b8d62194b69787f.jpg,Тестораскатка-лапшерезка электрическая Foodatlas RSS-200C,Тестораскатка-лапшерезка электрическая Foodatlas RSS-200C,19588,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/147244,"<p>Электрическая тестораскатка-лапшерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147244""><b class=""b"">Foodatlas RSS-200C </b></a>используется на предприятиях общественного питания и торговли для равномерной раскатки крутого дрожжевого, слоеного, песочного теста, теста для пиццы и производства спагетти, лапши и других видов макаронных изделий. Модель оснащена ременным типом передачи, аварийной кнопкой стоп и устройством защиты персонала. Корпус и детали, соприкасающиеся при работе оборудования с продуктами, выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность: от 10 до 25 кг/час</li>
<li>Ширина лапши: 2 и 6 мм</li>
<li>Количество ножей: 1</li>
<li>Габариты в упаковке: 415х350х410 мм</li>
</ul>",147244,220 В,0.75 кВт,280 мм,350 мм,360 мм,,Китай,,,0,https://entero.ru/manuals/173541/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20RSS-200C.pdf;https://entero.ru/manuals/403756/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%BB%D1%8F%20%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%BE%D0%B2_%20%D0%BA%D0%B0%D1%84%D0%B5_%20%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D1%85_%20%D1%84%D0%B0%D1%81%D1%82-%20%D1%81%D1%82%D1%80%D0%B8%D1%82-%20%D1%84%D1%83%D0%B4%D0%B0%20Foodatlas.pdf;https://entero.ru/manuals/403759/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240695&hd=2&autoplay=0,20.5 кг,электрический,200 мм,от 1 до 14 мм
https://cdn.entero.ru/mp@2x/f5/5e/f55e856dd557fbe1771742593382ca78.jpg,Тестораскатка-лапшерезка Assum TT-D35D-1,D35D-1,100217,RUB,Нет,Assum,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/92594,"<p>Электрическая тестораскатка-лапшерезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92594"">Assum TT-D35D-1</a> </b>используется на предприятиях общественного питания и продажи для равномерной раскатки теста и производства спагетти, лапши и других видов макаронных изделий. Детали, контактирующие при работе оборудования с продуктами, выполнены из безопасной нержавеющей стали.</p>

<p>В комплект поставки входят 4 вала для разной ширины нарезки лапши.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность: 250 кг/час</li>
<li>Ширина нарезки: 1,5 / 3 / 4 / 6 мм</li>
<li>Скорость: 69 об/мин.</li>
<li>Диаметр вала: 87 мм</li>
<li>Габариты в упаковке: 420x570x970 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",92594,220 В,1.5 кВт,290 мм,490 мм,860 мм,,Китай,,,0,https://entero.ru/manuals/490615/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,79 кг,электрический,290 мм,
https://cdn.entero.ru/mp@2x/89/f1/89f17e5694b7330295cc08bf1fa2d5bf.jpg;https://cdn.entero.ru/mp@2x/67/bf/67bfd536a3323705eb55b8cc9aa15e57.jpg;https://cdn.entero.ru/mp@2x/bd/7c/bd7cf97691640f2350e2b7137600a775.jpg;https://cdn.entero.ru/mp@2x/52/6e/526ea9e4bc53fe90014ec353bcb0a49c.jpg;https://cdn.entero.ru/mp@2x/7f/7c/7f7cf11dcb1ff8ace1539aaea9044c8f.jpg;https://cdn.entero.ru/mp@2x/10/62/106201da89ae4f4c100f29db09d19342.jpg;https://cdn.entero.ru/mp@2x/02/18/021813fcb560887ba549af455b4f0b1a.jpg;https://cdn.entero.ru/mp@2x/dd/a5/dda5c6b2faa5fa5aff0dde90b8830215.jpg;https://cdn.entero.ru/mp@2x/83/95/8395424e949929fa8fc72141c070c2e3.jpg;https://cdn.entero.ru/mp@2x/af/d7/afd732eabfbc2c34c59f492df9703565.jpg;https://cdn.entero.ru/mp@2x/94/31/9431fa38d8399c206bc92047ed62f13f.jpg;https://cdn.entero.ru/mp@2x/4d/b2/4db2f56cc650574985435e7b4cf8d39d.jpg;https://cdn.entero.ru/mp@2x/82/af/82afeba8ad2c2e8b6605ad433008325f.jpg,Тестораскатка-лапшерезка электрическая Foodatlas DSS-200M,Тестораскатка-лапшерезка электрическая Foodatlas DSS-200M,15260,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/203111,"<p>Электрическая тестораскатка-лапшерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203111""><b class=""b"">Foodatlas DSS-200M </b></a>используется на предприятиях общественного питания и торговли для равномерной раскатки крутого теста и производства спагетти, лапши, равиолли, других видов макаронных изделий. Модель оснащена ременным типом передачи, аварийной кнопкой стоп и устройством защиты персонала.. Корпус выполнен из нержавеющей стали, все детали, которые соприкасаются при работе оборудования с продуктами, изготовлены из никелированной стали.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Максимальная производительность: 30 кг/час</li>
<li>Ширина лапши: 2 и 6 мм</li>
<li>Количество ножей: 1</li>
<li>Вид теста: крутое</li>
<li>Габариты в упаковке: 415х350х410 мм</li>
</ul>",203111,220 В,0.55 кВт,340 мм,280 мм,340 мм,,Китай,,,0,https://entero.ru/manuals/237942/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/237971/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DSS-200M.pdf;https://entero.ru/manuals/403916/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%BB%D1%8F%20%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%BE%D0%B2_%20%D0%BA%D0%B0%D1%84%D0%B5_%20%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D1%85_%20%D1%84%D0%B0%D1%81%D1%82-%20%D1%81%D1%82%D1%80%D0%B8%D1%82-%20%D1%84%D1%83%D0%B4%D0%B0%20Foodatlas.pdf,16234,https://vk.com/video_ext.php?oid=-177656185&id=456240695&hd=2&autoplay=0,20.5 кг,электрический,200 мм,от 1 до 4 мм
https://cdn.entero.ru/mp@2x/b6/d7/b6d71b7fd160bc3c171f8bfb460e0b33.jpg;https://cdn.entero.ru/mp@2x/13/b3/13b3cad37d19d22b9d6580b5e9f73ebe.jpg;https://cdn.entero.ru/mp@2x/3c/c7/3cc72fb1c55485bb6038ecca4b36b482.jpg;https://cdn.entero.ru/mp@2x/ba/d2/bad236c829dd7ea5bd008bcc7c9b2b7a.jpg,Тестораскатка-лапшерезка Crazy Pan CP-DSH22,Тестораскатка-лапшерезка Crazy Pan CP-DSH22,18002,RUB,Нет,,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/128766,"<p>Тестораскатка-лапшерезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128766"">Crazy Pan CP-DSH22</a> </b>используется на предприятиях общественного питания и торговли для раскатки и нарезки теста, предназначенного для приготовления лапши, чебуреков, пельменей, мантов, хинкали и пирожков. Модель оснащена двигателем с медной обмоткой, что продлевает ее срок эксплуатации и увеличивает производительность. Корпус выполнен из пластика.</p>

<p>В комплект поставки входит нож.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер лапши: 2x6 мм</li>
<li>Габариты в упаковке: 420x360x410 мм</li>
</ul>",128766,220 В,0.75 кВт,405 мм,330 мм,383 мм,,Китай,,,0,https://entero.ru/manuals/141960/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-DSH22.docx;https://entero.ru/manuals/356810/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19357,,21 кг,,220 мм,
https://cdn.entero.ru/mp@2x/06/64/06648c9d36fd77e4dc6e5b2acd8296c0.jpg;https://cdn.entero.ru/mp@2x/a1/2e/a12e7b613cc3a7ed862dd50a9bff0820.jpg;https://cdn.entero.ru/mp@2x/49/ff/49ffb007d5f4953145ae544023c578ae.jpg;https://cdn.entero.ru/mp@2x/01/90/0190138234071da6264b18fda7057569.jpg;https://cdn.entero.ru/mp@2x/80/db/80db30fb3420cfc8e4e213c3e321c48b.jpg;https://cdn.entero.ru/mp@2x/51/66/5166feda903727e1c2dae7cef53db7aa.jpg;https://cdn.entero.ru/mp@2x/3f/45/3f45bc8b6cc11ad7908dc8b4fb3177e7.jpg;https://cdn.entero.ru/mp@2x/9a/f6/9af68f02e8b8f306f29db8daeeb3a96b.jpg;https://cdn.entero.ru/mp@2x/8e/da/8edaee021a13add0a777b468ad58e058.jpg;https://cdn.entero.ru/mp@2x/9e/5b/9e5bbcc556c879ceee6a5acea7937490.jpg;https://cdn.entero.ru/mp@2x/a7/0c/a70c5c4e2cacaef1c5a57082c5abb114.jpg,Тестораскатка-лапшерезка электрическая Foodatlas RHH-260M,Тестораскатка-лапшерезка электрическая Foodatlas RHH-260M,20148,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/352736,"<p>Тестораскатка-лапшерезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/352736"">Foodatlas RHH-260M</a></b> используется на предприятиях общественного питания и продажи для раскатки слоеного, дрожжевого и крутого теста, а также для нарезания лапши и клецек. Корпус выполнен из ABS -пластика, валки - из нержавеющей стали.</p>

<p>В копмлект поставки входит 1 нож.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вид теста: Крутое, дрожжевое, для пиццы, слоеное, песочное</li>
<li>Тип передачи: шестерня и ремень</li>
<li>Аварийная кнопка</li>
<li>Устройства защиты персонала</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Зазор между валами: от 1 до 14 мм</li>
<li>Размер лапши (ширина): 2 и 6 мм</li>
<li>Габариты в упаковке: 450x340x400 мм</li>
</ul>",352736,220 В,0.55 кВт,410 мм,400 мм,450 мм,,Китай,,,0,https://entero.ru/manuals/439724/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,21208,,22 кг,электрический,260 мм,
https://cdn.entero.ru/mp@2x/66/8c/668ccfc4623f5372ab430c4dd441ff09.jpg;https://cdn.entero.ru/mp@2x/2d/4a/2d4a8301c760b9ae2cd97757391fa959.jpg;https://cdn.entero.ru/mp@2x/8b/bb/8bbb342ee8d2651d9077a33434899e63.jpg;https://cdn.entero.ru/mp@2x/78/a7/78a778501be69c3f5d21cb2b877a1870.jpg;https://cdn.entero.ru/mp@2x/dd/4e/dd4e560d978e38f9c439e78bec05670a.jpg;https://cdn.entero.ru/mp@2x/c8/7c/c87ceb42630a6012291acd09d18176ca.jpg;https://cdn.entero.ru/mp@2x/8f/9c/8f9cb2853bcf2ef8b2d1b1a41e355ce1.jpg,Лапшерезка EKSI ENC-200S,Лапшерезка EKSI ENC-200S,17866,RUB,Нет,EKSI,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/288633,"<p>Лапшерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/288633""><b class=""b"">EKSI ENC-200S</b></a> используется на предприятиях общественного питания и в домашних условиях для раскатки и нарезки теста, предназначенного для приготовления лапши. Корпус выполнен из металла и покрыт износостойкой краской, ножи - из металла с защитным покрытием Ст3.</p>

<p><em>Оборудование можно беспрерывно использовать на протяжении 15 мин. После этого следует сделать паузу такой же продолжительности.</em><br>
</p>",288633,220 В,0.55 кВт,375 мм,350 мм,435 мм,,Китай,,,0,https://entero.ru/manuals/477851/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20ENC-200S.doc,18610,,15 кг,электрический,200 мм,1.4 мм
https://cdn.entero.ru/mp@2x/1a/83/1a8394e97756dc23101d418d9ab5e4c5.jpg;https://cdn.entero.ru/mp@2x/c4/3a/c43a7c378dad2f7378b30efce1532ad2.jpg;https://cdn.entero.ru/mp@2x/db/6d/db6dbcbf78dbc2c318c8baa9d3b780b3.jpg;https://cdn.entero.ru/mp@2x/2a/f2/2af28fb6b858e4cfa1bf464b1e7e80a5.jpg,Тестораскатка-лапшерезка электрическая Foodatlas DJJ-200,Тестораскатка-лапшерезка электрическая Foodatlas DJJ-200,13248,RUB,Нет,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/84617,"<p>Электрическая тестораскатка-лапшерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84617""><b class=""b"">Foodatlas DJJ-200 </b></a>используется на предприятиях общественного питания и торговли для равномерной раскатки теста и производства спагетти, лапши и других видов макаронных изделий. Модель оснащена ременным приводом и ножом. Детали, соприкасающиеся при работе оборудования с продуктами, выполнены из безопасной никелированной стали.</p>

<p>В комплект поставки входит нож.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ременная передача</li>
<li>Настольная установка</li>
<li>Устройства защиты персонала</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая ширина валков: 300 мм</li>
<li>Производительность: от 5 до 20 кг/час</li>
<li>Размер лапши: 2x4 мм</li>
<li>Напряжение/Частота: 220/50</li>
<li>Габариты в упаковке: 400x330x330 мм</li>
</ul>

<p><b>Опции (заказываются отдельго):</b></p>

<ul>
<li>Нож <a href=""https://entero.ru/item/345186"">DJJ-200 6 мм</a></li>
<li>Нож <a href=""https://entero.ru/item/345173"">DJJ-200 2 мм</a></li>
</ul>",84617,220 В,0.26 кВт,380 мм,310 мм,315 мм,,Китай,,,0,https://entero.ru/manuals/115584/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20DJJ-200.pdf;https://entero.ru/manuals/403294/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%BB%D1%8F%20%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%BE%D0%B2_%20%D0%BA%D0%B0%D1%84%D0%B5_%20%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D1%85_%20%D1%84%D0%B0%D1%81%D1%82-%20%D1%81%D1%82%D1%80%D0%B8%D1%82-%20%D1%84%D1%83%D0%B4%D0%B0%20Foodatlas.pdf;https://entero.ru/manuals/403295/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,17.8 кг,электрический,200 мм,от 1 до 4 мм
https://cdn.entero.ru/mp@2x/1a/ba/1abacb3a8198c9105ffd4ed5724d6b6a.jpg;https://cdn.entero.ru/mp@2x/16/b9/16b912742e1c303f4a187437a93fef1e.jpg;https://cdn.entero.ru/mp@2x/26/f4/26f42bccaabadb1874a7c2ce8174c3f6.jpg,Лапшерезка ROAL HK-Y8,Лапшерезка ROAL HK-Y8,9405,RUB,Нет,ROAL,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/284234,"<p>Лапшерезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284234"">ROAL HK-Y8</a></b> используется на предприятиях общественного питания и в домашних условиях для раскатки и нарезки теста, предназначенного для приготовления лапши. Модель оснащена раскатывающим валом и загрузочным лотком.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина нарезки теста: 2 / 5 мм</li>
<li>Производительность: 5 кг/час</li>
</ul>",284234,220 В,0.135 кВт,,,,,Китай,,,0,https://entero.ru/manuals/349107/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20HK-Y8.pdf,11756,,,электрический,138 мм,от 1 до 6 мм
