Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Конструкция,Охлаждение,Количество полок,Холодильный агрегат,Нейтральная
https://cdn.entero.ru/mp@2x/4d/d3/4dd38a73b9766496b2ae9a72d92fe8ae.jpg,Витрина нейтральная КАМИК 1600х650х300(400) мм,341674,136994,RUB,Нет,КАМИК,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/362038,"<p>Нейтральная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362038""><b class=""b"">КАМИК 1600х650х300(400)</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения закусок, кондитерских изделий или вторых блюд, не требующих определенного температурного режима. Модель оснащена холодной подсветкой и бескаркасной конструкцией, позволяющей встраивать оборудование в любые поверхности. Витрина выполнена ​из пищевой нержавеющей стали AISI 430 и каленого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Сталь: 1 мм</li>
<li>Стекло: 10 мм</li>
</ul>
</li>
<li>Высота видимой части: 300 мм</li>
<li>Температура подсветки: 6500 К</li>
<li>Объем: 0,42 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",362038,,,,1600 мм,650 мм,400 мм,,,,0,,147305,,,Россия,Россия,,закрытая,,1,,Да
https://cdn.entero.ru/mp@2x/04/93/049367d1594dfd58665c3c7caf5e45c4.jpg,Витрина нейтральная КАМИК 1800х450х300(400) мм,341667,137239,RUB,Нет,КАМИК,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/362041,"<p>Нейтральная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362041""><b class=""b"">КАМИК 1800х450х300(400)</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения закусок, кондитерских изделий или вторых блюд, не требующих определенного температурного режима. Модель оснащена холодной подсветкой и бескаркасной конструкцией, позволяющей встраивать оборудование в любые поверхности. Витрина выполнена ​из пищевой нержавеющей стали AISI 430 и каленого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Сталь: 1 мм</li>
<li>Стекло: 10 мм</li>
</ul>
</li>
<li>Высота видимой части: 300 мм</li>
<li>Температура подсветки: 6500 К</li>
<li>Объем: 0,32 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",362041,,,,1800 мм,450 мм,400 мм,,,,0,,144462,,,Россия,Россия,,закрытая,,1,,Да
https://cdn.entero.ru/mp@2x/4d/44/4d44765298caccbcd84dd1be530f8b16.jpg;https://cdn.entero.ru/mp@2x/41/c3/41c3d70c41f5c896e9169c37275930a8.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 600х400х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 600х400х300 мм,141250,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363914,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363914""><b class=""b"">ТехноБалт Тикси DROP-IN 600х400х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 800х600х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363914,от +4 до +8 °C,220 В,0.4 кВт,600 мм,400 мм,300 мм,,,,0,,151882,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/51/e7/51e795bace417256a6310c2adb79c30a.jpg;https://cdn.entero.ru/mp@2x/51/1a/511a439d377f5f6b2a7f5dcd71b9f35f.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 650х400х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 650х400х300 мм,142380,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363918,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363918""><b class=""b"">ТехноБалт Тикси DROP-IN 650х400х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 850х600х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363918,от +4 до +8 °C,220 В,0.4 кВт,650 мм,400 мм,300 мм,,,,0,,151468,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/b7/94/b7946d1310961406335af521bb796687.jpg,Витрина нейтральная КАМИК 1700х650х300(400) мм,341675,142472,RUB,Нет,КАМИК,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/362040,"<p>Нейтральная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362040""><b class=""b"">КАМИК 1700х650х300(400)</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения закусок, кондитерских изделий или вторых блюд, не требующих определенного температурного режима. Модель оснащена холодной подсветкой и бескаркасной конструкцией, позволяющей встраивать оборудование в любые поверхности. Витрина выполнена ​из пищевой нержавеющей стали AISI 430 и каленого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Сталь: 1 мм</li>
<li>Стекло: 10 мм</li>
</ul>
</li>
<li>Высота видимой части: 300 мм</li>
<li>Температура подсветки: 6500 К</li>
<li>Объем: 0,44 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",362040,,,,1700 мм,650 мм,400 мм,,,,0,,,,,Россия,Россия,,закрытая,,1,,Да
https://cdn.entero.ru/mp@2x/a9/41/a941d8c6c09c40ad26372ee87e9cbd3c.jpg,Витрина нейтральная КАМИК 1900х450х300(400) мм,341668,142729,RUB,Нет,КАМИК,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/362043,"<p>Нейтральная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362043""><b class=""b"">КАМИК 1900х450х300(400)</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения закусок, кондитерских изделий или вторых блюд, не требующих определенного температурного режима. Модель оснащена холодной подсветкой и бескаркасной конструкцией, позволяющей встраивать оборудование в любые поверхности. Витрина выполнена ​из пищевой нержавеющей стали AISI 430 и каленого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина:
<ul>
<li>Сталь: 1 мм</li>
<li>Стекло: 10 мм</li>
</ul>
</li>
<li>Высота видимой части: 300 мм</li>
<li>Температура подсветки: 6500 К</li>
<li>Объем: 0,34 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",362043,,,,1900 мм,450 мм,400 мм,,,,0,,155140,,,Россия,Россия,,закрытая,,1,,Да
https://cdn.entero.ru/mp@2x/5e/8b/5e8ba2a0070e42a28f8ec963c6719139.jpg;https://cdn.entero.ru/mp@2x/bc/1b/bc1bfa3e7dd8caa5000d36c3484900a9.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 700х400х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 700х400х300 мм,143510,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363919,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363919""><b class=""b"">ТехноБалт Тикси DROP-IN 700х400х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 900х600х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363919,от +4 до +8 °C,220 В,0.4 кВт,700 мм,400 мм,300 мм,,,,0,,152670,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/67/50/675095b7939fbc88bcc6c86be1895a44.jpg;https://cdn.entero.ru/mp@2x/48/12/4812876918c8d21e66ed0b6f7329bb4d.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 600х450х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 600х450х300 мм,143510,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363929,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363929""><b class=""b"">ТехноБалт Тикси DROP-IN 600х450х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 800х650х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363929,от +4 до +8 °C,220 В,0.4 кВт,600 мм,450 мм,300 мм,,,,0,,,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/33/bf/33bf13489b30d5c194699b98c2f782df.jpg;https://cdn.entero.ru/mp@2x/96/f1/96f17ef41256276cdb8c251b8d9a443e.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 750х400х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 750х400х300 мм,144640,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363920,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363920""><b class=""b"">ТехноБалт Тикси DROP-IN 750х400х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 950х600х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363920,от +4 до +8 °C,220 В,0.4 кВт,750 мм,400 мм,300 мм,,,,0,,153872,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/57/b2/57b2de7abc46f43a26b1670e3030b0ae.jpg;https://cdn.entero.ru/mp@2x/5f/fc/5ffc347e2790e8be3e8316765b7c7bc0.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 650х450х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 650х450х300 мм,144640,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363930,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363930""><b class=""b"">ТехноБалт Тикси DROP-IN 650х450х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 850х650х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363930,от +4 до +8 °C,220 В,0.4 кВт,650 мм,450 мм,300 мм,,,,0,,,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/09/0f/090f13c0ac75644e181985c89fded03c.jpg;https://cdn.entero.ru/mp@2x/11/b4/11b4821b88a6e3a3e7c65a903e461ccb.jpg;https://cdn.entero.ru/mp@2x/de/5e/de5ef3f27ea480c0835e54cbc78fd29c.jpg;https://cdn.entero.ru/mp@2x/90/99/90994125629020bf212501be239dfe67.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 600х400х400 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 600х400х400 мм,144640,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363981,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363981""><b class=""b"">ТехноБалт Тикси DROP-IN 600х400х400 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена 2 дверьми-купе со сторона продавца, полкой и светодиодными светильниками. Безрамочный купол и полка выполнены из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>2 уровня выкладки (столешница и полка)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с 2 датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 800х600х600 мм</li>
<li>Вес обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение материала столешницы и полки</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363981,от +4 до +8 °C,220 В,0.4 кВт,600 мм,400 мм,400 мм,,,,0,,,,,Россия,Россия,,закрытая,динамическое,1,встроенный,
https://cdn.entero.ru/mp@2x/3c/ab/3cabef977feea5cd962b7c4066825900.jpg;https://cdn.entero.ru/mp@2x/4d/3f/4d3fb58b82cbe4f9fa65e70a9bb88e22.jpg;https://cdn.entero.ru/mp@2x/77/8a/778ab55eb88a6c3af441dd32846b176b.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 800х400х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 800х400х300 мм,145770,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363921,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.uz/item/363921""><b class=""b"">ТехноБалт Тикси DROP-IN 800х400х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.uz/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Размер нижней агрегатной части под столешницей: 770х340х375 мм</li>
<li>Общая высота: 675 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 1000х600х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363921,от +4 до +8 °C,220 В,0.4 кВт,800 мм,400 мм,300 мм,,,,0,,156742,,,Россия,Россия,,закрытая,динамическое,,встроенный,
https://cdn.entero.ru/mp@2x/22/11/22113c5c2dc4ec6d0fcbd1fc313526ad.jpg;https://cdn.entero.ru/mp@2x/4d/9a/4d9ad599d48c308ed65bcd6c3ae923c3.jpg,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 700х450х300 мм,Витрина холодильная встраиваемая ТехноБалт Тикси DROP-IN 700х450х300 мм,145770,RUB,Нет,,Профоборудование,Холодильное,Витрины встраиваемые,https://entero.ru/item/363931,"<p>Встраиваемая холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363931""><b class=""b"">ТехноБалт Тикси DROP-IN 700х450х300 </b></a>используется на предприятиях общественного питания и торговли для охлаждения, демонстрации и кратковременного хранения продуктов, напитков и готовых блюд. Модель оснащена дверьми-купе со сторона продавца и светодиодными светильниками. Безрамочный купол выполнен из закаленного стекла, двери-купе - из акрилового стекла, дно витрины в демонстрационной зоне - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Компрессор европейского производства Embraco Aspera EMT 6152 GK или EMT 6144 GK</li>
<li>Полностью охлаждаемый внутренний объем</li>
<li>Встраиваемая в любую столешницу</li>
<li>Автоматическая оттайка витрины и удаление (испарение) конденсата</li>
<li>1 уровень выкладки (столешница)</li>
<li>Электронный блок управления Carel PYEZ1R05J5 с двумя датчиками</li>
<li>Деревянная обрешетка</li>
<li>Хладагент R-404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стекла: 10 мм</li>
<li>Высота нижней агрегатной части под столешницей: 375 мм</li>
<li>Расход электроэнергии за сутки при температуре окружающего воздуха 25 °С: не более 8 кВт*ч</li>
<li>Частота: 50 Гц</li>
<li>Габариты в упаковке: 900х650х500 мм</li>
<li>Масса обрешетки: 25 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение столешницы и подсветки</li>
<li>Альтернативное исполнение столешницы</li>
</ul>

<p>* <em>Высота указана без встраиваемой части.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",363931,от +4 до +8 °C,220 В,0.4 кВт,700 мм,450 мм,300 мм,,,,0,,151844,,,Россия,Россия,,закрытая,динамическое,,встроенный,
