Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Управление,Скорость
https://cdn.entero.ru/mp@2x/48/41/4841d6f3d9a657ecca55e74caeffe83d.jpg;https://cdn.entero.ru/mp@2x/0e/96/0e9695e9d8d4ea52b61f9c2b869f1efa.jpg;https://cdn.entero.ru/mp@2x/06/df/06df4b73a6024c15468242e3bdfa9270.jpg;https://cdn.entero.ru/mp@2x/74/2d/742de601162e78a1eba3f2a3e900275f.jpg;https://cdn.entero.ru/mp@2x/8a/7f/8a7f8aaf58902373822300c83f17f6bc.jpg,Устройство для нарезки сыра CanCan 1313-1,Устройство для нарезки сыра CanCan 1313-1,39007,RUB,Да,CanCan,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/360592,"<p>Устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360592"">CanCan 1313-1</a></b> используется в гостиницах, ресторанах и кафе, на предприятиях быстрого питания, в бургерных и сэндвич-барах для нарезки различных сортов сыра и яиц на ровные аккуратные ломтики. Кассета для нарезки и основа легко разбираются для очистки. Модель оснащена нескользящими ножками для надежной фиксации. Сырорезка выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина ломтика: 5 мм</li>
<li>Размер подставки для сыра: 165х91 см</li>
</ul>",360592,сырорезка,,,230 мм,400 мм,110 мм,5 кг,1,250x440x120 мм,0,https://entero.ru/manuals/462318/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CanCan%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/504966/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241180&hash=876499253f127ee0,3.9 кг,Турция,Турция,,для твердых сыров,механическое,
https://cdn.entero.ru/mp@2x/ce/eb/ceebac1ab9810935cb2f9b07bb1d48d4.jpg;https://cdn.entero.ru/mp@2x/4a/5a/4a5af55527650024908c15bf2c18e629.jpg;https://cdn.entero.ru/mp@2x/19/02/19022c32ccf96d5d3130f92392d030aa.jpg;https://cdn.entero.ru/mp@2x/93/fd/93fdd0cdd3afe25047672981cfc12a4f.jpg,Устройство для нарезки сыра CanCan 1335,Устройство для нарезки сыра CanCan 1335,10243,RUB,Да,CanCan,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/377413,"<p>Устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377413"">CanCan 1335</a></b> используется на предприятиях пищевой промышленности и торговли для нарезки головок сыров на брусочки. Модель оснащена нескользящими ножками для безопасной эксплуатации. Натянутая проволока позволяет легко нарезать сыр на бруски любой толщины. Корпус выполнен из нержавеющей стали.</p>",377413,сырорезка,,,245 мм,337 мм,49 мм,1.61 кг,1,280x400x70 мм,0,https://entero.ru/manuals/519205/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CanCan.pdf,11134,,,,,,для твердых сыров,механическое,
https://cdn.entero.ru/mp@2x/52/c4/52c4065f1cce0844c92c1d38a4c626bf.jpg,Измельчитель сыра Apach AGR2,170820,72365,RUB,Нет,Apach,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/93799,"<p>Измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93799"">Apach AGR2</a></b> предназначен для обработки мягких сыров на предприятиях общественного питания и торговли. Модель оснащена мощным вентилируемым асинхронным двигателем и имеет защиту от перегрузки. Структура, лоток и загрузочная горловина выполнены из нержавеющей стали, выпескной желоб - из ABS-пластика.</p>

<p>В комплект поставки входит конус для моцареллы 7 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр конуса:
<ul>
<li>Внешний: 155 мм</li>
<li>Внутренний: 48 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 480х300х530 мм</li>
</ul>",93799,сыротерка,220 В,0.75 кВт,420 мм,220 мм,440 мм,20 кг,1,480x300x530 мм,0,https://entero.ru/manuals/285414/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20AGR2.pdf;https://entero.ru/manuals/285415/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AGR2.pdf;https://entero.ru/manuals/285416/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521587/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,76174,,18 кг,Италия,Италия,50 кг/час,для мягких сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/c3/26/c3266b18f93cf48a198228d29092a0d4.jpg,Измельчитель сыра Apach AGR1,144577,29869,RUB,Нет,Apach,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/59575,"<p>Измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59575"">Apach AGR1</a></b> предназначен для обработки твердых сыров на предприятиях общественного питания и торговли. Модель оснащена мощным вентилируемым асинхронным двигателем и имеет защиту от перегрузки. Корпус выполнен из литого полированного алюминия.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Загрузочное отверстие: 110х65 мм</li>
<li>Габариты в упаковке: 310х260х370 мм</li>
</ul>",59575,сыротерка,220 В,0.38 кВт,280 мм,170 мм,310 мм,9 кг,1,310x260x370 мм,0,https://entero.ru/manuals/81154/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/285417/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20AGR1.pdf;https://entero.ru/manuals/285418/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20AGR1.pdf;https://entero.ru/manuals/521585/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,31776,https://vk.com/video_ext.php?oid=-177656185&id=456240324&hd=2&autoplay=0,8 кг,Италия,Италия,30 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/54/7f/547f656218fcc8dfdd1fbf9b60707adc.jpg;https://cdn.entero.ru/mp@2x/d5/43/d543daece925fbfd7b39200a99560d5b.jpg;https://cdn.entero.ru/mp@2x/4e/df/4edf64377067c32330d86fc92abbc03c.jpg;https://cdn.entero.ru/mp@2x/91/aa/91aa8371d2e8521434e6974953142941.jpg,Устройство для нарезки сыра CanCan 1336,Устройство для нарезки сыра CanCan 1336,17056,RUB,Нет,CanCan,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/377412,"<p>Устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377412"">CanCan 1336</a></b> используется на предприятиях пищевой промышленности и торговли для нарезки головок твердых и крупных сыров на равные куски. Модель оснащена направляющими и нескользящими ножками. Натянутая проволока позволяет легко нарезать сыр на бруски любой толщины. Корпус выполнен из нержавеющей стали.</p>",377412,сырорезка,,,298 мм,395 мм,150 мм,5 кг,1,330x440x170 мм,0,https://entero.ru/manuals/519204/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CanCan.pdf,17767,,,Турция,Турция,,для твердых сыров,механическое,
https://cdn.entero.ru/mp@2x/36/47/3647034b43631750ce3c03fceb38e149.jpg,Сыротерка VIATTO VA-CG55SH,Сыротерка VIATTO VA-CG55SH,0,RUB,Нет,VIATTO,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/219984,"<p>Сыротерка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/219984""><b class=""b""> VIATTO VA-CG55SH</b></a> используется на предприятиях общественного питания и торговли для нарезки сыра твердых сортов. Корпус выполнен из алюминиевого сплава.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 490х325х490 мм</li>
</ul>",219984,сыротерка,220 В,0.55 кВт,405 мм,280 мм,420 мм,17.9 кг,1,490x325x490 мм,0,https://entero.ru/manuals/408235/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-CG55SH.pdf;https://entero.ru/manuals/408236/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,16 кг,,,40 кг/час,для твердых сыров,электрическое,1440 об/мин.
https://cdn.entero.ru/mp@2x/35/88/3588efda38cdd25dbd14c5d8fd1f8072.jpg,Сыротерка Minerva C/E GFE 220 В,C/E GFE однофазный 220 В,0,RUB,Нет,,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/144113,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144113""><b class=""b"">Minerva C/E GFE 220 В </b></a>используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена двигателем с электронным тормозом и бункером приема, оснащенным датчиком и защитным кожухом. Корпус и перфорированный вал выполнены из нержавеющей стали, съемный бункер подачи - из анодированного алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низковольтная цепь управления </li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера приема: 3,5 л</li>
<li>Размеры горловины шнека: 145х80 мм</li>
</ul>",144113,сыротерка,220 В,1.12 кВт,295 мм,500 мм,650 мм,,,,0,https://entero.ru/manuals/169433/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20C_E%20GFE%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,26 кг,Италия,Италия,140 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/1b/92/1b928e88370f7ddb8825db746e88d6e9.jpg,Сыротерка Minerva C/E GFX 380 В,C/E GFX трехфазный 380 В,0,RUB,Нет,,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/144114,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144114""><b class=""b"">Minerva C/E GFX 380 В </b></a>используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена двигателем с электронным тормозом и бункером приема, оснащенным датчиком и защитным кожухом. Корпус, перфорированный вал и съемный бункер подачи выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низковольтная цепь управления </li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера приема: 3,5 л</li>
<li>Размеры горловины шнека: 145х80 мм</li>
</ul>",144114,сыротерка,380 В,1.12 кВт,295 мм,500 мм,650 мм,,,,0,https://entero.ru/manuals/169434/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20C_E%20GFX%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,26 кг,Италия,Италия,140 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/61/1e/611ed459aeeb92c3100f9ff41a269fa2.jpg,Сыротерка Minerva C/E GFE 380 В,C/E GFE трехфазный 380 В,0,RUB,Нет,,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/144111,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144111""><b class=""b"">Minerva C/E GFE 380 В </b></a>используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена двигателем с электронным тормозом и бункером приема, оснащенным датчиком и защитным кожухом. Корпус и перфорированный вал выполнены из нержавеющей стали, съемный бункер подачи - из анодированного алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низковольтная цепь управления </li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера приема: 3,5 л</li>
<li>Размеры горловины шнека: 145х80 мм</li>
</ul>",144111,сыротерка,380 В,1.12 кВт,295 мм,500 мм,650 мм,,,,0,https://entero.ru/manuals/169432/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20C_E%20GFE%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,26 кг,Италия,Италия,140 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/9c/25/9c25577f0d5e294f24c7d7ab166fa06b.jpg,Сыротерка Minerva C/E GFX 220 В,C/E GFX однофазный 220 В,0,RUB,Нет,,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/144116,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144116""><b class=""b"">Minerva C/E GFX 220 В </b></a>используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена двигателем с электронным тормозом и бункером приема, оснащенным датчиком и защитным кожухом. Корпус, перфорированный вал и съемный бункер подачи выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низковольтная цепь управления </li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера приема: 3,5 л</li>
<li>Размеры горловины шнека: 145х80 мм</li>
</ul>",144116,сыротерка,220 В,1.12 кВт,295 мм,500 мм,650 мм,,,,0,https://entero.ru/manuals/169438/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20C_E%20GFX%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,26 кг,Италия,Италия,140 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/30/23/302385940e8c7a04d7bcc2c23f7966c1.jpg,Сыротерка Minerva C/E GF2 220 В,C/E GF2 однофазный 220 В,0,RUB,Нет,,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/144124,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144124""><b class=""b"">Minerva C/E GF2 220 В </b></a>используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена двигателем с электронным тормозом и бункером приема, оснащенным датчиком и защитным кожухом. Корпус, перфорированный вал и съемный бункер подачи выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низковольтная цепь управления </li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера приема: 10 л</li>
<li>Размеры горловины шнека: 145х80 мм</li>
</ul>",144124,сыротерка,220 В,1.5 кВт,300 мм,560 мм,640 мм,,,,0,https://entero.ru/manuals/169446/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20C_E%20GF2%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,31 кг,Италия,Италия,160 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/68/3b/683b4a0d5627ba0f0f5f23bb8213f8b6.jpg,Сыротерка FIMAR GR8D,8/D/ GR 8/D,37816,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/25316,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/25316""><b class=""b"">Fimar GR 8/D</b></a> используется на предприятиях общественного питания и торговли для натирания сыра (твердые сорта), хлеба и сухофруктов. Модель оснащена микровыключателем на прижимном рычаге, нижней защитной решеткой и тормозом двигателя. Корпус и входное отверстие выполнены из полированного алюминия, ролик - из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер входного отверстия: 105х65 мм</li>
<li>Габариты упаковки: 320х270х380 мм</li>
<li>Объем упаковки: 0,033 м<sup>​3</sup></li>
</ul>",25316,сыротерка,220 В,0.37 кВт,270 мм,230 мм,310 мм,,,,0,https://entero.ru/manuals/376990/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20FIMAR%20GR8D.pdf;https://entero.ru/manuals/376991/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20GR8D.pdf;https://entero.ru/manuals/376992/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376993/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376994/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,,,8 кг,Италия,Италия,20 кг/час,для твердых сыров,электрическое,
https://cdn.entero.ru/mp@2x/3a/fc/3afc1f7e3347d9e8d2d00f02b88e094f.jpg;https://cdn.entero.ru/mp@2x/54/e3/54e3f5b7347726b3fb7d4132a573d732.jpg,Сырорезка FIMAR TAS 380В,TAS 380V,176443,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/124386,"<p>Сырорезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124386""><b class=""b"">FIMAR TAS</b></a> используется на предприятиях общественного питания и торговли для крошения моцареллы на кусочки различных размеров. Модель оснащена предохранительными микровыключателями на крышке и рукоятке. Корпус выполнен из нержавеющей стали, основной блок и крышка - из алюминия.</p>

<p>Диски и нож в комплект поставки не входят.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер входного отверстия: 80х65 мм</li>
<li>Габариты упаковки: 430х400х800 мм</li>
<li>Объем упаковки: 0,138 м<sup>​3</sup></li>
</ul>",124386,сырорезка,380 В,0.35 кВт,330 мм,380 мм,690 мм,,,,0,https://entero.ru/manuals/133097/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20TAS.pdf;https://entero.ru/manuals/310557/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20TAS.pdf;https://entero.ru/manuals/375804/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375805/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375806/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,185729,,15 кг,Италия,Италия,от 250 до 300 кг/час,для мягких сыров,электрическое,300 об/мин.
https://cdn.entero.ru/mp@2x/08/61/0861f2a763eccfcede374383ab6c6441.jpg,Сыротерка Sirman GF HP 4,84388099,259964,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/73856,"<p>Сыротерка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73856"">Sirman GF HP 4</a></b> используется на предприятиях общественного питания и торговли для натирания сыра, сухарей, сухофруктов, кофе и специй. Модель оснащена мощными вентилируемыми двигателями, позволяющими избежать перегревания, и предохранительными микровыключателями на чаше и рычаге.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление 24 В IP 54</li>
<li>Тормоз двигателя</li>
<li>Корпус из нержавеющей стали AISI 304</li>
<li>Тёрочный валик из нержавеющей стали</li>
<li>Практичная чаша большого объема из прозрачного плексигласа для сбора готового продукта</li>
<li>Широкая алюминиевая горловина для загрузки с внутренней полировкой</li>
<li>4 резиновые ножки</li>
<li>Полностью отвечает требованиям ЕС</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер загрузочной горловины: 300x160 мм</li>
<li>Габариты в упаковке: 870x840x740 мм</li>
</ul>",73856,сыротерка,380 В,3 кВт,340 мм,750 мм,640 мм,,,,0,https://entero.ru/manuals/46678/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20GF%20HP%204.pdf;https://entero.ru/manuals/46679/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20GF%20HP%204.jpg;https://entero.ru/manuals/72933/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/310558/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20GF%20HP%204.pdf,,,63 кг,Италия,Италия,,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/b6/e0/b6e09ccbf723724b1f3e5f88450accee.jpg,Сыротерка Minerva C/E GF2 380 В,C/E GF2 трехфазный 380 В,287924,RUB,Нет,,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/144117,"<p>Сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/144117""><b class=""b"">Minerva C/E GF2 380 В </b></a>используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена двигателем с электронным тормозом и бункером приема, оснащенным датчиком и защитным кожухом. Корпус, перфорированный вал и съемный бункер подачи выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низковольтная цепь управления </li>
<li>Электрические элементы, размещенные в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем бункера приема: 10 л</li>
<li>Размеры горловины шнека: 145х80 мм</li>
</ul>",144117,сыротерка,380 В,1.5 кВт,300 мм,560 мм,640 мм,,,,0,https://entero.ru/manuals/169439/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Minerva%20C_E%20GF2%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,31 кг,Италия,Италия,160 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/d0/b4/d0b4af6c5a3ab6c3e7a16bc670c97452.jpg,Сыротерка RGV MAXI VIP 8 G/S / GRP 8 серебро,00000090295,32031,RUB,Нет,RGV,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/324729,"<p>Электрическая сыротерка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324729""><b class=""b"">RGV MAXI VIP 8 G/S / GRP 8</b></a> предназначена для измельчения сыра твердых сортов, сухарей и других продуктов на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена электромеханическим управлением. Корпус выполнен из алюминия с серебристой поверхностью, барабан, чаша и решетка – из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вентилируемый электродвигатель с защитой от перегрева</li>
<li>Съемный барабан с возможностью мойки в посудомоечной машине</li>
<li>Микровыключатель для безопасной работы только при опущенном рычаге</li>
<li>Защитная решетка под горловиной терки</li>
<li>Устойчивые нескользящие опоры</li>
<li>Простота управления и технического обслуживания</li>
<li>Эргономичный дизайн</li>
</ul>",324729,сыротерка,220 В,0.45 кВт,,,,,,,0,,34442,,,Италия,Италия,50 кг/час,для твердых сыров,,
