Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество ячеек,Размер ячейки (ШxГxВ)
https://cdn.entero.ru/mp@2x/88/c0/88c048688b9d11ea5acd44082f41a176.jpg;https://cdn.entero.ru/mp@2x/bb/d3/bbd3c87209a0dca570eb1f391cd05dc6.jpg,Кассета для тарелок Abat МПК-700К.1102.00.00.090 (500х500),720000027144 72000027144,1984,RUB,Да,Abat,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/104744,"<p>Кассета для тарелок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104744""><b class=""b""> Abat МПК-700К.1102.00.00.090 </b></a>используется совместно с посудомоечными машинами (кроме моделей МПК-65-65, МПК-400Ф и МПК-400Ф-01) на предприятиях общественного питания и торговли.</p>",104744,кассета для тарелок,500 мм,500 мм,106 мм,,,500x500 мм,54,,2390,1 кг,,Россия,,,
https://cdn.entero.ru/mp@2x/34/f2/34f252f7a663444a307ef3c565c6dc95.jpg;https://cdn.entero.ru/mp@2x/8c/25/8c25ad0032364b3d5f9afeb175178068.jpg;https://cdn.entero.ru/mp@2x/d9/1d/d91ddc33f1633cf7703a99a56d6a49b1.jpg,Кассета для стаканов Abat МПК-700К.1102.00.00.091 (500х500),720000027183 72000027183,1984,RUB,Да,Abat,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/104745,"<p>Кассета для стаканов​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104745""><b class=""b""> Abat МПК-700К.1102.00.00.091 </b></a>используется совместно с посудомоечными машинами (кроме моделей МПК-65-65, МПК-400Ф и МПК-400Ф-01) на предприятиях общественного питания и торговли.</p>",104745,кассета для стаканов,500 мм,500 мм,90 мм,,,500x500 мм,87,,2645,,,,,,
https://cdn.entero.ru/mp@2x/9c/81/9c81ababa339b348a5bd4c8eecfe2f66.jpg;https://cdn.entero.ru/mp@2x/bc/d6/bcd60a9cb09f3894c5fcc37a1a3661c2.jpg;https://cdn.entero.ru/mp@2x/dc/06/dc06caeaa64198fd6722038ffb9a93a6.jpg,Кассета для столовых приборов Abat МПК-700К.1102.00.00.092 (500х500),720000027222 72000027222,2145,RUB,Да,Abat,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/106663,"<p>Кассета для столовых приборов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106663""><b class=""b""> Abat МПК-700К.1102.00.00.092 </b></a>используется совместно с посудомоечными машинами (кроме моделей МПК-65-65, МПК-400Ф и МПК-400Ф-01) на предприятиях общественного питания и торговли.</p>

<p> </p>

<p> </p>",106663,кассета для столовых приборов,500 мм,500 мм,90 мм,,,500x500 мм,53,,,,,,,,
https://cdn.entero.ru/mp@2x/3e/75/3e75578c6fb84bbd11bbb1e4d7082b9a.jpg,Стакан для приборов Abat МПК-700ЛТ (127x127),22000027361,247,RUB,Да,Abat,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/227035,"<p>Стакан для приборов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227035""><b class=""b"">Abat МПК-700ЛТ</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%BE%D0%BC%D0%BE%D0%B5%D1%87%D0%BD%D0%B0%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0%20abat"">посудомоечными машинами Abat</a> на предприятиях общественного питания и торговли, в частных домах и квартирах.</p>

<p> </p>",227035,стакан для столовых приборов,127 мм,127 мм,130 мм,,,,39,,305,,,,,,
https://cdn.entero.ru/mp@2x/97/28/972843ff8d17a7db2fb956a675747485.jpg,Кассета для тарелок Tatra TBP 520 (500х500),Кассета для тарелок Tatra TBP 520 (500х500),3166,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163327,"<p>Кассета для тарелок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163327""><b class=""b"">Tatra TBP 520 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p>Подходит для всех видов посудомоечных машин, использующих кассету размером 500х500 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>Штабелируется со всеми кассетами серии Tribeca размером 500х500 мм</li>
</ul>",163327,кассета для тарелок,500 мм,500 мм,100 мм,,,500x500 мм,353,,4523,1.8 кг,,,,,
https://cdn.entero.ru/mp@2x/bd/e2/bde261e03249e35463a9f5241bc8cdf2.jpg,Кассета для тарелок SMEG Professional PB50D01,Кассета для тарелок SMEG Professional PB50D01,6478,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/40428,"<p>Кассета для тарелок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40428""><b class=""b"">Smeg PB50D01</b></a> используется совместно с посудомоечными машинами серий 500 и 600 на предприятиях пищевой промышленности, общественного питания и торговли. Модель выполнена из полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 18х Ø 250 мм</li>
</ul>",40428,кассета для тарелок,500 мм,500 мм,140 мм,,,500x500 мм,0,https://entero.ru/manuals/60777/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Smeg.pdf,9124,2.6 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/f9/10/f9103cd7593c7b73921b9b225c8e5f44.jpg;https://cdn.entero.ru/mp@2x/8f/da/8fda7d1823206a8dbee000063d9ab6f7.jpg;https://cdn.entero.ru/mp@2x/f9/56/f95645652f6ad471e293caf911b3ba0b.jpg,Кассета универсальная SMEG Professional PB50G02 (500х500),Кассета универсальная SMEG Professional PB50G02 (500х500),6705,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/123497,"<p>Универсальная кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123497""><b class=""b"">Smeg PB50G02 </b></a>используется совместно с посудомоечными машинами серии 400 на предприятиях пищевой промышленности, общественного питания и торговли. Модель выполнена из полипропилена.</p>

<p> </p>",123497,,500 мм,500 мм,145 мм,,,500x500 мм,0,,,2.6 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/1a/8e/1a8ea0733ef682075ae07dc7febf06c0.jpg,Кассета для стаканов Tatra TBG 5 (500х500),Кассета для стаканов Tatra TBG 5 (500х500),2917,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163302,"<p>Кассета для стаканов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163302""><b class=""b"">Tatra TBG 5 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p>Подходит для всех видов посудомоечных машин, использующих кассету размером 500х500 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>Штабелируется со всеми кассетами серии Tribeca размером 500х500 мм</li>
<li>Без разделителей</li>
</ul>",163302,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,276,,,1.5 кг,,,,,
https://cdn.entero.ru/mp@2x/66/47/6647daf8608bb273141603133a109916.jpg;https://cdn.entero.ru/mp@2x/de/c1/dec1ef2326dfb68dc99ad8925c4599ff.jpg,Кассета для столовых приборов SMEG Professional PHOOS03(280х250),Кассета для столовых приборов SMEG Professional PHOOS03(280х250),3521,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/89709,"<p>Кассета для столовых приборов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89709""><b class=""b"">Smeg PHOOS03</b></a> с 8 отсеками используется совместно с посудомоечными машинами, в которых умещаются кассеты 500х500 мм, на предприятиях пищевой промышленности, общественного питания и торговли. Модель выполнена из полипропилена.</p>",89709,кассета для столовых приборов,280 мм,250 мм,250 мм,,,280х250 мм,0,https://entero.ru/manuals/73372/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Smeg.pdf,4890,1.9 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/9e/a2/9ea2add3bce4149ec2fce0bbca61aba2.jpg,Кассета для столовых приборов Tatra TBC 5 (500х500),Кассета для столовых приборов Tatra TBC 5 (500х500),2870,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163319,"<p>Кассета для столовых приборов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163319""><b class=""b"">Tatra TBC 5 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p>Подходит для всех видов посудомоечных машин, использующих кассету размером 500х500 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>Штабелируется со всеми кассетами серии Tribeca размером 500х500 мм</li>
<li>Без разделителей</li>
</ul>",163319,стакан для столовых приборов,500 мм,500 мм,100 мм,,,500x500 мм,130,,,1.4 кг,,,,,
https://cdn.entero.ru/mp@2x/72/01/7201f375abb217937db2f347939c4cd6.jpg,Кассета для столовых приборов SMEG Professional PHOOS02 (280х250),Кассета для столовых приборов SMEG Professional PHOOS02 (280х250),3003,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/40418,"<p>Кассета для столовых приборов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40418""><b class=""b"">Smeg PHOOS02</b></a> используется совместно с посудомоечными машинами серий 400, 500 и 600 на предприятиях пищевой промышленности, общественного питания и торговли. Модель выполнена из полипропилена.</p>

<p> </p>",40418,кассета для столовых приборов,280 мм,250 мм,250 мм,,,280х250 мм,0,https://entero.ru/manuals/60772/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Smeg.pdf,,1.9 кг,,Италия,,,
https://cdn.entero.ru/mp@2x/d7/07/d707fd567fb967fb087d8409f8aff702.jpg,"Кассета для стаканов T-LUX BMS-40 (400х400), серая","Кассета для стаканов T-LUX BMS-40 (400х400), серая",2742,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/292620,"<p>Кассета для стаканов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292620""><b class=""b"">T-LUX 901229</b></a> используется для загрузки стаканов, чашек, мелкого кухонного инвентаря при мытье посуды в стаканомоечных машинах GWM на предприятиях пищевой промышленности, общественного питания и торговли. Модель представляет собой ударопрочную конструкцию из пластика серого цвета.</p>

<p> </p>

<p> </p>",292620,кассета для стаканов,400 мм,400 мм,160 мм,,,400x400 мм,0,,3917,0.8 кг,,,,,
https://cdn.entero.ru/mp@2x/f8/61/f861c5f0855b07d0b9535776ba023dd4.jpg,Кассета для стаканов Tatra TBG 516 (16 делений по 113 мм) 500х500,Кассета для стаканов Tatra TBG 516 (16 делений по 113 мм) 500х500,3045,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163320,"<p>Кассета для стаканов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163320""><b class=""b"">Tatra TBG 516 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p>Подходит для всех видов посудомоечных машин, использующих кассету размером 500х500 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>Штабелируется со всеми кассетами серии Tribeca размером 500х500 мм</li>
<li>Разделители для большей устойчивости посуды в процессе хранения и мойки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 16х Ø 113 мм</li>
</ul>

<p> </p>",163320,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,43,,,1.7 кг,,,,16 ячеек,
https://cdn.entero.ru/mp@2x/c9/f7/c9f740f1c2cf01d32363065e32759ed9.jpg,Кассета для стаканов Tatra TBG 525 (25 делений по 90 мм) 500х500,Кассета для стаканов Tatra TBG 525 (25 делений по 90 мм) 500х500,3192,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163321,"<p>Кассета для стаканов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163321""><b class=""b"">Tatra TBG 525 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p>Подходит для всех видов посудомоечных машин, использующих кассету размером 500х500 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>Штабелируется со всеми кассетами серии Tribeca размером 500х500 мм</li>
<li>Разделители для большей устойчивости посуды в процессе хранения и мойки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 25х Ø 90 мм</li>
</ul>

<p> </p>

<p> </p>",163321,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,99,,4314,1.8 кг,,,,25 ячеек,
https://cdn.entero.ru/mp@2x/fb/84/fb84c4382774818961ac750d32117da6.jpg,Кассета для подносов Tatra TBT 59 (500х500),Кассета для подносов Tatra TBT 59 (500х500),3256,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163333,"<p>Кассета для подносов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163333""><b class=""b"">Tatra TBT 59 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p>Подходит для всех видов посудомоечных машин, использующих кассету размером 500х500 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>При использовании с туннельной посудомоечной машиной позволяет мыть подносы, ширина которых превышает 500 мм</li>
</ul>

<p> </p>",163333,,500 мм,500 мм,100 мм,,,500x500 мм,158,,4651,1.8 кг,,,,,
https://cdn.entero.ru/mp@2x/f9/80/f98063ccf3bb7a344c1a4a5f01f48b0e.jpg;https://cdn.entero.ru/mp@2x/49/8f/498fc588a830c1afb875129154e96e1f.jpg;https://cdn.entero.ru/mp@2x/b2/ad/b2adea701313c58743a785908b7875b1.jpg,Кассета Kocateq JWS (500х500),JW-S,1775,RUB,Да,Kocateq,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/53739,"<p>Кассета с плоским дном и крупной ячейкой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53739""><b class=""b"">Kocateq JWS</b></a> предназначена для мытья посуды, кухонных принадлежностей, стаканов и чашек в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из пищевого полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчивая к воздействию агрессивных сред и высокой температуры до 93 °С</li>
<li>Гладкая поверхность исключает загрязнение</li>
<li>Специальная форма дна и верха позволяет складывать стопками с надежной фиксацией</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры в упаковке: 520х510х580 мм</li>
</ul>",53739,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/111106/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,2465,,,,,,
https://cdn.entero.ru/mp@2x/54/73/547365833d4ed35e851c22db2a7ab980.jpg,Кассета для бокалов универсальная Tribeca DBB-50 500х500х100 мм (полипропилен) синяя,DBB-50,2045,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/330514,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/330514""><b class=""b"">Tribeca DBB-50 </b></a>используется для мойки в посудомоечных машинах различного типа, а также сушки, временного хранения и транспортировки бокалов на предприятиях общественного питания. Модель квадратного сечения оснащена перфорированными бортами и дном. Изделие выполнено из прочного, устойчивого к температурным перепадам и воздействию моющих средств полипропилена синего цвета.</p>

<p><span style=""color:#FF0000;"">Цена указана за 1 шт.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды: от -40 до 100 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Надставка <a href=""https://entero.ru/item/330508"">AY-50</a></li>
<li>Вставка <a href=""https://entero.ru/item/330509"">BMS-35</a></li>
<li>Тележка <a href=""https://entero.ru/item/330488"">BTA-01</a></li>
<li>Тележка <a href=""https://entero.ru/item/330512"">BTA-02</a> с ручкой </li>
</ul>",330514,кассета для стаканов,500 мм,510 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/391999/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,2656,8 кг,Турция,Турция,,,
https://cdn.entero.ru/mp@2x/4e/1f/4e1fe453dfb1a88aac73350c0c847cae.jpg;https://cdn.entero.ru/mp@2x/53/a0/53a0481331936c32729e4648f82e6e32.jpg,Кассета посудомоечная для тарелок NORMA 500х500,Кассета посудомоечная для тарелок NORMA 500х500,2454,RUB,Да,NORMA,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/346500,"<p>Закрытая посудомоечная кассета <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346500"">NORMA 500х500</a></b> предназначена для безопасной мойки тарелок, мисок и крышек разных форм и размеров. Кассету для тарелок можно нарастить по высоте с помощью дополнительной секции, сверху собранную кассету накрыть крышкой, поставить на тележку и получить мобильную секцию для гигиенического перемещения посуды. Изделие выполнено из полипропилена, который отличается высокой прочностью, долговечностью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 93 °С</li>
<li>Вместимость 9х9 рядов:
<ul>
<li>27 тарелок диаметром 190 мм</li>
<li>18 тарелок диаметром 254 мм</li>
<li>12 тарелок диаметром 305 мм</li>
</ul>
</li>
<li>Внутренняя высота 83 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Секция дополнительная для кассеты <a href=""https://entero.ru/item/346511"">без ячеек закрытая 500х500</a></li>
</ul>",346500,кассета для тарелок,500 мм,500 мм,101 мм,,,500x500 мм,0,https://entero.ru/manuals/481073/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,1.77 кг,,Китай,,,
https://cdn.entero.ru/mp@2x/c2/e0/c2e0b3e3f81e5761f5cb334dccc53dc7.jpg,Кассета универсальная SMEG Professional PB50G01 (500х500),Кассета универсальная SMEG Professional PB50G01 (500х500),6587,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/40429,,40429,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/55/24/5524081d6eac3356f90ef4ae47f6c0ab.jpg,Надстройка для кассет Tatra TOE 5 (500х500),Надстройка для кассет Tatra TOE 5 (500х500),1624,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163337,"<p>Надстройка для кассет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163337""><b class=""b"">Tatra TOE 5 </b></a>серии Tribeca используется совместно с кассетами для мытья бокалов на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Фиксирует и защищает высокие бокалы, которые могут быть опрокинуты струями воды</li>
<li>Подходит для организации хранения посуды при штабилировании кассет</li>
</ul>",163337,надставка для кассеты,500 мм,500 мм,40 мм,,,500x500 мм,20,,,0.4 кг,,,,,
https://cdn.entero.ru/mp@2x/e2/35/e23512f6af951e9aae97834b53b1ab1d.jpg,"Кассета посудомоечная для стаканов и чашек NORMA 25 ячеек, 500х500","Кассета посудомоечная для стаканов и чашек NORMA 25 ячеек, 500х500",1663,RUB,Да,NORMA,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/268169,"<p>Кассета посудомоечная <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268169"">NORMA 25 ячеек, 500х500</a></b> предназнаена для хранения, транспортировки и мойки, помещаемых в неё и стаканов и чашек, используется совместно с посудомоечными машинами и на предприятиях общественного питания и торговли. Изделие изготовлено из высокопрочного пластика.</p>

<p>Цена указана за 1 шт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Выемки для возможности штабелирования</li>
<li>Не деформируется при мойке в горячей воде</li>
<li>Цвет серый</li>
</ul>",268169,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/481060/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,2310,1.6 кг,,,,25 ячеек,91x91 мм
https://cdn.entero.ru/mp@2x/1d/b0/1db06dc0dd641b02759244a8b2958f0b.jpg,Корзина для столовых приборов OZTI RF 14 (500х500),8740.CKB50.00,1669,RUB,Да,OZTI,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/58677,"<p>Корзина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58677""><b class=""b"">OZTI RF 14</b></a> предназначена для транспортировки и мытья вилок, ложек и ножей в посудомоечной машине. Приспособление позволяет избежать повреждений и потери столовых приборов во время их мытья.</p>

<p> </p>",58677,кассета для столовых приборов,500 мм,500 мм,100 мм,,,500x500 мм,0,https://entero.ru/manuals/165802/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D1%83%D1%85%D0%BE%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B8%D0%BD%D0%B2%D0%B5%D0%BD%D1%82%D0%B0%D1%80%D1%8F%20OZTI.pdf,2225,,,Турция,,,
https://cdn.entero.ru/mp@2x/5b/e5/5be5191de80011836e334ccb8089a87b.jpg,"Кассета для столовых приборов Tatra TBC 8 (прямоугольная, 8 делений) (450х193)","Кассета для столовых приборов Tatra TBC 8 (прямоугольная, 8 делений) (450х193)",2192,RUB,Да,Tatra,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/163312,"<p>Кассета для столовых приборов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163312""><b class=""b"">Tatra TBC 8 </b></a>серии Tribeca используется совместно с посудомоечными машинами на предприятиях общественного питания и торговли. Модель выполнена из прочного полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устойчива к воздействию высокой температуры и жидкой агрессивной среды, создаваемой моющим средством</li>
<li>Стенки и дно кассеты сконструированы таким образом, чтобы обеспечить максимальное проникновение струй воды во время цикла мойки и высокое качество сушки</li>
<li>Используется совместно с плоскими кассетами <a href=""https://entero.ru/item/163302"" target=""_blank"">500х500</a> мм или большего размера</li>
</ul>",163312,кассета для столовых приборов,450 мм,193 мм,184 мм,,,,58,,2810,1.1 кг,,,,,
https://cdn.entero.ru/mp@2x/51/4a/514a8016befeafc996e27067700d4dc1.jpg,Кассета для бокалов ProHotel JW-25 blue (500х500),JW-25,5412,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/212577,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/212577""><b class=""b"">ProHotel JW-25 blue</b></a> предназначена для удобного размещения и последующей мойки чашек и стаканов в посудомоечной машине. Аксессуар выполнен из полипропилена.</p>

<p> </p>",212577,кассета для стаканов,500 мм,500 мм,100 мм,,,500x500 мм,0,,7731,,,Китай,,25 ячеек,89х89х80 мм
