Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Количество уровней,Вес (с упаковкой),Конструкция,Потребляемая мощность,Крышка,Ширина (в упаковке),Глубина (в упаковке),Высота (в упаковке),Количество корзин в комплекте,Цвет корпуса,Цвет отделки,No-frost
https://cdn.entero.ru/mp@2x/b6/9e/b69e6059950b792c0ed84b7808074c92.jpg;https://cdn.entero.ru/mp@2x/d3/ef/d3efe250c75bad1d5b3c15c26ffaf6cf.jpg;https://cdn.entero.ru/mp@2x/9b/cf/9bcf8af4f4662d6cc2945b28b91cd246.jpg;https://cdn.entero.ru/mp@2x/19/4e/194e33dfb3c8e90961304172f58a4860.jpg;https://cdn.entero.ru/mp@2x/9f/3a/9f3a94e5e743d4c80a55abef22f35a5a.jpg;https://cdn.entero.ru/mp@2x/66/c1/66c1a617ccc7188a74fd3c220b0b67aa.jpg,Ларь морозильный Hiberg PF 25 NFXd темно-серый,Ларь морозильный Hiberg PF 25 NFXd темно-серый,80000,RUB,Да,,Профоборудование,Холодильное,Лари,https://entero.ru/item/345921,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345921""><b class=""b"">Hiberg PF 25 NFXd </b></a>предназначен для охлаждения, заморозки, кратковременного и длительного хранения пищевых продуктов и напитков в гостиничных комплексах, офисах и домашних условиях. Модель оснащена горизонтально ориентированной рабочей камерой с откидной дверью сверху, кабелем питания с вилкой, расположенной на внешней стороне двери электронной панелью управления с функциональными клавишами, светодиодными индикаторами и цифровым дисплеем. Корпус выполнен из металла с антикоррозийным покрытием темно-серого цвета, поверхность крышки – из прочного закаленного стекла, внутренняя облицовка камеры – из белого пластика, корзины – из металла с белым антикоррозийным покрытием.</p>

<p>В комплект поставки входят 3 съемные решетчатые корзины, инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система <a href=""https://entero.ru/info/300"">динамического охлаждения</a> </li>
<li>Панель управления:
<ul>
<li>Включение и выключение прибора</li>
<li>Режимы со специальным температурным диапазоном:
<ul>
<li>Охлаждение</li>
<li>Заморозка</li>
<li>Глубокая заморозка</li>
</ul>
</li>
<li>Функция Быстрая заморозка: быстрое замораживание большого объема продуктов с автоматическим переходом к ранее заданной температуре</li>
<li>Функция блокировки клавиш для защиты от случайного изменения настроек</li>
<li>Цифровая индикация температуры</li>
<li>Символьная индикация режимов</li>
<li>Самодиагностика с индикацией кодов неисправностей</li>
</ul>
</li>
<li>Автоматическое возобновление работы с ранее заданными параметрами после сбоя питания</li>
<li>Система No Frost: предотвращение образования инея и отсутствие необходимости размораживания камеры</li>
<li>Фильтр Fresh Box на внутренней стороне крышки с технологией NanoSilver (Ag+) для нейтрализации запахов, длительного сохранения свежести продуктов и антибактериальной защиты благодаря ионам серебра с возможностью восстановления эффективности путем периодической продувки воздухом</li>
<li>Специальное покрытие камеры с технологией NanoSilver (Ag+)</li>
<li>4 колеса для удобства транспортировки</li>
<li>Низкий уровень шума</li>
<li>Стандартный поршневой компрессор Huayi HYB90MKUa</li>
<li>Экологически безопасный хладагент R600a</li>
<li>Вспениватель теплоизоляции: циклорентан</li>
<li>Класс энергоэффективности: B</li>
<li>Климатический класс: SN / N / ST / T</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 43 °C</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Диапазон регулировки температуры соответственно режиму:
<ul>
<li>Охлаждение: от 0 до 10 °С</li>
<li>Заморозка: от -11 до -1 °С</li>
<li>Глубокая заморозка: от -40 до -12 °С</li>
</ul>
</li>
<li>Температура функции быстрой заморозки: -36 °С</li>
<li>Температура по умолчанию: -18 °С</li>
<li>Шаг регулировки температуры: 0,1 / 1 °С</li>
<li>Номинальная сила тока: 0,75 А</li>
<li>Номинальная мощность: 0,097 кВт</li>
<li>Потребляемая мощность нагревательной системы: 0,13 кВт</li>
<li>Среднее годовое энергопотребление: ​297 кВт⋅ч</li>
<li>Диапазон длительности функции быстрой заморозки: от 4 до 48 ч</li>
<li>Длительность сохранения температуры при отключении питания: 10 ч</li>
<li>Средний срок эксплуатации: 7 л.</li>
<li>Максимальный уровень звукового давления (A): 38 дБ</li>
<li>Объем камеры:
<ul>
<li>Общий: 230 л</li>
<li>Полезный: 200 л</li>
</ul>
</li>
<li>Рейтинг замораживания (количество звезд): 4</li>
<li>Суточная производительность замораживания: 15 кг</li>
<li>Масса хладагента: 0,036 кг</li>
<li>Максимальный угол наклона при транспортировке: 45°</li>
<li>Длина кабеля питания: 1600 мм</li>
</ul>",345921,"морозильный, холодильный",от -40 до 10 °С,220 В,926 мм,550 мм,883 мм,,Китай,,,0,https://entero.ru/manuals/423593/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hiberg%20PF%2025%20NFXd.pdf;https://entero.ru/manuals/423594/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,40 кг,230 л,,,горизонтальная,,"глухая, прозрачная",,,,3,серый,,Да
https://cdn.entero.ru/mp@2x/63/6f/636ffb03bdddb3050ba0be622c667733.jpg,Ларь морозильный E-Line WD4-337H,Ларь морозильный E-Line WD4-337H,82016,RUB,Да,,Профоборудование,Холодильное,Лари,https://entero.ru/item/378948,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378948""><b class=""b"">E-Line WD4-337H </b></a>предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена замком и колесами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Закаденные стекла дверей</li>
<li>Хладагент: R290</li>
<li>Климатический класс ST</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,245 кВт</li>
</ul>",378948,морозильный,-18 °С,220 В,1240 мм,650 мм,865 мм,68 кг,Китай,1,1274x710x970 мм,0,,85433,,,337 л,,,горизонтальная,,прозрачная,,,,3,белый,серый,
https://cdn.entero.ru/mp@2x/69/0f/690fd2a59973ff2c0515a9083bf8f756.jpg,Ларь морозильный E-Line BD-399K,Ларь морозильный E-Line BD-399K,86944,RUB,Да,,Профоборудование,Холодильное,Лари,https://entero.ru/item/378947,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378947""><b class=""b"">E-Line </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378947""><b class=""b"">BD-399K </b></a>предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена механическим управлением, замком и колесами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Ручная разморозка</li>
<li>Хладагент: R290</li>
<li>Климатический класс ST</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,192 кВт</li>
</ul>",378947,морозильный,от -18 до 10 °С,220 В,1325 мм,713 мм,835 мм,50 кг,Китай,1,1385x745x880 мм,0,,91520,,,388 л,,,горизонтальная,,глухая,,,,1,белый,,
https://cdn.entero.ru/mp@2x/f8/a7/f8a7f31748512d9ba39efac0021566c5.jpg,Ларь морозильный UGUR UDD 500 SC,D 500 C (прямое стекло),93307,RUB,Да,UGUR,Профоборудование,Холодильное,Лари,https://entero.ru/item/40511,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40511"">UGUR UDD 500 SC</a></b> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 2 раздвижными створками, механическим термостатом, встроенным конденсатором, не требующим технического обслуживания, и сливом для удаления талой воды.</p>

<p>В комплект поставки входят замок с ключом, колеса со стопперами и скребок для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Ручная разморозка</li>
<li>Хладагент: R404a</li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 430 л</li>
<li>Полезный: 491 л</li>
</ul>
</li>
<li>Вместимость: 6 корзин</li>
<li>Суточное энергопотребление: 6,4 кВт/ч</li>
<li>Размеры морозильной камеры: 1430х510х663 мм</li>
<li>Габариты в упаковке: 1585х680х950 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Лайтбокс</li>
<li>Брендирование</li>
</ul>",40511,морозильный,от -22 до -12 °С,220 В,1548 мм,629 мм,892 мм,,Турция,,,0,https://entero.ru/manuals/127075/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20UGUR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/295153/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGUR%20UDD%20500%20SC.pdf,,,85 кг,491 л,,,горизонтальная,0.4 кВт/ч,прозрачная,,,,2,белый,,
https://cdn.entero.ru/mp@2x/f2/0a/f20a87aaad8471c83728a9a9ee83f9ad.jpg;https://cdn.entero.ru/mp@2x/25/f3/25f3280a16a8fa7c9b58e793671d519a.jpg;https://cdn.entero.ru/mp@2x/8d/46/8d46aedf23d240b2f00ccf845b85960f.jpg,Ларь морозильный Turbo air TBC-24SB-GF,00-00001390,233411,RUB,Да,Turbo air,Профоборудование,Холодильное,Лари,https://entero.ru/item/150627,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150627"">Turbo air TBC-24SB-GF</a></b> предназначен для заморозки и длительного хранения напитков, продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 2 полками, дверью и 4 фронтальными колесами со стопорами. Корпус выполнен из нержавеющей гальванизированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аналоговое управление</li>
<li>Нижнее расположение компрессора </li>
<li>Динамический тип охлаждения </li>
<li>Тип хладагента: R-134A / R-404A</li>
<li>Климатический класс T(5): 45 °С</li>
</ul>

<p><b>Опции:</b></p>

<ul>
<li>Регулируемые ножки из нержавеющей стали</li>
</ul>",150627,морозильный,от -21 до -15 °С,220 В,630 мм,673 мм,845 мм,,Ю. Корея,,,0,https://entero.ru/manuals/295121/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20TBC-24SB-GF%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,245696,,75 кг,124 л,,,горизонтальная,0.185 кВт/ч,глухая,,,,,черный,,Да
https://cdn.entero.ru/mp@2x/f2/82/f282f890dee37143998c31820ea61814.jpg;https://cdn.entero.ru/mp@2x/fd/09/fd09da8a653678ac9d3b8a6c31a4cdd4.jpg,Ларь морозильный RoboLabs FRZ,129183,424000,RUB,Да,RoboLabs,Профоборудование,Холодильное,Лари,https://entero.ru/item/260296,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/260296"">RoboLabs FRZ</a></b> используется для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена сдвижной крышкой, пластиковыми отбойниками по углам и колесами. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят съёмная решетка, которая кладется на дно морозильной ванны, задний короб для корзин и дополнительный поддон, который ставится на крышку ларя.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статистическое охлаждение</li>
<li>Высокая герметичность камеры</li>
<li>Верхняя конструкция крышки съемная</li>
<li>Хладагент R404A</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Хладопроизводительность: 25 л/сут.</li>
<li>Масса хладагента: 660 г</li>
<li>Максимальная температура окружающей среды: 35 °C</li>
<li>Габариты морозильной ванны: 500х680х345 мм</li>
<li>Мощность: 0,5 кВт</li>
</ul>",260296,морозильный,от -23 до -18 °С,220 В,880 мм,700 мм,840 мм,174 кг,Россия,1,1050x790x1040 мм,0,https://entero.ru/manuals/509795/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20RoboLabs%20FRZ.pdf;https://entero.ru/manuals/509934/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20RoboLabs%20FRZ.pdf,446316,,120 кг,115 л,,,горизонтальная,,глухая,,,,,серый,,
https://cdn.entero.ru/mp@2x/58/4c/584ce3e96809e021d823231a9493a2e9.jpg,Ларь морозильный Frostor F 400 С серый,Ларь морозильный Frostor F 400 С серый,42255,RUB,Нет,Frostor,Профоборудование,Холодильное,Лари,https://entero.ru/item/296592,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296592""><b class=""b"">Frostor F 400 C</b></a> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Корпус выполнен из оцинкованной стали, крышка - из низкоэмиссионного закаленного стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Суточный расход электроэнергии: 2 кВт/сут</li>
<li>Мощность: 0,14 кВт</li>
<li>Вместимость: 4 корзины</li>
<li>Толщина теплоизоляции: 65 мм</li>
<li>Хладагент: R290а</li>
</ul>",296592,морозильный,от -22 до -18 °С,220 В,1200 мм,600 мм,840 мм,46 кг,Россия,1,1230x650x890 мм,0,,45929,,40 кг,380 л,,,горизонтальная,0.083 кВт/ч,прозрачная,,,,,белый,серый,
https://cdn.entero.ru/mp@2x/a5/9f/a59f6dfc3ba0bf711a728ce9a5b9fd50.jpg,Ларь морозильный KAYMAN KF400S,Ларь морозильный KAYMAN KF400S,34995,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Лари,https://entero.ru/item/253755,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253755""><b class=""b"">KAYMAN KF400S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена эргономичной ручкой и встроенным замком. Корпус выполнен из оцинкованной стали, крышка - из шлифованной нержавеющей стали, внутреннее покрытие - из буклированного алюминия, теплоизоляция - пенополиуретан большой плотности.</p>

<p>Корзины в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающий компрессор Embraco с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором</li>
<li>Статическое охлаждение</li>
<li>Усиленные петли, выдерживающие интенсивную эксплуатацию</li>
<li>Герметичная крышка может использоваться в качестве дополнительной рабочей зоны</li>
<li>Высокая загрузочная линия</li>
<li>Экологически безопасный хладагент R290</li>
<li>Регулируемые по высоте опоры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузочной линии: 680 мм</li>
<li>Толщина теплоизоляции: 60 мм</li>
<li>Суточное энергопотребление: 3,66 кВт/ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус</li>
<li>Корзина для хранения продуктов</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",253755,морозильный,от -25 до -18 °С,220 В,1218 мм,662 мм,904 мм,84 кг,Россия,1,1277x722x1000 мм,0,https://entero.ru/manuals/310805/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,37629,,80 кг,398 л,,,горизонтальная,,глухая,,,,,белый,белый,
https://cdn.entero.ru/mp@2x/90/60/9060bb17034c5e4dc3a06e79751bb701.jpg,Ларь морозильный KAYMAN KF300S,Ларь морозильный KAYMAN KF300S,29507,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Лари,https://entero.ru/item/253754,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253754""><b class=""b"">KAYMAN KF300S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена эргономичной ручкой и встроенным замком. Корпус выполнен из оцинкованной стали, крышка - из шлифованной нержавеющей стали, внутреннее покрытие - из буклированного алюминия, теплоизоляция - пенополиуретан большой плотности.</p>

<p>Корзины в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающий компрессор Embraco с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором</li>
<li>Статическое охлаждение</li>
<li>Усиленные петли, выдерживающие интенсивную эксплуатацию</li>
<li>Герметичная крышка может использоваться в качестве дополнительной рабочей зоны</li>
<li>Высокая загрузочная линия</li>
<li>Экологически безопасный хладагент R290</li>
<li>Регулируемые по высоте опоры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузочной линии: 680 мм</li>
<li>Толщина теплоизоляции: 60 мм</li>
<li>Суточное энергопотребление: 2,82 кВт/ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус</li>
<li>Корзина для хранения продуктов</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",253754,морозильный,от -25 до -18 °С,220 В,1018 мм,662 мм,904 мм,76 кг,Россия,1,1077x722x1000 мм,0,https://entero.ru/manuals/310804/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,32073,,72 кг,319 л,,,горизонтальная,,глухая,,,,,белый,белый,
https://cdn.entero.ru/mp@2x/1c/4d/1c4db32539248f7745525e2de65e28c1.jpg,Ларь морозильный KAYMAN KF500GF 4+,Ларь морозильный KAYMAN KF500GF 4+,40533,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Лари,https://entero.ru/item/253767,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253767""><b class=""b"">KAYMAN KF500GF 4+</b></a> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена прямыми раздвижными створками, эргономичной ручкой и замком. Корпус выполнен из оцинкованной стали, створки - из низкоэмисионного закаленного стекла с применением шелкографии, отражающего тепловое излучение, внутреннее покрытие - из буклированного алюминия, окантовка стекол - из ударопрочного, морозостойкого, устойчивого к УФ-излучению ABS-пластика, ручка - из пластика, теплоизоляция - пенополиуретан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающий компрессор Danfoss/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором</li>
<li>Статическое охлаждение</li>
<li>Окантовка стекол без стыков</li>
<li>Высокая загрузочная линия</li>
<li>Легкий и быстрый доступ к продуктам с любой стороны</li>
<li>Отсутствие бликов на стеклах</li>
<li>Экологически безопасный хладагент R290</li>
<li>Роликовые колеса с усиленным подшипником и покрытием из специальной резины, не оставляющей черных следов на полу</li>
<li>Климатический класс: 4+</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузочной линии: 680 мм</li>
<li>Суточное энергопотребление: 4,7 кВт/ч</li>
<li>Диаметр колес: 50 мм</li>
<li>Максимальная нагрузка на каждое колесо: 60 кг</li>
<li>Масимальный уровень влажности в помещении: 65%</li>
<li>Размер корзины: 560х220х310 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус</li>
<li>Исполнение окантовки стекол в любом цвете</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",253767,морозильный,от -25 до -18 °С,220 В,1437 мм,662 мм,925 мм,76 кг,Россия,1,1497x722x1000 мм,0,https://entero.ru/manuals/310850/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,72 кг,485 л,,,горизонтальная,,прозрачная,,,,6,белый,серый,
https://cdn.entero.ru/mp@2x/cb/57/cb57af0aa8d297ff0f7948fefa15e392.jpg,Ларь морозильный KAYMAN KF200S,Ларь морозильный KAYMAN KF200S,27198,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Лари,https://entero.ru/item/253752,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253752""><b class=""b"">KAYMAN KF200S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена эргономичной ручкой и встроенным замком. Корпус выполнен из оцинкованной стали, крышка - из шлифованной нержавеющей стали, внутреннее покрытие - из буклированного алюминия, теплоизоляция - пенополиуретан большой плотности.</p>

<p>Корзины в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающий компрессор Embraco с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором</li>
<li>Статическое охлаждение</li>
<li>Усиленные петли, выдерживающие интенсивную эксплуатацию</li>
<li>Герметичная крышка может использоваться в качестве дополнительной рабочей зоны</li>
<li>Высокая загрузочная линия</li>
<li>Экологически безопасный хладагент R290</li>
<li>Регулируемые по высоте опоры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузочной линии: 680 мм</li>
<li>Толщина теплоизоляции: 60 мм</li>
<li>Суточное энергопотребление: 2,74 кВт/ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус</li>
<li>Корзина для хранения продуктов</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",253752,морозильный,от -25 до -18 °С,220 В,808 мм,662 мм,904 мм,66 кг,Россия,1,867x722x1000 мм,0,https://entero.ru/manuals/310803/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,29563,,62 кг,235 л,,,горизонтальная,,глухая,,,,,белый,,
https://cdn.entero.ru/mp@2x/18/fb/18fbc5b601eb47a069763e16f16a7034.jpg,Ларь морозильный KAYMAN KF200GF 4+,Ларь морозильный KAYMAN KF200GF 4+,29535,RUB,Нет,KAYMAN,Профоборудование,Холодильное,Лари,https://entero.ru/item/253758,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253758""><b class=""b"">KAYMAN KF200GF 4+</b></a> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена прямыми раздвижными створками, эргономичной ручкой и замком. Корпус выполнен из оцинкованной стали, створки - из низкоэмисионного закаленного стекла с применением шелкографии, отражающего тепловое излучение, внутреннее покрытие - из буклированного алюминия, окантовка стекол - из ударопрочного, морозостойкого, устойчивого к УФ-излучению ABS-пластика, ручка - из пластика, теплоизоляция - пенополиуретан.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Энергосберегающий компрессор Embraco с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором</li>
<li>Статическое охлаждение</li>
<li>Окантовка стекол без стыков</li>
<li>Высокая загрузочная линия</li>
<li>Легкий и быстрый доступ к продуктам с любой стороны</li>
<li>Отсутствие бликов на стеклах</li>
<li>Экологически безопасный хладагент R290</li>
<li>Роликовые колеса с усиленным подшипником и покрытием из специальной резины, не оставляющей черных следов на полу</li>
<li>Климатический класс: 4+</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота загрузочной линии: 680 мм</li>
<li>Суточное энергопотребление: 2,6 кВт/ч</li>
<li>Диаметр колес: 50 мм</li>
<li>Максимальная нагрузка на каждое колесо: 60 кг</li>
<li>Масимальный уровень влажности в помещении: 65%</li>
<li>Размер корзины: 560х220х310 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение бренда на корпус</li>
<li>Исполнение окантовки стекол в любом цвете</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",253758,морозильный,от -25 до -18 °С,220 В,807 мм,662 мм,925 мм,52 кг,Россия,1,867x722x1000 мм,0,https://entero.ru/manuals/310816/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,49 кг,235 л,,,горизонтальная,,прозрачная,,,,3,белый,серый,
