Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Количество контейнеров,Объем 1 контейнера
https://cdn.entero.ru/mp@2x/7d/a8/7da8430d36ceaba8829b4c843d5e4e9c.jpg,Диспенсер для соусов VIATTO VA-CD3-2,Диспенсер для соусов VIATTO VA-CD3-2,12353,RUB,Да,VIATTO,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/256749,"<p>Диспенсер для соусов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256749""><b class=""b"">VIATTO VA-CD3-2 </b></a>используется на предприятиях общественного питания и уличной торговли для хранения и дозирования соусов и топпингов. Изделие выполнено из нержавеющей стали, внутренние поверхности - из бесшовного пластика.</p>",256749,350 мм,305 мм,358 мм,5 кг,1,365x195x280 мм,12,https://entero.ru/manuals/375367/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-CD3-2.pdf;https://entero.ru/manuals/525595/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,13003,4.2 кг,,Китай,2,3 л
https://cdn.entero.ru/mp@2x/75/27/752734f6b77ee0ae36a238d691987e15.jpg,Диспенсер для соуса Gastroplast GDH-02 2 л с дозатором 25 мл (полипропилен) желтый,GDH-02,1267,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367648,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367648""><b class=""b"">Gastroplast GDH-02</b></a> предназначен для дозированной подачи горчицы и других соусов на предприятиях общественного питания и торговли. Емкость прямоугольного сечения оснащена крышкой и разборной помпой с нажимным дозатором. Емкость и крышка выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA), крышка имеет желтую маркировку.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мерная шкала в литрах</li>
<li>Цветовая маркировка</li>
<li>Помпа с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 2000 мл</li>
<li>Объем дозирования: 25 мл</li>
</ul>",367648,170 мм,160 мм,145 мм,0.7 кг,,,0,https://entero.ru/manuals/483570/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507547/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,1,2 л
https://cdn.entero.ru/mp@2x/d0/d8/d0d8ef4408db617986ac6854086a3227.jpg,"Диспенсер для соуса Gastroplast GDM-01 2,5 л с дозатором 25 мл (полипропилен) белый",GDM-01,2296,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367646,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367646""><b class=""b"">Gastroplast GDM-01</b></a> предназначен для дозированной подачи майонеза на предприятиях общественного питания и торговли. Емкость прямоугольного сечения оснащена крышкой, разборной помпой с нажимным дозатором и устойчивой подставкой в форме усеченной пирамиды. Емкость и крышка выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA), подставка – из белого полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мерная шкала в литрах</li>
<li>Цветовая маркировка</li>
<li>Помпа с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 2500 мл</li>
<li>Объем дозирования: 25 мл</li>
</ul>",367646,225 мм,210 мм,225 мм,0.7 кг,,,0,https://entero.ru/manuals/483572/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507549/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,1,2.5 л
https://cdn.entero.ru/mp@2x/7d/19/7d197cf59dd66224343a1dc33c350c69.jpg,Диспенсер для соуса Gastroplast GDP-03 3х2 л GN1/6 h=150 мм с дозатором 25 мл (полипропилен) на подставке (поликарбонат) прозрачный,GDP-03,8774,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367691,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367691""><b class=""b"">Gastroplast GDP-03</b></a> предназначен для дозированной подачи соусов на предприятиях общественного питания и торговли. Модель состоит из 3 емкостей и подставки. Емкости прямоугольного сечения оснащены крышками и разборными помпами с нажимным дозатором. Емкости и крышки выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA), подставка – из прозрачного поликарбоната, крышки имеют желтую, красную и белую маркировку.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мерная шкала в литрах</li>
<li>Цветовая маркировка</li>
<li>Помпы с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Формат емкостей: GN1/6</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 2000 мл</li>
<li>Объем дозирования: 25 мл</li>
<li>Высота емкостей: 150 мм</li>
</ul>",367691,,,,,,,0,https://entero.ru/manuals/483586/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507553/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,3,2 л
https://cdn.entero.ru/mp@2x/4d/b8/4db8193d7a364ccafc4daeb6b9d89ef5.jpg;https://cdn.entero.ru/mp@2x/f1/50/f150c13000b6743d0a1acfff55e0ecc8.jpg,Дозатор для соусов Kalando KD0214,32929,22875,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/123938,"<p>Дозатор для соусов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123938"">Kalando KD0214</a> </b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для хранения и дозирования холодных и густых соусов. Рычаг, пружина, носик и гастроемкость выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит гастроемкость GN 1/4 глубиной 200 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: до 35 мл</li>
</ul>",123938,165 мм,270 мм,380 мм,,,,0,,,,,Турция,1,5 л
https://cdn.entero.ru/mp@2x/35/f7/35f776ba0189e5d20a2acef5d7e4f51a.jpg,"Диспенсер для соуса Gastroplast GDP-05 3,6 л с дозатором 25 мл (полипропилен) прозрачный",GDP-05,1226,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367690,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367690""><b class=""b"">Gastroplast GDP-05</b></a> предназначен для дозированной подачи соуса на предприятиях общественного питания и торговли. Емкость прямоугольного сечения оснащена крышкой и разборной помпой с нажимным дозатором. Емкость и крышка выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Помпа с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Надежная герметичная фиксация крышки с помощью защелок и уплотнения</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 3600 мл</li>
<li>Объем дозирования: 25 мл</li>
</ul>",367690,170 мм,170 мм,175 мм,0.4 кг,,,0,https://entero.ru/manuals/483587/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507548/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,1,3.6 л
https://cdn.entero.ru/mp@2x/9b/b0/9bb0d23e5a2585db2535a9450aa3e322.jpg,Диспенсер для соуса Gastroplast GDP-02 2х2 л GN1/6 h=150 мм с дозатором 25 мл (полипропилен) на подставке (поликарбонат) прозрачный,GDP-02,6770,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367692,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367692""><b class=""b"">Gastroplast GDP-02</b></a> предназначен для дозированной подачи соусов на предприятиях общественного питания и торговли. Модель состоит из 2 емкостей и подставки. Емкости прямоугольного сечения оснащены крышками и разборными помпами с нажимным дозатором. Емкости и крышки выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA), подставка – из прозрачного поликарбоната, крышки имеют красную и белую маркировку.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мерная шкала в литрах</li>
<li>Цветовая маркировка</li>
<li>Помпы с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Формат емкостей: GN1/6</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 2000 мл</li>
<li>Объем дозирования: 25 мл</li>
<li>Высота емкостей: 150 мм</li>
</ul>",367692,,,,,,,0,https://entero.ru/manuals/483585/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507552/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,2,2 л
https://cdn.entero.ru/mp@2x/9e/a7/9ea7b371bdba512b0720c5024937fec0.jpg;https://cdn.entero.ru/mp@2x/77/82/7782841c8168814aa34913484abc6210.jpg,Дозатор для соусов Kalando KD-0216-200,KD0216-200,22083,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/357716,"<p>Дозатор для соусов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357716"">Kalando KD-0216-200</a> </b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для хранения и дозирования холодных и густых соусов. Рычаг, пружина, носик и гастроемкость выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит гастроемкость GN 1/6 глубиной 200 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: 30-40 мл</li>
</ul>",357716,165 мм,180 мм,380 мм,3 кг,1,230x230x390 мм,0,https://entero.ru/manuals/458240/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,23745,,,Турция,1,3 л
https://cdn.entero.ru/mp@2x/ff/8d/ff8d9a7d0dade1635e6711f853223087.jpg;https://cdn.entero.ru/mp@2x/25/f1/25f12836ffe47cf15ebf6a36acecec80.jpg,Дозатор для соусов Kalando KD027,Дозатор для соусов Kalando KD027,26576,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/194802,"<p>Дозатор для соусов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194802"">Kalando KD027</a> </b>используется на предприятиях общественного питания и торговли, он равномерно распределят соус по всему диаметру булочки для бургера. Модель оснащена многоигольной съемной насадкой, направленной вниз.</p>

<p>В комплект поставки входят емкость объемом 4,5 л, 8 игл и насадка с основанием. Рычаг, съемные иглы и емкость выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фиксация крышки защелками</li>
<li>Полностью разборная конструкция насадки</li>
<li>Регулировка объема дозировки</li>
<li>Равномерное распределение соуса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 4,5 л</li>
<li>Объем дозировки: от 30 до 40 мл</li>
<li>Иглы: 
<ul>
<li>Длина: 22 мм</li>
<li>Внешний диаметр: 6 мм</li>
<li>Внутренний диаметр: 4 мм</li>
</ul>
</li>
<li>Насадка:
<ul>
<li>Диаметр: 75 мм,</li>
<li>Высота: 61 мм</li>
<li>Высота основания: 25 мм</li>
</ul>
</li>
<li>Габариты в упаковке: </li>
<li style=""margin-left: 40px;"">Длина: 260 мм</li>
<li style=""margin-left: 40px;"">Высота: 470 мм</li>
<li style=""margin-left: 40px;"">Ширина: 210 мм</li>
</ul>

<p> </p>",194802,180 мм,180 мм,420 мм,,,,0,,28272,,Турция,Турция,1,4.5 л
https://cdn.entero.ru/mp@2x/d5/53/d553ed26709df5a0fd2e005c7dd9da70.jpg,Дозатор для соусов Kalando KD002 2 set,32922,36268,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/123933,"<p>Помповый дозатор для соусов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123933"">Kalando KD002 2 set</a></b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для хранения и дозирования холодных и густых соусов. Модель оснащена 2 насосами для дозирования. Изделие выполнено из нержавеющей стали.</p>

<p>В комплект поставки входят 2 гастроемкости GN 1/6 глубиной 200 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 2х 2,5 л</li>
<li>Объем дозировки: до 30 мл</li>
<li>Цвет наконечников: красный, белый</li>
</ul>",123933,380 мм,180 мм,340 мм,,,,0,,,,Турция,Турция,2,2.5 л
https://cdn.entero.ru/mp@2x/ba/3f/ba3fb63f5329de62976965ff45f165bf.jpg,Диспенсер для соусов Hurakan HKN-SDS31,Диспенсер для соусов Hurakan HKN-SDS31,8699,RUB,Нет,Hurakan,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/213398,"<p>Диспенсер для соусов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213398""><b class=""b"">Hurakan HKN-SDS31</b></a> используется на предприятиях общественного питания и уличной торговли для дозирования холодных густых соусов. Модель оснащена 1 помпой. Изделие выполнено из нержавеющей стали. </p>",213398,184 мм,186 мм,255 мм,2 кг,1,195x195x280 мм,0,https://entero.ru/manuals/417057/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/483876/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-SDS31.pdf,,,,Китай,1,
https://cdn.entero.ru/mp@2x/92/fd/92fd445eb7d579459800db931e79b188.jpg;https://cdn.entero.ru/mp@2x/8a/ea/8aea2bd9db922c4c71c62399f9a2c529.jpg,Дозатор для соусов Kalando KD0216,32928,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/123937,"<p>Дозатор для соусов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123937"">Kalando KD0216</a> </b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для хранения и дозирования холодных и густых соусов. Рычаг, пружина, носик и гастроемкость выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит гастроемкость GN 1/6 глубиной 200 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: до 35 мл</li>
</ul>",123937,165 мм,180 мм,380 мм,,,,0,,,,,Турция,1,3 л
https://cdn.entero.ru/mp@2x/2a/bf/2abffee97b7ea10534efd9fcdc341c41.jpg,Дозатор для соусов Kalando KD006 3 set,32925,42982,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/123936,"<p>Помповый дозатор для соусов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123936"">Kalando KD006 3 set</a></b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для хранения и дозирования холодных и густых соусов. Основание выполнено из нержавеющей стали, емкости - из нержавеющей стали со стеклянными вставками для контроля количества соуса.</p>

<p>В комплект поставки входят 2 цилиндрические емкости.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: до 30 мл</li>
<li>Размеры емкости: 3х 100х100х455 мм</li>
<li>Цвет наконечников: красный, белый, оранжевый</li>
</ul>",123936,440 мм,140 мм,470 мм,,,,0,,,,Турция,Турция,3,2 л
https://cdn.entero.ru/mp@2x/a9/ef/a9ef75d48802a3b5d69a3e8713ae7f92.jpg,"Диспенсер для соуса Gastroplast GDK-01 2,5 л с дозатором 25 мл (полипропилен) красный",GDK-01,2296,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367651,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367651""><b class=""b"">Gastroplast GDK-01</b></a> предназначен для дозированной подачи кетчупа на предприятиях общественного питания и торговли. Емкость прямоугольного сечения оснащена крышкой, разборной помпой с нажимным дозатором и устойчивой подставкой в форме усеченной пирамиды. Емкость и крышка выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA), подставка – из красного полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мерная шкала в литрах</li>
<li>Цветовая маркировка</li>
<li>Помпа с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 2500 мл</li>
<li>Объем дозирования: 25 мл</li>
</ul>",367651,225 мм,210 мм,225 мм,0.7 кг,,,0,https://entero.ru/manuals/483567/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507550/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,1,2.5 л
https://cdn.entero.ru/mp@2x/d2/b3/d2b3e57d2187a03fe7b28a15f269ec7e.jpg,"Диспенсер для соуса Gastroplast GDH-01 2,5 л с дозатором 25 мл (полипропилен) желтый",GDH-01,2296,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/367652,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367652""><b class=""b"">Gastroplast GDH-01</b></a> предназначен для дозированной подачи горчицы на предприятиях общественного питания и торговли. Емкость прямоугольного сечения оснащена крышкой, разборной помпой с нажимным дозатором и устойчивой подставкой в форме усеченной пирамиды. Емкость и крышка выполнены из прозрачного полипропилена (PP) без содержания токсичного бисфенола A (BPA), подставка – из желтого полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мерная шкала в литрах</li>
<li>Цветовая маркировка</li>
<li>Помпа с блокирующим подачу соуса фиксатором для удобства транспортировки</li>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам</li>
<li>Возможность эксплуатации в микроволновой печи</li>
<li>Возможность мойки в посудомоечной машине</li>
<li>Возможность вторичной переработки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочей температуры: от -40 до 70 °C</li>
<li>Объем емкости: 2500 мл</li>
<li>Объем дозирования: 25 мл</li>
</ul>",367652,225 мм,210 мм,225 мм,0.7 кг,,,0,https://entero.ru/manuals/483566/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Gastroplast%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/507551/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,Турция,Турция,1,2.5 л
https://cdn.entero.ru/mp@2x/2a/21/2a21d040c359ded34571834b5f722452.jpg,Диспенсер для сыра Nachos Gold Medal 5300EX,Диспенсер для сыра Nachos Gold Medal 5300EX,0,RUB,Нет,Gold Medal,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/37455,"<p>Диспенсер для сыра Nachos <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37455"">Gold Medal 5300EX</a> </b>используется в уличных кафе, кинотеатрах и развлекательных центрах для подогрева и дозирования сыра или соуса чили из пакета. Благодаря герметичной конструкции прибора увеличивается срок хранения продукта и содержимое пакета выдавливается практически полностью. Увеличенная высота камеры позволяет подогревать вторую упаковку или хранить стаканы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический или ручной режим дозирования и времени розлива</li>
<li>3 кнопки на фронтальной панели для дозирования сыра в разных количествах</li>
<li>Переключатель для настройки времени розлива (размера порции)</li>
<li>Внутренняя поверхность прибора не требует очистки, так как используемый сыр не касается ее</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 60 до 68 °С</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,225 кВт</li>
<li>Габариты: 254х419,1х695,3 мм</li>
<li>Вес: 10 кг</li>
<li>Вес с упаковкой: 14 кг</li>
</ul>",37455,,,,,,,0,https://entero.ru/manuals/37805/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gold%20Medal%205300EX%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/61071/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,
https://cdn.entero.ru/mp@2x/21/b6/21b6b96e900af6d72555c2907b609610.jpg,Дозатор для сыра Cretors NCHXE-CS,35539,0,RUB,Нет,Cretors,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/37434,"<p>Дозатор для сыра Nacho <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37434"">Cretors NCHXE-CS</a></b> с подсвеченной вывеской, ручным дозированием имеет корпус из нержавеющей стали. Алюминиевая емкость со встроенным термостатом нагревает сыр до нужной температуры за 30 мин.</p>",37434,457 мм,325 мм,476 мм,,,,0,,,,,США,1,
https://cdn.entero.ru/mp@2x/5d/7b/5d7b3a9ffa65ae6ebcfb5077f77c547d.jpg,Крышка емкости дозатора Kalando 006-1-1,Крышка емкости дозатора Kalando 006-1-1,891,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Дозаторы,https://entero.ru/item/319783,"<p>Крышка емкости дозатора <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319783"">Kalando 006-1-1</a></b> предназначена для моделей серии KD006.</p>",319783,,,,,,,0,,1255,,,,,
