Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Вес (с упаковкой),Дозировка сыпучих веществ,Ширина пленки,С дозатором,Тип дозатора,Объем упаковки жидкостей,Толщина пленки,Автоматический счетчик
https://cdn.entero.ru/mp@2x/d3/0a/d30a97223e45da0ab6ea240d3c549b8b.jpg;https://cdn.entero.ru/mp@2x/e9/0e/e90e059e73fe8d3681234ea25d733b2c.jpg,Автомат фасовочно-упаковочный Roal Pack BP1200,Автомат фасовочно-упаковочный Roal Pack BP1200,0,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/265987,"<p>Вертикальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265987""><b class=""b"">RoalPack BP1200</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для автоматической фасовки и упаковки штучных пищевых и непищевых продуктов, различных фракций, включая крупы, приправы, чай, медицинские и стиральные порошки и другое. Модель оснащена цифровыми электронными дисплеями в нижней и верхней части автомата для контроля и установки рабочих параметров, высокоточным датчиком фотометки, весовым дозатором, датером и 2 формирователями пакета. Все части машины, соприкасающиеся с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Запайка с обратной стороны</li>
<li>Датер принтер даты 3 строки по 18 символов</li>
<li>Формирует пакет типа """"подушка</li>
<li>Простой и практичный интерфейс</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Точность дозирования: 1 г</li>
<li>Погрешность по ГОСТ Р: 8.579-2002</li>
<li>Максимальная загрузка бункера 45 л</li>
<li>Ширина пленки: 320 мм / 420 мм</li>
<li>Фиксированная ширина пакета:
<ul>
<li>Для пленки шириной 420 мм: 200 мм </li>
<li>Для пленки шириной 320 мм: 150 мм</li>
</ul>
</li>
<li>Длина пакета: от 10 до 280 мм</li>
</ul>",265987,220 В,1 кВт,760 мм,700 мм,2300 мм,,,,0,https://entero.ru/manuals/329699/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20RoalPack%20BP1200.pdf,,,179 кг,,Китай,20 шт/мин.,для сыпучих веществ,,от 25 до 1200 гр,760 мм,Да,,,,
https://cdn.entero.ru/mp@2x/a2/bd/a2bd680ffb66649a6d8a458ce39acfd3.jpg,Автомат фасовочно-упаковочный Roal Pack PW200,Автомат фасовочно-упаковочный Roal Pack PW200,0,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/282853,"<p>Вертикальный фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/282853""><b class=""b"">RoalPack PW200 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки сыпучих изделий, включая пищевые продукты. Модель оснащена весовым дозатором, датчиком фотометки, датером и формирователем пакета. Оборудование изготовлено из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Управление с помощью цифровых электронных дисплеев</li>
<li>Печать даты на шве пакета</li>
<li>Принтер даты: 3 строки по 18 символов</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка бункера: 12 л</li>
<li>Ширина пакета: до 110 мм</li>
<li>Высота пакета: до 150 мм</li>
</ul>",282853,220 В,0.5 кВт,340 мм,480 мм,1600 мм,,,,0,,,,80 кг,Китай,Китай,45 шт/мин.,для сыпучих веществ,,от 1 до 200 гр,,Да,весовой,,,Да
https://cdn.entero.ru/mp@2x/1a/9f/1a9fa966443082065bc45b4003cd7140.jpg,Фасовочно-упаковочная машина для капсул полуавтоматическая Hualian CGN208-DE (автоматический способ блокировки),Фасовочно-упаковочная машина для капсул полуавтоматическая Hualian CGN208-DE (автоматический способ блокировки),0,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/291831,"<p>Фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291831""><b class=""b"">Hualian CGN208-DE </b></a>используется на предприятиях фармацевтической промышленности для герметичной дозированной упаковки лекарственных препаратов, витаминов, биологически активных добавок и других порошкообразных продуктов в желатиновые капсулы. Модель оснащена дозатором порций, воронкообразным загрузочным бункером, поворотным рабочим столом с цилиндрическими ячейками, блоком управления с информативным цветным сенсорным дисплеем с текстовыми и цифровыми сегментами. Компоненты прибора выполнены из высококачественных низкоуглеродистой нержавеющей стали SUS304 и авиационного алюминия.</p>

<p>В комплект поставки входят матрицы для капсул с типоразмерами #0 и #1.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция позиционирования капсул на колоннах для быстрой замены матрицы</li>
<li>Автоматическая счетная электроника и регулировка скорости на основе частотного преобразователя для точного дозирования, быстрой фасовки и стабильной работы</li>
<li>Настройка параметров с помощью сенсорного дисплея</li>
<li>Цифровая индикация параметров</li>
<li>Вакуумный отбраковщик</li>
<li>Кнопка аварийной остановки</li>
<li>Система оповещения о неисправностях</li>
<li>Прогрессивная система автоматизации с комбинацией электрического и пневматического типов приводных механизмов на базе программируемого логического контроллера (PLC)</li>
<li>Простое управление благодаря удобному интерфейсу</li>
<li>Качественные сборка и комплектующие с длительным ресурсом</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Типоразмеры матриц для капсул: # 0 / 1</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление воздуха: 0,7 МПа</li>
<li>Производительность компрессора: 0,03 м³/ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Матрицы для капсул с типоразмерами # 000 / 00L / 00 / 0L / 2 / 3 / 4 </li>
</ul>",291831,380 В,4 кВт,1140 мм,700 мм,1630 мм,,,,0,,,,380 кг,Китай,Китай,от 40 до 500 шт/мин.,для сыпучих веществ,,,,Да,,,,Да
https://cdn.entero.ru/mp@2x/7a/7d/7a7d33c5e60c1133c22c4c6b846aa86e.jpg;https://cdn.entero.ru/mp@2x/40/d6/40d6447b9e5d7c5ce839c1927a461e60.jpg;https://cdn.entero.ru/mp@2x/8c/e8/8ce87906706ef2e8fab9b797a193f67c.jpg;https://cdn.entero.ru/mp@2x/26/30/2630dcf483e066aec61c2864eb5cb34a.jpg;https://cdn.entero.ru/mp@2x/5f/86/5f8695b378f9a51af9a862f620b1fe54.jpg;https://cdn.entero.ru/mp@2x/9d/80/9d80d8e0320c3c899c94fd9812ce9742.jpg,Автомат фасовочно-упаковочный МАГИКОН AVW2BRP3000II,00-00047768,558464,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/356465,"<p>Вертикальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356465""><b class=""b"">МАГИКОН AVW2BRP3000II </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки и упаковки сыпучих пищевых и не пищевых продуктов: чая крупно и мелко листового, сухих приправ, различных видов крупп, семян, удобрений с формированием пакета ""подушка"" и пакета с подбоем. Модель состоит из упаковочной машины с пневматическим запаечным приводом и двухлинейного весового дозатора, размещенным на упаковщике. Корпус дозатора и упаковочной машины изготовлены из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Внимание! Для работы упаковочной машины необходим компрессор. Компрессор в комплект не входит и приобретается отдельно.</span></p>

<p><b>Особенности: </b></p>

<ul>
<li>Цифровая панель управления для настройки дозации</li>
<li>Ввод параметров работы упаковщика производится посредством собственной панели управления</li>
<li>Возможность двойного сброса дозы</li>
<li>Датчик фотометки для работы с прозрачными, цветными и упаковочными пленками с рисунком</li>
<li>Датчик фотометки есть</li>
<li>Функция подбой</li>
<li>Для изготовления упаковки используются комбинированные термосвариваемые пленки: ОРР, ВОРР, ОРР/РЕ и т.п.</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер пакета «подушка»: 290х400 мм</li>
<li>Размер пакета с подбоем: 2185х400 мм</li>
<li>Глубина подбоя: 25 мм</li>
<li>Диапазон дозирования: от 100 до 3000 гр</li>
<li>Максимальная ширина пленки: 600 мм</li>
<li>Максимальный диаметр пленки: 250 мм</li>
<li>Размер направляющей: 440/ 500 /550 /600 мм</li>
<li>Габариты упаковки:
<ul>
<li>1 место: 1070х800х1560 мм</li>
<li>2 место: 800х630х/1090 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дата в шве</li>
<li>Термопринтер даты</li>
<li>Установка ""европросечки""</li>
<li>Изготовление направляющей в другом размере </li>
</ul>",356465,220 В,1.9 кВт,830 мм,1070 мм,2460 мм,180 кг,1,800x630x1090 мм,0,,,,160 кг,,Китай,от 10 до 20 шт/мин.,для сыпучих веществ,,,830 мм,Да,весовой,,от 40 до 80 мкм,
https://cdn.entero.ru/mp@2x/5f/61/5f61cb19a0bcfb42804dea4e4b3ed8a0.jpg,Автомат фасовочно-упаковочный МАГИКОН AVWB200II,MAGIKON AVWB200II / 00-00046971,121168,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/186395,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186395""><b class=""b"">МАГИКОН AVWB200II </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки и упаковки сыпучих продуктов в плоский трехшовный пакет или пакет-подушку. Модель оснащена весовым дозатором. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Весовой дозатор отмеряет заданную на дисплее дозу продукта и сбрасывает ее в пакет сформированный из рулона пленки </li>
<li>Разные модификации упаковочного автомата </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Пределы дозировки: от 1 до 200 гр </li>
<li>Макс. диаметр пленки: 250 мм </li>
<li>Размер пакета:
<ul>
<li>Длина: от 50 до 100 мм</li>
<li>Ширина: от 70 до 150 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты </li>
</ul>",186395,220 В,0.77 кВт,420 мм,500 мм,1450 мм,,,,0,,,,64 кг,,Китай,от 7 до 25 шт/мин.,для сыпучих веществ,,,420 мм,Да,весовой,,от 40 до 80 мкм,
https://cdn.entero.ru/mp@2x/55/f7/55f7422b5714c30779c095f80b13dab7.jpg;https://cdn.entero.ru/mp@2x/16/28/1628819d14290ca790e53e49dc41da7c.jpg,Фасовочно-упаковочная машина МАГИКОН DXDL-60C,Фасовочно-упаковочная машина МАГИКОН DXDL-60C,761357,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/132288,"<p>Фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132288""><b class=""b"">МАГИКОН DXDL-60C </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для мелко-порционной упаковки в пакеты различных пастообразных и жидких продуктов. Модель оснащена поршневым дозатором.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный блок управления</li>
<li>Датчик фотометки</li>
<li>Бункер</li>
<li>Транспортер отвода продукта</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер пакета:
<ul>
<li>Длина: от 50 до 190 мм</li>
<li>Ширина: от 50 до 140 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозировка: до 200 мл</li>
</ul>",132288,380 В,1.1 кВт,980 мм,680 мм,1800 мм,,,,0,,,,190 кг,,Китай,,для жидкостей,,,,Да,поршневой,от 0 до 50 мл,,
https://cdn.entero.ru/mp@2x/b4/86/b486366a4aaf00ff0e5dfed1c2e5eb7b.jpg,Автомат фасовочно-упаковочный МАГИКОН DXDK-60 II,Автомат фасовочно-упаковочный МАГИКОН DXDK-60 II,761446,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/185045,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185045""><b class=""b"">МАГИКОН DXDK-60 II </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для высокоскоростного объемного дозирования и автоматической упаковки сыпучих продуктов в пакеты-стики. Модель оснащена опцией компьютерного контроля. Корпус и дозатор выполнены из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Датчик фотометки</li>
<li>Счетчик пакетов</li>
<li>Самонастройка пакета по фотометке и длине протяжки </li>
<li>Упаковочный материал: комбинированные многослойные материалы / ламинированная бумага / фильтр – бумага / пленочные материалы</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
<li>Устройство «европросечки»</li>
<li>Фигурный шов с перфорацией </li>
</ul>",185045,380 В,1.1 кВт,670 мм,790 мм,1750 мм,,,,0,,818759,,210 кг,,Китай,от 35 до 60 шт/мин.,для сыпучих веществ,,,670 мм,Да,объемный,от 1-50 до 50-100 мл,,Да
https://cdn.entero.ru/mp@2x/d3/fb/d3fb3e0275564fa74c12e19071f6a1a4.jpg;https://cdn.entero.ru/mp@2x/60/d9/60d9b6df0cb2e772e374d979df21222b.jpg,Фасовочно-упаковочная машина МАГИКОН DXDK-500II (трехшовный пакет),Фасовочно-упаковочная машина МАГИКОН DXDK-500II (трехшовный пакет),786131,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/126904,"<p>Фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126904""><b class=""b"">МАГИКОН DXDK-500II </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для мелко-порционной упаковки в пакеты различных сыпучих продуктов. Модель оснащена объемным роторным дозатором. Корпус выполнен из окрашенной стали, дозатор - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип пакета: трехшовный</li>
<li>Счетчик пакетов</li>
<li>Электронный блок контроля и самонастройки пакета по фотометке и длине протяжки пакета</li>
<li>Датчик фотометки</li>
<li>Дата на шве</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер пакета:
<ul>
<li>Длина: от 50 до 200 мм</li>
<li>Ширина: от 50 до 160 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
<li>Европросечка</li>
<li>Устройство надреза</li>
<li>Перфорация между пакетами</li>
<li>Специальный рисунок швов</li>
</ul>",126904,220 В,1.55 кВт,1002 мм,860 мм,1900 мм,,,,0,,827506,,400 кг,,Китай,от 35 до 70 шт/мин.,для сыпучих веществ,,от 50 до 500 гр,,Да,объемный,,от 30 до 120 мкм,
https://cdn.entero.ru/mp@2x/10/7b/107bf0dda8123cddb3dfc8d3d69fbe6b.jpg,Автомат фасовочно-упаковочный МАГИКОН DGS-50K для фасовки в мешки,00-00046677,823176,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/187549,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187549""><b class=""b"">МАГИКОН DGS-50K </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки гранулированных продуктов в мешки из хлопка, джута, бумаги или синтетического волокна. Модель оснащена электронной панелью управления, автоматическим весовым дозатором и ленточным транспортером. Все части, соприкасающиеся с сырьем, выполнены из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление при помощи контроллера </li>
<li>Точность дозирования</li>
<li>Высокая скорость упаковки</li>
<li>Стабильная работа</li>
<li>Простота в использовании </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на транспортер: 50 кг </li>
<li>Диапазон взвешивания: от 5 до 50 кг</li>
<li>Погрешность: 0,2%</li>
<li>Давление воздуха: от 0,4 до 0,6 мПа </li>
</ul>",187549,220 В,,3000 мм,550 мм,2200 мм,,,,0,,875719,,400 кг,,Китай,от 4 до 6 шт/мин.,для сыпучих веществ,,,,Да,весовой,,,
https://cdn.entero.ru/mp@2x/a4/1f/a41f0eeb9ea8f0828c9d47f2c56d1dfa.jpg,Фасовочно-упаковочная машина Hualian HLDX-9018F со шнековым дозатором,Фасовочно-упаковочная машина Hualian HLDX-9018F со шнековым дозатором,997924,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/296912,"<p>Вертикальная фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296912""><b class=""b"">Hualian HLDX-9018F</b></a> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки порошкообразных продуктов в готовые пакеты «дой-пак». Модель оснащена электронной панелью управления с сенсорным дисплеем и высокоточным поршневым дозатором. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интеллектуальный контроллер температуры и PID-регулятор</li>
<li>Система предварительного раскрытия пакета перед наполнением </li>
<li>Запаечный блок для герметичной запайки горлышка </li>
<li>Скорость упаковки зависит от заданной дозы и особенностей продукта</li>
<li>Сенсорное устройство оснащено плунжерным насосом для автоматического заполнения пакета</li>
<li>Процессы дозирования и упаковки полностью автоматизированы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество упаковок в отсеке: 450</li>
<li>Точность наполнения: 2 гр</li>
<li>Рабочее давление: от 0,5 до 0,8 мПа</li>
<li>Емкость бункера: 16 кг</li>
<li>Размер упаковки: 
<ul>
<li>Минимальный: 90х130 мм </li>
<li>​Максимальный: 180х260 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Изготовление оборудования с другими диапазоном дозирования</li>
<li>Проставление просечки на пакете для его удобного вскрытия</li>
</ul>",296912,220 В,0.65 кВт,950 мм,550 мм,1550 мм,182 кг,1,1030x610x1780 мм,0,,1084700,,168 кг,,Китай,от 20 до 30 шт/мин.,,,от 1 до 500 гр,,Да,объемный,,0.1 мкм,
https://cdn.entero.ru/mp@2x/2a/6d/2a6dd49e52792b3b44e2d53acdab901f.jpg,Фасовочно-упаковочная машина для туб полуавтоматическая Hualian HX-006,Фасовочно-упаковочная машина для туб полуавтоматическая Hualian HX-006,1871280,RUB,Нет,Hualian,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/291830,"<p>Фасовочно-упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291830"">Hualian HX-006</a> </b>используется на предприятиях пищевой, фармацевтической, химической и других направлений промышленности для герметичной дозированной упаковки соусов, кремов, мазей, гелей и других жидких и пастообразных продуктов в тубы. Модель оснащена дозатором порций, воронкообразным загрузочным бункером, поворотным рабочим столом с цилиндрическими ячейками, электромеханическим блоком управления с функциональными кнопками, информативным цветным сенсорным дисплеем с текстовыми и цифровыми сегментами. Все соприкасающиеся с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы управления:
<ul>
<li>Ручной</li>
<li>Автоматический</li>
</ul>
</li>
<li>Полуавтоматический фасовочно-упаковочный цикл:
<ul>
<li>Ручная загрузка в ячейки туб с предварительно установленными колпачками</li>
<li>Автоматические функции:
<ul>
<li>Идентификация метки</li>
<li>Дозированное заполнение</li>
<li>Запайка с печатью информации о продукте на запаечном шве</li>
<li>Обрезание кончика</li>
</ul>
</li>
</ul>
</li>
<li>Высокоэффективная ультразвуковая система запайки </li>
<li>Настройка длительности функций, дозирования, диаметра и высоты туб, а также других параметров с помощью сенсорного дисплея</li>
<li>Цифровая индикация параметров</li>
<li>Точное позиционирование туб по фотометке с помощью оптического датчика</li>
<li>Точное дозирование благодаря гидравлическому шестеренчатому насосу</li>
<li>Счетчик готовой продукции</li>
<li>Кнопка аварийной остановки</li>
<li>Выключатель поворотного типа</li>
<li>Система оповещения о неисправностях</li>
<li>Современная система автоматизации на базе программируемого логического контроллера (PLC)</li>
<li>Простое управление благодаря удобному интерфейсу</li>
<li>Наклонный желоб для направленной выгрузки продукции</li>
<li>Качественные сборка и комплектующие с длительным ресурсом</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Работа с различными типами термосвариваемых полимеров</li>
<li>Легкость эксплуатации и технического обслуживания</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота ультразвука: 20 кГц</li>
<li>Диапазон дозирования соответственно используемым насадкам: от 6 до 60 / от 10 до 120 / от 25 до 250 / от 50 до 500 мл</li>
<li>​Габариты туб:
<ul>
<li>Диаметр: от 10 до 50 мм</li>
<li>Высота: от 50 до 200 мм</li>
</ul>
</li>
</ul>",291830,220 В,2.5 кВт,1300 мм,900 мм,1550 мм,,,,0,,1949250,,300 кг,Китай,Китай,от 20 до 25 шт/мин.,"для пастообразных продуктов, для жидкостей",,,,Да,,от 6 до 500 мл,,Да
https://cdn.entero.ru/mp@2x/3a/0d/3a0dcfc7a47f35a80d8a44ca293ed06f.jpg,Автомат фасовочно-упаковочный Roal Pack BP200,Автомат фасовочно-упаковочный Roal Pack BP200,151556,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/324553,"<p>Вертикальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/324553""><b class=""b"">RoalPack BP200 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для автоматической фасовки и упаковки штучных пищевых и непищевых продуктов, различных фракций, включая крупы, приправы, чай, медицинские и стиральные порошки и другое. Модель оснащена цифровыми электронными дисплеями в нижней и верхней части автомата для контроля и установки рабочих параметров, весовым дозатором и 2 формирователями пакета. Все части машины, соприкасающиеся с продуктом, выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Запайка с обратной стороны</li>
<li>Формирует пакет типа ""Стик"" (Подушка)</li>
<li>Простой и практичный интерфейс</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Точность дозирования: 1 г</li>
<li>Погрешность по ГОСТ Р: 8.579-2002</li>
<li>Максимальная загрузка бункера: 12 л</li>
<li>Фиксированная ширина пакета:
<ul>
<li>Для пленки шириной 50 мм: 16,5 мм </li>
<li>Для пленки шириной 200 мм: 90 мм</li>
</ul>
</li>
<li>Длина пакета: от 10 до 180 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",324553,220 В,0.5 кВт,340 мм,480 мм,1600 мм,,,,0,,164735,,80 кг,,Китай,45 шт/мин.,для сыпучих веществ,,от 1 до 200 гр,340 мм,Да,весовой,,,
https://cdn.entero.ru/mp@2x/93/74/9374f44bd8429d7abe2733e0a3a0d893.jpg,Автомат фасовочно-упаковочный МАГИКОН AVW2B200I,00-00047709,169192,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/306909,"<p>Вертикальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306909""><b class=""b"">МАГИКОН AVW2B200I </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки и упаковки сыпучих пищевых и не пищевых продуктов: чая крупно и мелко листового, сухих приправ, различных видов крупп, семян, удобрений с формированием плоского 3-х шовного пакета. Модель состоит из упаковочной машины работающей на электроприводе и весового двухручьевого дозатора. Корпус изготовлен из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Весовой двухручьевой дозатор отмеряет заданную на дисплее дозу продукта и сбрасывает ее в пакет сформированный из рулона пленки.</li>
<li>Упаковочный автомат производит плоский трех шовный пакет</li>
<li>Возможность увеличения скорости работы при фасовке одного продукта или фасовка смеси двух разных продуктов в один пакет</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Размер пакета:
<ul>
<li>Минимальный: 50х70 мм</li>
<li>Максимальный: 100х150 мм</li>
</ul>
</li>
<li>Предел дозировки: от 1 до 200 гр</li>
<li>Погрешность: ±0,2 гр</li>
<li>Максимальная ширина пленки: 200 мм</li>
<li>Максимальный диаметр пленки: 250 мм</li>
<li>Габариты упаковки:
<ul>
<li>1 место: 600х500х1020 мм</li>
<li>2 место: 600х400х/550 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
</ul>",306909,220 В,1.3 кВт,640 мм,760 мм,1480 мм,,,,0,,,,70 кг,,Китай,от 7 до 25 шт/мин.,для сыпучих веществ,,,640 мм,Да,весовой,,от 40 до 80 мкм,Да
https://cdn.entero.ru/mp@2x/2a/e3/2ae30f908a6950bee91661a049258efd.jpg;https://cdn.entero.ru/mp@2x/80/44/8044833123817056373abd183da40c57.jpg;https://cdn.entero.ru/mp@2x/02/b3/02b3bf8910c0429b5c0c3bdcfd090fd8.jpg,Фасовочно-упаковочная машина МАГИКОН AVWB500II,MAGIKON AVWB500II,185782,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/132424,"<p>Фасовочно-упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132424"">МАГИКОН AVWB500II</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для порционной упаковки в пакеты различных сыпучих мелкоштучных продуктов. Модель оснащена весовым дозатором. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип пакета: трехшовный ""подушка""</li>
<li>Электромеханический привод</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальный размер пакета: 140х190 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
</ul>",132424,220 В,,560 мм,550 мм,1650 мм,,,,0,,195560,,80 кг,,Китай,3 шт/мин.,,,от 80 до 500 гр,560 мм,Да,весовой,,40 мкм,
