Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Дозатор теста,Объем ванны,Емкость дозатора,Масса пончика,Расстоечный шкаф
https://cdn.entero.ru/mp@2x/cf/7e/cf7edf9f50768b7f7eae26ab97c5bf86.jpg,Пончиковый аппарат Sikom ПРФ 11/300М (D36),ПРФ-11/300М,111096,RUB,Да,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/40247,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40247""><b class=""b"">Sikom ПРФ 11/300М</b></a> используется на предприятиях общественного питания и торговли для приготовления пончиков. Модель оснащена механическим приводом, ручным дозатором и плунжерной парой 36 мм. Корпус и ванна выполнены из нержавеющей стали, делитель-дозатор - из пищевого алюминиевого сплава.</p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной переворот и выгрузка пончиков</li>
<li>Автоматический механизм дозирования</li>
<li>Простое управление, не требующее особых навыков</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 15 мин.</li>
<li>Габариты в упаковке: 570х710х480 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Плунжерные пары разных диаметров</li>
</ul>",40247,,220 В,5 кВт,1030 мм,560 мм,560 мм,22 кг,1,570x710x480 мм,0,https://entero.ru/manuals/11808/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_300%D0%9C.pdf;https://entero.ru/manuals/11809/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_300%D0%9C.jpg;https://entero.ru/manuals/11810/%D0%93%D0%B8%D0%B3%D0%B8%D0%B5%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_300%D0%9C.jpg;https://entero.ru/manuals/112916/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,118187,https://vk.com/video_ext.php?oid=-177656185&id=456240001&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241104&hash=68208782f128b4bd,18 кг,,Россия,300 шт/час,Да,12 л,7 л,от 35 до 55 гр,
https://cdn.entero.ru/mp@2x/7e/98/7e98d53077278ec1ec7e98cc5d906404.jpg;https://cdn.entero.ru/mp@2x/9c/65/9c651fd871284ef000b2b2933cc1d157.jpg;https://cdn.entero.ru/mp@2x/74/a9/74a9835bde8bf3fb4d07f91efaa0aecf.jpg;https://cdn.entero.ru/mp@2x/58/9a/589afa7a5e183781adec7fec1800b3ad.jpg;https://cdn.entero.ru/mp@2x/d4/1f/d41fa361c26c7deb62b504700088265b.jpg;https://cdn.entero.ru/mp@2x/29/38/2938ad1879c8dd3cbac59cfa701380c0.jpg;https://cdn.entero.ru/mp@2x/cd/51/cd519709e64281821689a7267c832312.jpg;https://cdn.entero.ru/mp@2x/46/ea/46ea7b9babf518cf4c68e456860b5d3f.jpg;https://cdn.entero.ru/mp@2x/c8/1f/c81f64885133d799d4a817ef3566b2e2.jpg;https://cdn.entero.ru/mp@2x/ec/87/ec876803c5214b17b68bba3a2b965526.jpg;https://cdn.entero.ru/mp@2x/6d/55/6d55331613df700ce345be2eba118d07.jpg;https://cdn.entero.ru/mp@2x/46/f6/46f6414e3bab0ca971f78badcec91489.jpg,Аппарат для чуррос Foodatlas VS-5L (ch),Аппарат для чуррос Foodatlas VS-5L (ch),16262,RUB,Да,Foodatlas,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/203066,"<p>Аппарат для чуррос​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203066"">Foodatlas VS-5L (ch)</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для формирования тестовой трубки в специализированный профиль. Модель представляет собой аналог кондитерских шприцев с использованием специализированных насадок. Дежа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят 4 трубки-насадки и 1 декоративная насадка звездочка размером 38 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 685х360х360 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплект декоративных насадок звездочка</li>
</ul>",203066,,,,304 мм,640 мм,304 мм,,,,0,https://entero.ru/manuals/237917/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VS-5L%20%28ch%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239331&hd=2&autoplay=0,10.5 кг,,Китай,,,5 л,,,
https://cdn.entero.ru/mp@2x/35/35/3535b3b22c6c35aeb8d8e1aacbb17cc1.jpg,Аппарат Кваркини ATESY КА-350-01,Аппарат Кваркини КА-350-01,52216,RUB,Да,ATESY,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/120776,"<p>Аппарат Кваркини <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120776"">ATESY КА-350-01</a></b> используется на предприятиях общественного питания и торговли для формования и приготовления во фритюре нежных творожных шариков с различными наполнителями, известных как кваркини. Модель оснащена фритюрной ванной, ручным дозатором теста и блоком управления с электронагревателем. Все части аппарата, контактирующие с продуктами питания, изготовлены из пищевой нержавеющей стали, корпусные детали - из легированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жарка кваркини происходит в масле (фритюре) при температуре 190 °С, для чего масло заливается во фритюрную ванну и нагревается ТЭНом</li>
<li>Температура нагрева масла регулируется терморегулятором, находящимся в блоке управления нагревом</li>
<li>Фритюрная ванна имеет маркировку уровня масла (max и min) и кран для слива масла</li>
<li>Ручной дозатор формирует кваркини стандартного размера и веса, который падает в разогретое масло и поджаривается до готовности с одной стороны, а после переворачивания его кулинарным пинцетом – с другой (готовность кваркини определяется визуально, признаком готовности служит ярко-золотистая корочка на поверхности кваркини)</li>
<li>Форма дозатора облегчает натекание теста в дозирующую головку</li>
<li>Оригинальная конструкция дозатора теста разработана и запатентована компанией ATESY</li>
<li>Специальный поддон для выкладки готовых кваркини позволяет излишкам масла стекать обратно в ванну, тем самым существенно снижая расход масла</li>
<li>Специальная решетка в ванне препятствует пригоранию продукта на ТЭНе</li>
<li>Прост в эксплуатации - не требует специальной квалификации персонала</li>
<li>Съемный дозатор теста из нержавеющей стали легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр кваркини: от 35 до 40 мм</li>
<li>Вес кваркини: от 24 до 25 грамм</li>
<li>Объем заливаемого фритюра: 8 л</li>
<li>Время разогрева фритюра до 190 °С: ⩾ 25 мин.</li>
<li>Габариты при установленном дозаторе и поддоне: 770х515х670 мм</li>
</ul>",120776,от 50 до 190 °С,220 В,3.9 кВт,515 мм,770 мм,610 мм,11 кг,1,520x550x350 мм,0,https://entero.ru/manuals/134203/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20ATESY%20%D0%9A%D0%90-350-01.pdf;https://entero.ru/manuals/124923/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%90-350-01.pdf;https://entero.ru/manuals/124924/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9A%D0%90-350-01.pdf;https://entero.ru/manuals/124925/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/281359/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,56146,https://vk.com/video_ext.php?oid=-177656185&id=456240393&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239353&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240791&hd=2&autoplay=0,10 кг,,Россия,350 шт/час,Да,16 л,6 л,,
https://cdn.entero.ru/mp@2x/9c/9d/9c9d1d8d19222de748d19f28e9afee1c.jpg;https://cdn.entero.ru/mp@2x/a6/04/a604b48fb9ab0b5306ba7adcd42d125e.jpg;https://cdn.entero.ru/mp@2x/e4/30/e4304b119b1ffb722cbbacd16acd7707.jpg;https://cdn.entero.ru/mp@2x/65/dd/65ddd4524de51d8e010259c1ace4ef79.jpg;https://cdn.entero.ru/mp@2x/ed/db/eddbd8d73713e4ab7625f4ccca612911.jpg;https://cdn.entero.ru/mp@2x/0a/ce/0ace84650bbc9fd3cd8944f3da25ddf9.jpg;https://cdn.entero.ru/mp@2x/d8/c9/d8c9f00b248b367ef22e67a6f9efdb44.jpg;https://cdn.entero.ru/mp@2x/c3/a1/c3a1dbc06d12a69b3311c9310d292181.jpg;https://cdn.entero.ru/mp@2x/47/f4/47f4badadda9e29b971a6edaade1635a.jpg;https://cdn.entero.ru/mp@2x/09/b1/09b1ece206dfd895c5a7319509652160.jpg;https://cdn.entero.ru/mp@2x/97/91/979177c66c25ffbc898bb396ed63da11.jpg,Аппарат для чуррос Foodatlas VS-3L (ch),Аппарат для чуррос Foodatlas VS-3L (ch),14703,RUB,Да,Foodatlas,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/303585,"<p>Аппарат для чуррос​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303585"">Foodatlas VS-3L (ch)</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для формирования тестовой трубки в специализированный профиль. Модель представляет собой аналог кондитерских шприцев с использованием специализированных насадок. Дежа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят 4 трубки-насадки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 570x360x360 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплект декоративных насадок звездочка</li>
</ul>",303585,,,,304 мм,304 мм,525 мм,,,,0,https://entero.ru/manuals/363705/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VS-3L%20%28ch%29.pdf,15641,,9.5 кг,,Китай,,,3 л,,,
https://cdn.entero.ru/mp@2x/ea/7f/ea7f5822d7552ea39971d20c7d72d3bc.jpg,Аппарат для чуррос Airhot SVC-5,Аппарат для чуррос Airhot SVC-5,18265,RUB,Да,Airhot,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/120717,"<p>Аппарат для чуррос​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120717"">Airhot SVC-5</a></b> используется на предприятиях общественного питания и торговли для приготовления чуррос - традиционный испанский десерт ввиду хрустящей палочки, по вкусу напоминающий пончик. Готовое тесто закладывается сверху в бочок, затем крутится ручка для выдавливания чуррос прямо в масло фритюра. Готовый чуррос можно посыпать корицей, сахарной пудрой, макать в шоколад или джем, добавлять начинки, или посыпать солью. Модель оснащена 2 скоростями хода поршня. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки для чуррос .</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер цилиндра: Ø 140х320 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",120717,,,,330 мм,340 мм,690 мм,,,,0,https://entero.ru/manuals/124781/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20SVC-5.pdf;https://entero.ru/manuals/149121/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19853,,11 кг,,Китай,,,5 л,,,
https://cdn.entero.ru/mp@2x/da/b0/dab06a6f9c59fcc717bd50a099c2c475.jpg,Пончиковый аппарат Sikom ПРФ-11/900D (D30),Пончиковый аппарат Sikom ПРФ-11/900D (D30),0,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164103,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164103"">Sikom ПРФ-11/900D (D30)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, делителем-дозатором и сменной плунжерной парой 30 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<p>Возможность изготовления дрожжевых и смесевых пончиков</p>

<ul>
<li>Автоматический переворот и выгрузка пончиков</li>
<li>Кольцевое движение фритюра</li>
<li>Защитный датчик</li>
<li>Привод дозатора со счетчиком с фискальной памятью</li>
<li>Контроль работы автомата при многосменной работе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Производительность пончиков:
<ul>
<li>Смесевых: 600 шт./ч</li>
<li>Дрожжевых: 400 шт./ч</li>
</ul>
</li>
<li>Габариты в упаковке: 1260х510х470 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Плунжерные пары разных размеров</li>
</ul>",164103,,380 В,5.15 кВт,1200 мм,550 мм,600 мм,,,,0,https://entero.ru/manuals/309332/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4-11_900D.pdf;https://entero.ru/manuals/476005/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/476006/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/476007/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,,https://vk.com/video_ext.php?oid=-177656185&id=456240415&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239392&hd=2&autoplay=0,30 кг,,Россия,от 400 до 600 шт/час,Да,16 л,7 л,от 20 до 40 гр,
https://cdn.entero.ru/mp@2x/a8/c6/a8c6fd048ec06002c62fb532e3fc7477.jpg,Пончиковый аппарат Sikom ПРФ-11/900D (D40),Пончиковый аппарат Sikom ПРФ-11/900D (D40),0,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164190,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164190"">Sikom ПРФ-11/900D (D40)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, делителем-дозатором и плунжерной парой 40 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический переворот и выгрузка пончиков</li>
<li>Кольцевое движение фритюра в ванной</li>
<li>Счетчик с фискальной памятью: возможность управлять автоматом в нескольких режимах</li>
<li>Контроль работы автомата при многосменной работе</li>
<li>Возможность контролировать ресурс фритюра</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 1250x515x490 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Сменные плунжерные пары разных размеров</li>
</ul>",164190,,380 В,5.15 кВт,1200 мм,550 мм,600 мм,39 кг,1,1250x515x490 мм,0,https://entero.ru/manuals/309331/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4-11_900D.pdf;https://entero.ru/manuals/475994/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/475995/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/475996/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,,https://vk.com/video_ext.php?oid=-177656185&id=456240415&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239392&hd=2&autoplay=0,30 кг,,Россия,400 шт/час,Да,16 л,7 л,от 40 до 45 гр,
https://entero.ru/i/nofoto-m.jpg,Пончиковый аппарат Mersan CPLM-9295,Пончиковый аппарат Mersan CPLM-9295,0,RUB,Нет,,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/265333,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265333"">Mersan CPLM-9295</a></b> используется на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​Регулируемая дозировка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>​Емкость бункера для теста: 10 кг</li>
<li>Диаметр ванны: 500 мм</li>
</ul>",265333,,220 В,,2000 мм,750 мм,1350 мм,,,,0,,,,,,,,Да,,,,
https://cdn.entero.ru/mp@2x/ac/88/ac88260d8e233b531797742e12464812.jpg;https://cdn.entero.ru/mp@2x/30/ef/30efecd446872044db68bf95083fafad.jpg;https://cdn.entero.ru/mp@2x/3e/3e/3e3e1578faba905eb9e1eff14d8fb824.jpg,Аппарат пончиковый ATESY Гольфстрим-1-46-3,Аппарат пончиковый ATESY Гольфстрим-1-46-3,56082,RUB,Нет,ATESY,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/248489,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248489"">ATESY Гольфстрим-1-46-3</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель оснащена фритюрной ванной, ручным дозатором теста, блоком управления с электронагревателем и поддоном для выкладки готовых пончиков. Все части аппарата, контактирующие с продуктами питания, изготовлены из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит кулинарный пинцет.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жарка пончиков происходит в масле (фритюре) при температуре 190 °С, для чего масло заливается во фритюрную ванну и нагревается ТЭНом</li>
<li>Температура нагрева масла регулируется терморегулятором, находящимся в блоке управления нагревом</li>
<li>Фритюрная ванна имеет маркировку уровня масла (max и min) и кран для слива масла</li>
<li>Ручной дозатор формирует пончик стандартного размера и веса, который падает в разогретое масло и поджаривается до готовности с одной стороны, а после переворачивания его кулинарным пинцетом – с другой (готовность пончика определяется визуально, признаком готовности служит ярко-золотистая корочка на поверхности пончика)</li>
<li>Дозатор позволяет формировать пончики правильной формы при любой густоте теста, обеспечивает одинаковую массу формируемых пончиков, способен работать на пончиковых смесях (тип Теграл Ринго)</li>
<li>Форма дозатора облегчает натекание теста в дозирующую головку</li>
<li>Оригинальная конструкция дозатора теста разработана и запатентована компанией ATESY</li>
<li>Специальный поддон для выкладки готовых пончиков позволяет излишкам масла стекать обратно в ванну, тем самым существенно снижая расход масла</li>
<li>Специальная решетка в ванне препятствует пригоранию продукта на ТЭНе</li>
<li>Прост в эксплуатации - не требует специальной квалификации персонала</li>
<li>Съемный дозатор теста из нержавеющей стали легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого фритюра: 8 л</li>
<li>Время разогрева фритюра до 190 °С: 25 мин.</li>
<li>Размеры ванны: 400х315х115 мм</li>
<li>Диаметр поршня (калибр): 46 мм</li>
<li>Габариты в упаковке: 480х500х350 мм</li>
</ul>",248489,от 50 до 190 °С,220 В,3.9 кВт,505 мм,770 мм,550 мм,12 кг,1,480x500x350 мм,0,https://entero.ru/manuals/326479/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%93%D0%BE%D0%BB%D1%8C%D1%84%D1%81%D1%82%D1%80%D0%B8%D0%BC-1-46-3.pdf,,,10 кг,,Россия,200 шт/час,Да,16 л,6 л,60 гр,
https://cdn.entero.ru/mp@2x/10/df/10df8f61b36e5d5c01d84023a78efb9c.jpg,Аппарат пончиковый кваркини KAYMAN КА-350 А,Аппарат пончиковый кваркини KAYMAN КА-350 А,48233,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/247489,"<p>Пончиковый аппарат кваркини<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247489"">KAYMAN КА-350 А</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле творожных шариков. Модель оснащена фритюрной ванной, ручным дозатором теста, блоком управления с электронагревателем и поддоном для выкладки готовых изделий. Все части аппарата выполнены из пищевой нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Кран для слива масла</li>
<li>Регулировка температуры нагрева масла терморегулятором в блоке управления </li>
<li>Маркировка максимального и минимального уровня масла в ванне</li>
<li>Одновременное формирование двух шариков правильной формы и одинакового веса</li>
<li>Отверстия в поддоне для выкладки, позволяющие стекать излишкам фритюра обратно в ванну, что обеспечивает существенное снижение расхода масла</li>
<li>Дозатор легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого масла: 8 л</li>
<li>Размер фритюрной ванны: 400х315х115 мм</li>
<li>Количество одновременно приготовляемых шариков: 30</li>
<li>Время разогрева масла до температуры 190 °С: 25 мин.</li>
<li>Габариты в упаковке: 520х550х350 мм</li>
</ul>",247489,190 °С,220 В,3.9 кВт,770 мм,515 мм,670 мм,11 кг,1,520x550x350 мм,0,https://entero.ru/manuals/301591/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/453748/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KAYMAN%20%D0%9A%D0%90-350%20%D0%90.pdf;https://entero.ru/manuals/453749/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,51863,,10 кг,,Россия,350 шт/час,Да,16 л,6 л,,
