Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Объем,Вместимость,Потребляемая мощность,Гастроемкость
https://cdn.entero.ru/mp@2x/9b/9b/9b9b5ab0206c0a7e5a8ad9a165d76298.jpg;https://cdn.entero.ru/mp@2x/26/2f/262f3de945c6314ca1d2fb3f6831e2b3.jpg;https://cdn.entero.ru/mp@2x/d7/39/d739abc4fea218ed7c520873b592806f.jpg;https://cdn.entero.ru/mp@2x/5e/92/5e92071612b199f55fea0e305524fdba.jpg;https://cdn.entero.ru/mp@2x/dd/33/dd3318fdc1a0de19fb3f54db63dc65aa.jpg;https://cdn.entero.ru/mp@2x/cd/c2/cdc2ea494983b9859ba23e2a7d0cee93.jpg;https://cdn.entero.ru/mp@2x/1e/63/1e63f5a230f9178ad4916356573ca863.jpg,Витрина для мороженого Lida Kub Junior (1380х1200х1250 мм),"Kub Junior 1,3",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231426,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231426""><b class=""b""> Lida Kub Junior</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным прямым стеклом на газлифтах и крышей. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный пульт управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина крыши: 8 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",231426,от -20 до -14 °С,220 В,1380 мм,1200 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339120/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Kub%20Junior.pdf;https://entero.ru/manuals/398843/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,,,,напольная,,12 шт.,,"GN 1/3, 360х165 мм"
https://cdn.entero.ru/mp@2x/a7/9b/a79b3fa89e5f50b67311acc94c4c34ff.jpg;https://cdn.entero.ru/mp@2x/4a/53/4a537addd81e1105b2b6f99cae5fc615.jpg;https://cdn.entero.ru/mp@2x/28/3a/283ac2e1efe5f1766cadcf1924adbe2e.jpg;https://cdn.entero.ru/mp@2x/6f/fe/6ffe20cd7c370f616724ea810080e4ca.jpg;https://cdn.entero.ru/mp@2x/a4/3d/a43dd8b21ad39eedd3edba5777bc0365.jpg;https://cdn.entero.ru/mp@2x/8e/70/8e70f5193c389865fa159471b3898d3c.jpg;https://cdn.entero.ru/mp@2x/33/b4/33b40d058cfc9e3efa91abc882a520f6.jpg;https://cdn.entero.ru/mp@2x/83/64/8364c76afd34097b0cb1ab975fb980fe.jpg,Витрина для мороженого Lida Junior Lightbox (2070х1170х1250 мм),"Junior Lightbox 2,0",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231436,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231436""><b class=""b""> Lida Junior Lightbox</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным гнутым стеклом. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный блок управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Нижний световой короб (Lightbox) </li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого цвета и размера.</span></em></p>",231436,от -20 до -14 °С,220 В,2070 мм,1170 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339122/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Junior%20Lightbox.pdf,,,,напольная,,20 шт.,,GN 1/3
https://cdn.entero.ru/mp@2x/d6/0d/d60d62b80881f621d288753f5cf178c7.jpg;https://cdn.entero.ru/mp@2x/27/5e/275e052275fb321b3c1363e8bda4c3fe.jpg;https://cdn.entero.ru/mp@2x/e0/c7/e0c7564b6bd0d84f561c6ff0c7d48980.jpg;https://cdn.entero.ru/mp@2x/54/13/5413ac85d76770121da648f16e2661b6.jpg;https://cdn.entero.ru/mp@2x/bd/b0/bdb0fbdc3620e7720d7da121bf8854c0.jpg;https://cdn.entero.ru/mp@2x/de/3e/de3e1a25dec427928f8c9223e995b015.jpg;https://cdn.entero.ru/mp@2x/ad/56/ad56b2383073be7973d61cbeb814e517.jpg,Витрина для мороженого Lida Kub Junior (1880х1200х1250 мм),"Kub Junior 1,8",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231429,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231429""><b class=""b""> Lida Kub Junior</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным прямым стеклом на газлифтах и крышей. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный пульт управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина крыши: 8 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",231429,от -20 до -14 °С,220 В,1880 мм,1200 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339118/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Kub%20Junior.pdf;https://entero.ru/manuals/398841/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,,,,напольная,,18 шт.,,"GN 1/3, 360х165 мм"
https://cdn.entero.ru/mp@2x/cd/3f/cd3f8d1eaba20c10fff46c2deb773e88.jpg,Витрина для мороженого CRYSTAL VENUS 36 ELEGANTE,ELEGANTE 36,0,RUB,Нет,CRYSTAL,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/41891,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41891"">CRYSTAL VENUS 36 ELEGANTE</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена цифровым термометром, гнутым стеклом, LED-подсветкой и 4 колесами. Внутренняя отделка выполнена из нетоксичной стали.</p>

<p>В комплект поставки входит корзина для лотков.</p>

<p>Возможно исполнение в синем, бордовом и сером цвете.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Обдуваемый конденсатор</li>
<li>Испаритель из медной трубки</li>
<li>Охлаждаемая камера для хранения запасов с дверцей</li>
<li>Хладагент: R290 </li>
<li>Климатический класс: 4+</li>
<li>Рекламная панель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 2,44 кВт/сутки</li>
<li>Вместимость: 9 лотков 360x155 мм</li>
<li>Внутренние размеры:1060x560x688 мм</li>
<li>Габариты в упаковке: 1220x740x912 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Лотки из нержавеющей стали</li>
</ul>",41891,от -25 до -15 °С,,1206 мм,862 мм,1263 мм,,Греция,,,0,https://entero.ru/manuals/81656/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CRYSTAL%20VENUS%2036%20ELEGANTE.pdf;https://entero.ru/manuals/81657/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CRYSTAL.pdf,,,90 кг,напольная,358 л,9 шт.,0.102 кВт,360х165 мм
https://cdn.entero.ru/mp@2x/ab/23/ab235d61fac86eeeae939787216f4cc7.jpg,Витрина для мороженого CRYSTAL VENUS 46 ELEGANTE,ELEGANTE 46,0,RUB,Нет,CRYSTAL,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/41892,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41892"">CRYSTAL VENUS 46 ELEGANTE</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена цифровым термометром, гнутым стеклом, LED-подсветкой и 4 колесами. Внутренняя отделка выполнена из нетоксичной стали.</p>

<p>В комплект поставки входит корзина для лотков.</p>

<p>Возможно исполнение в синем, бордовом и сером цвете.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Обдуваемый конденсатор</li>
<li>Испаритель из медной трубки</li>
<li>Охлаждаемая камера для хранения запасов с дверцей</li>
<li>Хладагент: R290 </li>
<li>Климатический класс: 4+</li>
<li>Рекламная панель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 3,05 кВт/сутки</li>
<li>Вместимость: 11 лотков 360x165 мм / 10 лотков 360x155 мм</li>
<li>Внутренние размеры:1315x560x688 мм</li>
<li>Габариты в упаковке: 1475x740x912 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Лотки из нержавеющей стали</li>
</ul>",41892,от -22 до -15 °С,,1461 мм,862 мм,1263 мм,,Греция,,,0,https://entero.ru/manuals/81654/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CRYSTAL%20VENUS%2046%20ELEGANTE.pdf;https://entero.ru/manuals/81655/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CRYSTAL.pdf,,,102 кг,напольная,456 л,11 шт.,0.127 кВт,360х165 мм
https://cdn.entero.ru/mp@2x/f8/8b/f88b269f7a93d5875e66e78f81f06502.jpg,Витрина для мороженого CRYSTAL VENUS 56 ELEGANTE,ELEGANTE 56,0,RUB,Нет,CRYSTAL,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/41893,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41893"">CRYSTAL VENUS 56 ELEGANTE</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена цифровым термометром, гнутым стеклом, LED-подсветкой и 4 колесами. Внутренняя отделка выполнена из нетоксичной стали.</p>

<p>В комплект поставки входит корзина для лотков.</p>

<p>Возможно исполнение в синем, бордовом и сером цвете.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Обдуваемый конденсатор</li>
<li>Испаритель из медной трубки</li>
<li>Охлаждаемая камера для хранения запасов с дверцей</li>
<li>Хладагент: R290 </li>
<li>Климатический класс: 4+</li>
<li>Рекламная панель</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 4 кВт/сутки</li>
<li>Вместимость: 13 лотков 360x155 мм / 14 лотков 360x165 мм</li>
<li>Внутренние размеры:1530x560x688 мм</li>
<li>Габариты в упаковке: 1690x770x912 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Лотки из нержавеющей стали</li>
</ul>",41893,от -22 до -15 °С,,1676 мм,862 мм,1263 мм,,Греция,,,0,https://entero.ru/manuals/81653/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CRYSTAL%20VENUS%2056%20ELEGANTE.pdf,,,112 кг,напольная,540 л,14 шт.,0.167 кВт,360х165 мм
https://cdn.entero.ru/mp@2x/44/cc/44cc47a002b4ae3778c201fdcc354d41.jpg,Витрина для мороженого Enigma RTD-122L,121473,0,RUB,Нет,Enigma,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/86588,"<p>Витрина для мороженого​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86588"">Enigma RTD-122L</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого, сорбета и йогурта-мороженого. Модель оснащена электронным управлением и раздвижными дверьми-купе со стороны оператора. Внутренний короб и лотки выполнены из поликарбоната, боковины выкрашены в черный цвет.</p>

<p>В комплект поставки входят лотки для мороженого.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система динамического охлаждения</li>
<li>Автоматическое размораживание</li>
<li>Верхняя и нижняя светодиодная подсветка рабочей камеры</li>
<li>Хладагент: R134a</li>
<li>4 ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 16 до 32 °С </li>
</ul>",86588,от -22 до -18 °С,220 В,1220 мм,680 мм,740 мм,167 кг,,1,1270x790x730 мм,0,,,,162 кг,,122 л,6 шт.,0.66 кВт,
https://cdn.entero.ru/mp@2x/e3/2a/e32affb33fb42754693212696ff74cd5.jpg;https://cdn.entero.ru/mp@2x/32/1c/321c96f7b163cd17c2893c70815de73e.jpg;https://cdn.entero.ru/mp@2x/2c/79/2c791097d376d99bebe33c18d68031c6.jpg;https://cdn.entero.ru/mp@2x/71/b2/71b2f0baa83582315a06924ea0341a84.jpg;https://cdn.entero.ru/mp@2x/a5/bc/a5bc9005ff1a7c5d4d4a34d6e8a677e4.jpg;https://cdn.entero.ru/mp@2x/d3/c6/d3c65d92a8caf2b88ff3dc6ee975410a.jpg;https://cdn.entero.ru/mp@2x/47/df/47dff3070fb41e8afae73057dd3c1d6a.jpg,Витрина для мороженого Lida Junior (1370х1170х1250 мм),"Junior 1,3",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231391,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231391""><b class=""b""> Lida Junior</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным гнутым стеклом. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный блок управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",231391,от -20 до -14 °С,220 В,1370 мм,1170 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339128/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Junior.pdf;https://entero.ru/manuals/398801/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,,,,напольная,,12 шт.,,"GN 1/3, 360х165 мм"
https://cdn.entero.ru/mp@2x/5e/96/5e96bb81325cc6959820faf82d4e1408.jpg;https://cdn.entero.ru/mp@2x/b8/a8/b8a8b389a0b76c889fc4dd0e62be4e94.jpg;https://cdn.entero.ru/mp@2x/6f/73/6f734a28516fe49d6815a77851c99081.jpg;https://cdn.entero.ru/mp@2x/14/a1/14a1f998d6bbc1f55f6c0c26fdf0b75d.jpg;https://cdn.entero.ru/mp@2x/ef/63/ef63b43fe36be0b7d2852b9e0b3d0f0d.jpg;https://cdn.entero.ru/mp@2x/43/a6/43a6e3c8cd968eb159729fc32c5715ed.jpg;https://cdn.entero.ru/mp@2x/9d/3b/9d3b3d9bb7d378ed1f4f3e6c5e09a299.jpg,Витрина для мороженого Lida Junior (1570х1170х1250 мм),"Junior 1,5",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231392,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231392""><b class=""b""> Lida Junior</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным гнутым стеклом. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный блок управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",231392,от -20 до -14 °С,220 В,1570 мм,1170 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339131/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Junior.pdf;https://entero.ru/manuals/398802/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.pdf,,,,напольная,,14 шт.,,"GN 1/3, 360х165 мм"
https://cdn.entero.ru/mp@2x/45/3d/453d72390b259d449c0cd300ea456fd6.jpg;https://cdn.entero.ru/mp@2x/45/12/4512bcd92e811a3ba8642f855b599ce2.jpg;https://cdn.entero.ru/mp@2x/b8/88/b888c603706069e4e46d7c6b28a69cf8.jpg;https://cdn.entero.ru/mp@2x/6c/8c/6c8cb1bc73f7fbc2733b47b1a1ee0627.jpg;https://cdn.entero.ru/mp@2x/98/b5/98b592439f76d9f7251efc40f93de660.jpg;https://cdn.entero.ru/mp@2x/d7/21/d7217ad4b4a145c16d4c8664f8956d80.jpg;https://cdn.entero.ru/mp@2x/4b/56/4b56b29dd418d8a19dc5ab0dd0115be9.jpg;https://cdn.entero.ru/mp@2x/23/d3/23d34d1a59e6ea416e90ed103b690c58.jpg,Витрина для мороженого Lida Junior Lightbox (1370х1170х1250 мм),"Junior Lightbox 1,3",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231431,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231431""><b class=""b""> Lida Junior Lightbox</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным гнутым стеклом. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный блок управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Нижний световой короб (Lightbox) </li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого цвета и размера.</span></em></p>",231431,от -20 до -14 °С,220 В,1370 мм,1170 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339124/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Junior%20Lightbox.pdf,,,,напольная,,12 шт.,,GN 1/3
https://cdn.entero.ru/mp@2x/51/0f/510f4ed81b541f6923c46ea16c879380.jpg;https://cdn.entero.ru/mp@2x/96/38/9638d962fe4432f933ae551163c78fbf.jpg;https://cdn.entero.ru/mp@2x/21/6b/216bebb51f07e3c3df36916a91c19679.jpg;https://cdn.entero.ru/mp@2x/55/32/5532ee24ae619855dc9ec2540cc63b70.jpg;https://cdn.entero.ru/mp@2x/60/81/60810d30560afd4aa810a28f0637adec.jpg;https://cdn.entero.ru/mp@2x/30/08/3008010994eb14e8239b3530d3540bb5.jpg;https://cdn.entero.ru/mp@2x/d4/4d/d44d8a338bcebf3499fa53c331edf81a.jpg;https://cdn.entero.ru/mp@2x/59/e7/59e7cb82099209ff67dd2469d051bae1.jpg,Витрина для мороженого Lida Junior Lightbox (1570х1170х1250 мм),"Junior Lightbox 1,5",0,RUB,Нет,Lida,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/231433,"<p>Витрина для мороженого<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231433""><b class=""b""> Lida Junior Lightbox</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена светодиодной подсветкой, рамкой для гастроемкостей и фронтальным гнутым стеклом. Рабочая поверхность продавца выполнена из нержавеющей стали, наружные и внутренние поверхности из оцинкованной стали, покрытые порошковой эмалью, ночные шторки - из оргстекла в профиле.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Испаритель собственного производства с ТРВ с оттайкой ТЭНами</li>
<li>Электронный блок управления</li>
<li>Холодильный агрегат на базе компрессора Aspera</li>
<li>Комплект для отвода конденсата</li>
<li>Динамическое охлаждение</li>
<li>Нижний световой короб (Lightbox) </li>
<li>Электронная регулировка скорости вращения вентиляторов</li>
<li>Цвет на выбор</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колеса</li>
<li>Выпариватель конденсата</li>
<li>Розетка</li>
<li>Дополнительное внутреннее освещение</li>
<li>Облицовочные элементы любого цвета по каталогу RAL</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого цвета и размера.</span></em></p>",231433,от -20 до -14 °С,220 В,1570 мм,1170 мм,1250 мм,,Россия,,,0,https://entero.ru/manuals/339125/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lida%20Junior%20Lightbox.pdf,,,,напольная,,14 шт.,,GN 1/3
