Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Гастронормированная,Вес (с упаковкой),Потребляемая мощность,Тип гастроемкости,Ширина (в упаковке),Глубина (в упаковке),Высота (в упаковке),Вместимость гастроемкостей,Охлаждение,Количество полок,Холодильный агрегат,Экспозиц. площадь
https://cdn.entero.ru/mp@2x/c6/a1/c6a16981cfc05dad216095083a764fc9.jpg,Витрина холодильная Cooleq CW-100,D9938,43875,RUB,Да,Cooleq,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/163168,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163168"">Cooleq CW-100</a></b> предназначена для демонстрации, охлаждения и кратковременного хранения продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена 2 регулируемыми по высоте хромированными полками и LED-подсветкой. </p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Цифровой терморегулятор </li>
<li>Датчик разморозки</li>
<li>Хладагент: R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вес хладагента: 90 г</li>
<li>Мощность одной лампы: 0,144 кВт</li>
</ul>",163168,от 0 до 12 °С,220 В,0.16 кВт,682 мм,450 мм,675 мм,43 кг,Китай,1,756x524x760 мм,0,https://entero.ru/manuals/189758/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20CW-100.pdf;https://entero.ru/manuals/483028/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,47690,,39 кг,универсальная,100 л,,,,,,,,,динамическое,2,встроенный,
https://cdn.entero.ru/mp@2x/a5/a2/a5a22f56be2cf869c764fdfb78ba6bb6.jpg,Витрина холодильная HICOLD VRTU 1485 к PZE3 (1/3),190364,52913,RUB,Да,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/129315,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129315""><b class=""b"">HICOLD VRTU 1485</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена крышкой и специальным креплением для стола. Изделие выполнено из нержавеющей стали.</p>

<p>Витрина совместима с холодильным столом <a href=""http://entero.ru/item/62562"">PZE3-111/GN</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>5x GN 1/3</li>
<li>1х GN 1/2</li>
</ul>
</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с ножками.</span></em></p>",129315,от 2 до 7 °С,220 В,0.15 кВт,1485 мм,385 мм,279 мм,25 кг,Россия,1,1560x580x550 мм,17,https://entero.ru/manuals/292991/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTU%201485%20%D0%BA%20PZE3.pdf;https://entero.ru/manuals/447388/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20VRTU%201485%20%D0%BA%20PZE3%20%281_3%29.pdf;https://entero.ru/manuals/447390/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/447391/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,55698,,,для ингредиентов,57 л,Да,,,,,,,,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/96/a3/96a370ebb114cd7f4769f2de28846b3f.jpg,Витрина холодильная HICOLD VRTG 1390 (1/3),VRTG 2 / 284241 / 190337,62325,RUB,Да,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/53130,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53130""><b class=""b"">HICOLD VRTG 1390</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена стеклянной надстройкой и ножками. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем с упаковкой: 0,51 м<sup>3</sup></li>
</ul>",53130,от 2 до 7 °С,220 В,0.15 кВт,1390 мм,385 мм,459 мм,71 кг,Россия,1,1560x540x580 мм,0,https://entero.ru/manuals/292948/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTG%201390.pdf;https://entero.ru/manuals/449658/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/449659/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,64922,,,для ингредиентов,52 л,Да,,,GN 1/3,,,,6,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/1b/5d/1b5ddafc888e02f734d751e15a06a4c8.jpg,Витрина холодильная Cooleq CW-58 BLACK,Витрина холодильная Cooleq CW-58 BLACK,28746,RUB,Да,Cooleq,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/283495,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283495""><b class=""b"">Cooleq CW-58</b></a> предназначена для демонстрации, охлаждения и кратковременного хранения продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена регулятором температуры, замком, 2 полками и LED-подсветкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li><b>​</b>Хладагент: R600a </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рамзер полок: 365x307 мм</li>
<li>Вес хладагента: 40 гр</li>
<li>Цвет корпуса: черный</li>
</ul>",283495,от 0 до 12 °С,220 В,0.18 кВт,428 мм,386 мм,810 мм,32 кг,Китай,1,475x440x880 мм,0,https://entero.ru/manuals/414855/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20CW-58%20BLACK.pdf;https://entero.ru/manuals/415932/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Cooleq%20CW-58%20BLACK.doc;https://entero.ru/manuals/483029/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,30 кг,для напитков,58 л,,,,,,,,,динамическое,2,встроенный,
https://cdn.entero.ru/mp@2x/5b/c0/5bc033552d3ea38b781fff5040e85e45.jpg,Витрина холодильная Cooleq CW-120S,D9936,67341,RUB,Да,Cooleq,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/163166,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163166"">Cooleq CW-120S</a></b> предназначена для демонстрации, охлаждения и кратковременного хранения продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена замком, 2 регулируемыми по высоте хромированными полками и LED-подсветкой. </p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Хладагент: R600a</li>
<li>Гладкая поверхность внизу </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вес хладагента: 600 г</li>
<li>Размер полок: 313х629 / 355х629 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",163166,от 0 до 12 °С,220 В,0.23 кВт,702 мм,568 мм,686 мм,60 кг,Китай,1,773x627x735 мм,0,https://entero.ru/manuals/189755/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20CW-120S.pdf;https://entero.ru/manuals/483024/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,73197,,57 кг,универсальная,120 л,,,,,,,,,динамическое,2,встроенный,
https://cdn.entero.ru/mp@2x/d0/ec/d0ec6655c6cd63db17e37f3cab66aa87.jpg,Витрина холодильная VIATTO VA-RT-78W белая,Витрина холодильная VIATTO VA-RT-78W белая,35244,RUB,Да,VIATTO,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/173505,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173505""><b class=""b"">VIATTO VA-RT-78W</b></a> предназначена для демонстрации, охлаждения и кратковременного хранения продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена цифровым контроллером температуры, 4 прозрачными стенками из двойного стекла и 3 регулируемыми по высоте полками. </p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>LED-подсветка</li>
<li>Хладагент R600а</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>Полка: до 20 банок 330 мл</li>
<li>Витрина: до 80 банок 330 мл</li>
</ul>
</li>
<li>Потребление электроэнергии: 2,68 кВт/сутки</li>
<li>Цвет корпуса: белый</li>
</ul>",173505,от 0 до 12 °С,220 В,0.18 кВт,428 мм,386 мм,960 мм,36 кг,Китай,1,475x432x1038 мм,98,https://entero.ru/manuals/408909/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-RT-78W.pdf;https://entero.ru/manuals/408910/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/293195/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/463862/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463863/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-RT-78W%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F.xlsx,37099,,33.8 кг,универсальная,78 л,,,,,,,,,динамическое,3,встроенный,
https://cdn.entero.ru/mp@2x/53/66/53667da9a77c09e940aeebf03bc0cfb0.jpg;https://cdn.entero.ru/mp@2x/31/67/3167899389c1c70bd57751b669cfd934.jpg,"Витрина холодильная Carboma A37 SM 1,0-1 (ВХСв-1,0 суши-кейс) (4 GN 1/3)","ВС783 А37 SM 1,0-1 Sushi (ВХСв-1,0 Carboma cуши-кейс)",40883,RUB,Да,Carboma,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/32125,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32125""><b class=""b"">Carboma A37 SM 1,0-1 (ВХСв-1,0 суши-кейс)</b></a> используется на предприятиях общественного питания и торговли для кратковременного хранения роллов, суши, сашими и других популярных японских блюд. Модель оснащена специальным зеленым ковриком и регулируемыми ножками высотой от 20 до 35 мм. Экспозиционная поверхность выполнена из шлифованной нержавеющей стали, ночные шторки - из оргстекла.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Холодильный агрегат: Electrolux</li>
<li>Верхний и нижний испаритель для равномерного распределения воздуха снизу и сверху</li>
<li>Хладагент: R134a</li>
<li>Климатический класс: 3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 4x GN 1/3 глубиной 40 мм</li>
<li>Экспозиционная площадь: 0,21 м<sup>2</sup></li>
<li>Полезный объем: 0,01 м<sup>3</sup></li>
<li>Потребляемая мощность: 3,3 кВт/сутки</li>
<li>Максимальная температура окружающей среды: 25 °С</li>
<li>Максимальная относительная влажность окружающей среды: 60%</li>
<li>Габариты в упаковке: 1110х390х300 мм</li>
<li>Объём упаковки: 0,13 м<sup>3</sup></li>
<li>Цвет: коричневый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",32125,от 2 до 10 °С,220 В,,1090 мм,370 мм,295 мм,35 кг,Россия,1,1110x390x300 мм,0,https://entero.ru/manuals/107591/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carboma%20A37%20SM%201_0-1%20%28%D0%92%D0%A5%D0%A1%D0%B2-1_0%20%D1%81%D1%83%D1%88%D0%B8-%D0%BA%D0%B5%D0%B9%D1%81%29.pdf;https://entero.ru/manuals/139677/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Carboma%20A37%20SM%201_0-1%20%28%D0%92%D0%A5%D0%A1%D0%B2-1_0%20%D1%81%D1%83%D1%88%D0%B8-%D0%BA%D0%B5%D0%B9%D1%81%29.doc;https://entero.ru/manuals/70668/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Carboma%20A37%20SM%201_0-1%20%28%D0%92%D0%A5%D0%A1%D0%B2-1_0%20%D1%81%D1%83%D1%88%D0%B8-%D0%BA%D0%B5%D0%B9%D1%81%29.jpg;https://entero.ru/manuals/486780/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/486781/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B9.pdf;https://entero.ru/manuals/486782/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,33 кг,для готовых блюд,,,,0.1375 кВт/ч,GN 1/3,,,,4,статическое,,встроенный,805x305 мм
https://cdn.entero.ru/mp@2x/ee/fe/eefeb91f264c8c8964a61935590ac518.jpg;https://cdn.entero.ru/mp@2x/af/2a/af2a80be02388215ad2b2ab54ada58c8.jpg;https://cdn.entero.ru/mp@2x/c1/1f/c11f1a479145e781835bf889da343e18.jpg;https://cdn.entero.ru/mp@2x/11/d1/11d1a83c36e6079a5e87f3256861245f.jpg,"Витрина холодильная Carboma Azha AC38 SM 1,0-11 AZHA с полкой","Azha AC38 SM 1,0-11",49781,RUB,Да,Carboma,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/216463,"<p>Настольная холодильная витрина​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216463""><b class=""b"">Carboma AC38 SM 1,0-11 AZHA </b></a>используется на предприятиях общественного питания и торговли для охлаждения, кратковременного хранения, демонстрации и продажи полуфабрикатов, молочных продуктов, салатов, кондитерских и других гастрономических изделий. Модель оснащена съемной внутренней полкой и внешней полкой с боковыми бортами для размещения неохлаждаемой продукции и принадлежностей. Каркас выполнен из стали с антикоррозийным покрытием, зона выкладки – из нержавеющей стали, остекление купола и полка – из закаленного стекла высокой степени прозрачности, термоизоляция – из пенополиуретана.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><strong>Особенности:</strong></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Компрессор европейского производства</li>
<li>Микропроцессорный блок управления Carel с цифровой индикацией температуры</li>
<li>Оттайка естественными теплопритоками</li>
<li>Экологически безопасный хладагент R660a</li>
<li>Экономичная светодиодная подсветка внутреннего объема</li>
<li>Энергосберегающие раздвижные шторки</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Модульная совместимость с аналогичными моделями серии для стыковки в линию</li>
<li>Прочные износостойкие материалы исполнения для длительного срока эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 12 до 25 °C </li>
<li>Максимальная относительная влажность: 60%</li>
</ul>
</li>
<li>Суточное энергопотребление: 2,5 кВт⋅ч</li>
<li>Экспозиционная площадь: 0,21 м²</li>
<li>Глубина полок: 165 мм</li>
<li>Высота внешней полки: 400 мм</li>
<li>Глубина зоны выкладки: 305 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Гастроёмкости GN1/3 из нержавеющей стали (325х176х40 мм), 4 шт.</li>
</ul>

<p><span style=""color:#FF0000;""><em>Внимание! На фото аналогичная модель другого размера.</em></span></p>",216463,от 0 до 8 °С,220 В,,1090 мм,370 мм,500 мм,72 кг,Россия,1,1395x540x740 мм,0,https://entero.ru/manuals/256250/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carboma%20AC38%20SM%201_0-11%20AZHA.pdf;https://entero.ru/manuals/256252/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Carboma%20AC38%20SM%201_0-11%20AZHA.jpg;https://entero.ru/manuals/486738/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/486739/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B9.pdf;https://entero.ru/manuals/486740/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,53528,,34 кг,универсальная,10 л,,,,GN 1/3,,,,4,статическое,1,встроенный,
https://cdn.entero.ru/mp@2x/59/85/59858448dd49bece8ac125327b9d2328.jpg,Витрина холодильная HICOLD VRTU 1485 (1/3),VRTU 3 / 284245 / 190191,53170,RUB,Да,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/73974,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73974""><b class=""b"">HICOLD VRTU 1485</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена крышкой и ножками. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>5х GN 1/3</li>
<li>1х GN 1/2</li>
</ul>
</li>
<li>Объем с упаковкой: 0,53 м<sup>3</sup></li>
</ul>",73974,от 2 до 7 °С,220 В,0.15 кВт,1485 мм,385 мм,279 мм,36 кг,Россия,1,1660x570x550 мм,0,https://entero.ru/manuals/292874/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTU%201485.pdf;https://entero.ru/manuals/449524/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/449525/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,55968,,,для ингредиентов,57 л,Да,,,"GN 1/2, GN 1/3",,,,,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/72/af/72afaa392b6624ce69a71fa9036709be.jpg,"Витрина холодильная Carboma A37 SM 1,5-1 (ВХСв-1,5) (6 GN 1/3)","А37 SM 1,5-1 (ВХСв-1,5 Carboma) (под 6 гастроемкостей)",57312,RUB,Да,Carboma,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/32128,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32128"">Carboma A37 SM 1,5-1 (ВХСв-1,5) (6 GN 1/3)</a> </b>на предприятиях общественного питания и торговли предназначена для демонстрации, охлаждения и кратковременного хранения мясной продукции, птицы, салатов, суши, бутербродов и десертов. Модель оснащена регулируемыми ножками высотой от 20 до 35 мм. Экспозиционная поверхность выполнена из шлифованной нержавеющей стали, ночные шторки - из оргстекла.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Холодильный агрегат: Electrolux</li>
<li>Хладагент: R134a</li>
<li>Климатический класс: 3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6x GN 1/3 глубиной 40 мм</li>
<li>Экспозиционная площадь: 0,32 м<sup>2</sup></li>
<li>Полезный объем: 0,016 м<sup>3</sup></li>
<li>Потребляемая мощность: 2,7 кВт/сутки</li>
<li>Максимальная температура окружающей среды: 25 °С</li>
<li>Максимальная относительная влажность окружающей среды: 60%</li>
<li>Габариты в упаковке: 1520х390х300 мм</li>
<li>Объём упаковки: 0,18 м<sup>3</sup></li>
<li>Цвет: коричневый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",32128,от 0 до 8 °С,220 В,0.2 кВт,1440 мм,370 мм,285 мм,39 кг,Россия,1,1520x390x300 мм,0,https://entero.ru/manuals/107596/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carboma%20A37%20SM%201_5-1%20%28%D0%92%D0%A5%D0%A1%D0%B2-1_5%29.pdf;https://entero.ru/manuals/139685/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Carboma%20A37%20SM%201_5-1%20%28%D0%92%D0%A5%D0%A1%D0%B2-1_5%29.doc;https://entero.ru/manuals/70670/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Carboma%20A37%20SM%201_5-1%20%28%D0%92%D0%A5%D0%A1%D0%B2-1_5%29.jpg;https://entero.ru/manuals/486788/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/486789/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B9.pdf;https://entero.ru/manuals/486790/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,62296,,37 кг,для готовых блюд,,Да,,0.1125 кВт/ч,GN 1/3,,,,6,статическое,,встроенный,1260x305 мм
https://cdn.entero.ru/mp@2x/9d/d3/9dd3460a82813a367d472992ba3de4bf.jpg,Витрина холодильная Cooleq CW-70,Витрина холодильная Cooleq CW-70,29605,RUB,Да,Cooleq,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/58790,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58790"">Cooleq CW-70</a></b> предназначена для демонстрации, охлаждения и кратковременного хранения продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена регулятором температуры, замком, 3 регулируемыми по высоте хромированными полками и LED-подсветкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Динамическое охлаждение</a></li>
<li>Климатический класс: N</li>
<li><b>​</b>Хладагент: R134a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность ламп: 1,4 Вт</li>
<li>Количество хладагента: 70 гр</li>
</ul>",58790,от 0 до 12 °С,220 В,0.18 кВт,428 мм,386 мм,885 мм,35 кг,Китай,1,470x435x935 мм,0,https://entero.ru/manuals/53351/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Cooleq%20CW-70.pdf;https://entero.ru/manuals/53352/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20CW-70.pdf;https://entero.ru/manuals/483022/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,32.5 кг,для напитков,68 л,,,,,,,,,динамическое,3,встроенный,
