Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Длина планки,Двойная запайка
https://cdn.entero.ru/mp@2x/a9/6c/a96c59a771a0f64d74491757911625a9.jpg;https://cdn.entero.ru/mp@2x/0a/47/0a4791e3f7110b70822acd9f13eb3bab.jpg,Упаковщик вакуумный Profi Cook PC-VK 1080,Упаковщик вакуумный Profi Cook PC-VK 1080,9447,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/149273,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149273"">Profi Cook PC-VK 1080</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах для увеличения срока хранения. Модель оснащена панелью управления со световыми индикаторами. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 10 пакетов 220х300 мм и 8 пакетов 280х400 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью автоматический </li>
<li>4-х ступенчатая регулировка вакуума</li>
<li>Широкий сварной шов</li>
<li>Канал для сбора остаточной влаги</li>
<li>Используется со стандартными рулонами и пакетами из структурированной пленки</li>
<li>Упакованные продукты подходят для приготовления методом су-вид</li>
<li>Пакеты подходят для использования в СВЧ печи</li>
<li>Перемотка кабеля</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 12 л/мин.</li>
</ul>",149273,настольный,,0.12 кВт,380 мм,155 мм,63 мм,,,,0,https://entero.ru/manuals/177182/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-VK%201080.pdf,13306,,,,Китай,300 мм,
https://cdn.entero.ru/mp@2x/28/a0/28a0dd7033c20cd8e96a9582a10c8a99.jpg;https://cdn.entero.ru/mp@2x/b6/7a/b67a0527f2840b24ba325f30d92519ae.jpg;https://cdn.entero.ru/mp@2x/fc/db/fcdb1eedad14405c6431244aedbd89c9.jpg;https://cdn.entero.ru/mp@2x/50/f3/50f3219297a99bb0cf5e2068d47d80ad.jpg,Упаковщик вакуумный Profi Cook PC-VK 1146,Упаковщик вакуумный Profi Cook PC-VK 1146,10203,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/169861,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169861"">Profi Cook PC-VK 1146</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах для увеличения срока хранения. Модель оснащена сенсорной панелью управления со светодиодными индикаторами. Корпус выполнен из пластика и нержавеющей стали.</p>

<p>В комплект поставки входят 10 пакетов размером 220x300 мм и 8 пакетов размером 280х400 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4-х ступенчатая регулировка вакуума</li>
<li>Режим для влажных продуктов</li>
<li>Режим для мягких продуктов</li>
<li>Кнопка Стоп</li>
<li>Широкий сварной шов</li>
<li>Электронный контроль температуры шва</li>
<li>Съемная вакуумная камера для сбора жидкости</li>
<li>Используется со стандартными рулонами и пакетами из структурированной пленки</li>
<li>Упакованные продукты подходят для приготовления методом су-вид</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 12 л/мин.</li>
<li>Вакуум: 0,8 бар</li>
</ul>",169861,настольный,,0.12 кВт,375 мм,160 мм,75 мм,,,,0,https://entero.ru/manuals/195774/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-VK%201146.pdf,10740,,1.5 кг,,Китай,300 мм,
https://cdn.entero.ru/mp@2x/d5/4a/d54ab0c34003622dabbb516b950a2008.jpg;https://cdn.entero.ru/mp@2x/1f/92/1f92effc7877c7c1fa5e3a574d8e951d.jpg;https://cdn.entero.ru/mp@2x/ec/38/ec3860fdf15cba0c41224594e4a9bf24.jpg;https://cdn.entero.ru/mp@2x/ed/ea/edeae9985299e902974a44d83c6cf811.jpg;https://cdn.entero.ru/mp@2x/20/dc/20dc772947ce5f47632b6ad4c674d973.jpg;https://cdn.entero.ru/mp@2x/67/9e/679e5187ce96bab60a413155f27a93e0.jpg;https://cdn.entero.ru/mp@2x/78/3e/783e2a159abbb7946b0a667e79376782.jpg;https://cdn.entero.ru/mp@2x/57/2c/572cc558c7d6a2fbab91f0fba1896867.jpg;https://cdn.entero.ru/mp@2x/ae/03/ae039e187a9a22ac09bbf95af51c7b24.jpg;https://cdn.entero.ru/mp@2x/87/94/87942765fd02d605801624dad9224f4f.jpg;https://cdn.entero.ru/mp@2x/15/87/1587e9351b9cb6b167a77dc201ad40f1.jpg,Набор для вакуумной упаковки CASO Vacu OneTouch Eco-Set,Набор для вакуумной упаковки CASO Vacu OneTouch Eco-Set,10932,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/188373,"<p>Набор для вакуумной упаковки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188373"">CASO Vacu OneTouch Eco-Set</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах или контейнерах для увеличения срока хранения. Корпус вакуумного упаковщика выполнен из пластика, контейнеры - из термостойкого стекла, крышки - из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Ручной вакуумный упаковщик</li>
<li>10 ZIP-пакетов (200х230 мм - 5 шт., 260х230 мм - 3 шт., 260х350 мм - 2 шт.)</li>
<li>3 вакуумных контейнера (500 мл - 2 шт., 1500 мл - 1 шт.)</li>
<li>2 ZIP Lockers</li>
<li>Кабель для зарядки USB Type-C</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Вакуумный упаковщик:
<ul>
<li>Управление одной рукой</li>
<li>Питание от литий-ионного аккумулятора</li>
<li>Можно работать во время зарядки</li>
<li>Автоматическая остановка при достижении вакуума</li>
<li>Автоматическая остановка через 2 мин. при случайном включении</li>
<li>Съемный уплотнитель для легкой очистки</li>
<li>Компактный размер</li>
</ul>
</li>
<li>Вакуумные контейнеры:
<ul>
<li>Индикатор даты на крышке (число, месяц)</li>
<li>Можно использовать в микроволновой печи</li>
<li>Можно использовать в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 3 л/мин.</li>
<li>Вакуум: 0,4 бар</li>
<li>Время работы от аккумулятора: до 150 мин.</li>
<li>Температура использования стеклянных контейнеров: от -18 до 350 °С</li>
</ul>",188373,ручной,,,45 мм,45 мм,195 мм,,,,0,https://entero.ru/manuals/219081/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Vacu%20OneTouch%20Eco-Set.pdf,11755,,0.24 кг,Германия,Китай,,
https://cdn.entero.ru/mp@2x/94/51/9451f45a5ca793d01bdb3f635d4ef650.jpg;https://cdn.entero.ru/mp@2x/57/e4/57e4e2eed7787d71ac3710842ee38745.jpg;https://cdn.entero.ru/mp@2x/ae/3f/ae3ff3756408de2f1579a53ae2734900.jpg;https://cdn.entero.ru/mp@2x/70/f9/70f938ced6ef2a3a7f8797410a92c945.jpg;https://cdn.entero.ru/mp@2x/57/08/57089d7e49dde2b1bcfde57e7ab0c086.jpg;https://cdn.entero.ru/mp@2x/1d/d9/1dd9cccf9c5945d383bb2943b53d6a79.jpg;https://cdn.entero.ru/mp@2x/88/15/8815a491d3b559d0ffe32ded633d0802.jpg;https://cdn.entero.ru/mp@2x/c0/a2/c0a2e1baa5bdb5edd94c89046388753f.jpg;https://cdn.entero.ru/mp@2x/e2/34/e234a5823fe55a2e13db09ebb4c51192.jpg;https://cdn.entero.ru/mp@2x/01/d4/01d412a22a836d8ca2f73a6208da8073.jpg,Упаковщик вакуумный CASO GourmetVAC 180,Упаковщик вакуумный CASO GourmetVAC 180,11651,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/176629,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176629"">CASO GourmetVAC 180</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах или контейнерах для увеличения срока хранения. Модель оснащена поршневым насосом, мощным двигателем и запатентованной удобной ручкой запирания крышки. Корпус выполнен из пластика.</p>

<p>В комплект поставки входят переходник для контейнеров и 10 пакетов 200x300 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры сварного шва</li>
<li>Режимы:
<ul>
<li>Ручная запайка</li>
<li>Автоматическое вакуумирование и запайка</li>
</ul>
</li>
<li>Кнопка Стоп</li>
<li>Двойной сварочный шов</li>
<li>Откачивание воздуха из контейнеров</li>
<li>Низкий уровень шума при работе</li>
<li>Съемная вакуумная камера для сбора жидкости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 9 л/мин.</li>
</ul>",176629,настольный,,0.12 кВт,400 мм,180 мм,90 мм,,,,0,https://entero.ru/manuals/205509/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20GourmetVAC%20180%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,12136,,1.8 кг,Германия,Китай,300 мм,Да
https://cdn.entero.ru/mp@2x/9d/fe/9dfe07ee8a5aed3fef08eb55a723ec93.jpg;https://cdn.entero.ru/mp@2x/1a/ca/1aca143df16f2c25141c88deee7c5d86.jpg;https://cdn.entero.ru/mp@2x/70/e1/70e10b6e09f74cfcdaad41b871336c00.jpg;https://cdn.entero.ru/mp@2x/ba/12/ba1225ae1cfa1b1a942889ae723742d6.jpg,Упаковщик вакуумный Rommelsbacher VAC 285,Упаковщик вакуумный Rommelsbacher VAC 285,14426,RUB,Да,Rommelsbacher,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/116781,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116781"">Rommelsbacher VAC 285</a></b> используется в квартирах, частных домах, кафе и ресторанах для упаковки в вакуум различных продуктов в пакетах или контейнерах для увеличения срока хранения. Модель оснащена панелью управления с функциональными клавишами и световыми индикаторами, функциями автоматических и ручных вакуумирования и герметизации и смотровым окном для контроля правильного положения пакета в приборе. Прибор имеет cтильный современный дизайн, удобен и прост в использовании.</p>

<p>В комплект поставки входят 10 пакетов, шланг для вакуумирования контейнеров и резак.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное управление одной рукой</li>
<li>Откачка воздуха до 97%</li>
<li>Электронный контроль температуры</li>
<li>2 установки времени</li>
<li>Высококачественный поршневой насос</li>
<li>Отсек для сетевого шнура</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Производительность: 9 л/мин.</li>
<li>Толщина шва: 2,5 мм</li>
<li>Цвет: черный / серебристый</li>
</ul>",116781,настольный,,0.11 кВт,410 мм,180 мм,125 мм,,,,0,https://entero.ru/manuals/117402/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Rommelsbacher%20VAC%20285%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/117401/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20VAC%20285%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,1.6 кг,Германия,,300 мм,
https://cdn.entero.ru/mp@2x/52/16/521600ce90e933bd9f24341b8400c0a6.jpg;https://cdn.entero.ru/mp@2x/53/12/53127401070b0b4286c485d7cef975ff.jpg;https://cdn.entero.ru/mp@2x/b8/29/b8297b733fd558f8728513db4f59ca8b.jpg;https://cdn.entero.ru/mp@2x/7f/12/7f1276aed6c63d3c9dbb835149ec25ec.jpg;https://cdn.entero.ru/mp@2x/90/23/9023ff9192a9590f57fae90854e5e62b.jpg,Упаковщик вакуумный Steba VK 12,Упаковщик вакуумный Steba VK 12,15376,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/168482,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168482"">Steba VK 12</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах или контейнерах для увеличения срока хранения. Модель оснащена панелью управления с индикаторами режимов работы. Корпус выполнен из пластика и нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры шва</li>
<li>Автоматический режим вакуумирования</li>
<li>Режим для влажный продуктов</li>
<li>Импульсный режим</li>
<li>Кнопка Стоп</li>
<li>Двойной сварной шов</li>
<li>Вакуумирование в контейнерах</li>
<li>Запирание крышки ручкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 12 л/мин.</li>
<li>Вакуум: 0,8 бар</li>
</ul>",168482,настольный,,0.12 кВт,400 мм,185 мм,100 мм,,,,0,https://entero.ru/manuals/194478/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VK%2012%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,16533,,2 кг,Германия,Китай,300 мм,Да
https://cdn.entero.ru/mp@2x/14/98/1498c9fb4bafca0d3280b4bdbafd71a0.jpg;https://cdn.entero.ru/mp@2x/6f/9a/6f9a863546ff04d3983add054a8f7c60.jpg;https://cdn.entero.ru/mp@2x/0e/82/0e82192c7923c3277b0ce7b01c94c28e.jpg,Упаковщик вакуумный CASO VC 200,Упаковщик вакуумный CASO VC 200,16113,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/94238,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94238"">CASO VC 200</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах или контейнерах для увеличения срока хранения. Модель оснащена электронной панелью управления и встроенным резаком для пленки. Корпус выполнен из пластика, съемная крышка - из нержавеющей стали.</p>

<p>В комплект поставки входят переходник для контейнеров и 2 рулона пленки (220x3 мм, 280x3 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры сварного шва</li>
<li>Кнопка остановки насоса для упаковки нежных продуктов</li>
<li>Двойной шов</li>
<li>Съемная вакуумная камера для сбора жидкости</li>
<li>Съемный контейнер для рулона</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 12 л/мин.</li>
</ul>",94238,настольный,,0.12 кВт,390 мм,245 мм,90 мм,,,,0,https://entero.ru/manuals/83317/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20VC%20200%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239983&hd=2&autoplay=0,1.9 кг,Германия,Китай,300 мм,Да
https://cdn.entero.ru/mp@2x/0d/f2/0df282437fe6df6a08714ea6e0dfb8f7.jpg;https://cdn.entero.ru/mp@2x/56/4a/564aae9123ad2ea12f7e0bdc6b83173f.jpg;https://cdn.entero.ru/mp@2x/92/68/92687c291a6319dd150bca6778833199.jpg;https://cdn.entero.ru/mp@2x/cc/56/cc56b04cb5a3358b06722c6278b7acdb.jpg;https://cdn.entero.ru/mp@2x/bd/42/bd429e2b9a96738b2811f5ef306ccbdb.jpg;https://cdn.entero.ru/mp@2x/0b/e1/0be185c034a79147c8e04c92e828883d.jpg,Упаковщик вакуумный CASO VRH 490,VRH 490 advanced,16113,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/129478,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129478"">CASO VRH 490</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах или контейнерах для увеличения срока хранения. Модель оснащена передней панелью из нержавеющей стали со светодиодными индикаторами и удобной ручкой. Корпус выполнен из пластика.</p>

<p>В комплект поставки входят переходник для контейнеров и 10 пакетов 20x30 см.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры сварного шва</li>
<li>Выбор режима сварки для сухих или влажных продуктов</li>
<li>Регулируемая сила вакуума</li>
<li>Импульсный режим</li>
<li>Двойной сварочный шов</li>
<li>Съемная вакуумная камера для сбора жидкости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 12 л/мин.</li>
<li>Вакуум: 0,8 бар</li>
</ul>",129478,настольный,,0.11 кВт,400 мм,100 мм,175 мм,,,,0,https://entero.ru/manuals/143278/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20VRH%20490.pdf,16784,,2 кг,Германия,Китай,300 мм,Да
https://cdn.entero.ru/mp@2x/cf/ae/cfae0c90ab132b5bec39c3c210b322dc.jpg;https://cdn.entero.ru/mp@2x/6d/03/6d03a8a4d0cb149d6efecca7424550df.jpg;https://cdn.entero.ru/mp@2x/22/bf/22bf5d8c78787cc4200dc409007f31d8.jpg;https://cdn.entero.ru/mp@2x/5a/3a/5a3ad5703ef7da8a63213dc80b732bae.jpg,Упаковщик вакуумный CASO GourmetVAC 380,Упаковщик вакуумный CASO GourmetVAC 380,18300,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/104692,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104692"">CASO GourmetVAC 380</a> </b>используется в частных домах, квартирах, отелях и офисах для упаковки в вакуум мяса, рыбы, овощей, фруктов и домашних заготовок в пакетах или контейнерах для увеличения срока хранения. Модель оснащена поршневым насосом, мощным двигателем, встроенным резаком для пленки и запатентованной удобной ручкой запирания крышки.</p>

<p>В комплект поставки входят переходник для контейнеров и рулоны 20x300 и 30x300 см.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры сварного шва</li>
<li>Регулируемое время сварки для влажных и маринованных продуктов</li>
<li>Режимы: ручное уплотенение, автоматическое вакуумирование и запайка</li>
<li>Регуируемая бесступенчатая вакуумная прочность для чувствительных продуктов</li>
<li>Импульсный режим</li>
<li>Двойной сварочный шов</li>
<li>Светодиодный индикатор режима работы</li>
<li>Откачивание воздуха из контейнеров</li>
<li>Низкий уровень шума при работе</li>
<li>Съемная вакуумная камера для сбора жидкости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 15 л/мин.</li>
</ul>",104692,настольный,,0.16 кВт,410 мм,200 мм,102 мм,,,,0,https://entero.ru/manuals/94994/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20GourmetVAC%20380%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,19677,,2.2 кг,Германия,Китай,300 мм,Да
https://cdn.entero.ru/mp@2x/d8/c5/d8c514c9738ba9ce365ff21d104fb232.jpg;https://cdn.entero.ru/mp@2x/f2/fb/f2fb88b569e31ee09daf3987a8fcb14d.jpg;https://cdn.entero.ru/mp@2x/aa/ed/aaed7c09bee2b5e0c560385f68576b1e.jpg;https://cdn.entero.ru/mp@2x/16/9f/169f6c045f69f93f7a8a712a4d10a22d.jpg;https://cdn.entero.ru/mp@2x/b7/fc/b7fc6ca464271971b3460b53d7d9627a.jpg;https://cdn.entero.ru/mp@2x/43/cf/43cf88f7d3fdd13dda195f21b9770fe0.jpg;https://cdn.entero.ru/mp@2x/af/1f/af1fceb3067d688feaecc623a135cd47.jpg,Упаковщик вакуумный Steba VK 200 MASTER PRO,Упаковщик вакуумный Steba VK 200 MASTER PRO,18300,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/374223,"<p>Вакуумный упаковщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374223"">Steba VK 200 MASTER PRO</a> </b>используется в частных домах, квартирах и отелях для упаковки в вакуум мяса, рыбы, овощей, фруктов, домашних заготовок, ягод и жидкостей в пакетах или контейнерах для увеличения срока хранения. Модель оснащена удобной ручкой закрытия крышки, 2 помпами, встроенным резаком для пленки и электронным контролем температуры запаивания. Корпус выполнен из пластика и нержавеющей стали.</p>

<p>В комплект поставки входят 2 рулона (20×300, 28х300 см) и переходник для контейнеров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Импульсный режим для нежных продуктов</li>
<li>Режимы для сухих и влажных продуктов</li>
<li>Режим вакуумирования жидкостей</li>
<li>Программа маринования продуктов</li>
<li>Отсек для хранения рулона внутри корпуса</li>
<li>Съемная камера сбора жидкости</li>
<li>Кнопка автоматического вакуумирования и запаивание</li>
<li>Кнопка ручного запаивания пленки</li>
<li>Совместим с пленкой и пакетами</li>
<li>Откачивание воздуха из контейнеров</li>
<li>Кнопка «Стоп»</li>
<li>Встроенная вакуумная камера</li>
<li>Индикация режимов работы</li>
<li>Двухпоршневый насос</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость откачивания: 20 л/мин.</li>
<li>Давление: 0,9 бар</li>
<li>Размер двойного запаечного шва: 2,5 мм х 2</li>
<li>Максимальная ширина пленки и пакетов: 300 мм</li>
</ul>",374223,настольный,220 В,0.13 кВт,400 мм,195 мм,120 мм,2.8 кг,1,435x180x233 мм,0,,,,,Германия,Китай,,Да
https://cdn.entero.ru/mp@2x/4a/12/4a129425ad667b5762d9bab76e5cf18a.jpg;https://cdn.entero.ru/mp@2x/29/7f/297fb212b255b92e4a507fe7127631e0.jpg;https://cdn.entero.ru/mp@2x/33/e8/33e8b535b8b73cd89c6069e0bd5812b5.jpg;https://cdn.entero.ru/mp@2x/12/c1/12c16b080dde4f832102f9f7a147005f.jpg;https://cdn.entero.ru/mp@2x/b5/8e/b58e20ef497e89fbb7cfd90f24ec3744.jpg;https://cdn.entero.ru/mp@2x/41/da/41da6dc11e2cb30d6944b0c33407697d.jpg;https://cdn.entero.ru/mp@2x/e8/46/e846c7602ea69b19a3f931a49f1be1a4.jpg;https://cdn.entero.ru/mp@2x/15/98/1598739444fdc27b90563d0c7761f812.jpg,Набор для вакуумной упаковки CASO Vacu OneTouch Pro Set,1336,19760,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/359508,"<p>Набор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359508"">CASO Vacu OneTouch Pro Set</a></b> используется на малых предприятиях общественного питания и в домашних условиях для упаковки пищевых продуктов, а также различных предметов в герметичную тару для сохранения свежести, предотвращения размножения микроорганизмов и смешивания запахов. Вакууматор оснащен вакуумным насосом и долговечным литий-ионным аккумулятором. Корпусы вакууматора и зарядной станции выполнены из ударопрочного черного пластика с матовой поверхностью, контейнеры – из стекла, крышки контейнеров – из безопасн.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Ручной вакууматор <a href=""https://entero.ru/item/344116"">Vacu OneTouch Pro</a></li>
<li>Зарядная станция без блока питания</li>
<li>Зарядный кабель USB-C</li>
<li>4 контейнера с герметичными крышками VacuBoxx Eco различного объема</li>
<li>15 профессиональных пакетов с герметичными застежками Vacu ZIP-bags различного размера</li>
<li>3 пробки с силиконовыми клапанами WineLock для бутылок</li>
<li>4 листа маркировочных стикеров Food Manager</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы вакуумирования:
<ul>
<li>Автоматическое отключение насоса после создания вакуума</li>
<li>Ручноое отключение насоса с помощью кнопки выключателя</li>
</ul>
</li>
<li>Светодиодные индикаторы активации режимов работы</li>
<li>Эксплуатация аксессуаров:
<ul>
<li>Контейнеры VacuBoxx Eco:
<ul>
<li>Разогрев продуктов в духовом шкафу или микроволновой печи при температуре до 350 °С без крышки</li>
<li>Возможность мойки в посудомоечной машине</li>
</ul>
</li>
<li>Пакеты Vacu ZIP-bags:
<ul>
<li>Приготовление продуктов по технологии су-вид с макмимальной длительностью до 8 ч при температуре до 100 °С</li>
<li>Замораживание продуктов</li>
<li>Разогрев продуктов в микроволновой печи длительностью до 12 мин. при мощности 650 Вт</li>
</ul>
</li>
<li>Пробки WineLock: предотвращение окисления вина или растительного масла в откупоренных бутылках</li>
</ul>
</li>
<li>Беспроводная конструкция вакууматора для удобства портативной эксплуатации</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 12 л/мин.</li>
<li>Напряжение питания зарядной станции: 5 В</li>
<li>Параметры аккумуляторной батареи:
<ul>
<li>Емкость: 3200 мА·ч</li>
<li>Длительность работы при полном заряде: 85 мин.</li>
</ul>
</li>
<li>Объем контейнеров VacuBoxx Eco S / M / L / XL: 0,5 / 0,8 / 1,5 / 2,6 л</li>
<li>Габариты вакууматора: 135х115х190 мм</li>
<li>Габариты пакетов Vacu ZIP-bags:
<ul>
<li>5 шт.: 200х230 мм</li>
<li>5 шт.: 260х350 мм</li>
<li>5 щт.: 260х230 мм</li>
</ul>
</li>
</ul>",359508,ручной,,,,,,,,,0,https://entero.ru/manuals/460969/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Vacu%20OneTouch%20Pro%20Set.pdf,20800,,0.59 кг,Германия,Китай,,
