Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Ширина ниши,Глубина ниши,Высота ниши
https://cdn.entero.ru/mp@2x/a7/51/a7515f9f923a99271bc458e41ec4f5f0.jpg,Подогреватель посуды Barazza 1CEEVEN matt black stainless steel,1CEEVEN,74990,RUB,Да,Barazza,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/343085,"<p>Встраиваемый подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343085""><b class=""b"">Barazza 1CEEVEN </b></a>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, пищевых продуктов, а также размораживания и плавления продуктов, приготовления йогуртов и расстойки теста. Модель оснащена камерой с нагревательным элементом и тангенциальным вентилятором с защитной решеткой, кабелем питания (H05VV-2) и внутренней электромеханической панелью управления. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304, фронтальная панель с матовым покрытием черного цвета, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение тепловых потоков благодаря принудительной вентиляции</li>
<li>Регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Включение и выключение с помощью кнопки</li>
<li>Звуковая сигнализация для подтверждения настроек и оповещения об окончании цикла</li>
<li>Светодиодный индикатор активации работы на лицевой панели</li>
<li>Простое управление </li>
<li>Механизм открывания и закрывания без рукоятки Push&Pull путем легкого нажатия на фронт</li>
<li>Телескопические направляющие плавного выдвижения</li>
<li>Силиконовый коврик для предотвращения скольжения и механических повреждений посуды</li>
<li>Холодный фронт</li>
<li>Монтаж в колонну совместно с духовыми шкафами серии </li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Icon Exclusive</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Параметры эксплуатации:
<ul>
<li>Максимальная температура окружающей среды: 50 °C</li>
<li>Сила тока автомата защиты: 10 А</li>
</ul>
</li>
<li>Номинальная мощность: 
<ul>
<li>Нагревательный элемент: 0,4 кВт</li>
<li>Вентилятор: 0,03 кВт</li>
</ul>
</li>
<li>Средяя длительность равномерного нагрева 6 комплектов посуды при заданной температуре 60 °С: 30 мин.</li>
<li>Вместимость стандартных комплектов: 6</li>
<li>Максимальная загрузка: 10 кг</li>
<li>Длина кабеля питания: 900 мм</li>
</ul>",343085,от 30 до 70 °С,220 В,0.43 кВт,596 мм,568 мм,595 мм,,,,0,https://entero.ru/manuals/411914/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201CEEVEN.pdf;https://entero.ru/manuals/411920/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201CEEVEN%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411924/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Barazza%201CEEVEN.png;https://entero.ru/manuals/411927/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,80634,,,Италия,Италия,,596 мм,568 мм,595 мм
https://cdn.entero.ru/mp@2x/b7/2a/b72a1316b5873de3954b491b0332a700.jpg,Подогреватель посуды Barazza 1CEEVG black glass,1CEEVG,74990,RUB,Да,Barazza,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/343086,"<p>Встраиваемый подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343086""><b class=""b"">Barazza 1CEEVG </b></a>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, пищевых продуктов, а также размораживания и плавления продуктов, приготовления йогуртов и расстойки теста. Модель оснащена камерой с нагревательным элементом и тангенциальным вентилятором с защитной решеткой, кабелем питания (H05VV-2) и внутренней электромеханической панелью управления. Корпус выполнен из высококачественной нержавеющей стали, фронтальная панель с покрытием из черного стекла, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение тепловых потоков благодаря принудительной вентиляции</li>
<li>Регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Включение и выключение с помощью кнопки</li>
<li>Звуковая сигнализация для подтверждения настроек и оповещения об окончании цикла</li>
<li>Светодиодный индикатор активации работы на лицевой панели</li>
<li>Простое управление </li>
<li>Механизм открывания и закрывания без рукоятки Push&Pull путем легкого нажатия на фронт</li>
<li>Телескопические направляющие плавного выдвижения</li>
<li>Силиконовый коврик для предотвращения скольжения и механических повреждений посуды</li>
<li>Холодный фронт</li>
<li>Монтаж в колонну совместно с духовыми шкафами серии </li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Icon Glass</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Параметры эксплуатации:
<ul>
<li>Максимальная температура окружающей среды: 50 °C</li>
<li>Сила тока автомата защиты: 10 А</li>
</ul>
</li>
<li>Номинальная мощность: 
<ul>
<li>Нагревательный элемент: 0,4 кВт</li>
<li>Вентилятор: 0,03 кВт</li>
</ul>
</li>
<li>Средяя длительность равномерного нагрева 6 комплектов посуды при заданной температуре 60 °С: 30 мин.</li>
<li>Вместимость стандартных комплектов: 6</li>
<li>Максимальная загрузка: 10 кг</li>
<li>Длина кабеля питания: 900 мм</li>
</ul>",343086,от 30 до 70 °С,220 В,0.43 кВт,596 мм,568 мм,595 мм,,,,0,https://entero.ru/manuals/411915/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201CEEVG.pdf;https://entero.ru/manuals/411919/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201CEEVG%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411922/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Barazza%201CEEVG.png;https://entero.ru/manuals/411926/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,Италия,Италия,,596 мм,568 мм,595 мм
https://cdn.entero.ru/mp@2x/95/73/95732a325db449e7535fb87f83b69755.jpg,Подогреватель посуды Barazza 1CEEVS satin stainless steel,1CEEVS,74990,RUB,Да,Barazza,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/343087,"<p>Встраиваемый подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343087""><b class=""b"">Barazza 1CEEVS </b></a>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, пищевых продуктов, а также размораживания и плавления продуктов, приготовления йогуртов и расстойки теста. Модель оснащена камерой с нагревательным элементом и тангенциальным вентилятором с защитной решеткой, кабелем питания (H05VV-2) и внутренней электромеханической панелью управления. Корпус выполнен из высококачественной нержавеющей стали марки AISI 304, фронтальная панель с сатинированной поверхностью, упаковка – из гофрокартона, полимерной пленки и пенополистирола.</p>

<p>В комплект поставки входят инструкция по эксплуатации, гарантийный талон и заводская упаковка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение тепловых потоков благодаря принудительной вентиляции</li>
<li>Регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Включение и выключение с помощью кнопки</li>
<li>Звуковая сигнализация для подтверждения настроек и оповещения об окончании цикла</li>
<li>Светодиодный индикатор активации работы на лицевой панели</li>
<li>Простое управление </li>
<li>Механизм открывания и закрывания без рукоятки Push&Pull путем легкого нажатия на фронт</li>
<li>Телескопические направляющие плавного выдвижения</li>
<li>Силиконовый коврик для предотвращения скольжения и механических повреждений посуды</li>
<li>Холодный фронт</li>
<li>Монтаж в колонну совместно с духовыми шкафами серий </li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Соответствие стандартам качества (UNI EN ISO 9001) и экологического менеджмента (UNI EN ISO 14001)</li>
<li>Эргономичный современный дизайн коллекции Icon Steel</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Параметры эксплуатации:
<ul>
<li>Максимальная температура окружающей среды: 50 °C</li>
<li>Сила тока автомата защиты: 10 А</li>
</ul>
</li>
<li>Номинальная мощность: 
<ul>
<li>Нагревательный элемент: 0,4 кВт</li>
<li>Вентилятор: 0,03 кВт</li>
</ul>
</li>
<li>Средяя длительность равномерного нагрева 6 комплектов посуды при заданной температуре 60 °С: 30 мин.</li>
<li>Вместимость стандартных комплектов: 6</li>
<li>Максимальная загрузка: 10 кг</li>
<li>Длина кабеля питания: 900 мм</li>
</ul>",343087,от 30 до 70 °С,220 В,0.4 кВт,596 мм,568 мм,595 мм,,,,0,https://entero.ru/manuals/411916/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201CEEVS.pdf;https://entero.ru/manuals/411918/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Barazza%201CEEVS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/411923/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Barazza%201CEEVS.png;https://entero.ru/manuals/411925/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Barazza%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,78115,,,Италия,Италия,,596 мм,568 мм,595 мм
https://cdn.entero.ru/mp@2x/1d/f0/1df0ce2546419100e2c276ba4b374723.jpg;https://cdn.entero.ru/mp@2x/cf/cd/cfcd8b6a76bb7df44775806adc2dc64c.jpg,Ящик для подогрева посуды Bertazzoni WD60HERND черный текстурный,серия Heritage,79900,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/218023,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218023""><b class=""b"">Bertazzoni WD60HERND </b></a>предназначен для подогрева и поддержания в теплом состоянии посуды в домашних условиях. Модель оснащена вместительной камерой с вентилятором и защитной решеткой в задней стенке, электронным термостатом и скрытой за фронтом панелью управления. Корпус выполнен из металла с черным текстурным антикоррозийным покрытием фронта, направляющие – из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Контрольный индикатор нагрева</li>
<li>Система открывания и закрывания Push&Pull с направляющими полного выдвижения и механизмом плавного хода</li>
<li>Нескользящий резиновый коврик</li>
<li>Система охлаждения с помощью автоматически регулируемой принудительной вентиляции и фронтальной термовыводящей щелевой решетки</li>
<li>Экономичная подсветка рабочей камеры </li>
<li>Модульная совместимость с духовыми шкафами Bertazzoni аналогичной ширины для компактного монтажа и оптимизации рабочего пространства</li>
<li>Эргономичный стильный дизайн серии Heritage</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 25 кг</li>
</ul>",218023,от 30 до 85 °С,220 В,0.4 кВт,595 мм,560 мм,131 мм,16.3 кг,1,670x645x250 мм,0,https://entero.ru/manuals/258861/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20WD60HERND.pdf;https://entero.ru/manuals/258862/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Bertazzoni%20WD60HERND.pdf;https://entero.ru/manuals/478280/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf,83229,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241131&hash=1a042a90e24b672d;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,14.5 кг,Италия,Италия,25 л,595 мм,560 мм,131 мм
https://cdn.entero.ru/mp@2x/33/88/338817614a14d2a3002da54da777ea42.jpg;https://cdn.entero.ru/mp@2x/73/75/7375beb1a42ed63a61794a33cca764ba.jpg,Подогреватель посуды SMEG CPR315N черный матовый,CPR315N,79990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/305985,"<p>Встраиваемый подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305985""><b class=""b"">SMEG CPR315N </b></a>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, а также пищевых продуктов. Модель оснащена камерой с нагревательным элементом и вентилятором, кабелем питания с вилкой (Shuko) и электромеханическим управлением. Корпус выполнен из нержавеющей стали марки 304, фронтальная панель – из стали с эмалированным покрытием черного цвета, переключатель с поверхностью цвета нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение тепловых потоков благодаря принудительной вентиляции</li>
<li>Функции нагрева:
<ul>
<li>Размораживание</li>
<li>Расстойка теста</li>
<li>Подогрев чашек</li>
<li>Поддержание тепла</li>
<li>Подогрев тарелок</li>
<li>Нагрев и размачивание посуды, подогрев пищи</li>
</ul>
</li>
<li>Выбор функций с помощью поворотного переключателя</li>
<li>Выключатель колыбельного типа</li>
<li>Механизм открывания и закрывания без рукоятки Push&Pull путем легкого нажатия на фронт</li>
<li>Силиконовый коврик для предотвращения скольжения содержимого</li>
<li>Монтаж в колонну или под столешницу</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный стильный дизайн коллекции Classica</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура функции поддержания тепла: 60 °С</li>
<li>Номинальная сила тока: 2 А</li>
<li>Максимальная загрузка:
<ul>
<li>При максимальном выдвижении: 15 кг</li>
<li>На опорной плоскости: 85 кг</li>
</ul>
</li>
</ul>",305985,от 30 до 80 °С,220 В,0.4 кВт,597 мм,556 мм,585 мм,16.5 кг,1,600x650x210 мм,0,https://entero.ru/manuals/369545/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CPR315N.pdf;https://entero.ru/manuals/369546/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CPR315N.pdf;https://entero.ru/manuals/369547/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20SMEG%20CPR315N.png,86011,,14.7 кг,Италия,Италия,21 л,597 мм,556 мм,585 мм
https://cdn.entero.ru/mp@2x/92/05/9205f386e079b31e82ec7634bf125386.jpg,Подогреватель посуды De Dietrich DWD7400G iron gray,Подогреватель посуды De Dietrich DWD7400G iron gray,80504,RUB,Да,De Dietrich,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/227160,"<p>Подогреватель посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227160""><b class=""b"">De Dietrich DWD7400G </b></a>предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов в частных домах, квартирах, отелях и офисах. Возможность встраивания решает проблему ограниченного пространства. Корпус выполнен из нержавеющей стали, внутренняя поверхность камеры - из стекла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Система легкого открывания и закрывания Push / Pull</li>
<li>Выдвижная система «Quadro»</li>
<li>Поддержание температуры</li>
<li>Подсветка выключателя</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка: 20 кг</li>
<li>Вместимость:
<ul>
<li>Больших тарелок: 20</li>
<li>Мисок для супа: 30</li>
<li>Кофейных чашек: 80 </li>
</ul>
</li>
<li>Длина шнура питания: 1500 мм </li>
</ul>",227160,от 30 до 70 °С,220 В,0.4 кВт,592 мм,550 мм,141 мм,,,,0,https://entero.ru/manuals/273414/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20De%20Dietrich%20DWD7400G%20%28en%29.pdf;https://entero.ru/manuals/273415/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.jpg,87504,,,,Франция,24 л,592 мм,550 мм,141 мм
https://cdn.entero.ru/mp@2x/9c/7b/9c7b2c2bfd4896513ac6352d9ab9bff1.jpg,Подогреватель посуды De Dietrich DWD7400W pure white,Подогреватель посуды De Dietrich DWD7400W pure white,80504,RUB,Да,De Dietrich,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/227161,"<p>Подогреватель посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227161""><b class=""b"">De Dietrich DWD7400W </b></a>предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов в частных домах, квартирах, отелях и офисах. Возможность встраивания решает проблему ограниченного пространства. Корпус выполнен из нержавеющей стали, внутренняя поверхность камеры - из стекла. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Система легкого открывания и закрывания Push / Pull</li>
<li>Выдвижная система «Quadro»</li>
<li>Поддержание температуры</li>
<li>Подсветка выключателя</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка: 20 кг</li>
<li>Вместимость:
<ul>
<li>Больших тарелок: 20</li>
<li>Мисок для супа: 30</li>
<li>Кофейных чашек: 80 </li>
</ul>
</li>
<li>Длина шнура питания: 1500 мм </li>
<li>
<p>Габариты упаковки: 200X680X680 мм</p>
</li>
</ul>",227161,от 30 до 70 °С,220 В,0.4 кВт,592 мм,550 мм,141 мм,,,,0,https://entero.ru/manuals/273416/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20De%20Dietrich%20DWD7400W%20%28en%29.pdf;https://entero.ru/manuals/273417/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.jpg,83858,,,,Франция,24 л,592 мм,550 мм,141 мм
https://cdn.entero.ru/mp@2x/35/74/3574f54b34ba90ec403cd4956c382157.jpg,Ящик для подогрева посуды Bertazzoni WD60HERNE черный матовый,серия Heritage,85000,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/218024,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218024""><b class=""b"">Bertazzoni WD60HERNE </b></a>предназначен для подогрева и поддержания в теплом состоянии посуды в домашних условиях. Модель оснащена вместительной камерой с вентилятором и защитной решеткой в задней стенке, электронным термостатом и скрытой за фронтом панелью управления. Корпус выполнен из металла с черным матовым антикоррозийным покрытием фронта, направляющие – из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Контрольный индикатор нагрева</li>
<li>Система открывания и закрывания Push&Pull с направляющими полного выдвижения и механизмом плавного хода</li>
<li>Нескользящий резиновый коврик</li>
<li>Система охлаждения с помощью автоматически регулируемой принудительной вентиляции и фронтальной термовыводящей щелевой решетки</li>
<li>Экономичная подсветка рабочей камеры </li>
<li>Модульная совместимость с духовыми шкафами Bertazzoni аналогичной ширины для компактного монтажа и оптимизации рабочего пространства</li>
<li>Эргономичный стильный дизайн серии Heritage</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 25 кг</li>
</ul>",218024,от 30 до 85 °С,220 В,0.4 кВт,595 мм,560 мм,131 мм,16.3 кг,1,670x645x250 мм,0,https://entero.ru/manuals/258863/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20WD60HERNE.pdf;https://entero.ru/manuals/258864/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Bertazzoni%20WD60HERNE.pdf;https://entero.ru/manuals/478285/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241131&hash=1a042a90e24b672d;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,14.5 кг,Италия,Италия,25 л,595 мм,560 мм,131 мм
https://cdn.entero.ru/mp@2x/60/ad/60ada6d7ca415af8f2120bda3e4655d7.jpg;https://cdn.entero.ru/mp@2x/f7/4e/f74e4d6bf89f7ef144e4978549c9200e.jpg,Ящик для подогрева посуды Bertazzoni WD60N черный матовый,серия Modern,85000,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/218025,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218025""><b class=""b"">Bertazzoni WD60N </b></a>предназначен для подогрева и поддержания в теплом состоянии посуды в домашних условиях. Модель оснащена вместительной камерой с вентилятором и защитной решеткой в задней стенке, электронным термостатом и скрытой за фронтом панелью управления. Корпус выполнен из металла с черным матовым антикоррозийным покрытием фронта, направляющие – из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Контрольный индикатор нагрева</li>
<li>Система открывания и закрывания Push&Pull с направляющими полного выдвижения и механизмом плавного хода</li>
<li>Нескользящий резиновый коврик</li>
<li>Система охлаждения с помощью автоматически регулируемой принудительной вентиляции и фронтальной термовыводящей щелевой решетки</li>
<li>Экономичная подсветка рабочей камеры </li>
<li>Модульная совместимость с духовыми шкафами Bertazzoni аналогичной ширины для компактного монтажа и оптимизации рабочего пространства</li>
<li>Эргономичный стильный дизайн серии Modern </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 25 кг</li>
</ul>",218025,от 30 до 85 °С,220 В,0.4 кВт,595 мм,560 мм,131 мм,16.3 кг,1,670x645x250 мм,0,https://entero.ru/manuals/258865/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20WD60N.pdf;https://entero.ru/manuals/258866/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Bertazzoni%20WD60N.pdf;https://entero.ru/manuals/478293/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf,88542,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,14.5 кг,Италия,Италия,25 л,595 мм,560 мм,131 мм
https://cdn.entero.ru/mp@2x/35/a7/35a7d68e8539ea722872e3c601ff5c59.jpg;https://cdn.entero.ru/mp@2x/07/44/074492465ced0f319ae7ee96179c04ac.jpg;https://cdn.entero.ru/mp@2x/59/f9/59f9447f99a40a36f1b824d76a3eb49f.jpg;https://cdn.entero.ru/mp@2x/b0/15/b01598efd370b3cb900b46059891e597.jpg,Ящик для подогрева посуды Bertazzoni WD60X нержавеющая сталь,серия Modern,89900,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/218026,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218026""><b class=""b"">Bertazzoni WD60X </b></a>предназначен для подогрева и поддержания в теплом состоянии посуды в домашних условиях. Модель оснащена вместительной камерой с вентилятором и защитной решеткой в задней стенке, электронным термостатом и скрытой за фронтом панелью управления. Корпус выполнен из высококачественной нержавеющей стали, направляющие – из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Контрольный индикатор нагрева</li>
<li>Система открывания и закрывания Push&Pull с направляющими полного выдвижения и механизмом плавного хода</li>
<li>Нескользящий резиновый коврик</li>
<li>Система охлаждения с помощью автоматически регулируемой принудительной вентиляции и фронтальной термовыводящей щелевой решетки</li>
<li>Экономичная подсветка рабочей камеры </li>
<li>Модульная совместимость с духовыми шкафами Bertazzoni аналогичной ширины для компактного монтажа и оптимизации рабочего пространства</li>
<li>Эргономичный стильный дизайн серии Modern </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 25 кг</li>
</ul>",218026,от 30 до 85 °С,220 В,0.4 кВт,595 мм,560 мм,131 мм,16.3 кг,1,670x645x250 мм,0,https://entero.ru/manuals/258867/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20WD60X.pdf;https://entero.ru/manuals/258868/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Bertazzoni%20WD60X.pdf;https://entero.ru/manuals/478281/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf,94632,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,14.5 кг,Италия,Италия,25 л,595 мм,560 мм,131 мм
