Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Количество скоростей,Материал корпуса,Максимальная скорость вращения,Размер горловины,Защита от случайного включения
https://cdn.entero.ru/mp@2x/e3/68/e368bad75b6e9eed0481cdd450491f01.jpg;https://cdn.entero.ru/mp@2x/31/a8/31a8771223060be2b55a4253e325d756.jpg;https://cdn.entero.ru/mp@2x/76/75/76752c1f17a932b58f739e3c09fbba58.jpg,Соковыжималка для цитрусовых SMEG CJF11BLEU черная,CJF11BLEU,17990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/305990,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305990""><b class=""b"">SMEG CJF11BLEU</b></a> предназначена для приготовления свежих соков из различных цитрусовых фруктов в гостиницах, офисах и домашних условиях. Модель оснащена кабелем питания с вилкой (Schuko). Корпус обтекаемой формы выполнен из пластика с глянцевой поверхностью черного цвета и накладными объемными серебристыми литерами логотипа, крышка и чаша для сока – из высокопрочного полимера Tritan Renew без содержания вредных компонентов, основание – из пластика с поверхностью цвета полированный хром, носик, фильтр и конус – из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Универсальный выжимной конус</li>
<li>Сетчатый фильтр</li>
<li>Чаша для сока</li>
<li>Полусферическая крышка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной отжим</li>
<li>Вращение конуса против часовой стрелки</li>
<li>Автоматические запуск при нажатии на конус и остановка при подъеме продукта</li>
<li>Носик-дозатор в форме язычка с защитой от капель</li>
<li>Устойчивые нескользящие опоры</li>
<li>Быстрая сборка и демонтаж компонентов</li>
<li>Отсек в основании с держателем для компактной смотки кабеля</li>
<li>Легкость очистки съемных компонентов с возможностью мойки в посудомоечной машине</li>
<li>Простота эксплуатации и обслуживания</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный винтажный дизайн коллекции в стиле 50-х годов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Максимальная длительность непрерывной работы: 3 мин.</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>",305990,для цитрусовых,220 В,0.07 кВт,166 мм,166 мм,281 мм,3.7 кг,Италия,1,242x220x348 мм,0,https://entero.ru/manuals/369524/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CJF11BLEU.pdf,,2.56 кг,Италия,1,пластик,,,
https://cdn.entero.ru/mp@2x/d5/ab/d5abd9b16e41b9cba65bd244f79d1748.jpg;https://cdn.entero.ru/mp@2x/1a/11/1a11698285f72b2843e54b89bf929ef5.jpg;https://cdn.entero.ru/mp@2x/35/24/352473ce1e39f3c33604f61433407982.jpg;https://cdn.entero.ru/mp@2x/2d/71/2d7167c7212476ecf8f613327ed6c23a.jpg,Соковыжималка Steba E 400,Соковыжималка Steba E 400,21555,RUB,Да,,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/149181,"<p>Шнековая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149181"">Steba E 400</a></b> предназначена для получения свежевыжатого сока практически из всех видов овощей, фруктов и зелени в частных домах, квартирах, отелях и офисах. Модель оснащена двумя контейнерами - для сбора сока и сбора отходов. <span style=""font-size: 12px;"">Корпус и сетчатый фильтр выполнены из нержавеющей стали.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Широкая горловина для добавления ингридиентов</li>
<li>Переключатель направления вращения</li>
<li>Атоматический сброс мякоти в контейнер для отходов</li>
<li>Защита двигателя от перегрева</li>
<li>Полностью разборная конструкция для чистки</li>
<li>Съемные детали можно мыть в посудомоечной машине</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем контейнеров:
<ul>
<li>Для сока: 1 л</li>
<li>Для отходов: 1 л</li>
</ul>
</li>
</ul>",149181,шнековая,220 В,0.4 кВт,250 мм,180 мм,560 мм,,Германия,,,0,https://entero.ru/manuals/176669/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20E%20400.pdf,22453,5.4 кг,,,нерж. сталь,,,
https://cdn.entero.ru/mp@2x/cc/15/cc151fae4d6e5033a82047db4811f537.jpg;https://cdn.entero.ru/mp@2x/46/ec/46ec51625e139bcf73571b0d95731cf4.jpg;https://cdn.entero.ru/mp@2x/0e/10/0e10bc50cbaae8f4feb0213c5b33bf29.jpg;https://cdn.entero.ru/mp@2x/38/25/3825d20955b0680f4cf1206fe981d792.jpg;https://cdn.entero.ru/mp@2x/b6/42/b642d04c3023ac155433dc533682f582.jpg;https://cdn.entero.ru/mp@2x/0c/8a/0c8a859ed983bbbd463056a339f1a5f1.jpg;https://cdn.entero.ru/mp@2x/9c/55/9c55f2e88d1338cccf04dd366e471a0c.jpg;https://cdn.entero.ru/mp@2x/a1/0b/a10bc47d70cb6ff27a73d7197487bb03.jpg;https://cdn.entero.ru/mp@2x/dd/56/dd56cecfb16f329e6651cda796f3f7fc.jpg;https://cdn.entero.ru/mp@2x/77/72/7772b52500352530cb7b969f48e44528.jpg,Соковыжималка CASO Juice Fit Pro,3511,25386,RUB,Да,CASO,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/345604,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345604"">CASO Juice Fit Pro</a></b> предназначена для приготовления фруктового или овощного сока в частных домах, квартирах и офисах. Низкая скорость вращения обеспечивает бережное приготовление продукта. Модель оснащена 2 большими контейнерами и мощным бесшумным двигателем для работы с твердыми и мягкими фруктами. Функция safety stop немедленно прекращает вращение при открытии крышки, что гарантирует безопасность. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>На 30% больше сока по сравнению с обычными соковыжималками</li>
<li>Большое отверстие для цельных фруктов без предварительной нарезки</li>
<li>Закрытие клапана для перемешивания соков</li>
<li>Простая сборка</li>
<li>Небольшое количество деталей</li>
<li>Простая и быстрая очистка</li>
<li>Компактное хранение</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем контейнера:
<ul>
<li>Для сока: 1000 мл</li>
<li>Для шнека: 1000 мл</li>
</ul>
</li>
<li>Время непрерывной работы: до 20 мин.</li>
<li>Напряжение: от 220 до 240 В</li>
<li>Цвет корпуса: матовый черный</li>
</ul>",345604,шнековая,220 В,0.25 кВт,220 мм,200 мм,435 мм,,Китай,,,0,https://entero.ru/manuals/422287/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Juice%20Fit%20Pro.pdf,,4.72 кг,Германия,,пластик,40 об/мин.,130 мм,
https://cdn.entero.ru/mp@2x/1f/48/1f48a419bf67f6811d9b479e25808a4a.jpg;https://cdn.entero.ru/mp@2x/11/b0/11b0edf958b79aaebd3b5c9a43ec6844.jpg;https://cdn.entero.ru/mp@2x/00/09/0009f1646b6763bb7d9dd76748c23b45.jpg;https://cdn.entero.ru/mp@2x/34/8b/348bcb3b05226c85da879af148d033a2.jpg;https://cdn.entero.ru/mp@2x/6f/df/6fdf3f1af4345f75730f83ccfe2a2f7f.jpg;https://cdn.entero.ru/mp@2x/ec/92/ec924c73aaa1780bfaa7f225dfdd59a4.jpg,Соковыжималка Steba ZP 3,Соковыжималка Steba ZP 3,7114,RUB,Да,,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/131869,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131869"">Steba ZP 3</a></b> предназначена для получения свежевыжатого сока апельсинов, лимонов и других цитрусовых в частных домах, квартирах, отелях и офисах. Модель оснащена удобным рычагом, тихим двигателем и нескользящими ножками. <span style=""font-size: 12px;"">Корпус и сетчатый фильтр выполнены из нержавеющей стали.</span></p>

<p><span style=""font-size: 12px;"">В комплект поставки входят 2 конуса для фруктов разного размера.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический запуск и остановка</li>
<li>Носик с системой ""Капля-стоп""</li>
<li>Съемные детали можно мыть в посудомоечной машине</li>
</ul>",131869,для цитрусовых,220 В,0.1 кВт,165 мм,220 мм,280 мм,,Германия,,,0,https://entero.ru/manuals/149072/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20ZP%203%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,2.1 кг,,,нерж. сталь,,,
https://cdn.entero.ru/mp@2x/5b/5a/5b5a61c268ada309d93075fac8440a59.jpg;https://cdn.entero.ru/mp@2x/80/37/8037373c0357e422e4ad399e8b55cdc6.jpg;https://cdn.entero.ru/mp@2x/bd/36/bd36634851c11e7dd02d952c7b72fe27.jpg;https://cdn.entero.ru/mp@2x/cf/6a/cf6afef998793860a39a92da6e5fbd85.jpg;https://cdn.entero.ru/mp@2x/61/2d/612d5bb153d2c18e0feb1412481721f3.jpg,Соковыжималка Black+Decker BXCJ100E,Соковыжималка Black+Decker BXCJ100E,8286,RUB,Да,,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/252220,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252220"">Black+Decker BXCJ100E</a></b> предназначена для получения свежевыжатого сока апельсинов, лимонов и других цитрусовых в частных домах, квартирах, отелях и офисах. Модель оснащена прорезиненными нескользящими ножками. Корпус выполнен из нержавеющей стали с покрытием. защищающим от отпечатков пальцев, рычаг - алюминиевый, фильтр - из нержавеющей стали, конусы - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 конуса для плодов разного размера</li>
<li>Система ""Капля-стоп""</li>
<li>Съемные детали можно мыть в посудомоечной машине</li>
</ul>",252220,для цитрусовых,220 В,0.1 кВт,,,,,Китай,,,0,https://entero.ru/manuals/309513/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Black+Decker%20BXCJ100E.pdf,,,США,,нерж. сталь,,,
https://cdn.entero.ru/mp@2x/91/02/9102ee8c4617d8d04e37e76c34972bf5.jpg;https://cdn.entero.ru/mp@2x/ff/19/ff19417923c6aec677ade16767c81a99.jpg;https://cdn.entero.ru/mp@2x/60/d2/60d2e406be9907b7e56d9b1fafb43706.jpg;https://cdn.entero.ru/mp@2x/95/70/957034a23970acca74701029173d9fb1.jpg;https://cdn.entero.ru/mp@2x/09/9c/099cc500207749ab609e98318ada8eff.jpg;https://cdn.entero.ru/mp@2x/61/57/6157eedf2226eeeff41ed15d9d1bf371.jpg;https://cdn.entero.ru/mp@2x/75/f1/75f1e8cadf953de2974fa4207970ec6b.jpg;https://cdn.entero.ru/mp@2x/0d/9c/0d9cc33bd0edc523bc937b5c05a78112.jpg;https://cdn.entero.ru/mp@2x/ac/75/ac754cf19ba37d5e7d2b9fb936e2474b.jpg;https://cdn.entero.ru/mp@2x/a3/d9/a3d922b4c53814f98cf5345b3c1b4718.jpg,Соковыжималка Bosch MCP72GPB,Соковыжималка Bosch MCP72GPB,8330,RUB,Да,Bosch,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/375935,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375935"">Bosch MCP72GPB</a></b> серии предназначена для получения свежевыжатого сока из цитрусовых в частных домах, квартирах, отелях и офисах. Модель оснащена механическим управлением и функцией реверса. Импульсный режим позволяет максимально эффективно извлечь сок и сохранить все полезные свойства. Прорезиненные ножки предотвращают скольжение прибора во время работы, обеспечивают стабильность и безопасность. Корпус выполнен из прочного ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая мощность и эффективность работы</li>
<li>Работа только при правильной сборке и с закрытой крышкой</li>
<li>Мытье съемных частей в посудомоечной машине</li>
<li>Пластиковые элементы, контактирующие с продуктами, не содержат вредных BPA</li>
<li>Простота и удобство ухода</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем резервуара для сока: 1 л</li>
<li>Длина сетевого шнура: 1 м</li>
<li>Частота тока: от 50 до 60 Гц</li>
<li>Цвет: черный</li>
</ul>",375935,для цитрусовых,220 В,0.04 кВт,170 мм,170 мм,310 мм,1.3 кг,Китай,1,200x200x388 мм,0,https://entero.ru/manuals/514203/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bosch%20MCP72GPB.pdf,,,Германия,1,пластик,,,
https://cdn.entero.ru/mp@2x/f5/87/f587ca86b1111a92731e4b6ed5fec191.jpg;https://cdn.entero.ru/mp@2x/80/4c/804c6abbdd57f39c5a8f6c59145808c6.jpg;https://cdn.entero.ru/mp@2x/b2/7c/b27c3bb91635058ad2b095ddb357ab90.jpg;https://cdn.entero.ru/mp@2x/b0/7f/b07f159c3d0e2747d0dc132ac417b8ab.jpg;https://cdn.entero.ru/mp@2x/d1/a3/d1a359c1b3da50aac3c39b77f0978bec.jpg;https://cdn.entero.ru/mp@2x/d6/c5/d6c5cf26035806494fd5f8b329fd6d1e.jpg;https://cdn.entero.ru/mp@2x/97/25/97253833d1e49b7df970a5dc853e2982.jpg;https://cdn.entero.ru/mp@2x/ba/31/ba31372af2260813a8de8869202480dc.jpg,Соковыжималка CASO CP 200,Соковыжималка CASO CP 200,8678,RUB,Да,CASO,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/117017,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117017"">CASO CP 200</a> </b>с ручным управлением предназначена для получения свежевыжатого сока апельсинов, лимонов и других цитрусовых в частных домах, квартирах, отелях и офисах. Модель оснащена тихим двигателем и нескользящими ножками. <span style=""font-size: 12px;"">Корпус и сетчатый фильтр выполнены из нержавеющей стали, ручка имеет специальное мягкое покрытие.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический старт</li>
<li>Функция ""Капля-стоп""</li>
<li>Легкая разборка для очистки</li>
</ul>",117017,для цитрусовых,220 В,0.16 кВт,180 мм,250 мм,290 мм,,Китай,,,0,https://entero.ru/manuals/117919/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20CP%20200%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,12397,2.3 кг,,,нерж. сталь,,,
https://cdn.entero.ru/mp@2x/eb/28/eb284defda3b2808a30eb46b3b0d4842.jpg;https://cdn.entero.ru/mp@2x/3e/3c/3e3c5cc6e8c1f6c96c90af319ea74876.jpg;https://cdn.entero.ru/mp@2x/0f/88/0f888b3f8bce4f6ff279b1bbbc6b7c6e.jpg;https://cdn.entero.ru/mp@2x/24/e9/24e91760ef3d1e4652ab5e31936634e6.jpg;https://cdn.entero.ru/mp@2x/c5/bc/c5bc09a3766dacd013abc4a120f71c1e.jpg,Соковыжималка Profi Cook PC-ZP 1154,Соковыжималка Profi Cook PC-ZP 1154,10203,RUB,Да,,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/149568,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149568"">Profi Cook PC-ZP 1154</a> </b>с ручным управлением предназначена для получения свежевыжатого сока апельсинов, лимонов и других цитрусовых в частных домах, квартирах, отелях и офисах. Модель оснащена мощным двигателем и ножками с присосками. <span style=""font-size: 12px;"">Корпус, сетчатый фильтр и носик для слива выполнены из нержавеющей стали, рычаг - из алюминия, имеет специальное мягкое покрытие.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический старт</li>
<li>Функция ""Капля-стоп""</li>
<li>2 пресс-конуса</li>
<li>Легкая разборка для очистки</li>
<li>Детали можно мыть в ПММ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр пресс-конусов: 50 мм и 80 мм</li>
</ul>",149568,для цитрусовых,220 В,0.16 кВт,,,,,Германия,,,0,https://entero.ru/manuals/177243/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-ZP%201154.pdf,10740,,,,нерж. сталь,,,
https://cdn.entero.ru/mp@2x/ec/21/ec21f706e0b67a5b47a085d65f67d557.jpg;https://cdn.entero.ru/mp@2x/c1/4f/c14fed9beed250e73e42f4d6ba151dee.jpg;https://cdn.entero.ru/mp@2x/36/46/3646811fd061aba1f864c06a7029125d.jpg;https://cdn.entero.ru/mp@2x/df/8a/df8adf25ad71709ca22df9d9b458e568.jpg;https://cdn.entero.ru/mp@2x/73/8a/738a292d77e182de541074d419d68c65.jpg;https://cdn.entero.ru/mp@2x/a1/de/a1de07fc1832fdf30d01d6cdb183cbdd.jpg,Соковыжималка Bosch MES25G0,Соковыжималка Bosch MES25G0,13900,RUB,Да,Bosch,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/375934,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375934"">Bosch MES25G0</a></b> серии VitaExtract предназначена для получения свежевыжатого сока из мягких и твердых фруктов в частных домах, квартирах, отелях и офисах. Модель оснащена механическим управлением и съемным контейнером для мякоти. Широкое загрузочное позволяет загружать целые овощи и фрукты. Система ""Капля-Стоп"" препятствует попаданию капель на рабочий стол. Функция SafetyStop не позволяет включить прибор при неправильной сборке. Сито выполнено из нержавеющей стали, фиксатор крышки - из литого алюминия.</p>

<p>В комплект поставки входит щеточка для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический выброс мякоти</li>
<li>Прорезиненные ножки для безопасности</li>
<li>Отсек для шнура</li>
<li>Мытье в посудомоечной машине, кроме моторного механизма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем резервуара:
<ul>
<li>Для сока: 1,25 л</li>
<li>Для мякоти: 2 л</li>
</ul>
</li>
<li>Длина сетевого шнура: 1,2 м</li>
<li>Частота тока: от 50 до 60 Гц</li>
<li>Цвет: белый, зеленый</li>
</ul>",375934,центробежная,220 В,0.7 кВт,,,,,Китай,,,0,https://entero.ru/manuals/514194/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bosch%20MES25G0.pdf,,,Германия,2,,,73 мм,
https://cdn.entero.ru/mp@2x/a9/df/a9df7d5045cb239c35515bfa3d859620.jpg;https://cdn.entero.ru/mp@2x/01/9a/019a4b38ee11ad4ca06ee40775df3d47.jpg;https://cdn.entero.ru/mp@2x/81/89/818958f5e896f96752a570c107c6eddd.jpg;https://cdn.entero.ru/mp@2x/48/6e/486e66d4af085f752099a1bfda6ddfe6.jpg;https://cdn.entero.ru/mp@2x/a3/ad/a3ad5148db0b303e78709eae7e437fa8.jpg,Соковыжималка Profi Cook PC-AE 1156,Соковыжималка Profi Cook PC-AE 1156,16113,RUB,Да,,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/188410,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188410"">Profi Cook PC-AE 1156</a></b> предназначена для получения свежевыжатого сока яблок, моркови и других фруктов и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена мощным двигателем, сенсорной панелью управления со светодиодным дисплеем с синей подсветкой и прорезиненными ножками с присосками. <span style=""font-size: 12px;"">Корпус и микросито центрифуги выполнены из нержавеющей стали.</span></p>

<p><span style=""font-size: 12px;"">В комплект поставки входит емкость для сока со скребком для пены, мерной шкалой, отверстием для наливания, ручкой и крышкой.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>5-ти ступенчатая электронная регулировка скорости</li>
<li>Режим Турбо</li>
<li>Регулируемый по высоте носик</li>
<li>Полностью разбирается для быстрой и легкой очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости для сока: 1 л</li>
<li>Объем контейнера для мякоти: 1,8 л</li>
</ul>",188410,центробежная,220 В,0.8 кВт,260 мм,230 мм,400 мм,,Германия,,,0,https://entero.ru/manuals/219143/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Profi%20Cook%20PC-AE%201156%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/219142/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-AE%201156.pdf,17514,3.86 кг,,5,нерж. сталь,1800 об/мин.,75 мм,
https://cdn.entero.ru/mp@2x/6b/db/6bdbd83d2bd86f3009bfcd0236b5442c.jpg,Соковыжималка для цитрусовых SMEG CJF11WHEU белая,CJF11WHEU,17990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/305986,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305986""><b class=""b"">SMEG CJF11WHEU</b></a> предназначена для приготовления свежих соков из различных цитрусовых фруктов в гостиницах, офисах и домашних условиях. Модель оснащена кабелем питания с вилкой (Schuko). Корпус обтекаемой формы выполнен из пластика с глянцевой поверхностью белого цвета и накладными объемными серебристыми литерами логотипа, крышка и чаша для сока – из высокопрочного полимера Tritan Renew без содержания вредных компонентов, основание – из пластика с поверхностью цвета полированный хром, носик, фильтр и конус – из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Универсальный выжимной конус</li>
<li>Сетчатый фильтр</li>
<li>Чаша для сока</li>
<li>Полусферическая крышка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной отжим</li>
<li>Вращение конуса против часовой стрелки</li>
<li>Автоматические запуск при нажатии на конус и остановка при подъеме продукта</li>
<li>Носик-дозатор в форме язычка с защитой от капель</li>
<li>Устойчивые нескользящие опоры</li>
<li>Быстрая сборка и демонтаж компонентов</li>
<li>Отсек в основании с держателем для компактной смотки кабеля</li>
<li>Легкость очистки съемных компонентов с возможностью мойки в посудомоечной машине</li>
<li>Простота эксплуатации и обслуживания</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный винтажный дизайн коллекции в стиле 50-х годов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Максимальная длительность непрерывной работы: 3 мин.</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>",305986,для цитрусовых,220 В,0.07 кВт,166 мм,166 мм,281 мм,3.7 кг,Италия,1,242x220x348 мм,0,https://entero.ru/manuals/369520/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CJF11WHEU.pdf,18740,2.56 кг,Италия,1,пластик,,,
https://cdn.entero.ru/mp@2x/13/de/13de4b2cbeb05af2c0b7ce0ae3452172.jpg;https://cdn.entero.ru/mp@2x/d1/4e/d14e6a2369792db7740cac6d73df3e66.jpg;https://cdn.entero.ru/mp@2x/2b/1c/2b1c375e75a77fae2468900c091b9dff.jpg;https://cdn.entero.ru/mp@2x/e2/da/e2da3ea0b54c0c9aebd219876e0f9db9.jpg;https://cdn.entero.ru/mp@2x/1d/58/1d586016ee157e8df8fd8c9664a24906.jpg,Соковыжималка для цитрусовых SMEG CJF11RDEU красная,CJF11RDEU,17990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/347087,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347087""><b class=""b"">SMEG CJF11RDEU</b></a> предназначена для приготовления свежих соков из различных цитрусовых фруктов в гостиницах, офисах и домашних условиях. Модель оснащена кабелем питания с вилкой (Schuko). Корпус обтекаемой формы выполнен из пластика с глянцевой поверхностью красного цвета и накладными объемными серебристыми литерами логотипа, крышка и чаша для сока – из высокопрочного полимера Tritan Renew без содержания токсичных компонентов, основание – из пластика с поверхностью цвета полированный хром, носик, фильтр и конус – из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Универсальный выжимной конус</li>
<li>Сетчатый фильтр</li>
<li>Чаша для сока</li>
<li>Полусферическая крышка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной отжим</li>
<li>Вращение конуса против часовой стрелки</li>
<li>Автоматические запуск при нажатии на конус и остановка при подъеме продукта</li>
<li>Носик-дозатор в форме язычка с защитой от капель</li>
<li>Устойчивые нескользящие опоры</li>
<li>Быстрая сборка и демонтаж компонентов</li>
<li>Отсек в основании с держателем для компактной смотки кабеля</li>
<li>Легкость очистки съемных компонентов с возможностью мойки в посудомоечной машине</li>
<li>Простота эксплуатации и обслуживания</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный винтажный дизайн коллекции в стиле 50-х годов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Максимальная длительность непрерывной работы: 3 мин.</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>",347087,для цитрусовых,220 В,0.07 кВт,166 мм,166 мм,281 мм,3.7 кг,Италия,1,242x220x348 мм,0,https://entero.ru/manuals/427621/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CJF11RDEU.pdf,,2.56 кг,Италия,,пластик,,,
https://cdn.entero.ru/mp@2x/3b/de/3bdebf50bbe58233eff22e6bf85167e1.jpg;https://cdn.entero.ru/mp@2x/ef/3a/ef3a87497c35b0b847d2698c3efe4aa8.jpg;https://cdn.entero.ru/mp@2x/2b/1a/2b1a92e2e4b186aeca99bde4f8cdf39c.jpg;https://cdn.entero.ru/mp@2x/0c/18/0c18c779974eec0babce6570f9b37c0b.jpg,Соковыжималка SMEG CJF11PBEU,Соковыжималка SMEG CJF11PBEU,19990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/285605,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285605"">Smeg CJF11PBEU</a></b> используется в частных домах и квартирах для приготовления сока из цитрусовых фруктов. Модель выполнена в стиле 50-х годов. Корпус изготовлен из пластика, выжимной конус, фильтр и носик - из нержавеющей стали, чаша и крышка - из Tritan™ Renew.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вращение конуса против часовой стрелки</li>
<li>Носик-дозатор с защитой от капель</li>
<li>Универсальная конусная насадка</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина кабеля: 1 м</li>
<li>Габариты в упаковке: 220x242x348 мм</li>
<li>Цвет: пастельно-голубой</li>
</ul>",285605,для цитрусовых,220 В,0.07 кВт,166 мм,166 мм,281 мм,,Италия,,,0,,,2.56 кг,Италия,,пластик,,,
