Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Количество зон нагрева,Структура верхней поверхности,Структура нижней поверхности,Размер рабочей поверхности
https://cdn.entero.ru/mp@2x/c3/bf/c3bf0f3229c50ed01f40671649308047.jpg,Гриль барбекю Steba VG 90,VG 90 COMPACT,8678,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/209948,"<p>Гриль барбекю <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/209948"">Steba VG 90</a></b> предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена терморегулятором, светодиодным интикатором нагрева, лотком для стока жира и съемной пластиной с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Встроенный нагревательный элемент</li>
<li>Бортики для защиты от ветра</li>
<li>Защита от перегрева</li>
</ul>",209948,220 В,1.3 кВт,500 мм,290 мм,110 мм,,,,0,https://entero.ru/manuals/245550/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%2090.pdf,,2.8 кг,Германия,Китай,1,,рифленая,350х250
https://cdn.entero.ru/mp@2x/4b/04/4b045ad7fc7962db379cb0aa39f865f5.jpg;https://cdn.entero.ru/mp@2x/37/68/3768d3f79c9303b4d97eea7bc1ec8b7d.jpg,Гриль Clatronic KG 3487,Гриль Clatronic KG 3487,8990,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225739,"<p><span class=""b"">Контактный гриль</span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225739""><b class=""b""> Clatronic KG 3487 </b></a>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена лотком для сбора жира, большими ручками, 2 световыми индикаторами и дисплеем готовности к работе. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Плавно регулируемый термостат</li>
<li>Для двустороннего обжаривания без использования масла/жира</li>
<li>Быстрое приготовление пищи</li>
<li>Пластины с антипригарным покрытием и глубокими канавками</li>
<li>Большая поверхность гриля</li>
<li>Место для намотки кабеля</li>
<li>
<p>Цвет: черный/нержавеющая сталь</p>
</li>
</ul>",225739,220 В,2 кВт,335 мм,330 мм,145 мм,,,,0,https://entero.ru/manuals/272420/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20KG%203487.pdf,,2.7 кг,Германия,Китай,2,,рифленая,295x235
https://cdn.entero.ru/mp@2x/28/75/287540d37148c076b60c4c0f17421a0f.jpg;https://cdn.entero.ru/mp@2x/40/66/406632358dc8f4016737af35b3554cd8.jpg;https://cdn.entero.ru/mp@2x/7d/d1/7dd115821a074585adfd065ff5ff82aa.jpg;https://cdn.entero.ru/mp@2x/ad/ee/adeec40c98702c89fe062fa8ed407463.jpg;https://cdn.entero.ru/mp@2x/ea/e0/eae029c3a76c457f71829aa115a0719c.jpg;https://cdn.entero.ru/mp@2x/96/f2/96f263ba89d3c74b1ed19f46b9f10bc8.jpg,Гриль-раклетница Clatronic RG 3518,RG 3518 schwarz 8 Pfännch,9199,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/171873,"<p>Гриль-раклетница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171873"">Clatronic RG 3518</a> </b>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена термостатом с синей подсветкой и съемными пластинами для гриля. </p>

<p>В комплект поставки входят 8 порционных сковородок с антипригарным покрытием, 8 деревянных лопаток, пластина для гриля из натурального камня и двусторонняя (гладкая / рифленая) литая пластина с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Термоизолированный корпус</li>
<li>Легкая очистка</li>
</ul>",171873,220 В,1.3 кВт,465 мм,235 мм,150 мм,,,,0,https://entero.ru/manuals/198019/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20RG%203518.pdf,,4.85 кг,Германия,Китай,,,"одна гладкая, одна рифленая",460х230
https://cdn.entero.ru/mp@2x/64/1d/641d8aba1baf47bc54fdd236a7f8f0db.jpg;https://cdn.entero.ru/mp@2x/87/c3/87c3d19e539f2ce2379bdaaf91dbd1a7.jpg;https://cdn.entero.ru/mp@2x/8c/e6/8ce6108596e1ef1407caa142f1f734d4.jpg,Раклетница Bomann RG 2279 CB schwarz,Раклетница Bomann RG 2279 CB schwarz,9443,RUB,Да,Bomann,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/374744,"<p>Гриль-раклетница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374744""><b class=""b"">Bomann RG 2279 CB</b></a> предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Натуральный камень обеспечивает приготовление пищи с низким содержанием жира и сохранением витаминов. Плавно регулируемый термостат позволяет контролировать температуру. Антипригарное покрытие гарантирует легкое приготовление и простой уход. Пластина выполнена из литого чугуна.</p>

<p>В комплект поставки входят 8 сковородок с антипригарным покрытием и 8 деревянных лопаточек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус Cool-Touch</li>
<li>Для приготовления на гриле и запекания</li>
<li>Бесступенчатый нагрев</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: черный</li>
</ul>",374744,220 В,от 1.2 до 1.4 кВт,,,,,,,0,https://entero.ru/manuals/506277/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bomann%20RG%202279%20CB.pdf,,,Германия,Китай,3,,"рифленая, гладкая",460х230
https://cdn.entero.ru/mp@2x/bb/67/bb67334f1722a6231dbb9fa52e10b8b4.jpg;https://cdn.entero.ru/mp@2x/ef/9c/ef9c1ee3531206faef5fecc370481249.jpg;https://cdn.entero.ru/mp@2x/b0/fc/b0fcddb516f1485733a107703ca229bf.jpg;https://cdn.entero.ru/mp@2x/bc/d6/bcd6f5f08a4e71a93fdb4dd4e53df3a8.jpg;https://cdn.entero.ru/mp@2x/94/a2/94a2d0aa7c5505f36d8c2db99ee7d472.jpg;https://cdn.entero.ru/mp@2x/21/e3/21e371b786704eb6573baaa1381d05b3.jpg;https://cdn.entero.ru/mp@2x/98/45/9845adddcd5984c1be286ac96aabac13.jpg;https://cdn.entero.ru/mp@2x/e3/7f/e37f77c864d069214c0e397e38558497.jpg;https://cdn.entero.ru/mp@2x/6e/53/6e538a73ee3d8c901d15ddeb6b6901a0.jpg;https://cdn.entero.ru/mp@2x/40/d0/40d098d8f555db58b55101628f0151b8.jpg;https://cdn.entero.ru/mp@2x/ce/7f/ce7fd3282996e642d172c2d599bb6c47.jpg;https://cdn.entero.ru/mp@2x/91/f6/91f697ed657b4e541e586c4cd71c04dc.jpg;https://cdn.entero.ru/mp@2x/f5/32/f53202a333df5ac84ebf802fc3d283ab.jpg;https://cdn.entero.ru/mp@2x/35/2d/352d5449c7d5cde66e4424b750e6230e.jpg;https://cdn.entero.ru/mp@2x/2c/8a/2c8a8695c693a068bdff1be06b1d5796.jpg;https://cdn.entero.ru/mp@2x/7c/0e/7c0e624c8e6cea821025e345933f5eb7.jpg;https://cdn.entero.ru/mp@2x/7a/de/7ade8a0891bde2e75f2f6a7af78fab9c.jpg;https://cdn.entero.ru/mp@2x/d0/ae/d0ae8e940695f087aca1624d70bae611.jpg;https://cdn.entero.ru/mp@2x/3c/bb/3cbb6342f89e6c74b9f80797324d664e.jpg;https://cdn.entero.ru/mp@2x/13/07/1307777d9c7e6efd6b536620105be3db.jpg;https://cdn.entero.ru/mp@2x/31/c1/31c15f97f3a19551e425b594c7f14510.jpg;https://cdn.entero.ru/mp@2x/fb/fe/fbfe560699ee7143e7abc58631054e49.jpg;https://cdn.entero.ru/mp@2x/c9/83/c983996c2b0158beefff3bb9240428d9.jpg,Гриль электрический Libhof GL-2000B,Гриль электрический Libhof GL-2000B,9499,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/365955,"<p>Электрический контактный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365955"">Libhof GL-2000B</a></b> предназначен для приготовления мяса, птицы, рыбы и овощей путем жарки, запекания или тушения, приготовления гамбургеров и горячих сэндвичей, а также подогрева блюд и размораживания продуктов в домашних условиях. Модель оснащена 2 трубчатыми нагревательными элементами, откидной верхней створкой с широкой рукояткой, кабелем питания с вилкой и электронной панелью управления с сенсорными функциональными клавишами и информативным жидкокристаллическим дисплеем индикации.</p>

<p>В комплект поставки входят 2 жарочные панели, термощуп, двухсторонний скребок, инструкция по эксплуатации и гарантийный талон. Корпус выполнен из металла и пластика, жарочные панели – из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемные жарочные панели с двойным антипригарным покрытием:
<ul>
<li>Возможность приготовления без использования масла</li>
<li>Легкость очистки</li>
</ul>
</li>
<li>Автоматические программы приготовления для различных типов продуктов с возможностью регулировки параметров:
<ul>
<li>Бекон</li>
<li>Курица</li>
<li>Рыба</li>
<li>Овощи</li>
<li>Колбаски</li>
<li>Сэндвич</li>
</ul>
</li>
<li>Независимая регулировка температуры обеих поверхностей</li>
<li>Таймер: независимая настройка длительности приготовления обеих поверхностей</li>
<li>Функция предварительного нагрева</li>
<li>4 варианта степени прожарки стейка:
<ul>
<li>Приготовление с термощупом на основании измеренной внутри блюда температуры</li>
<li>Приготовление с учетом истекшего времени</li>
</ul>
</li>
<li>Цифровая индикация температуры и настроек таймера</li>
<li>Символьная индикация выбранной программы, питания и активных функций</li>
<li>Самодиагностика с индикацией кодов неисправностей</li>
<li>Звуковая сигнализация для подтверждения настроек, оповещения о готовности к работе, окончании приготовления и неисправностях</li>
<li>Настройка положения створок:
<ul>
<li>Закрытое и заблокированное с помощью поворотного фиксатора</li>
<li>Приоткрытое с небольшим зазором</li>
<li>Полураскрытое на 105°</li>
<li>Режим барбекю – полностью раскрытое на 180°</li>
</ul>
</li>
<li>Съемный поддон для сбора крошек и жира</li>
<li>Термоизолированная рукоятка для безопасного захвата</li>
<li>Отсек для хранения термощупа</li>
<li>Устойчивые нескользящие опоры</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 80 до 230 °С</li>
<li>Минимальный шаг регулировки температуры: 10 °С </li>
<li>Диапазон заданной длительности: от 1 до 60 мин.</li>
<li>Минимальный шаг регулировки заданной дительности: 1 мин.</li>
<li>Длина кабеля питания: 1000 мм</li>
</ul>",365955,220 В,2 кВт,368 мм,333 мм,164 мм,6.9 кг,1,430x393x247 мм,0,https://entero.ru/manuals/476852/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20GL-2000B.pdf,10105,5.3 кг,Словакия,,1,рифленая,рифленая,300х230
https://cdn.entero.ru/mp@2x/cf/9b/cf9bfa5b03bfa2c531808f7db966846d.jpg;https://cdn.entero.ru/mp@2x/05/4a/054a10059f111f49bce8d9f333deb9fd.jpg,Гриль Clatronic KG 3571 Keramik,Гриль Clatronic KG 3571 Keramik,9999,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225715,"<p><span class=""b"">Контактный гриль</span><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225715""><b class=""b""> Clatronic KG 3571 Keramik </b></a>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена специальным дренажным каналом для стока жира, большими термоизолированными ручками, светодиодными интикаторами нагрева, питания и готовности к работе. Корпус выполнен из нержавеющей стали, покрытие пластин - из керамики.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Плавно регулируемый термостат</li>
<li>Быстрое приготовление пищи</li>
<li>Устойчивое к царапинам покрытие пластин с глубокими канавками</li>
<li>Большая поверхность гриля</li>
<li>Место для намотки кабеля</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Угол раскрытия: 180 °</li>
<li>Цвет: черный/нержавеющая сталь</li>
</ul>",225715,220 В,2 кВт,,,,,,,0,,,2.9 кг,Германия,Китай,2,,рифленая,295x235
https://cdn.entero.ru/mp@2x/b7/2c/b72c976b718a39694433fce6514be9a2.jpg,Гриль барбекю Steba VG 101,Гриль барбекю Steba VG 101,10197,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/225756,"<p>Гриль барбекю<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225756"">Steba VG 101</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена терморегулятором, контрольной лампой питания и нагрева, лотком для стока жира и съемной решеткой с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Плавная регулировка нагрева</li>
<li>Встроенный нагревательный элемент</li>
<li>Решетка с гладкой и рифленой поверхностями</li>
<li>Защита от перегрева</li>
<li>Простота очистки</li>
<li>Цвет корпуса: серый/черный</li>
</ul>",225756,220 В,2 кВт,,,,,,,0,https://entero.ru/manuals/272423/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%20101.pdf,,4 кг,Германия,Китай,1,,"одна гладкая, одна рифленая",430х305
https://cdn.entero.ru/mp@2x/3a/ea/3aeae7247cf8cb207997e392b507ec73.jpg;https://cdn.entero.ru/mp@2x/0f/8c/0f8c694980e9b15ad2080b3e17df7217.jpg,Гриль барбекю Steba VG 101,Гриль барбекю Steba VG 101,10665,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/168572,"<p>Гриль барбекю<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168572"">Steba VG 101</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена терморегулятором, светодиодным интикатором нагрева, лотком для стока жира, съемной пластиной из литого алюминия с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Встроенный нагревательный элемент</li>
<li>Двухзонная пластина с гладкой и рифленой поверхностями</li>
<li>Защита от перегрева</li>
</ul>",168572,220 В,2 кВт,660 мм,350 мм,120 мм,,,,0,https://entero.ru/manuals/194574/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%20101.pdf,,4 кг,Германия,,1,,"решетка, гладкая",430х305
https://cdn.entero.ru/mp@2x/74/9a/749a7ee2ba439651cb8543f440f1cf0a.jpg;https://cdn.entero.ru/mp@2x/cd/f4/cdf4b920cb7d2f1b57c9ec83dd851315.jpg,Раклетница Steba RC 104,Раклетница Steba RC 104,10932,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/245514,"<p>Гриль-раклетница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245514""><b class=""b"">Steba RC 104</b></a> предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена регулятором температуры, контрольной лампой питания и нагрева, съемной пластиной и нескользящими ножками.</p>

<p>В комплект поставки входят 4 порционные сковородки с антипригарным покрытием с подставками, пластина для гриля из натурального камня и литая алюминиевая пластина с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Ручки для переноски</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер пластины: 250х250 мм</li>
<li>Длина сетевого кабеля: 2 м</li>
<li>Цвет корпуса: черный / нержавеющая сталь</li>
</ul>",245514,220 В,0.9 кВт,30 мм,280 мм,150 мм,,,,0,,,3.2 кг,Германия,Китай,1,,рифленая,250х250
https://cdn.entero.ru/mp@2x/de/1f/de1f4c4c866ec168ea2f170d4012e8c1.jpg;https://cdn.entero.ru/mp@2x/32/3f/323f0db8e2832f9de0d11c728459d243.jpg;https://cdn.entero.ru/mp@2x/ff/6a/ff6adef07d4da9c933ba934fbbcbe69d.jpg;https://cdn.entero.ru/mp@2x/5a/7c/5a7c89adefdac036341402cec5bfadb1.jpg,Мультигриль вертикальный Clatronic DVG 3686 schwarz,DVG 3686 schwarz / 263831,11990,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/303284,"<p>Вертикальный мультигриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303284"">Clatronic DVG 3686 schwarz</a></b> используется в домашних условиях для приготовления шашлыка, кебаба, гирос, птицы и других гриль-блюд. Модель оснащена вертикально-ориентированным жарочным блоком с нагревательными элементами трубчатого типа (ТЭНами), термоотражающим экраном, прямоугольным основанием и кабелем питания с вилкой. Корпус выполнен из пластика черного цвета, экран, поддон, вертел и шампуры – из нержавеющей стали.</p>

<p>В комплект поставки входят вертел и 6 шампуров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электрический привод с зубчатой передачей для равномерной прожарки:
<ul>
<li>Вращение вертела относительно собственной оси</li>
<li>Вращение шампуров относительно собственной оси и оси вертела</li>
</ul>
</li>
<li>Выключатель колыбельного типа с интегрированным индикатором питания </li>
<li>Поддон для сбора жира</li>
<li>Шампуры с термоизолированными рукоятками</li>
<li>Устойчивая база</li>
<li>Гигиеничная, надежная и безопасная эксплуатация</li>
<li>Компактные габариты для удобства хранения и транспортировки</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 3 кг</li>
</ul>",303284,220 В,1.4 кВт,225 мм,225 мм,350 мм,,,,0,https://entero.ru/manuals/363526/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20DVG%203686%20schwarz.pdf,12755,,Германия,Китай,1,,,
https://cdn.entero.ru/mp@2x/c7/60/c760b0604d62b1d8a862cd4ed1b3bd99.jpg;https://cdn.entero.ru/mp@2x/de/69/de69503ac9866928cdc58d06214ff79d.jpg;https://cdn.entero.ru/mp@2x/b8/f6/b8f66e0db151883dab31279daf1f243b.jpg;https://cdn.entero.ru/mp@2x/8c/a5/8ca5c9633f1b3127a3120e38a464b06f.jpg;https://cdn.entero.ru/mp@2x/8f/61/8f611706b9e0a840166330c182033beb.jpg;https://cdn.entero.ru/mp@2x/56/be/56be5d5c794751407f368d7ae06075da.jpg,Гриль барбекю Steba VG 195,Гриль барбекю Steba VG 195,13501,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/209940,"<p>Гриль барбекю <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/209940"">Steba VG 195</a></b> предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена терморегулятором, светодиодным интикатором нагрева, лотком для стока жира, съемной пластиной и прозрачной крышкой. Пластина выполнена из литого алюминия с антипригарным покрытием, крышка - из стекла.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Встроенный нагревательный элемент</li>
<li>Двухзонная пластина с гладкой и рифленой поверхностями</li>
<li>Защита от перегрева</li>
<li>Возможность вертикального хранения</li>
<li>Наличие крышки предотвращает пересыхание продуктов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина сетевого кабеля: 2 м</li>
</ul>",209940,220 В,2.2 кВт,580 мм,390 мм,115 мм,,,,0,https://entero.ru/manuals/245548/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%20195.pdf,14064,5.5 кг,Германия,Китай,1,,"гладкая, рифленая",400х290
https://cdn.entero.ru/mp@2x/68/c9/68c99e1a58a63b9582edca5039ae52c1.jpg;https://cdn.entero.ru/mp@2x/63/d4/63d481d83ea0d9288b989e290c9efade.jpg;https://cdn.entero.ru/mp@2x/eb/6d/eb6d8954d545089eb2f65b41992763c6.jpg;https://cdn.entero.ru/mp@2x/a7/95/a7951af3e6dd8243960d290e845d371b.jpg;https://cdn.entero.ru/mp@2x/4b/d6/4bd6ffdaf5f17f8fc66c392b57b66e6b.jpg,Гриль-раклетница Clatronic RG 3678,RG 3678 schwarz,14990,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/209968,"<p>Гриль-раклетница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/209968"">Clatronic RG 3678</a></b> предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена 2 выключателями с синей подсветкой и 2 съемными пластинами для гриля. </p>

<p>В комплект поставки входят 8 порционных сковородок с антипригарным покрытием, 8 деревянных лопаток, пластина для гриля из натурального камня и двусторонняя (гладкая / рифленая) литая алюминиевая пластина с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Поворотный на 180° шарнир позволяет менять расположение зон нагрева</li>
<li>Раздельное включение зон нагрева</li>
<li>Возможность использования одной зоны</li>
<li>Легкая очистка</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер пластины: 380х115 мм</li>
<li>Мощность: 2х 0,6 кВт</li>
</ul>",209968,220 В,1.2 кВт,530 мм,250 мм,150 мм,,,,0,https://entero.ru/manuals/245581/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20RG%203678.pdf,,5 кг,Германия,Китай,2,,гладкая,
https://cdn.entero.ru/mp@2x/5c/32/5c32b6efd14cb2c2c169e826127ab5e6.jpg;https://cdn.entero.ru/mp@2x/35/b5/35b5907618a8a7cefbfafcb4ea8e6a5e.jpg;https://cdn.entero.ru/mp@2x/c8/05/c805f4b33a5159a489c1a6e86509bb8c.jpg;https://cdn.entero.ru/mp@2x/9b/26/9b26c5b385cbcbe1dd5d6e5acf94812e.jpg;https://cdn.entero.ru/mp@2x/3f/70/3f70afd01b6a2437017316e2f078800a.jpg,Гриль барбекю Steba VG 200,Гриль барбекю Steba VG 200,16351,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/168577,"<p>Гриль барбекю<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168577"">Steba VG 200</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена терморегулятором, светодиодным интикатором нагрева, лотком для стока жира, съемной пластиной и крышкой. Пластина выполнена из литого алюминия с антипригарным покрытием, крышка - из стекла.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Встроенный нагревательный элемент</li>
<li>Двухзонная пластина с гладкой и рифленой поверхностями</li>
<li>Защита от перегрева</li>
<li>Возможность вертикального хранения</li>
<li>Наличие крышки предотвращает пересыхание продуктов</li>
</ul>",168577,220 В,2.2 кВт,580 мм,380 мм,110 мм,,,,0,https://entero.ru/manuals/194584/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%20200.pdf,,5.5 кг,Германия,,1,,"решетка, гладкая",400х290
https://cdn.entero.ru/mp@2x/1c/5d/1c5dcf18f2a67e5dca6fafbaef8ebf84.jpg;https://cdn.entero.ru/mp@2x/da/06/da068c3aa1ce8d716aa106c1ece00b86.jpg;https://cdn.entero.ru/mp@2x/2b/a2/2ba23d2786cbb060c882983d5df135da.jpg;https://cdn.entero.ru/mp@2x/80/55/8055b492f61639e9000d29c7a22fda25.jpg;https://cdn.entero.ru/mp@2x/6d/54/6d544bd1d6c1bd60c48d347c87e3c83b.jpg;https://cdn.entero.ru/mp@2x/08/82/08821a0b8e1ec2e2ab058ad5b6213847.jpg;https://cdn.entero.ru/mp@2x/b1/18/b118d9e4e778647af4010756d434b4b0.jpg;https://cdn.entero.ru/mp@2x/e3/45/e34596c2896571c744dd24041783b978.jpg,Гриль CASO SteakChef,Гриль CASO SteakChef,19760,RUB,Да,CASO,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/374337,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374337"">CASO SteakChef</a></b> используется в частных домах и квартирах для жарки мяса, рыбы и овощей. Модель оснащена ручкой, поворотными регуляторами, светодиодным дисплеем и подвижным шарниром для равномерной прожарки продуктов разной толщины. Съемные пластины с антипригарным покрытием без PFAS можно мыть в посудомоечной машине. Корпус выполнен из анодированного алюминия, крышка - из стекла.</p>

<p>В комплект поставки входит съемный лоток для сбора жира.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2-в-1: контактный гриль и настольный гриль в одном корпусе</li>
<li>Встроенные в пластину нагревательные элементы</li>
<li>Быстрый нагрев </li>
<li>Большая площадь приготовления</li>
<li>Индикатор питания и нагрева</li>
<li>Полное раскрытие крышки</li>
<li>Керамическое покрытие </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Угол наклона: 4 °</li>
<li>Время таймера: до 30 мин.</li>
<li>Диапазон температуры: от 100 до 220 °С</li>
<li>Угол раскрытия: 180 °</li>
<li>Частота: от 50 до 60 Гц</li>
<li>Цвет: черный, серый</li>
</ul>",374337,220 В,2 кВт,385 мм,375 мм,180 мм,6.2 кг,,,0,https://entero.ru/manuals/505286/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20SteakChef.pdf,20800,,Германия,Китай,,рифленая,рифленая,
