Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/de/92/de92cd5cdba6edee4cd395cb9646d924.jpg;https://cdn.entero.ru/mp@2x/e0/66/e0664353a49c91b73aa5801155f15d4d.jpg;https://cdn.entero.ru/mp@2x/54/0b/540b5b2fea9992d94219c325d9d93cd8.jpg;https://cdn.entero.ru/mp@2x/bf/8a/bf8a2572f0c6222d794b55d42913504a.jpg;https://cdn.entero.ru/mp@2x/21/68/21688b6c6790435932990082c637dbeb.jpg;https://cdn.entero.ru/mp@2x/36/41/36413706e62a2f92352005fb1b85d9b1.jpg;https://cdn.entero.ru/mp@2x/af/a1/afa177890289cb3b8d538027f34137cb.jpg;https://cdn.entero.ru/mp@2x/93/be/93be94de75e866117ffa138271530d17.jpg;https://cdn.entero.ru/mp@2x/4e/83/4e838afe30b8951b546d68232683d348.jpg;https://cdn.entero.ru/mp@2x/1b/a2/1ba26a06fdb4eceb5696d9abd77a2784.jpg;https://cdn.entero.ru/mp@2x/a4/f7/a4f719bdcb84d59d05d613356a692344.jpg;https://cdn.entero.ru/mp@2x/48/5b/485b52ba8740e7c3afb154f282420be2.jpg;https://cdn.entero.ru/mp@2x/65/35/6535e1bc3e9de71b5103a23e9bba4764.jpg,Сушилка для овощей и фруктов Foodatlas FA-6H,Дегидратор FA-6H,14866,RUB,Да,Foodatlas,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/259620,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259620"">Foodatlas FA-6H</a></b> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена электронной панелью управления, терморегулятором, дверцей с замком, эргономичной ручкой, нескользящими ножками и смотровым окном, позволяющим контролировать рабочий процесс. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 6 решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>ТЭН на задней крышке корпуса</li>
<li>Вентиллятор для распределения нагретого воздуха в камере</li>
<li>Большая вместимость</li>
<li>Компактность</li>
</ul>",259620,от 30 до 80 °С,220 В,0.4 кВт,357 мм,300 мм,350 мм,7 кг,1,415x355x390 мм,0,https://entero.ru/manuals/319635/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20FA-6H.pdf;https://entero.ru/manuals/319636/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15648,,6.5 кг,Китай,Китай,6,
https://cdn.entero.ru/mp@2x/f0/a7/f0a7eec9b16fa115294486a3a1d23194.jpg;https://cdn.entero.ru/mp@2x/e3/5e/e35e0c1b1cd000b385627551f4926751.jpg;https://cdn.entero.ru/mp@2x/01/b3/01b317ad90a3eb886b201196f3f391bb.jpg;https://cdn.entero.ru/mp@2x/30/40/304087810a257224826cf0d7cf39ad99.jpg;https://cdn.entero.ru/mp@2x/4b/d8/4bd8dff8e23d0fbeaac8364c631253cb.jpg;https://cdn.entero.ru/mp@2x/58/22/58225441eedbb8029b0163697eff795d.jpg;https://cdn.entero.ru/mp@2x/32/cd/32cd0ff23bb88417e7ed1fc4d1d9c610.jpg;https://cdn.entero.ru/mp@2x/71/55/7155efe59b79b414635db41e2be80f6e.jpg;https://cdn.entero.ru/mp@2x/b6/38/b638a9a8b953fdb8204c4e39d9afebf3.jpg,Сушилка для овощей и фруктов Clatronic DR 3773 черная,Дегидратор DR 3773 черная,17990,RUB,Да,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/245674,"<p>Сушилка для овощей и фруктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245674""><b class=""b"">Clatronic DR 3773</b></a> предназначена для дегидрации фруктов, овощей, грибов, зелени, мяса и других продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена электронным контролем температуры и теплоизолированной дверцей с большим смотровым окном. Корпус выполнен из пластика, решетки для сушки - из нержавеющей стали. Материалы поддона не содержат бисфенол А.</p>

<p>В комплект поставки входит поддон для крошек и капель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подходит для приготовления батончиков мюсли, вяленой говядины, гранолы и овощных чипсов</li>
<li>Большой внутренний объем</li>
<li>Кнопка включения с индикатором</li>
<li>Регулировка температуры сушки</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь для сушки: 0,42 м<sup>2</sup></li>
<li>Максимальный вес продуктов: 2,6 кг</li>
<li>Максимальное время непрерывной работы: 24 ч</li>
<li>Размер решетки для сушки: 295x245 мм</li>
<li>Цвет: нержавеющая сталь, черный</li>
</ul>",245674,от 35 до 70 °С,220 В,от 0.37 до 0.45 кВт,325 мм,370 мм,295 мм,,,,0,https://entero.ru/manuals/297098/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20DR%203773.pdf,19138,,,Германия,Китай,6,
https://cdn.entero.ru/mp@2x/81/af/81af014ad638432cf404ae64a588c7dc.jpg;https://cdn.entero.ru/mp@2x/36/04/36045c40528b2ec37bd14ceb0ce5e4ec.jpg;https://cdn.entero.ru/mp@2x/62/86/62860117e84f10c24d35fc46da209ca4.jpg;https://cdn.entero.ru/mp@2x/66/90/669019aec8c028fc7ca5ea5b801b0630.jpg,Сушилка для овощей и фруктов Steba ED 6,Дегидратор ED 6,24693,RUB,Да,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/168813,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168813"">Steba ED 6</a> </b>предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов в частных домах и квартирах. Модель оснащена электронным управлением с цифровым дисплеем. Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входят 6 лотков из нержавеющей стал и коврик для трав.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Циркуляция воздуха</li>
<li>Регулировка температуры</li>
<li>Таймер от 1 до 24 ч</li>
<li>Навесная дверца</li>
</ul>",168813,от 35 до 90 °С,220 В,0.8 кВт,365 мм,475 мм,290 мм,,,,0,https://entero.ru/manuals/194811/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20ED%206.pdf,,,7.2 кг,Германия,Китай,6,
https://cdn.entero.ru/mp@2x/50/1b/501b461fd1926789f09e3e18799a8c4c.jpg;https://cdn.entero.ru/mp@2x/27/49/27492e0fc0f06fb274871d26e29a83e2.jpg;https://cdn.entero.ru/mp@2x/52/0c/520cfa735a677742dd78b5acf9a7dc2e.jpg;https://cdn.entero.ru/mp@2x/0c/dc/0cdc9282dec98f74f355687604742858.jpg;https://cdn.entero.ru/mp@2x/93/0b/930b2faa8270edb975832dbb71721756.jpg;https://cdn.entero.ru/mp@2x/38/bc/38bcee85723d88a956dc831a7d5fc3e8.jpg;https://cdn.entero.ru/mp@2x/f7/7a/f77a655797a4ccc80ff6195b8b4ed3ab.jpg,Сушилка для овощей и фруктов Profi Cook PC-DR 1218,Дегидратор PC-DR 1218 inox,25386,RUB,Да,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/188802,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188802"">Profi Cook PC-DR 1218</a> </b>предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов, а также приготовления батончиков мюсли, вяленого мяса или овощных чипсов в частных домах и квартирах. Модель оснащена сенсорной панелью управления со светодиодным дисплеем, цифровым термостатом, 6 решетками и дверцей с большим смотровым окном. Корпус и решетки выполнены из нержавеющей стали, дверца - из стекла.</p>

<p>В комплект поставки входят поддон для крошек и вставка с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры</li>
<li>Циркуляция воздушного потока на 360°</li>
<li>Электронный таймер от 30 мин. до 24 ч с индикацией остаточного времени</li>
<li>Функция отключения с подачей звукового сигнала</li>
<li>Двустенный теплоизолированный корпус</li>
<li>Утопленные в корпус ручки для переноса</li>
<li>Решетки можно мыть в посудомоечной машине</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг регулировки температуры: 5 °С </li>
<li>Размер решетки: 330х305 мм</li>
</ul>",188802,от 35 до 75 °С,220 В,0.65 кВт,455 мм,315 мм,340 мм,,,,0,https://entero.ru/manuals/219620/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Profi%20Cook%20PC-DR%201218.pdf,,,6.7 кг,Германия,Китай,6,
https://cdn.entero.ru/mp@2x/31/8c/318c288923137acba64acbe6804a94b8.jpg;https://cdn.entero.ru/mp@2x/bf/b2/bfb2857f361c3307a154eb7c57fe2441.jpg;https://cdn.entero.ru/mp@2x/b2/a3/b2a3471a37cc1f902377915c58c43e28.jpg;https://cdn.entero.ru/mp@2x/15/2a/152a8535cd8a369d892f1fe0ea656315.jpg;https://cdn.entero.ru/mp@2x/40/09/40090d23eedf21f50c9d3dfab00e4d0a.jpg,Сушилка для овощей и фруктов Graef DA 506,Дегидратор DA 506,26707,RUB,Да,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/265086,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265086"">Graef DA 506</a></b> предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов в частных домах и квартирах. Модель оснащена панелью управления с дисплеем, отображающим данные температуры и таймера. Корпус выполнен из высококачественного пластика. </p>

<p>В комплект поставки входят 6 лотков из пластика, не содержащего ВРА, и силиконовый коврик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура</li>
<li>Равномерное распределениие тепла</li>
<li>Технология Dry-Balance — для сбалансированной сушки различных продуктов</li>
<li>Возможность размещения высоких контейнеров</li>
<li>Таймер до 40 часов</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер лотка: 295х365 мм</li>
<li>Общая площадь сушки: 0,65 м<sup>2</sup></li>
</ul>",265086,от 30 до 70 °С,220 В,0.63 кВт,330 мм,475 мм,220 мм,,,,0,https://entero.ru/manuals/328168/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20DA%20506.pdf,,,5.1 кг,Германия,Китай,6,
https://cdn.entero.ru/mp@2x/b3/a5/b3a5b39f41493469545ecda27375afa9.jpg;https://cdn.entero.ru/mp@2x/7d/a3/7da30dc923c9d4edcefdee1161e749eb.jpg;https://cdn.entero.ru/mp@2x/59/aa/59aa8f94be0bab0d856f6dda83cf444b.jpg;https://cdn.entero.ru/mp@2x/ee/4c/ee4c8f7c60b728eb79d337d60a54ea0e.jpg;https://cdn.entero.ru/mp@2x/77/9f/779f6c2b2a0318fb309201be96438c24.jpg;https://cdn.entero.ru/mp@2x/42/41/4241c2f5698d601ca5309632a534356e.jpg,Сушилка для овощей и фруктов Rommelsbacher DA 650,Сушилка для овощей и фруктов Rommelsbacher DA 650,27033,RUB,Да,Rommelsbacher,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/374793,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374793"">Rommelsbacher DA 650</a></b> предназначен для сушки овощей, фруктов, ягод, грибов и трав в домашних условиях. Модель оснащена сенсорной панелью управления, светодиодный дисплеем, таймером, автоматическим отключением с сигналом и боковыми ручками. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 7 решеток для сушки, 1 коврик для сушки и 1 поддон для сушки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двойные стенки корпуса</li>
<li>Тихая модель</li>
<li>Равномерное распределение температуры на всех уровнях</li>
<li>Электронный контроль температуры</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь сушки: 0,5 м²</li>
<li>Время таймера: 99 часов</li>
<li>Длина шнура питания: 1,9 м</li>
<li>Размер решетки для сушки: 275х250 мм</li>
</ul>",374793,от 35 до 75 °С,220 В,0.6 кВт,290 мм,430 мм,275 мм,5.2 кг,,,0,https://entero.ru/manuals/506369/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Rommelsbacher%20DA%20650.pdf;https://entero.ru/manuals/506370/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20DA%20650.pdf;https://entero.ru/manuals/506371/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2.pdf,29068,,,Германия,Китай,7,
https://cdn.entero.ru/mp@2x/e0/39/e039cccbeef0e8e9aac323b63d1b981c.jpg;https://cdn.entero.ru/mp@2x/2b/69/2b69b104f39d8d339081aa6012b5bee2.jpg;https://cdn.entero.ru/mp@2x/27/1f/271fb0cbe88ec760dc2f96f1cc72470c.jpg;https://cdn.entero.ru/mp@2x/77/79/77798e1433cb490719b72791a47818b2.jpg,Сушилка для овощей и фруктов Graef DA 508,Дегидратор DA 508,28338,RUB,Да,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/265092,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265092"">Graef DA 508</a></b> предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов в частных домах и квартирах. Модель оснащена панелью управления с дисплеем, отображающим данные температуры и таймера. Корпус выполнен из высококачественного пластика. </p>

<p>В комплект поставки входят 8 лотков из пластика, не содержащего ВРА, и силиконовый коврик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура</li>
<li>Равномерное распределениие тепла</li>
<li>Технология Dry-Balance — для сбалансированной сушки различных продуктов</li>
<li>Возможность размещения высоких контейнеров</li>
<li>Таймер до 40 часов</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер лотка: 295х365 мм</li>
<li>Общая площадь сушки: 0,84 м<sup>2</sup></li>
</ul>",265092,от 30 до 70 °С,220 В,0.63 кВт,330 мм,483 мм,280 мм,,,,0,https://entero.ru/manuals/328177/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20DA%20508.pdf,30147,,6.75 кг,Германия,Китай,8,
https://cdn.entero.ru/mp@2x/95/b6/95b6dea17ae26834fe2f54f527bc4f58.jpg;https://cdn.entero.ru/mp@2x/0d/2e/0d2e159fb1bced131f3f69a1c7025a5d.jpg;https://cdn.entero.ru/mp@2x/f7/f6/f7f623d0817a605e2b60555da06c709a.jpg;https://cdn.entero.ru/mp@2x/fe/ce/fece20f594b5341fdfca2515b42bd82f.jpg;https://cdn.entero.ru/mp@2x/93/65/9365ac7e1a14f86185031b571b805c9c.jpg;https://cdn.entero.ru/mp@2x/c3/80/c3806e57702018868f5c8c8887f37390.jpg,Сушилка для овощей и фруктов Rommelsbacher DA 1000,Дегидратор DA 1000,50292,RUB,Да,Rommelsbacher,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/128787,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128787"">Rommelsbacher DA 1000</a></b> предназначена для дегидрации фруктов, овощей, грибов, зелени, мяса и других продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена электронным контролем температуры и защитой от перегрева. Корпус с двойными стенками и решетки для сушки выполнены из нержавеющей стали, сетки и поддоны - из пластика без бисфенола А.</p>

<p>В комплект поставки входят 2 сетки и 2 поддона для сушки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>24-часовой таймер с автоматическим выключением с сигналом</li>
<li>Удобная сенсорная панель управления</li>
<li>Светодиодный дисплей</li>
<li>Равномерное распределение температуры на всех уровнях</li>
<li>Удобные боковые ручки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь для сушки: 1,6 м<sup>2</sup></li>
<li>Длина шнура питания: 1,9 м</li>
<li>Размер полки для сушки: 395х395 мм</li>
<li>Цвет: нержавеющая сталь, черный</li>
</ul>",128787,от 35 до 75 °С,220 В,от 1 до 35 кВт,540 мм,430 мм,419 мм,,,,0,https://entero.ru/manuals/141987/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20DA%201000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/141988/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Rommelsbacher%20DA%201000%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,54665,,12.6 кг,Германия,Китай,10,
https://cdn.entero.ru/mp@2x/bf/00/bf00f19d3f0e607dc868aa0430c890df.jpg;https://cdn.entero.ru/mp@2x/a7/24/a724d9862e8f9c17bc255fc51eae0373.jpg;https://cdn.entero.ru/mp@2x/a0/32/a032fab2ff169a402eece5ef746e1c76.jpg;https://cdn.entero.ru/mp@2x/d4/cd/d4cd7ea4ab22a890d46bf5a72225a5d6.jpg;https://cdn.entero.ru/mp@2x/81/df/81df56d37dc5c534b3d59925ed6d4947.jpg;https://cdn.entero.ru/mp@2x/b8/6d/b86d1789fd00eb26104d6891dd5574c9.jpg;https://cdn.entero.ru/mp@2x/50/70/507080a5d6d5fb80faa4aebd92614d42.jpg,Сушилка для овощей и фруктов Rommelsbacher DA 1050,Сушилка для овощей и фруктов Rommelsbacher DA 1050,51756,RUB,Да,Rommelsbacher,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/374732,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374732"">Rommelsbacher DA 1050</a></b> предназначен для сушки овощей, фруктов, ягод, грибов и трав в домашних условиях. Модель оснащена сенсорной панелью управления, светодиодный дисплеем, таймером, автоматическим отключением сигнала и боковыми ручками. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 10 решеток для сушки, 2 коврика для сушки и 2 поддона для сушки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двойные стенки корпуса</li>
<li>Тихая модель</li>
<li>Равномерное распределение температуры на всех уровнях</li>
<li>Электронный контроль температуры</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь сушки: 0,6 м²</li>
<li>Время таймера: 99 часов</li>
<li>Длина шнура питания: 1,9 м</li>
<li>Размер решетки для сушки: 394х380 мм</li>
</ul>",374732,от 35 до 75 °С,220 В,1 кВт,430 мм,540 мм,419 мм,12.6 кг,,,0,https://entero.ru/manuals/506251/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Rommelsbacher%20DA%201050.pdf;https://entero.ru/manuals/506252/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20DA%201050.pdf;https://entero.ru/manuals/506253/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2.pdf,53913,,,Германия,Китай,10,
https://cdn.entero.ru/mp@2x/13/5d/135de98c6f88f0eb9c473dd75b843207.jpg,Сушилка для овощей и фруктов Gemlux GL-FD-01R,Дегидратор GL-FD-01R,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/94144,"<p>Сушилка для овощей и фруктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94144""><b class=""b"">Gemlux GL-FD-01R </b></a>серии Platinum используется в частных домах и квартирах. Модель оснащена электронным управлением с ЖК-дисплеем и таймером (0-48 ч). Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входят 5 прозрачных поддонов 325x35 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Возможность одновременно сушить болшое количество продуктов</li>
</ul>",94144,от 40 до 70 °С,220 В,0.5 кВт,333 мм,355 мм,265 мм,,,,0,https://entero.ru/manuals/82628/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-FD-01R.pdf;https://entero.ru/manuals/82625/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240591&hd=2&autoplay=0,2.76 кг,,Китай,5,
https://cdn.entero.ru/mp@2x/71/fb/71fbed3a8c161be93c8ab62c34e5e612.jpg,Сушилка для овощей и фруктов Gemlux GL-IR500,Дегидратор GL-IR500,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/114804,"<p>Сушилка для овощей и фруктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114804""><b class=""b"">Gemlux GL-IR500 </b></a>используется в частных домах и квартирах. Модель оснащена электронным управлением, таймером на 99 часов, 5 парами направляющих и откидной дверцей. Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входят 5 полок-решеток из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Инфракрасная</li>
<li>4 автоматических режима: мясо, фрукты, овощи и йогурт</li>
<li>Режим стерилизации: 80 °С</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры полки-решетки: 340x385 мм</li>
<li>Расстояние между направляющими: 25 мм</li>
</ul>",114804,от 30 до 70 °С,220 В,0.5 кВт,500 мм,410 мм,345 мм,,,,0,https://entero.ru/manuals/114259/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gemlux%20GL-IR500.pdf,,,,,Китай,5,
https://cdn.entero.ru/mp@2x/eb/47/eb47c960110c8a56c69bf70597d25e43.jpg;https://cdn.entero.ru/mp@2x/54/57/54576be808600e7ba65efb92e54097e2.jpg;https://cdn.entero.ru/mp@2x/1c/42/1c42944077942e01cc0f86639f9db933.jpg;https://cdn.entero.ru/mp@2x/d9/7b/d97bfefb42ec53b65bdb61616b15e5be.jpg;https://cdn.entero.ru/mp@2x/cd/71/cd71c91a00dfd58abf23b7508b1df96a.jpg;https://cdn.entero.ru/mp@2x/a8/65/a865a3969b25715b4eadf9cde43b62e8.jpg,Сушилка для овощей и фруктов Libhof FDK-08,Дегидратор FDK-08 libfdk08,19999,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/294350,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294350"">Libhof FDK-08</a></b> используется для сушки овощей, фруктов, ягод, грибов и трав, а также вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта в домашних условиях. Модель оснащена камерой с 8 уровнями направляющих для размещения поддонов, расположенными в задней стенке вентилятором и нагревательными элементами, распашной дверью, кабелем питания, расположенным на верхней панели блоком управления с сенсорной клавиатурой и светодиодным цифровым дисплеем. Корпус и поддоны выполнены из высококачественной нержавеющей стали, дверь с прозрачным остеклением.</p>

<p>В комплект поставки входят 8 съемных решетчатых поддонов, мелкоячеистая сетка, 4 лотка для пастилы и инструкция по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры </li>
<li>Таймер для настройки длительности процесса</li>
<li>Цифровая индикация температуры и настроек таймера</li>
<li>Интегрированные в клавиши сигнальные светодиодные индикаторы работы</li>
<li>Звуковая сигнализация для подтвердения настроек и оповещения об истечении заданной длительности</li>
<li>Автоматическая задержка работы вентилятора в течение 1 мин. после отключения нагрева для охлаждения продуктов</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря легким прикосновениям и интуитивно понятному меню</li>
<li>Большое смотровое окно для визуального контроля процесса</li>
<li>Съемный лоток для сбора капель</li>
<li>Рекомендации температурного диапазона для различных продуктов </li>
<li>Устойчивые нескользящие опоры</li>
<li>Возможность мойки поддонов в посудомоечной машине</li>
<li>Компактные габариты и малый вес для удобства транспортировки</li>
<li>Класс электрозащиты: I</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон заданной длительности: от 30 мин. до 24 ч</li>
<li>Объем камеры: 30 л</li>
<li>Диапазон уровня шума: от 45 до 50 дБ</li>
<li>Длина кабеля питания: 1100 мм</li>
<li>Габариты поддонов: 376x297 мм</li>
</ul>",294350,от 35 до 80 °С,220 В,0.8 кВт,405 мм,405 мм,298 мм,10 кг,1,475x475x360 мм,0,https://entero.ru/manuals/357177/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDK-08.pdf,21052,,9 кг,Словакия,Китай,8,
