Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Управление,Количество конфорок,Температурный режим духовки,Конфорка,Духовой шкаф
https://cdn.entero.ru/mp@2x/a4/b3/a4b30f4110a66ce0775bd864d3db5ea0.jpg,Плита электрическая Lofra RNMG 96 MFT/5i,Плита электрическая Lofra RNMG 96 MFT/5i,0,RUB,Нет,Lofra,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/64669,"<p>Электрическая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64669"">Lofra RNMG 96 MFT/5i</a></b> предназначена для приготовления различных блюд в наплитной посуде, выпечки пирогов и пиццы. Модель оборудована мультифункционнальным духовым шкафом, 2 конфорками удлиненной формы (под утятницу), 1 конфоркой с расширением для посуды с большим диаметром дна и поворотными регуляторами для управления.</p>

<p>В комплект поставки входят глубокий противень и 2 решетки.</p>

<p><b>Особенности духового шкафа:</b></p>

<ul>
<li>9 функций приготовления</li>
<li>Функция размораживания</li>
<li>4 уровня приготовления</li>
<li>Тангенциальная система охлаждения</li>
<li>Аналоговый таймер</li>
<li>Электронный контроль температуры</li>
<li>Акустический сигнал окончания приготовления</li>
<li>Внутренняя подсветка</li>
<li>2 уровня телескопических направляющих</li>
<li>Верхняя защитная панель</li>
<li>Дверца с тройным стеклом. Внутреннее сплошное стекло снимается</li>
<li>Ever Clean - синяя эмаль легкой очистки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество конфорок: 5</li>
<li>Температурный режим духовки: от 50 до 270 °С</li>
<li>Объем духовки: 94 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность конфорок:
<ul>
<li>Передняя левая: 1,4 кВт</li>
<li>Задняя левая: 2,6 кВт</li>
<li>Центральная: 3 кВт</li>
<li>Передняя правая: 1,4 кВт</li>
<li>Задняя правая: 2 кВт</li>
</ul>
</li>
<li>Диаметр конфорок:
<ul>
<li>Передняя левая: 170 мм</li>
<li>Задняя левая: 210 мм</li>
<li>Центральная: 260 мм</li>
<li>Передняя правая: 170 мм</li>
<li>Задняя правая: 170 мм</li>
</ul>
</li>
<li>Мощность: 12,9 кВт</li>
<li>Габариты: 900х600х850-920 мм</li>
<li>Цвет плиты: черный</li>
<li>Цвет фурнитуры: золото / бронза / хром</li>
</ul>",64669,,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/67/3f/673fc99b9cac295a0cd600f191081b39.jpg,Плита индукционная Gemlux GL-IP20ULTRA,Плита индукционная Gemlux GL-IP20ULTRA,0,RUB,Нет,Gemlux,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/96994,"<p>Индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96994"">Gemlux GL-IP20ULTRA</a></b> предназначена для приготовления и разогрева блюд в частных домах и квартирах. Модель оснащена сенсорным управлением, защитой от детей и от нагрева и таймером (0-180 мин.). Корпус выполнен из пластмассы и стеклокерамики.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 60 до 240 °С</li>
</ul>",96994,220 В,2 кВт,290 мм,370 мм,43 мм,,,,0,https://entero.ru/manuals/86421/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf,,,3.25 кг,,Китай,настольная,электронное,1,,индукционная,
https://cdn.entero.ru/mp@2x/e9/57/e95782dccc3498f2d1c0438fa295a6ab.jpg,Плита индукционная Gemlux GL-IP28TC,Плита индукционная Gemlux GL-IP28TC,0,RUB,Нет,Gemlux,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/112255,"<p>Индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112255"">Gemlux GL-IP28TC</a></b> предназначена для приготовления и разогрева блюд в частных домах и квартирах. Модель оснащена сенсорным управлением, 8 уровнями мощности, защитой от детей и таймером (0-180 мин.). Корпус выполнен из нержавеющей стали и стеклокерамики.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 60 до 270 °C</li>
<li>Габариты: 290x360 мм</li>
</ul>",112255,220 В,2 кВт,,,,,,,0,,,,2.6 кг,,Китай,настольная,электронное,1,,индукционная,
https://cdn.entero.ru/mp@2x/21/4f/214f840014eaf218d15836719fddaba8.jpg,Плита инфракрасная Gemlux GL-IC28B,Плита инфракрасная Gemlux GL-IC28B,0,RUB,Нет,Gemlux,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/112258,"<p>Инфракрасная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112258"">Gemlux GL-IC28B</a></b> ​предназначена для приготовления и разогрева блюд в частных домах и квартирах. Модель оснащена сенсорным управлением, 10 уровнями мощности, защитой от перегрева и электронным таймером (0-3 ч). Корпус выполнен из нержавеющей стали и стеклокерамики.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 90 до 650 °C</li>
<li>Габариты: 290x360 мм</li>
</ul>",112258,220 В,2 кВт,,,,,,,0,,,,2.3 кг,,Китай,настольная,электронное,1,,стеклокерамическая,
https://cdn.entero.ru/mp@2x/86/b3/86b39c7d654b51932fe262afd6618cff.jpg,Плита индукционная Gemlux GL-CIC27,Плита индукционная Gemlux GL-CIC27,0,RUB,Нет,Gemlux,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/87795,"<p>Индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87795"">Gemlux GL-CIC27</a></b> ​предназначена для приготовления и разогрева блюд в частных домах, квартирах. Модель оснащена сенсорным управлением с ЖК-дисплеем, 8 уровнями мощности и таймером (0-179 мин.). Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от 60 до 240 °С</li>
<li>Размер конфорок: 280х280 мм</li>
</ul>",87795,220 В,от 0.5 до 2.7 кВт,317 мм,385 мм,88 мм,,,,0,https://entero.ru/manuals/68947/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf,,,4.8 кг,,Китай,настольная,электронное,1,,индукционная,
https://cdn.entero.ru/mp@2x/1a/98/1a9869de6150241a7015250a9df23743.jpg,Плита электрическая Lofra RBIG 96 MFT/5i,Плита электрическая Lofra RBIG 96 MFT/5i,0,RUB,Нет,Lofra,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/64670,"<p>Электрическая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64670"">Lofra RBIG 96 MFT/5i</a></b> предназначена для приготовления различных блюд в наплитной посуде, выпечки пирогов и пиццы. Модель оборудована мультифункционнальным духовым шкафом, 2 конфорками удлиненной формы (под утятницу), 1 конфоркой с расширением для посуды с большим диаметром дна и поворотными регуляторами для управления.</p>

<p>В комплект поставки входят глубокий противень и 2 решетки.</p>

<p><b>Особенности духового шкафа:</b></p>

<ul>
<li>9 функций приготовления</li>
<li>Функция размораживания</li>
<li>4 уровня приготовления</li>
<li>Тангенциальная система охлаждения</li>
<li>Аналоговый таймер</li>
<li>Электронный контроль температуры</li>
<li>Акустический сигнал окончания приготовления</li>
<li>Внутренняя подсветка</li>
<li>2 уровня телескопических направляющих</li>
<li>Верхняя защитная панель</li>
<li>Дверца с тройным стеклом. Внутреннее сплошное стекло снимается</li>
<li>Ever Clean - синяя эмаль легкой очистки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество конфорок: 5</li>
<li>Температурный режим духовки: от 50 до 270 °С</li>
<li>Объем духовки: 94 л</li>
<li>Напряжение: 220 В</li>
<li>Мощность конфорок:
<ul>
<li>Передняя левая: 1,4 кВт</li>
<li>Задняя левая: 2,6 кВт</li>
<li>Центральная: 3 кВт</li>
<li>Передняя правая: 1,4 кВт</li>
<li>Задняя правая: 2 кВт</li>
</ul>
</li>
<li>Диаметр конфорок:
<ul>
<li>Передняя левая: 170 мм</li>
<li>Задняя левая: 210 мм</li>
<li>Центральная: 260 мм</li>
<li>Передняя правая: 170 мм</li>
<li>Задняя правая: 170 мм</li>
</ul>
</li>
<li>Мощность: 12,9 кВт</li>
<li>Габариты: 900х600х850-920 мм</li>
<li>Цвет плиты: бежевый</li>
<li>Цвет фурнитуры: золото / бронза / хром</li>
</ul>",64670,,,,,,,,,0,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/d2/91/d291fca3119e82db08e6c8553be20c0d.jpg,Варочный центр Bertazzoni MAS105I2ENET,Варочный центр Bertazzoni MAS105I2ENET,0,RUB,Нет,,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/291575,"<p>Варочный центр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291575"">Bertazzoni MAS105I2ENET</a> </b>предназначен для приготовления большого ассортимента блюд в гостиничном и ресторанном бизнесе, на предприятих пищевой промышленности, общественного питания и в домашних условиях. Модель оснащена индукционной варочной поверхностью с задним бортом, основным и вспомогательным духовыми шкафами с откидными дверьми, горизонтальными рукоятками и обзорными окнами, панелью управления с поворотными переключателями и фирменным аналоговым термометром. Варочная поверхность выполнена из стеклокерамики.</p>

<p><b>Режимы работы духовых шкафов:</b></p>

<ul>
<li>Быстрый нагрев </li>
<li>Верхний нагрев </li>
<li>Верхний нагрев + Нижний нагрев </li>
<li>Гриль </li>
<li>Гриль + Конвекция </li>
<li>Гриль с вертелом </li>
<li>Конвекционный нагрев </li>
<li>Конвекция </li>
<li>Нижний нагрев </li>
<li>Нижний нагрев + Конвекция </li>
<li>Пицца </li>
<li>Размораживание</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Духовые шкафы:
<ul>
<li>Электрический гриль</li>
<li>Высокая точность регулировки температуры</li>
<li>Двери с амортизаторами для плавного и бесшумного закрывания </li>
<li>Трехслойное остекление дверей для снижения энергопотребления и минимизации нагрева наружной поверхности</li>
</ul>
</li>
<li>Простое управление режимами и регулировка температуры с помощью поворотных переключателей и символьного меню</li>
<li>Эргономичный стильный дизайн с винтажными элементами</li>
</ul>

<p><b>Дополнительные характеристики:</b>​</p>

<ul>
<li>Мощность конфорок:
<ul>
<li>Фронтальная левая: от 1,6 до 1,85 кВт</li>
<li>Фронтальная правая: от 1,6 до 1,85 кВт</li>
<li>Центральная: от 2,3 до 3 кВт</li>
<li>Дальняя левая: от 2,1 до 3 кВт</li>
<li>Дальняя правая: от 2,1 до 3 кВт</li>
</ul>
</li>
<li>Размер конфорок:
<ul>
<li>Фронтальная левая: 210х200 мм</li>
<li>Фронтальная правая: 210х200 мм</li>
<li>Центральная: 265 мм </li>
<li>Дальняя левая: 210х200 мм </li>
<li>Дальняя правая: 210х200 мм​</li>
</ul>
</li>
<li>Объем духовых шкафов:
<ul>
<li>Основной: 69 л</li>
<li>Вспомогательный: 54 л</li>
</ul>
</li>
</ul>",291575,220 В,,995 мм,600 мм,890 мм,,,,0,https://entero.ru/manuals/478440/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf;https://entero.ru/manuals/481513/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20MAS105I2ENET%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/481514/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,120 кг,Италия,Италия,напольная,механическое,5,,индукционная,Да
https://cdn.entero.ru/mp@2x/08/73/0873cd68116aca8a74a4ef2553b32b85.jpg;https://cdn.entero.ru/mp@2x/05/b9/05b993398d79e79d1e581ff4a55488ac.jpg,Плита электрическая Lofra RNMD 96 MFTE/5i латунь,51140403 / RNMD96MFTE/5i,0,RUB,Нет,Lofra,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/64671,"<p>Электрическая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64671""><b class=""b"">Lofra RNMD 96 MFTE/5i</b></a> предназначена для приготовления широкого спектра первых и вторых блюд, а также выпечки и десертов в домашних условиях. Модель оснащена 2 духовыми шкафами и 5 индукционными конфорками разного размера. Дверцы духовых шкафов снабжены вставками из тройного закаленного стекла, направляющие духовых шкафов выполнены из металла, наружняя часть плиты покрыта эмалью Ever Clean.</p>

<p>В комплект поставки входят противень и 2 решетки для правого духового шкафа и противень и 2 решетки для левого духового шкафа.</p>

<p><b>Левый духовой шкаф:</b></p>

<ul>
<li>9 функций приготовления + дополнительная функция размораживания</li>
<li>Электронный контроль температуры</li>
<li>Электронный программатор: таймер, автоматическое выключение</li>
<li>Звуковой сигнал окончания приготовления</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
<li>Съемное внутреннее стекло дверцы для большего удобства очистки</li>
</ul>

<p><b>Правый духовой шкаф:</b></p>

<ul>
<li>Статичная духовка</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем духового шкафа:
<ul>
<li>Левый: 70 л</li>
<li>Правый: 30 л</li>
</ul>
</li>
<li>Диаметр конфорок:
<ul>
<li>3х 160 мм</li>
<li>1х 200 мм</li>
<li>1х 250 мм</li>
</ul>
</li>
<li>Мощность конфорок:
<ul>
<li>2х 1,1 кВт (Ø 160 мм)</li>
<li>1х 1,4 кВт (Ø 160 мм)</li>
<li>2х 2,3 кВт (Ø 200 и Ø 250 мм)</li>
</ul>
</li>
<li>Класс энергоэффективности: А</li>
</ul>",64671,220 В,15 кВт,900 мм,600 мм,905 мм,,,,0,https://entero.ru/manuals/124015/%D0%9C%D0%B0%D1%80%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RNMD%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124016/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D0%B0%D1%80%D0%BE%D1%87%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RNMD%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124017/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Lofra%20RNMD%2096%20MFTE_5i.jpg,,https://vk.com/video_ext.php?oid=-177656185&id=456240744&hd=2&autoplay=0,90 кг,Италия,Италия,напольная,механическое,5,от 50 до 260 °С,индукционная,Да
https://cdn.entero.ru/mp@2x/0d/15/0d158852d473c6d9ec6d54191407b226.jpg;https://cdn.entero.ru/mp@2x/4f/60/4f6088e5e64f0e09f3ea0fd1762dde45.jpg,Плита электрическая Lofra RBID 96 MFTE/5i бронза,RBID 96 MFTE/5i Bronze / RBID96MFTE/5i,0,RUB,Нет,Lofra,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/64672,"<p>Электрическая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64672""><b class=""b"">Lofra RBID 96 MFTE/5i</b></a> предназначена для приготовления широкого спектра первых и вторых блюд, а также выпечки и десертов в домашних условиях. Модель оснащена 2 духовыми шкафами и 5 индукционными конфорками разного размера. Дверцы духовых шкафов снабжены вставками из тройного закаленного стекла, направляющие духовых шкафов выполнены из металла, наружная часть плиты покрыта эмалью Ever Clean.</p>

<p>В комплект поставки входят противень и 2 решетки для правого духового шкафа и противень и 2 решетки для левого духового шкафа.</p>

<p><b>Левый духовой шкаф:</b></p>

<ul>
<li>9 функций приготовления + дополнительная функция размораживания</li>
<li>Электронный контроль температуры</li>
<li>Электронный программатор: таймер, автоматическое выключение</li>
<li>Звуковой сигнал окончания приготовления</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
<li>Съемное внутреннее стекло дверцы для большего удобства очистки</li>
</ul>

<p><b>Правый духовой шкаф:</b></p>

<ul>
<li>Статичная духовка</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем духового шкафа:
<ul>
<li>Левый: 70 л</li>
<li>Правый: 30 л</li>
</ul>
</li>
<li>Диаметр конфорок:
<ul>
<li>3х 160 мм</li>
<li>1х 200 мм</li>
<li>1х 250 мм</li>
</ul>
</li>
<li>Мощность конфорок:
<ul>
<li>2х 1,1 кВт (Ø 160 мм)</li>
<li>1х 1,4 кВт (Ø 160 мм)</li>
<li>2х 2,3 кВт (Ø 200 и Ø 250 мм)</li>
</ul>
</li>
<li>Класс энергоэффективности: А</li>
</ul>",64672,220 В,15 кВт,900 мм,600 мм,905 мм,,,,0,https://entero.ru/manuals/124012/%D0%9C%D0%B0%D1%80%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RBID%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124013/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D0%B0%D1%80%D0%BE%D1%87%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RBID%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124014/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Lofra%20RBID%2096%20MFTE_5i.jpg,,https://vk.com/video_ext.php?oid=-177656185&id=456240744&hd=2&autoplay=0,90 кг,Италия,Италия,напольная,механическое,5,от 50 до 260 °С,индукционная,Да
https://cdn.entero.ru/mp@2x/ba/76/ba769aa386391859557dbb1437260a3a.jpg;https://cdn.entero.ru/mp@2x/9f/96/9f960855c34f24fe1eed38288b80ca5b.jpg;https://cdn.entero.ru/mp@2x/a7/8f/a78f36dc67f6192be609bb6cc6bdfbea.jpg,Плита электрическая Lofra RBID 96 MFTE/5i латунь,RBID96MFTE/5i,0,RUB,Нет,Lofra,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/120322,"<p>Электрическая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120322""><b class=""b"">Lofra RBID 96 MFTE/5i</b></a> предназначена для приготовления широкого спектра первых и вторых блюд, а также выпечки и десертов в домашних условиях. Модель оснащена 2 духовыми шкафами и 5 индукционными конфорками разного размера. Дверцы духовых шкафов снабжены вставками из тройного закаленного стекла, направляющие духовых шкафов выполнены из металла, наружняя часть плиты покрыта эмалью Ever Clean.</p>

<p>В комплект поставки входят противень и 2 решетки для правого духового шкафа и противень и 2 решетки для левого духового шкафа.</p>

<p><b>Левый духовой шкаф:</b></p>

<ul>
<li>9 функций приготовления + дополнительная функция размораживания</li>
<li>Электронный контроль температуры</li>
<li>Электронный программатор: таймер, автоматическое выключение</li>
<li>Звуковой сигнал окончания приготовления</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
<li>Съемное внутреннее стекло дверцы для большего удобства очистки</li>
</ul>

<p><b>Правый духовой шкаф:</b></p>

<ul>
<li>Статичная духовка</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем духового шкафа:
<ul>
<li>Левый: 70 л</li>
<li>Правый: 30 л</li>
</ul>
</li>
<li>Диаметр конфорок:
<ul>
<li>3х 160 мм</li>
<li>1х 200 мм</li>
<li>1х 250 мм</li>
</ul>
</li>
<li>Мощность конфорок:
<ul>
<li>2х 1,1 кВт (Ø 160 мм)</li>
<li>1х 1,4 кВт (Ø 160 мм)</li>
<li>2х 2,3 кВт (Ø 200 и Ø 250 мм)</li>
</ul>
</li>
<li>Класс энергоэффективности: А</li>
</ul>",120322,220 В,15 кВт,900 мм,600 мм,905 мм,,,,0,https://entero.ru/manuals/124009/%D0%9C%D0%B0%D1%80%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RBID%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124011/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D0%B0%D1%80%D0%BE%D1%87%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RBID%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124010/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Lofra%20RBID%2096%20MFTE_5i.jpg,,https://vk.com/video_ext.php?oid=-177656185&id=456240744&hd=2&autoplay=0,90 кг,,Италия,напольная,механическое,5,от 50 до 260 °С,индукционная,Да
https://cdn.entero.ru/mp@2x/6b/fe/6bfe952df5b882e1a36186f377af5231.jpg;https://cdn.entero.ru/mp@2x/4e/ec/4eec43193d7cdbc5f510afb02b8aecad.jpg,Плита электрическая Lofra RNMD 96 MFTE/5i бронза,RNMD 96 MFTE/5i Bronze / RNMD96MFTE/5i,0,RUB,Нет,Lofra,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/120323,"<p>Электрическая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120323""><b class=""b"">Lofra RNMD 96 MFTE/5i</b></a> предназначена для приготовления широкого спектра первых и вторых блюд, а также выпечки и десертов в домашних условиях. Модель оснащена 2 духовыми шкафами и 5 индукционными конфорками разного размера. Дверцы духовых шкафов снабжены вставками из тройного закаленного стекла, направляющие духовых шкафов выполнены из металла, наружняя часть плиты покрыта эмалью Ever Clean.</p>

<p>В комплект поставки входят противень и 2 решетки для правого духового шкафа и противень и 2 решетки для левого духового шкафа.</p>

<p><b>Левый духовой шкаф:</b></p>

<ul>
<li>9 функций приготовления + дополнительная функция размораживания</li>
<li>Электронный контроль температуры</li>
<li>Электронный программатор: таймер, автоматическое выключение</li>
<li>Звуковой сигнал окончания приготовления</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
<li>Съемное внутреннее стекло дверцы для большего удобства очистки</li>
</ul>

<p><b>Правый духовой шкаф:</b></p>

<ul>
<li>Статичная духовка</li>
<li>Тангенциальная система охлаждения</li>
<li>4 уровня для размещения противней</li>
<li>Внутренняя подсветка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем духового шкафа:
<ul>
<li>Левый: 70 л</li>
<li>Правый: 30 л</li>
</ul>
</li>
<li>Диаметр конфорок:
<ul>
<li>3х 160 мм</li>
<li>1х 200 мм</li>
<li>1х 250 мм</li>
</ul>
</li>
<li>Мощность конфорок:
<ul>
<li>2х 1,1 кВт (Ø 160 мм)</li>
<li>1х 1,4 кВт (Ø 160 мм)</li>
<li>2х 2,3 кВт (Ø 200 и Ø 250 мм)</li>
</ul>
</li>
<li>Класс энергоэффективности: А</li>
</ul>",120323,220 В,15 кВт,900 мм,600 мм,905 мм,,,,0,https://entero.ru/manuals/124018/%D0%9C%D0%B0%D1%80%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RNMD%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124019/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D0%B0%D1%80%D0%BE%D1%87%D0%BD%D0%BE%D0%B9%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20Lofra%20RNMD%2096%20MFTE_5i.jpg;https://entero.ru/manuals/124020/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Lofra%20RNMD%2096%20MFTE_5i.jpg,,https://vk.com/video_ext.php?oid=-177656185&id=456240744&hd=2&autoplay=0,90 кг,Италия,Италия,напольная,механическое,5,от 50 до 260 °С,индукционная,Да
